asset_id,host,role,owner,criticality,approved_task_roots,note
AST-00839,LAB-ASSET-0838,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00840,LAB-ASSET-0839,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00841,LAB-ASSET-0840,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00842,LAB-ASSET-0841,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00843,LAB-ASSET-0842,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00844,LAB-ASSET-0843,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00845,LAB-ASSET-0844,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00846,LAB-ASSET-0845,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00847,LAB-ASSET-0846,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00848,LAB-ASSET-0847,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00849,LAB-ASSET-0848,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00850,LAB-ASSET-0849,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00851,LAB-ASSET-0850,application server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00852,LAB-ASSET-0851,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00853,LAB-ASSET-0852,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00854,LAB-ASSET-0853,application server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00855,LAB-ASSET-0854,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00856,LAB-ASSET-0855,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00857,LAB-ASSET-0856,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00858,LAB-ASSET-0857,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00859,LAB-ASSET-0858,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00860,LAB-ASSET-0859,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00861,LAB-ASSET-0860,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00862,LAB-ASSET-0861,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00863,LAB-ASSET-0862,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00864,LAB-ASSET-0863,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00865,LAB-ASSET-0864,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00866,LAB-ASSET-0865,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00867,LAB-ASSET-0866,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00868,LAB-ASSET-0867,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00869,LAB-ASSET-0868,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00870,LAB-ASSET-0869,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00871,LAB-ASSET-0870,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00872,LAB-ASSET-0871,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00873,LAB-ASSET-0872,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00874,LAB-ASSET-0873,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00875,LAB-ASSET-0874,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00876,LAB-ASSET-0875,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00877,LAB-ASSET-0876,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00878,LAB-ASSET-0877,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00879,LAB-ASSET-0878,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00880,LAB-ASSET-0879,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00881,LAB-ASSET-0880,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00882,LAB-ASSET-0881,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00883,LAB-ASSET-0882,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00884,LAB-ASSET-0883,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00885,LAB-ASSET-0884,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00886,LAB-ASSET-0885,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00887,LAB-ASSET-0886,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00888,LAB-ASSET-0887,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00889,LAB-ASSET-0888,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00890,LAB-ASSET-0889,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00891,LAB-ASSET-0890,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00892,LAB-ASSET-0891,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00893,LAB-ASSET-0892,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00894,LAB-ASSET-0893,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00895,LAB-ASSET-0894,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00896,LAB-ASSET-0895,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00897,LAB-ASSET-0896,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00898,LAB-ASSET-0897,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00899,LAB-ASSET-0898,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00900,LAB-ASSET-0899,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00901,LAB-ASSET-0900,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00902,LAB-ASSET-0901,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00903,LAB-ASSET-0902,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00904,LAB-ASSET-0903,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00905,LAB-ASSET-0904,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00906,LAB-ASSET-0905,application server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00907,LAB-ASSET-0906,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00908,LAB-ASSET-0907,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00909,LAB-ASSET-0908,application server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00910,LAB-ASSET-0909,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00911,LAB-ASSET-0910,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00912,LAB-ASSET-0911,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00913,LAB-ASSET-0912,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00914,LAB-ASSET-0913,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00915,LAB-ASSET-0914,application server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00916,LAB-ASSET-0915,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00917,LAB-ASSET-0916,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00918,LAB-ASSET-0917,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00919,LAB-ASSET-0918,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00920,LAB-ASSET-0919,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00921,LAB-ASSET-0920,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00922,LAB-ASSET-0921,application server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00923,LAB-ASSET-0922,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00924,LAB-ASSET-0923,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00925,LAB-ASSET-0924,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00926,LAB-ASSET-0925,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00927,LAB-ASSET-0926,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00928,LAB-ASSET-0927,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00929,LAB-ASSET-0928,application server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00930,LAB-ASSET-0929,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00931,LAB-ASSET-0930,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00932,LAB-ASSET-0931,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00933,LAB-ASSET-0932,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00934,LAB-ASSET-0933,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00935,LAB-ASSET-0934,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00936,LAB-ASSET-0935,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00937,LAB-ASSET-0936,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00938,LAB-ASSET-0937,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00939,LAB-ASSET-0938,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00940,LAB-ASSET-0939,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00941,LAB-ASSET-0940,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00942,LAB-ASSET-0941,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00943,LAB-ASSET-0942,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00944,LAB-ASSET-0943,application server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00945,LAB-ASSET-0944,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00946,LAB-ASSET-0945,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00947,LAB-ASSET-0946,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00948,LAB-ASSET-0947,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00949,LAB-ASSET-0948,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00950,LAB-ASSET-0949,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00951,LAB-ASSET-0950,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00952,LAB-ASSET-0951,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00953,LAB-ASSET-0952,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00954,LAB-ASSET-0953,application server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00955,LAB-ASSET-0954,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00956,LAB-ASSET-0955,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00957,LAB-ASSET-0956,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00958,LAB-ASSET-0957,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00959,LAB-ASSET-0958,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00960,LAB-ASSET-0959,application server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00961,LAB-ASSET-0960,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00962,LAB-ASSET-0961,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00963,LAB-ASSET-0962,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00964,LAB-ASSET-0963,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00965,LAB-ASSET-0964,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00966,LAB-ASSET-0965,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00967,LAB-ASSET-0966,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00968,LAB-ASSET-0967,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00969,LAB-ASSET-0968,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00970,LAB-ASSET-0969,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00971,LAB-ASSET-0970,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00972,LAB-ASSET-0971,application server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00973,LAB-ASSET-0972,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00974,LAB-ASSET-0973,application server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00975,LAB-ASSET-0974,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00976,LAB-ASSET-0975,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00977,LAB-ASSET-0976,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00978,LAB-ASSET-0977,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00979,LAB-ASSET-0978,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00980,LAB-ASSET-0979,application server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00981,LAB-ASSET-0980,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00982,LAB-ASSET-0981,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00983,LAB-ASSET-0982,workstation,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00984,LAB-ASSET-0983,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00985,LAB-ASSET-0984,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00986,LAB-ASSET-0985,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00987,LAB-ASSET-0986,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00988,LAB-ASSET-0987,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00989,LAB-ASSET-0988,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00990,LAB-ASSET-0989,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00991,LAB-ASSET-0990,application server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00992,LAB-ASSET-0991,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00993,LAB-ASSET-0992,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00994,LAB-ASSET-0993,application server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00995,LAB-ASSET-0994,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00996,LAB-ASSET-0995,application server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00997,LAB-ASSET-0996,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00998,LAB-ASSET-0997,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-00999,LAB-ASSET-0998,workstation,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01000,LAB-ASSET-0999,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01001,LAB-ASSET-1000,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01002,LAB-ASSET-1001,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01003,LAB-ASSET-1002,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01004,LAB-ASSET-1003,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01005,LAB-ASSET-1004,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01006,LAB-ASSET-1005,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01007,LAB-ASSET-1006,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01008,LAB-ASSET-1007,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01009,LAB-ASSET-1008,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01010,LAB-ASSET-1009,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01011,LAB-ASSET-1010,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01012,LAB-ASSET-1011,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01013,LAB-ASSET-1012,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01014,LAB-ASSET-1013,workstation,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01015,LAB-ASSET-1014,management server,Infrastructure,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01016,LAB-ASSET-1015,management server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01017,LAB-ASSET-1016,workstation,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01018,LAB-ASSET-1017,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01019,LAB-ASSET-1018,management server,HR,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01020,LAB-ASSET-1019,application server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01021,LAB-ASSET-1020,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01022,LAB-ASSET-1021,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01023,LAB-ASSET-1022,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01024,LAB-ASSET-1023,application server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01025,LAB-ASSET-1024,management server,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01026,LAB-ASSET-1025,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01027,LAB-ASSET-1026,workstation,IT Operations,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01028,LAB-ASSET-1027,workstation,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01029,LAB-ASSET-1028,management server,HR,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01030,LAB-ASSET-1029,application server,IT Operations,medium,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
AST-01031,LAB-ASSET-1030,management server,Infrastructure,high,\ACME\Patch;\ACME\Inventory;\Microsoft\Windows\Defrag,synthetic asset context
