event_id,_time,host,user,task_name,action,task_command,run_as,classification,note
TASK-00747,2026-09-02T15:35:33Z,HR-WS-22,ACME\kpatel,\ACME\Patch\DailyScan,created,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00872,2026-09-02T15:35:33Z,DC-01,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00931,2026-09-02T15:36:27Z,MGMT-01,ACME\kpatel,\ACME\Patch\DailyScan,started,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01342,2026-09-02T15:37:02Z,APP-03,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01348,2026-09-02T15:39:22Z,FILE-02,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,created,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01113,2026-09-02T15:45:52Z,PATCH-01,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01385,2026-09-02T15:45:53Z,MGMT-01,ACME\jsmith,\Microsoft\Windows\DiskCleanup,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00624,2026-09-02T15:48:35Z,DC-01,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,created,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01149,2026-09-02T15:57:08Z,JUMP-01,ACME\kpatel,\ACME\Patch\DailyScan,completed,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01626,2026-09-02T16:02:24Z,HR-WS-22,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,created,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00469,2026-09-02T16:16:30Z,APP-03,ACME\admin.ops,\ACME\Patch\DailyScan,completed,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01700,2026-09-02T16:17:39Z,JUMP-01,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00523,2026-09-02T16:21:43Z,FILE-02,ACME\admin.ops,\ACME\Patch\DailyScan,created,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01668,2026-09-02T16:26:10Z,FILE-02,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00696,2026-09-02T16:28:31Z,DC-01,ACME\kpatel,\ACME\Patch\DailyScan,updated,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01258,2026-09-02T16:29:56Z,PATCH-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,completed,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00665,2026-09-02T16:37:50Z,HR-WS-22,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,started,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01220,2026-09-02T16:39:19Z,APP-03,ACME\jsmith,\Microsoft\Windows\DiskCleanup,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01273,2026-09-02T16:52:04Z,PATCH-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,completed,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01279,2026-09-02T16:54:11Z,PATCH-01,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01150,2026-09-02T17:00:12Z,PATCH-01,ACME\svc_patch,\ACME\Patch\DailyScan,updated,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00471,2026-09-02T17:01:32Z,APP-03,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,created,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01292,2026-09-02T17:07:57Z,JUMP-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,updated,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01340,2026-09-02T17:09:37Z,DC-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,updated,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01114,2026-09-02T17:10:15Z,HR-WS-22,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01558,2026-09-02T17:15:52Z,JUMP-01,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00973,2026-09-02T17:19:46Z,APP-03,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00559,2026-09-02T17:22:39Z,JUMP-01,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,updated,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01126,2026-09-02T17:23:38Z,PATCH-01,ACME\kpatel,\Microsoft\Windows\DiskCleanup,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01446,2026-09-02T17:27:35Z,FILE-02,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00333,2026-09-02T17:40:23Z,HR-WS-22,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,completed,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00975,2026-09-02T17:46:12Z,JUMP-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01666,2026-09-02T17:57:41Z,JUMP-01,ACME\svc_patch,\ACME\Patch\DailyScan,created,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00962,2026-09-02T18:03:49Z,JUMP-01,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01042,2026-09-02T18:11:51Z,FILE-02,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00797,2026-09-02T18:15:32Z,APP-03,ACME\kpatel,\Microsoft\Windows\DiskCleanup,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01008,2026-09-02T18:17:27Z,HR-WS-22,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,created,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01442,2026-09-02T18:18:39Z,DC-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00369,2026-09-02T18:19:25Z,FILE-02,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01091,2026-09-02T18:25:12Z,FILE-02,ACME\kpatel,\Microsoft\Windows\DiskCleanup,updated,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00274,2026-09-02T18:25:44Z,PATCH-01,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00651,2026-09-02T18:30:28Z,PATCH-01,ACME\svc_patch,\ACME\Patch\DailyScan,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00829,2026-09-02T18:33:03Z,DC-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,updated,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00741,2026-09-02T18:39:09Z,HR-WS-22,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,created,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01488,2026-09-02T18:39:46Z,HR-WS-22,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,started,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01374,2026-09-02T18:47:44Z,APP-03,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,completed,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01002,2026-09-02T18:59:26Z,MGMT-01,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,completed,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00205,2026-09-02T19:00:50Z,HR-WS-22,ACME\svc_patch,\ACME\Patch\DailyScan,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01515,2026-09-02T19:03:20Z,DC-01,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00926,2026-09-02T19:10:22Z,FILE-02,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,created,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00181,2026-09-02T19:10:55Z,HR-WS-22,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,completed,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01680,2026-09-02T19:13:33Z,FILE-02,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,updated,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01136,2026-09-02T19:15:23Z,JUMP-01,ACME\jsmith,\ACME\Patch\DailyScan,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01158,2026-09-02T19:19:20Z,APP-03,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,created,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00770,2026-09-02T19:26:08Z,MGMT-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,created,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00387,2026-09-02T19:27:51Z,DC-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01628,2026-09-02T19:35:53Z,PATCH-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01070,2026-09-02T19:36:06Z,MGMT-01,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00882,2026-09-02T19:45:48Z,DC-01,ACME\jsmith,\ACME\Patch\DailyScan,created,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01694,2026-09-02T19:55:05Z,MGMT-01,ACME\svc_patch,\ACME\Patch\DailyScan,completed,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01617,2026-09-02T19:55:37Z,HR-WS-22,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00548,2026-09-02T19:57:46Z,JUMP-01,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01299,2026-09-02T19:58:30Z,DC-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01268,2026-09-02T20:02:21Z,PATCH-01,ACME\jsmith,\Microsoft\Windows\DiskCleanup,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00154,2026-09-02T20:02:25Z,APP-03,ACME\jsmith,\Microsoft\Windows\DiskCleanup,completed,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00593,2026-09-02T20:06:57Z,HR-WS-22,ACME\admin.ops,\ACME\Patch\DailyScan,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00305,2026-09-02T20:07:32Z,FILE-02,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,created,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01287,2026-09-02T20:09:16Z,PATCH-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,completed,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00576,2026-09-02T20:09:58Z,MGMT-01,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,started,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00128,2026-09-02T20:14:06Z,JUMP-01,ACME\kpatel,\Microsoft\Windows\DiskCleanup,started,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01674,2026-09-02T20:14:11Z,DC-01,ACME\svc_patch,\ACME\Patch\DailyScan,created,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01092,2026-09-02T20:14:38Z,APP-03,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,updated,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00540,2026-09-02T20:17:21Z,PATCH-01,ACME\jsmith,\ACME\Patch\DailyScan,started,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00434,2026-09-02T20:17:40Z,HR-WS-22,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00377,2026-09-02T20:21:38Z,FILE-02,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01673,2026-09-02T20:34:59Z,JUMP-01,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01555,2026-09-02T20:35:52Z,FILE-02,ACME\kpatel,\Microsoft\Windows\DiskCleanup,completed,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00854,2026-09-02T20:36:56Z,HR-WS-22,ACME\jsmith,\Microsoft\Windows\DiskCleanup,created,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00563,2026-09-02T20:43:01Z,FILE-02,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,completed,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00313,2026-09-02T20:46:02Z,FILE-02,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01169,2026-09-02T20:48:02Z,FILE-02,ACME\jsmith,\ACME\Patch\DailyScan,created,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00156,2026-09-02T20:53:06Z,DC-01,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,created,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00021,2026-09-02T20:53:16Z,PATCH-01,ACME\svc_patch,\ACME\Patch\DailyScan,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00556,2026-09-02T20:59:56Z,MGMT-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00921,2026-09-02T21:01:34Z,PATCH-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00679,2026-09-02T21:03:26Z,PATCH-01,ACME\kpatel,\ACME\Patch\DailyScan,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01058,2026-09-02T21:14:03Z,HR-WS-22,ACME\jsmith,\ACME\Patch\DailyScan,started,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01314,2026-09-02T21:18:08Z,PATCH-01,ACME\kpatel,\Microsoft\Windows\DiskCleanup,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01670,2026-09-02T21:19:34Z,PATCH-01,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,completed,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00801,2026-09-02T21:26:24Z,MGMT-01,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,completed,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00300,2026-09-02T21:28:17Z,MGMT-01,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,completed,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01466,2026-09-02T21:28:53Z,APP-03,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00645,2026-09-02T21:31:37Z,HR-WS-22,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,completed,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01541,2026-09-02T21:39:47Z,APP-03,ACME\jsmith,\Microsoft\Windows\DiskCleanup,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01550,2026-09-02T21:40:40Z,FILE-02,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00245,2026-09-02T21:45:49Z,PATCH-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00185,2026-09-02T21:48:08Z,APP-03,ACME\svc_patch,\Microsoft\Windows\Update\Maintenance,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00160,2026-09-02T21:50:52Z,MGMT-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01497,2026-09-02T21:53:47Z,MGMT-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00524,2026-09-02T22:04:43Z,JUMP-01,ACME\jsmith,\ACME\Patch\DailyScan,created,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01068,2026-09-02T22:04:55Z,PATCH-01,ACME\svc_patch,\Microsoft\Windows\DiskCleanup,started,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01608,2026-09-02T22:11:22Z,HR-WS-22,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,completed,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00723,2026-09-02T22:12:00Z,APP-03,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00788,2026-09-02T22:12:41Z,FILE-02,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,completed,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-01671,2026-09-02T22:14:00Z,MGMT-01,ACME\jsmith,\ACME\Patch\DailyScan,created,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01627,2026-09-02T22:17:19Z,DC-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,updated,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-01500,2026-09-02T22:17:43Z,DC-01,ACME\jsmith,\Microsoft\Windows\DiskCleanup,created,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00671,2026-09-02T22:18:00Z,JUMP-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,started,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00991,2026-09-02T22:19:14Z,APP-03,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00680,2026-09-02T22:34:21Z,APP-03,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01121,2026-09-02T22:49:28Z,HR-WS-22,ACME\svc_patch,\ACME\Patch\DailyScan,created,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00299,2026-09-02T23:00:59Z,MGMT-01,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01140,2026-09-02T23:01:27Z,PATCH-01,ACME\admin.ops,\Microsoft\Windows\Update\Maintenance,completed,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00212,2026-09-02T23:04:31Z,JUMP-01,NT AUTHORITY\SYSTEM,\ACME\Patch\DailyScan,created,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01537,2026-09-02T23:06:52Z,JUMP-01,ACME\svc_patch,\ACME\Patch\DailyScan,updated,cleanmgr.exe /AUTOCLEAN,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00449,2026-09-02T23:17:06Z,HR-WS-22,ACME\jsmith,\Microsoft\Windows\DiskCleanup,started,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00920,2026-09-02T23:21:11Z,PATCH-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,created,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01787,2026-09-02T23:21:26Z,FILE-02,ACME\jsmith,\ACME\Patch\DailyScan,completed,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
TASK-00041,2026-09-02T23:22:41Z,HR-WS-22,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,started,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00585,2026-09-02T23:25:15Z,MGMT-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\Update\Maintenance,completed,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01520,2026-09-02T23:27:48Z,FILE-02,ACME\jsmith,\ACME\Patch\DailyScan,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01012,2026-09-02T23:36:33Z,DC-01,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,started,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00393,2026-09-02T23:41:06Z,PATCH-01,NT AUTHORITY\SYSTEM,\Microsoft\Windows\DiskCleanup,completed,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01087,2026-09-02T23:45:29Z,PATCH-01,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,created,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00726,2026-09-02T23:47:08Z,MGMT-01,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,created,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-01695,2026-09-02T23:51:49Z,DC-01,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,started,powershell.exe -File C:\ACME\Patch\scan.ps1,ACME\svc_patch,benign,routine scheduled task
TASK-00795,2026-09-02T23:52:51Z,PATCH-01,ACME\kpatel,\Microsoft\Windows\DiskCleanup,started,cleanmgr.exe /AUTOCLEAN,ACME\svc_patch,benign,routine scheduled task
TASK-00036,2026-09-02T23:56:48Z,FILE-02,ACME\admin.ops,\Microsoft\Windows\DiskCleanup,started,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00423,2026-09-03T00:03:03Z,HR-WS-22,ACME\kpatel,\Microsoft\Windows\DiskCleanup,updated,powershell.exe -File C:\ACME\Patch\scan.ps1,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-01261,2026-09-03T00:03:22Z,DC-01,ACME\kpatel,\Microsoft\Windows\Update\Maintenance,updated,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00490,2026-09-03T00:06:19Z,DC-01,ACME\jsmith,\Microsoft\Windows\DiskCleanup,updated,UsoClient.exe StartScan,NT AUTHORITY\SYSTEM,benign,routine scheduled task
TASK-00817,2026-09-03T00:07:07Z,DC-01,ACME\jsmith,\Microsoft\Windows\Update\Maintenance,completed,UsoClient.exe StartScan,ACME\svc_patch,benign,routine scheduled task
