detection_id,_time,severity,title,host,user,classification,note
ATD-010-00465,2026-09-11T06:27:57Z,medium,Software Deployment Review,SCCM-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00253,2026-09-11T06:32:20Z,medium,Unsigned Binary Review,SCCM-01,ACME\jsmith,context,background detection
ATD-010-00343,2026-09-11T06:37:27Z,low,Software Deployment Review,DC-01,ACME\svc_sccm,context,background detection
ATD-010-00558,2026-09-11T06:48:22Z,low,Service Change Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00550,2026-09-11T07:00:53Z,low,Software Deployment Review,OPS-WS-08,ACME\mturner,context,background detection
ATD-010-00267,2026-09-11T07:07:21Z,medium,Service Change Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00160,2026-09-11T07:10:13Z,medium,Unsigned Binary Review,DC-01,ACME\svc_sccm,context,background detection
ATD-010-00232,2026-09-11T07:12:12Z,low,Software Deployment Review,DC-01,ACME\svc_sccm,context,background detection
ATD-010-00206,2026-09-11T07:17:05Z,medium,Service Change Review,APP-06,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00391,2026-09-11T07:18:44Z,medium,Software Deployment Review,DC-01,ACME\adavis,context,background detection
ATD-010-00319,2026-09-11T07:29:03Z,low,Service Change Review,FILE-03,ACME\mturner,context,background detection
ATD-010-00257,2026-09-11T07:35:58Z,medium,Software Deployment Review,SCCM-01,ACME\jsmith,context,background detection
ATD-010-00495,2026-09-11T07:41:31Z,low,Unsigned Binary Review,FILE-03,ACME\jsmith,context,background detection
ATD-010-00408,2026-09-11T08:32:04Z,medium,Software Deployment Review,FILE-03,ACME\svc_sccm,context,background detection
ATD-010-00132,2026-09-11T08:48:32Z,medium,Unsigned Binary Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00176,2026-09-11T08:57:55Z,low,Unsigned Binary Review,OPS-WS-08,ACME\mturner,context,background detection
ATD-010-00285,2026-09-11T09:48:55Z,medium,Unsigned Binary Review,ENG-WS-17,ACME\svc_sccm,context,background detection
ATD-010-00449,2026-09-11T10:05:22Z,low,Software Deployment Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00509,2026-09-11T10:28:12Z,low,Software Deployment Review,SCCM-01,ACME\mturner,context,background detection
ATD-010-00146,2026-09-11T11:03:18Z,low,Service Change Review,SCCM-01,ACME\jsmith,context,background detection
ATD-010-00478,2026-09-11T11:07:14Z,low,Software Deployment Review,SCCM-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-010-00318,2026-09-11T11:11:58Z,medium,Software Deployment Review,FILE-03,ACME\jsmith,context,background detection
ATD-010-00585,2026-09-11T11:14:09Z,medium,Service Change Review,OPS-WS-08,ACME\adavis,context,background detection
ATD-010-00374,2026-09-11T11:24:52Z,low,Service Change Review,APP-06,ACME\mturner,context,background detection
ATD-010-00507,2026-09-11T11:36:57Z,medium,Software Deployment Review,ENG-WS-17,ACME\svc_sccm,context,background detection
ATD-010-00354,2026-09-11T11:56:59Z,medium,Unsigned Binary Review,JUMP-01,ACME\adavis,context,background detection
