event_id,_time,host,actor,service_name,display_name,action,image_path,start_type,service_account,classification,note
SVC-00016,2026-09-09T19:03:22Z,JUMP-01,NT AUTHORITY\SYSTEM,WinDefend,Windows Time,configuration_read,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00344,2026-09-09T19:07:36Z,SCCM-01,ACME\jsmith,WinDefend,ACME Inventory,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00153,2026-09-09T19:17:59Z,APP-06,ACME\jsmith,WinDefend,Windows Time,configuration_read,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00388,2026-09-09T19:36:21Z,OPS-WS-08,ACME\mturner,WinDefend,Windows Time,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00466,2026-09-09T19:59:28Z,APP-06,ACME\mturner,W32Time,Print Spooler,configuration_read,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00233,2026-09-09T20:25:22Z,ENG-WS-17,ACME\adavis,WinDefend,Print Spooler,queried,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00049,2026-09-09T20:36:41Z,JUMP-01,NT AUTHORITY\SYSTEM,W32Time,Windows Defender,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00330,2026-09-09T20:45:11Z,JUMP-01,NT AUTHORITY\SYSTEM,ACMEInventory,Windows Defender,stopped,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00348,2026-09-09T20:45:59Z,OPS-WS-08,ACME\svc_sccm,CcmExec,ACME Inventory,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00014,2026-09-09T20:47:07Z,DC-01,ACME\mturner,ACMEInventory,Windows Defender,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00383,2026-09-09T20:57:24Z,DC-01,ACME\adavis,W32Time,Print Spooler,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00474,2026-09-09T20:59:57Z,APP-06,ACME\adavis,WinDefend,Print Spooler,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00484,2026-09-09T21:20:25Z,DC-01,ACME\svc_sccm,CcmExec,Print Spooler,started,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00456,2026-09-09T21:24:54Z,SCCM-01,ACME\svc_sccm,CcmExec,Print Spooler,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00047,2026-09-09T21:28:10Z,DC-01,ACME\mturner,ACMEInventory,ACME Inventory,configuration_read,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00186,2026-09-09T21:29:44Z,DC-01,ACME\mturner,W32Time,Windows Defender,stopped,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00142,2026-09-09T21:55:54Z,FILE-03,ACME\svc_sccm,W32Time,ACME Inventory,started,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00106,2026-09-09T21:59:27Z,ENG-WS-17,ACME\svc_sccm,W32Time,Windows Time,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00391,2026-09-09T22:17:40Z,JUMP-01,ACME\svc_sccm,Spooler,Print Spooler,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00374,2026-09-09T22:20:55Z,JUMP-01,ACME\adavis,Spooler,Windows Time,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00429,2026-09-09T22:43:01Z,FILE-03,ACME\jsmith,WinDefend,ACME Inventory,queried,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00427,2026-09-09T22:51:39Z,APP-06,ACME\mturner,Spooler,Print Spooler,started,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00279,2026-09-09T23:13:13Z,DC-01,ACME\adavis,W32Time,Print Spooler,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,NetworkService,benign,routine service activity
SVC-00454,2026-09-09T23:25:40Z,ENG-WS-17,ACME\mturner,CcmExec,SMS Agent Host,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00043,2026-09-09T23:29:43Z,DC-01,ACME\svc_sccm,ACMEInventory,Print Spooler,queried,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00062,2026-09-10T00:01:52Z,OPS-WS-08,ACME\adavis,WinDefend,Windows Defender,stopped,C:\Windows\System32\svchost.exe,auto,NetworkService,benign,routine service activity
SVC-00406,2026-09-10T00:11:24Z,JUMP-01,NT AUTHORITY\SYSTEM,ACMEInventory,Print Spooler,stopped,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00192,2026-09-10T00:12:30Z,FILE-03,ACME\mturner,ACMEInventory,ACME Inventory,started,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00318,2026-09-10T00:24:36Z,FILE-03,ACME\jsmith,WinDefend,Windows Defender,stopped,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00104,2026-09-10T00:43:32Z,JUMP-01,ACME\mturner,WinDefend,SMS Agent Host,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00277,2026-09-10T01:01:53Z,SCCM-01,NT AUTHORITY\SYSTEM,ACMEInventory,ACME Inventory,configuration_read,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00380,2026-09-10T01:13:33Z,APP-06,ACME\adavis,Spooler,SMS Agent Host,configuration_read,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00171,2026-09-10T01:14:22Z,FILE-03,NT AUTHORITY\SYSTEM,W32Time,ACME Inventory,started,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00092,2026-09-10T01:28:17Z,SCCM-01,ACME\svc_sccm,Spooler,Print Spooler,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00442,2026-09-10T01:29:54Z,JUMP-01,NT AUTHORITY\SYSTEM,WinDefend,Windows Defender,configuration_read,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00415,2026-09-10T01:31:44Z,ENG-WS-17,ACME\svc_sccm,CcmExec,Windows Defender,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00037,2026-09-10T01:45:02Z,DC-01,NT AUTHORITY\SYSTEM,W32Time,ACME Inventory,queried,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00440,2026-09-10T01:57:02Z,SCCM-01,ACME\mturner,Spooler,ACME Inventory,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00242,2026-09-10T01:59:10Z,JUMP-01,NT AUTHORITY\SYSTEM,WinDefend,ACME Inventory,started,C:\Windows\System32\svchost.exe,auto,NetworkService,benign,routine service activity
SVC-00370,2026-09-10T02:21:28Z,APP-06,ACME\adavis,WinDefend,Print Spooler,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00088,2026-09-10T02:22:07Z,DC-01,ACME\svc_sccm,WinDefend,SMS Agent Host,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,NetworkService,benign,routine service activity
SVC-00273,2026-09-10T02:23:45Z,ENG-WS-17,ACME\svc_sccm,WinDefend,Windows Defender,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,NetworkService,benign,routine service activity
SVC-00124,2026-09-10T02:24:04Z,SCCM-01,ACME\jsmith,CcmExec,ACME Inventory,configuration_read,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00228,2026-09-10T02:32:26Z,DC-01,ACME\adavis,CcmExec,SMS Agent Host,queried,C:\Windows\System32\svchost.exe,auto,NetworkService,benign,routine service activity
SVC-00147,2026-09-10T02:37:56Z,FILE-03,ACME\svc_sccm,Spooler,Windows Defender,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00229,2026-09-10T03:08:01Z,APP-06,ACME\mturner,WinDefend,Windows Defender,started,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00029,2026-09-10T03:19:54Z,DC-01,ACME\svc_sccm,CcmExec,Print Spooler,started,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00023,2026-09-10T03:28:53Z,DC-01,NT AUTHORITY\SYSTEM,W32Time,SMS Agent Host,started,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00173,2026-09-10T03:46:28Z,DC-01,ACME\adavis,W32Time,ACME Inventory,stopped,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00078,2026-09-10T03:56:55Z,OPS-WS-08,ACME\adavis,WinDefend,Print Spooler,queried,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00227,2026-09-10T04:00:51Z,OPS-WS-08,ACME\mturner,ACMEInventory,SMS Agent Host,stopped,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00266,2026-09-10T04:03:41Z,FILE-03,ACME\mturner,CcmExec,ACME Inventory,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,NetworkService,benign,routine service activity
SVC-00355,2026-09-10T04:18:27Z,JUMP-01,ACME\svc_sccm,CcmExec,ACME Inventory,configuration_read,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00422,2026-09-10T04:38:27Z,JUMP-01,ACME\adavis,WinDefend,Windows Defender,queried,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00255,2026-09-10T04:58:02Z,ENG-WS-17,ACME\mturner,W32Time,SMS Agent Host,queried,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00272,2026-09-10T05:14:15Z,APP-06,NT AUTHORITY\SYSTEM,CcmExec,Windows Time,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00117,2026-09-10T05:16:17Z,APP-06,NT AUTHORITY\SYSTEM,W32Time,Windows Defender,configuration_read,C:\Windows\System32\svchost.exe,auto,NetworkService,benign,routine service activity
SVC-00476,2026-09-10T05:20:02Z,ENG-WS-17,ACME\mturner,WinDefend,ACME Inventory,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00250,2026-09-10T05:21:17Z,DC-01,ACME\jsmith,CcmExec,Print Spooler,stopped,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00332,2026-09-10T05:41:50Z,JUMP-01,ACME\mturner,WinDefend,SMS Agent Host,configuration_read,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00073,2026-09-10T06:04:09Z,OPS-WS-08,ACME\mturner,Spooler,SMS Agent Host,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00103,2026-09-10T06:17:08Z,FILE-03,NT AUTHORITY\SYSTEM,Spooler,ACME Inventory,stopped,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00213,2026-09-10T06:18:30Z,OPS-WS-08,ACME\svc_sccm,CcmExec,Windows Time,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,NetworkService,benign,routine service activity
SVC-00025,2026-09-10T06:51:04Z,OPS-WS-08,ACME\jsmith,ACMEInventory,SMS Agent Host,started,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00473,2026-09-10T06:55:33Z,APP-06,ACME\svc_sccm,W32Time,SMS Agent Host,started,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00446,2026-09-10T07:04:14Z,SCCM-01,ACME\mturner,W32Time,SMS Agent Host,stopped,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00030,2026-09-10T07:22:43Z,DC-01,NT AUTHORITY\SYSTEM,W32Time,ACME Inventory,stopped,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00028,2026-09-10T07:34:51Z,DC-01,ACME\adavis,W32Time,ACME Inventory,stopped,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00163,2026-09-10T07:49:39Z,FILE-03,ACME\adavis,WinDefend,Print Spooler,stopped,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00093,2026-09-10T07:53:02Z,OPS-WS-08,ACME\jsmith,CcmExec,Windows Time,stopped,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00421,2026-09-10T07:58:39Z,SCCM-01,NT AUTHORITY\SYSTEM,ACMEInventory,Print Spooler,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00208,2026-09-10T08:08:19Z,DC-01,ACME\mturner,W32Time,Print Spooler,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00154,2026-09-10T08:23:01Z,SCCM-01,ACME\adavis,WinDefend,Windows Defender,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00096,2026-09-10T08:29:35Z,JUMP-01,ACME\jsmith,CcmExec,Windows Time,started,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00045,2026-09-10T08:30:14Z,SCCM-01,ACME\jsmith,WinDefend,Windows Defender,configuration_read,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00317,2026-09-10T08:58:08Z,JUMP-01,ACME\jsmith,ACMEInventory,SMS Agent Host,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00303,2026-09-10T09:06:56Z,FILE-03,ACME\mturner,W32Time,SMS Agent Host,started,C:\Windows\System32\svchost.exe,auto,NetworkService,benign,routine service activity
SVC-00452,2026-09-10T09:28:37Z,APP-06,ACME\mturner,ACMEInventory,ACME Inventory,configuration_read,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00425,2026-09-10T09:50:10Z,ENG-WS-17,ACME\jsmith,CcmExec,Windows Defender,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,NetworkService,benign,routine service activity
SVC-00069,2026-09-10T10:00:55Z,SCCM-01,ACME\mturner,WinDefend,Windows Defender,stopped,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00343,2026-09-10T10:12:37Z,APP-06,NT AUTHORITY\SYSTEM,Spooler,Windows Defender,configuration_read,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00261,2026-09-10T10:14:17Z,APP-06,ACME\adavis,WinDefend,ACME Inventory,stopped,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00086,2026-09-10T10:20:57Z,ENG-WS-17,ACME\svc_sccm,W32Time,SMS Agent Host,stopped,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00282,2026-09-10T10:28:33Z,SCCM-01,ACME\adavis,W32Time,Windows Time,queried,C:\Windows\System32\svchost.exe,auto,NetworkService,benign,routine service activity
SVC-00054,2026-09-10T10:32:19Z,SCCM-01,ACME\mturner,WinDefend,Print Spooler,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00296,2026-09-10T10:37:31Z,OPS-WS-08,NT AUTHORITY\SYSTEM,Spooler,SMS Agent Host,queried,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00055,2026-09-10T10:44:56Z,OPS-WS-08,ACME\svc_sccm,ACMEInventory,ACME Inventory,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00090,2026-09-10T11:21:50Z,JUMP-01,ACME\jsmith,WinDefend,SMS Agent Host,configuration_read,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00311,2026-09-10T11:43:27Z,DC-01,ACME\mturner,ACMEInventory,Windows Defender,started,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00226,2026-09-10T12:27:28Z,DC-01,ACME\jsmith,CcmExec,SMS Agent Host,started,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00338,2026-09-10T12:34:21Z,JUMP-01,ACME\svc_sccm,ACMEInventory,SMS Agent Host,configuration_read,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00389,2026-09-10T12:51:16Z,SCCM-01,ACME\svc_sccm,W32Time,ACME Inventory,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00365,2026-09-10T13:09:25Z,SCCM-01,ACME\svc_sccm,W32Time,Windows Time,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00324,2026-09-10T13:29:49Z,FILE-03,ACME\adavis,Spooler,Print Spooler,queried,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00435,2026-09-10T13:37:39Z,OPS-WS-08,NT AUTHORITY\SYSTEM,W32Time,SMS Agent Host,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00085,2026-09-10T13:38:16Z,SCCM-01,ACME\svc_sccm,CcmExec,Windows Defender,stopped,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00423,2026-09-10T13:44:46Z,OPS-WS-08,ACME\mturner,Spooler,Print Spooler,configuration_read,C:\Windows\System32\svchost.exe,auto,NetworkService,benign,routine service activity
SVC-00044,2026-09-10T13:47:36Z,JUMP-01,NT AUTHORITY\SYSTEM,Spooler,Windows Defender,queried,C:\Windows\System32\svchost.exe,auto,NetworkService,benign,routine service activity
SVC-00195,2026-09-10T14:16:11Z,APP-06,ACME\jsmith,CcmExec,Windows Time,stopped,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00060,2026-09-10T14:21:25Z,ENG-WS-17,ACME\jsmith,WinDefend,ACME Inventory,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00179,2026-09-10T14:30:28Z,APP-06,ACME\mturner,W32Time,Windows Time,stopped,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00495,2026-09-10T14:44:41Z,FILE-03,ACME\adavis,CcmExec,Windows Defender,stopped,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00018,2026-09-10T14:54:20Z,OPS-WS-08,ACME\adavis,WinDefend,Windows Time,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00353,2026-09-10T14:57:13Z,SCCM-01,ACME\svc_sccm,ACMEInventory,Print Spooler,queried,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00420,2026-09-10T15:00:15Z,APP-06,ACME\adavis,ACMEInventory,Windows Defender,started,C:\Windows\System32\svchost.exe,auto,NetworkService,benign,routine service activity
SVC-00482,2026-09-10T15:13:13Z,ENG-WS-17,ACME\svc_sccm,CcmExec,Windows Time,stopped,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00492,2026-09-10T15:30:35Z,JUMP-01,NT AUTHORITY\SYSTEM,ACMEInventory,Windows Time,stopped,C:\Windows\System32\svchost.exe,auto,NetworkService,benign,routine service activity
SVC-00232,2026-09-10T15:35:38Z,SCCM-01,NT AUTHORITY\SYSTEM,Spooler,ACME Inventory,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00221,2026-09-10T15:36:52Z,APP-06,ACME\adavis,WinDefend,ACME Inventory,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00139,2026-09-10T15:47:30Z,FILE-03,ACME\jsmith,CcmExec,Print Spooler,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00479,2026-09-10T16:03:05Z,ENG-WS-17,ACME\svc_sccm,WinDefend,ACME Inventory,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00430,2026-09-10T16:46:09Z,SCCM-01,ACME\jsmith,ACMEInventory,SMS Agent Host,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00202,2026-09-10T16:52:09Z,FILE-03,ACME\jsmith,WinDefend,Print Spooler,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00223,2026-09-10T16:53:07Z,SCCM-01,NT AUTHORITY\SYSTEM,CcmExec,SMS Agent Host,configuration_read,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00109,2026-09-10T17:38:00Z,SCCM-01,NT AUTHORITY\SYSTEM,CcmExec,Print Spooler,started,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00313,2026-09-10T17:40:25Z,APP-06,NT AUTHORITY\SYSTEM,Spooler,Windows Time,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00041,2026-09-10T18:27:28Z,FILE-03,ACME\svc_sccm,WinDefend,ACME Inventory,started,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00345,2026-09-10T18:29:02Z,OPS-WS-08,ACME\svc_sccm,ACMEInventory,Print Spooler,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00352,2026-09-10T18:40:56Z,FILE-03,ACME\adavis,ACMEInventory,Windows Time,started,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00464,2026-09-10T18:44:53Z,OPS-WS-08,ACME\jsmith,CcmExec,Print Spooler,queried,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00008,2026-09-10T18:50:11Z,JUMP-01,ACME\mturner,ACMEInventory,ACME Inventory,started,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00450,2026-09-10T19:13:14Z,APP-06,ACME\jsmith,W32Time,Print Spooler,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,NetworkService,benign,routine service activity
SVC-00220,2026-09-10T19:23:18Z,FILE-03,ACME\mturner,WinDefend,ACME Inventory,queried,C:\Windows\CCM\CcmExec.exe,auto,LocalSystem,benign,routine service activity
SVC-00189,2026-09-10T19:28:29Z,APP-06,ACME\jsmith,Spooler,SMS Agent Host,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00369,2026-09-10T19:30:22Z,JUMP-01,ACME\svc_sccm,Spooler,ACME Inventory,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00293,2026-09-10T20:39:08Z,DC-01,ACME\svc_sccm,W32Time,SMS Agent Host,configuration_read,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00020,2026-09-10T20:40:42Z,SCCM-01,ACME\jsmith,ACMEInventory,Windows Defender,queried,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00426,2026-09-10T20:53:37Z,FILE-03,ACME\adavis,W32Time,ACME Inventory,queried,C:\Windows\System32\svchost.exe,auto,LocalSystem,benign,routine service activity
SVC-00375,2026-09-10T21:21:19Z,DC-01,NT AUTHORITY\SYSTEM,Spooler,Windows Time,stopped,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00111,2026-09-10T21:28:40Z,SCCM-01,ACME\adavis,CcmExec,Print Spooler,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,LocalSystem,benign,routine service activity
SVC-00033,2026-09-10T21:28:52Z,SCCM-01,NT AUTHORITY\SYSTEM,ACMEInventory,Windows Time,queried,C:\Windows\CCM\CcmExec.exe,demand,NetworkService,benign,routine service activity
SVC-00021,2026-09-10T21:46:30Z,APP-06,ACME\svc_sccm,CcmExec,SMS Agent Host,started,C:\Windows\System32\svchost.exe,auto,NetworkService,benign,routine service activity
SVC-00164,2026-09-10T22:03:12Z,FILE-03,ACME\jsmith,WinDefend,Windows Time,stopped,C:\Program Files\ACME\Inventory\inventorysvc.exe,auto,NetworkService,benign,routine service activity
SVC-00407,2026-09-10T22:08:47Z,SCCM-01,ACME\mturner,WinDefend,Windows Defender,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,NetworkService,benign,routine service activity
SVC-00236,2026-09-10T22:18:16Z,DC-01,ACME\jsmith,W32Time,Windows Defender,stopped,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00068,2026-09-10T22:18:19Z,APP-06,NT AUTHORITY\SYSTEM,WinDefend,Windows Defender,started,C:\Windows\CCM\CcmExec.exe,demand,LocalSystem,benign,routine service activity
SVC-00386,2026-09-10T22:21:04Z,SCCM-01,ACME\jsmith,WinDefend,Windows Defender,stopped,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
SVC-00424,2026-09-10T22:29:35Z,OPS-WS-08,ACME\mturner,W32Time,SMS Agent Host,configuration_read,C:\Windows\System32\svchost.exe,demand,LocalSystem,benign,routine service activity
SVC-00040,2026-09-10T23:18:56Z,APP-06,ACME\adavis,CcmExec,SMS Agent Host,queried,C:\Windows\System32\svchost.exe,auto,NetworkService,benign,routine service activity
SVC-00331,2026-09-10T23:29:02Z,SCCM-01,ACME\jsmith,W32Time,Windows Defender,started,C:\Windows\System32\svchost.exe,demand,NetworkService,benign,routine service activity
SVC-00146,2026-09-10T23:57:49Z,DC-01,ACME\svc_sccm,CcmExec,Print Spooler,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,NetworkService,benign,routine service activity
SVC-00431,2026-09-11T00:17:36Z,ENG-WS-17,ACME\svc_sccm,W32Time,Windows Defender,started,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,NetworkService,benign,routine service activity
SVC-00137,2026-09-11T00:21:18Z,JUMP-01,ACME\svc_sccm,ACMEInventory,ACME Inventory,configuration_read,C:\Program Files\ACME\Inventory\inventorysvc.exe,demand,LocalSystem,benign,routine service activity
SVC-00354,2026-09-11T00:45:26Z,ENG-WS-17,NT AUTHORITY\SYSTEM,ACMEInventory,Print Spooler,stopped,C:\Windows\CCM\CcmExec.exe,auto,NetworkService,benign,routine service activity
