change_id,_time,host,owner,change_type,approved,package,deployment_source,classification,note
CHG-01200,2026-09-10T17:13:53Z,FILE-03,Workplace Engineering,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01013,2026-09-10T17:14:19Z,SCCM-01,Infrastructure,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01412,2026-09-10T17:20:33Z,JUMP-01,Infrastructure,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01420,2026-09-10T17:32:25Z,JUMP-01,Endpoint Team,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01399,2026-09-10T17:37:42Z,SCCM-01,Endpoint Team,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01397,2026-09-10T17:53:11Z,ENG-WS-17,Endpoint Team,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01359,2026-09-10T17:54:23Z,JUMP-01,Infrastructure,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01047,2026-09-10T17:58:49Z,FILE-03,Workplace Engineering,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01434,2026-09-10T18:01:31Z,APP-06,Infrastructure,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01362,2026-09-10T18:05:04Z,ENG-WS-17,Workplace Engineering,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01153,2026-09-10T18:22:47Z,OPS-WS-08,Workplace Engineering,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01090,2026-09-10T18:37:38Z,APP-06,Endpoint Team,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01074,2026-09-10T18:43:15Z,FILE-03,Endpoint Team,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01473,2026-09-10T18:48:29Z,DC-01,Infrastructure,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01406,2026-09-10T19:13:18Z,FILE-03,Workplace Engineering,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01146,2026-09-10T19:20:41Z,JUMP-01,Infrastructure,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01308,2026-09-10T19:38:15Z,SCCM-01,Endpoint Team,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01303,2026-09-10T19:46:55Z,OPS-WS-08,Workplace Engineering,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01094,2026-09-10T19:57:10Z,DC-01,Workplace Engineering,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01006,2026-09-10T19:58:04Z,DC-01,Endpoint Team,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01028,2026-09-10T20:00:49Z,ENG-WS-17,Infrastructure,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01365,2026-09-10T20:14:22Z,FILE-03,Workplace Engineering,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01265,2026-09-10T20:16:03Z,APP-06,Infrastructure,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01184,2026-09-10T20:43:03Z,ENG-WS-17,Workplace Engineering,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01078,2026-09-10T20:47:37Z,OPS-WS-08,Endpoint Team,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01402,2026-09-10T21:16:58Z,JUMP-01,Infrastructure,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01462,2026-09-10T22:13:50Z,DC-01,Infrastructure,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01491,2026-09-10T22:28:12Z,ENG-WS-17,Endpoint Team,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01449,2026-09-10T22:35:28Z,APP-06,Workplace Engineering,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01439,2026-09-10T22:36:20Z,APP-06,Endpoint Team,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01079,2026-09-10T22:39:28Z,DC-01,Endpoint Team,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01492,2026-09-10T22:44:14Z,OPS-WS-08,Infrastructure,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01255,2026-09-10T22:56:37Z,FILE-03,Endpoint Team,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01254,2026-09-10T23:15:34Z,ENG-WS-17,Workplace Engineering,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01472,2026-09-10T23:30:26Z,DC-01,Infrastructure,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01445,2026-09-10T23:40:23Z,JUMP-01,Workplace Engineering,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01341,2026-09-11T00:14:09Z,ENG-WS-17,Workplace Engineering,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01087,2026-09-11T00:31:06Z,DC-01,Endpoint Team,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01095,2026-09-11T00:59:56Z,OPS-WS-08,Workplace Engineering,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01389,2026-09-11T01:04:51Z,OPS-WS-08,Endpoint Team,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01393,2026-09-11T01:29:12Z,SCCM-01,Workplace Engineering,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01105,2026-09-11T01:37:37Z,JUMP-01,Workplace Engineering,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01139,2026-09-11T01:39:21Z,OPS-WS-08,Endpoint Team,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01023,2026-09-11T01:41:43Z,JUMP-01,Endpoint Team,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01304,2026-09-11T01:43:25Z,ENG-WS-17,Infrastructure,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01354,2026-09-11T01:49:45Z,APP-06,Workplace Engineering,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01377,2026-09-11T01:58:26Z,JUMP-01,Infrastructure,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01106,2026-09-11T02:13:53Z,FILE-03,Workplace Engineering,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01487,2026-09-11T02:23:15Z,OPS-WS-08,Workplace Engineering,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01307,2026-09-11T02:34:19Z,ENG-WS-17,Workplace Engineering,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01194,2026-09-11T02:52:58Z,JUMP-01,Endpoint Team,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01177,2026-09-11T03:00:46Z,ENG-WS-17,Endpoint Team,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01045,2026-09-11T03:17:28Z,FILE-03,Infrastructure,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01302,2026-09-11T03:27:25Z,OPS-WS-08,Infrastructure,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01490,2026-09-11T03:42:51Z,JUMP-01,Workplace Engineering,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01096,2026-09-11T03:47:41Z,FILE-03,Infrastructure,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01270,2026-09-11T03:51:16Z,APP-06,Infrastructure,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01116,2026-09-11T04:05:43Z,JUMP-01,Infrastructure,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01323,2026-09-11T04:12:39Z,FILE-03,Workplace Engineering,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01069,2026-09-11T04:33:47Z,APP-06,Endpoint Team,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01104,2026-09-11T04:44:38Z,SCCM-01,Infrastructure,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01433,2026-09-11T04:44:55Z,APP-06,Infrastructure,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01317,2026-09-11T04:52:43Z,SCCM-01,Infrastructure,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01409,2026-09-11T04:54:14Z,APP-06,Workplace Engineering,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01107,2026-09-11T04:56:30Z,APP-06,Workplace Engineering,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01035,2026-09-11T05:09:55Z,JUMP-01,Endpoint Team,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01305,2026-09-11T05:18:18Z,OPS-WS-08,Infrastructure,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01186,2026-09-11T05:49:50Z,ENG-WS-17,Endpoint Team,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01173,2026-09-11T05:53:50Z,APP-06,Endpoint Team,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01277,2026-09-11T06:02:35Z,ENG-WS-17,Endpoint Team,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01102,2026-09-11T06:07:07Z,JUMP-01,Endpoint Team,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01340,2026-09-11T06:24:36Z,JUMP-01,Endpoint Team,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01089,2026-09-11T06:32:04Z,SCCM-01,Endpoint Team,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01231,2026-09-11T06:46:46Z,FILE-03,Workplace Engineering,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01134,2026-09-11T06:54:48Z,JUMP-01,Workplace Engineering,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01252,2026-09-11T06:56:39Z,JUMP-01,Infrastructure,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01232,2026-09-11T06:57:03Z,DC-01,Workplace Engineering,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01241,2026-09-11T07:05:00Z,SCCM-01,Endpoint Team,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01471,2026-09-11T07:10:51Z,OPS-WS-08,Workplace Engineering,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01329,2026-09-11T07:18:39Z,DC-01,Infrastructure,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01182,2026-09-11T07:29:08Z,SCCM-01,Infrastructure,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01301,2026-09-11T07:32:07Z,DC-01,Workplace Engineering,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01281,2026-09-11T07:33:14Z,DC-01,Infrastructure,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01024,2026-09-11T07:35:34Z,SCCM-01,Workplace Engineering,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01274,2026-09-11T07:44:26Z,FILE-03,Workplace Engineering,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01381,2026-09-11T07:46:33Z,ENG-WS-17,Infrastructure,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01346,2026-09-11T08:09:41Z,ENG-WS-17,Infrastructure,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01239,2026-09-11T08:38:41Z,JUMP-01,Workplace Engineering,inventory_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01048,2026-09-11T08:43:11Z,DC-01,Infrastructure,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01142,2026-09-11T09:06:13Z,OPS-WS-08,Workplace Engineering,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01312,2026-09-11T09:13:13Z,OPS-WS-08,Workplace Engineering,patch_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01130,2026-09-11T09:21:44Z,APP-06,Endpoint Team,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01344,2026-09-11T09:35:53Z,OPS-WS-08,Endpoint Team,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01295,2026-09-11T09:44:03Z,SCCM-01,Endpoint Team,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01055,2026-09-11T09:45:18Z,JUMP-01,Workplace Engineering,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01483,2026-09-11T09:52:25Z,DC-01,Endpoint Team,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01033,2026-09-11T10:12:25Z,SCCM-01,Infrastructure,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01063,2026-09-11T10:13:09Z,DC-01,Endpoint Team,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01313,2026-09-11T10:25:27Z,JUMP-01,Infrastructure,software_deployment,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01072,2026-09-11T10:26:25Z,SCCM-01,Infrastructure,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01042,2026-09-11T10:30:37Z,DC-01,Infrastructure,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01324,2026-09-11T10:32:22Z,ENG-WS-17,Workplace Engineering,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01372,2026-09-11T10:38:36Z,JUMP-01,Infrastructure,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01342,2026-09-11T10:42:09Z,OPS-WS-08,Endpoint Team,patch_cycle,yes,ACME Inventory,SCCM-01,benign,routine approved change
CHG-01361,2026-09-11T10:55:10Z,FILE-03,Workplace Engineering,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01121,2026-09-11T10:55:56Z,JUMP-01,Infrastructure,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01170,2026-09-11T11:14:48Z,OPS-WS-08,Endpoint Team,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01261,2026-09-11T11:32:28Z,OPS-WS-08,Infrastructure,inventory_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01427,2026-09-11T11:33:08Z,SCCM-01,Workplace Engineering,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01452,2026-09-11T11:44:03Z,FILE-03,Workplace Engineering,software_deployment,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01219,2026-09-11T11:47:58Z,APP-06,Infrastructure,patch_cycle,yes,Monthly Patch,SCCM-01,benign,routine approved change
CHG-01404,2026-09-11T11:51:55Z,DC-01,Workplace Engineering,inventory_cycle,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
CHG-01464,2026-09-11T11:57:50Z,ENG-WS-17,Workplace Engineering,software_deployment,yes,Endpoint Health Agent,SCCM-01,benign,routine approved change
