event_id,_time,host,file_path,sha256,signature_status,publisher,reputation,classification,note
TRUST-00021,2026-09-09T09:12:32Z,APP-06,C:\Windows\CCM\CcmExec.exe,5b0ddad6c2206aea2b57dfdb9327ea3bf7b2066010d61e08eaf9bde1403e9b5c,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00197,2026-09-09T09:25:18Z,DC-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,d34c5c92a1b4c713fe8ce996b0e8f9d0967d8e17f634f44a21b9712d056da444,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00064,2026-09-09T09:26:06Z,SCCM-01,C:\Windows\System32\svchost.exe,09dcf6c79f0feda7951df2385ecbac47cef0e51aaeaaa34c050c97c38e405675,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00474,2026-09-09T09:32:07Z,OPS-WS-08,C:\Windows\CCM\CcmExec.exe,c6585cabfab062cbc987d4df21c8b8326d2e33af8c0a1fa3392118441614f134,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00352,2026-09-09T09:37:44Z,OPS-WS-08,C:\Windows\System32\svchost.exe,1edf06aa81340dae012e5246ad6ff420218f22ce3e20fdba7b4617ba51fc5d31,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00152,2026-09-09T10:21:50Z,ENG-WS-17,C:\Windows\System32\svchost.exe,c060eedc24f604a366bead094452f1e85cb4411eb8d9f5b7bc19eb39c4874798,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00120,2026-09-09T10:32:39Z,JUMP-01,C:\Windows\System32\svchost.exe,21e30e79344215ca4cc39da6390be4ffafa8f0c6a86760831ac418a31e105f12,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00141,2026-09-09T10:32:50Z,FILE-03,C:\Windows\CCM\CcmExec.exe,48b40b5ef37d589e88750ef40f05a7bb47bd252532b0bb9554cb16d212b24de8,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00016,2026-09-09T10:33:13Z,FILE-03,C:\Windows\CCM\CcmExec.exe,eaace9263f270118670f42130e477d34b845e2d090055dcaff87f93519066e8e,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00322,2026-09-09T10:50:18Z,FILE-03,C:\Windows\System32\svchost.exe,a3e90caa16c54104e7aa2b1ef85aa15d37629ae9b3351a2da68c19b1c73b5955,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00349,2026-09-09T11:12:51Z,JUMP-01,C:\Windows\System32\svchost.exe,96082396d8d5bb8168975a8b6a05471b8e3a20475eac42f11395769aa6476ffd,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00337,2026-09-09T11:14:00Z,SCCM-01,C:\Windows\System32\svchost.exe,ccfbd4753afe18e6316ab442c7278617ee632228a15ccded8ed07315273be3d6,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00185,2026-09-09T11:35:16Z,DC-01,C:\Windows\System32\svchost.exe,4d091d99083bb72fa5435108374837ab71db0b5b24a66cd8b57ec68d9f214d82,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00338,2026-09-09T11:36:37Z,APP-06,C:\Windows\System32\svchost.exe,7f3ea3a64047aec81399d11a3f20a5bc693678f2d87c03d8ca68c3a64c85bced,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00385,2026-09-09T11:54:56Z,JUMP-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,22d3665476900883f39ccae6a48597ad57df12f6dedda5045c98917b610f0f5f,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00253,2026-09-09T12:44:55Z,FILE-03,C:\Program Files\ACME\Inventory\inventorysvc.exe,a3b90c29b487e82368dd5956167600bcf818a50acd924eb11b9d9858eee9d5d2,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00150,2026-09-09T13:05:50Z,JUMP-01,C:\Windows\CCM\CcmExec.exe,5ab0c0d6b142f5e0fc2af747e7004b6939b48a9c4dba9c5c33e4ffa74d05cf1f,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00175,2026-09-09T13:09:48Z,FILE-03,C:\Windows\CCM\CcmExec.exe,86a7c9c60dc207600bbed6fcc7ca3f5b00dd8aa54c80712cd847c237275cadb8,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00097,2026-09-09T13:12:22Z,FILE-03,C:\Windows\CCM\CcmExec.exe,a50787bd93a8102484b016b78336ff78c0dd644ea35557d17287b6aa84d29c4a,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00149,2026-09-09T13:18:47Z,FILE-03,C:\Program Files\ACME\Inventory\inventorysvc.exe,4d14604b2ff5472a373550d9e9052e8e3a3d680582494307319eedd832a04f49,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00495,2026-09-09T13:19:05Z,SCCM-01,C:\Windows\System32\svchost.exe,97f09b4a35e0603e2d4a20376c50a382cc85d9978d595c5989aaf78dc4b4ccae,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00015,2026-09-09T13:25:29Z,DC-01,C:\Windows\CCM\CcmExec.exe,cb6ec53b2adce9fbbe3d8390cc5980aeda24fc747d532e9b677e3812a4eea75b,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00319,2026-09-09T13:36:05Z,SCCM-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,343c55699c9e7f9470798f1d0cf45376aac4394380b51cd881e307feb1c033f8,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00225,2026-09-09T13:43:10Z,APP-06,C:\Windows\CCM\CcmExec.exe,6b89ced6a82a8c3d8d40bb71cdd862a45f9c1146bcc14c3aa1f52ddabd95929f,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00130,2026-09-09T13:44:32Z,OPS-WS-08,C:\Windows\CCM\CcmExec.exe,a3961a46190b8f3a26f9d40be20e61d532920c06467edec03339dccdbd6d4ba0,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00458,2026-09-09T13:58:21Z,FILE-03,C:\Windows\System32\svchost.exe,aa71f5a8537234cba58068ae036e87c85bebe78713b66e733f36faac6326a0f8,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00052,2026-09-09T14:09:14Z,FILE-03,C:\Program Files\ACME\Inventory\inventorysvc.exe,8581d9d66830c3f83a1d023602af64eecbccb402436bcad1dfdc0dfda7a70d2f,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00237,2026-09-09T14:38:46Z,OPS-WS-08,C:\Windows\System32\svchost.exe,534920c41a958213a1b304c93ef139d5e18f18362fb5107a2721e7523f22f38d,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00345,2026-09-09T14:38:50Z,OPS-WS-08,C:\Windows\CCM\CcmExec.exe,8f118073b4c79a2b3dac7818da9e7e0122b95c72be9e3d9330cc09893f855a0c,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00439,2026-09-09T14:43:31Z,APP-06,C:\Windows\CCM\CcmExec.exe,dff6abb27ea8211860bd6bf48559c4d35d4d6bab958852503476e3082292e8e3,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00124,2026-09-09T14:53:49Z,APP-06,C:\Program Files\ACME\Inventory\inventorysvc.exe,242f871f75764c60ace85385ea49b7ef7a67d1c2311b7b97fc20e09f14e676e3,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00040,2026-09-09T15:13:38Z,ENG-WS-17,C:\Windows\System32\svchost.exe,94761a55cfda5fc29439620d85ab2f89f6857343aefe80f7cf436d63138ad4ae,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00333,2026-09-09T15:15:33Z,FILE-03,C:\Windows\CCM\CcmExec.exe,909cdd3a140eaf460e2a93f918b16925d15d43cc9fbb30e9d4efae1b74db8204,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00030,2026-09-09T15:16:44Z,FILE-03,C:\Program Files\ACME\Inventory\inventorysvc.exe,fc8b1a7aba5ad122a1acfae655a23408c2d873c1c8bfbacf5aa939b4b9a89ba3,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00336,2026-09-09T15:30:00Z,DC-01,C:\Windows\System32\svchost.exe,e360a302e55d7c7dc14c77ec194ac77186065e5384949e7e95e4c1be01ad0e60,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00398,2026-09-09T15:44:31Z,FILE-03,C:\Windows\CCM\CcmExec.exe,61bd6b8f14739b391d1777a9452e293a7e0c60e5492e3940cd01c4e9c734675e,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00287,2026-09-09T15:56:15Z,APP-06,C:\Program Files\ACME\Inventory\inventorysvc.exe,e0aec4fd797cff3c1984d2dba9e095e27976e4373dbcf78f60d7306630af171f,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00296,2026-09-09T16:06:41Z,SCCM-01,C:\Windows\CCM\CcmExec.exe,d45484666fdfbb1973c9ae17a800b0029e9cdee74266e810f834a8b16c76d864,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00033,2026-09-09T16:23:34Z,JUMP-01,C:\Windows\CCM\CcmExec.exe,53441154b132f9d1617304301507ef28bfdf3d68be9eafda3381008dbff5f56d,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00223,2026-09-09T16:26:49Z,OPS-WS-08,C:\Program Files\ACME\Inventory\inventorysvc.exe,550a2a422bb115cdf7181b4b1166c9b86cca862876a722012256cbf2123faddd,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00492,2026-09-09T16:29:17Z,DC-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,6b6c58c188efc0bbd0bc850b62abf5c60e47ceaa71bbe9eebad138127a53e8bc,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00363,2026-09-09T16:47:28Z,SCCM-01,C:\Windows\CCM\CcmExec.exe,d600c548143213842622ec8eab2241984eaa6843bb63c54f157a2b121ab40fcf,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00210,2026-09-09T16:51:01Z,SCCM-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,d2a7528af3b15054633348ab131359f29183174391b56fbb2571ade13a890a1e,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00144,2026-09-09T17:13:23Z,ENG-WS-17,C:\Windows\System32\svchost.exe,14f3b2c524694523d6d85ba5f46b836864007e603eea1ccb6c79f5acb60c1ab5,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00272,2026-09-09T17:19:16Z,DC-01,C:\Windows\CCM\CcmExec.exe,96ce2795537213c36f24bbbc745d01ee6a02117c93f9ca40b246ea9445f3473d,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00161,2026-09-09T17:23:38Z,SCCM-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,422925f066dbc735ff2768410224300486cf9ef1ad2439128087a1f00204bc54,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00383,2026-09-09T17:32:28Z,FILE-03,C:\Windows\CCM\CcmExec.exe,9a693dd95eaaadf1e70a6cecbf8c84afe633aee24baf24c170881989bedd766f,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00377,2026-09-09T17:33:21Z,DC-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,d31bcf2536908b7f9c3dab07ba36507dd07dd29e453088bbff7638ed697620a4,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00070,2026-09-09T17:40:13Z,OPS-WS-08,C:\Program Files\ACME\Inventory\inventorysvc.exe,6da1e1d8827e5d55b71ef65058f7bc59284dda56f08a74600aa45518acf410b7,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00494,2026-09-09T17:59:25Z,APP-06,C:\Windows\CCM\CcmExec.exe,47ee4a0b6df0adff4e277f78d9b8a21ca00d9b5fb1468f28591dcef0f0386eda,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00277,2026-09-09T18:04:39Z,FILE-03,C:\Program Files\ACME\Inventory\inventorysvc.exe,73113c0131b6c901617ade399336d4569e4befa322b5b209dc47925fff4d026f,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00058,2026-09-09T18:09:29Z,DC-01,C:\Windows\CCM\CcmExec.exe,d34fbffceed7c4eb0d826221132d9d633cf4330785eb904280cbff020e403178,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00437,2026-09-09T18:17:00Z,SCCM-01,C:\Windows\CCM\CcmExec.exe,9b682906d8fea95c9e65d6fc3dccb9bbd9d5e8104ff86e7ec21858223d055e38,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00195,2026-09-09T18:21:26Z,SCCM-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,82275df804d1f5d3bff4bfeedfe3195974a3302a966acc702da482897cf4de11,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00189,2026-09-09T18:22:33Z,OPS-WS-08,C:\Windows\System32\svchost.exe,8c41eb82f727cb0966b1001c1907e7c904fc8612955c7324d660a901d2b3c179,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00335,2026-09-09T18:27:59Z,FILE-03,C:\Program Files\ACME\Inventory\inventorysvc.exe,96a3579547b7bd099c6db781fcef208372daaf516d445076830dad680f884402,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00429,2026-09-09T18:38:48Z,SCCM-01,C:\Windows\CCM\CcmExec.exe,21ff560140711738b440502aa017f30f5d86da9e8ddbced82512e6aac8c961d5,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00423,2026-09-09T18:42:17Z,SCCM-01,C:\Windows\System32\svchost.exe,7cfda4ff29bb0bfad032be02faa1d694727161e90c21448cbf39b77d684f08f1,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00086,2026-09-09T18:45:23Z,JUMP-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,0d25626e8f8cbdce087bcd271a4bb5e74da756625f0fbfb18b2d1483e99503a5,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00057,2026-09-09T18:56:40Z,JUMP-01,C:\Windows\CCM\CcmExec.exe,0762f7d48ba7407b9b25e96601ed614df6bd6b7a983e852615cdb420d1fc5099,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00487,2026-09-09T19:01:24Z,JUMP-01,C:\Windows\System32\svchost.exe,a294320c946969c5e24857267fd7e0224b52c98599601396803d65fcd1c314b6,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00462,2026-09-09T19:10:45Z,FILE-03,C:\Program Files\ACME\Inventory\inventorysvc.exe,b8da6b770ebbaec9e5680b5abb53ccab47ed3850ba77a6bb926fe3eef48ab2b8,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00131,2026-09-09T19:21:43Z,FILE-03,C:\Program Files\ACME\Inventory\inventorysvc.exe,17cc39cb153bd42dc249ea17fc398b31b6dfbaefeeb3598c47ea70f9492985d1,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00329,2026-09-09T19:27:44Z,JUMP-01,C:\Windows\CCM\CcmExec.exe,8c2e1273d9af7499f7b8c7a606e2ea526488e5b9eafb56d91a4b27bc46763d58,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00280,2026-09-09T19:29:02Z,JUMP-01,C:\Windows\System32\svchost.exe,cdc36ea31ef1b00c999aca5c76d39538ddedc3a96ddd41270613e9b057355e55,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00295,2026-09-09T19:52:39Z,OPS-WS-08,C:\Program Files\ACME\Inventory\inventorysvc.exe,27035319c51c0554cd9e5260d1a843cac7b56f1a0c90c24545c164230aec5a9e,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00375,2026-09-09T19:54:45Z,FILE-03,C:\Program Files\ACME\Inventory\inventorysvc.exe,3a680d8a9d11c013a7e876bed1cffba56e6d9446bc9c9a565e30fbfaa092e546,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00198,2026-09-09T19:55:24Z,SCCM-01,C:\Windows\System32\svchost.exe,a8ed2697c1f444f930f24fdde135d3869fffdc3206a36c77ad27ca32c97b5f5b,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00323,2026-09-09T20:00:25Z,SCCM-01,C:\Windows\System32\svchost.exe,ca16a36298c812bc4b6491471f5ec61ecaf42da9b85a1f836b956a5659f5a88f,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00110,2026-09-09T20:02:25Z,SCCM-01,C:\Windows\System32\svchost.exe,7d35bb00a494b085f69367091572e32721d7774509459c68e02b014a43c0bf98,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00113,2026-09-09T20:06:19Z,ENG-WS-17,C:\Windows\CCM\CcmExec.exe,1da4ef14b455dc7862f2c7e509ab16e2a2fd3e14f7e7705811cda155e45fefe4,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00304,2026-09-09T20:06:23Z,APP-06,C:\Program Files\ACME\Inventory\inventorysvc.exe,a70b72e3dda4ea15ed28250d7b38014db5bc46db5583a0e09b57adf965844fb2,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00268,2026-09-09T20:07:29Z,APP-06,C:\Program Files\ACME\Inventory\inventorysvc.exe,96ddbd50df829b3d1f6f70fb098f567bf1203cb03ad89d35f621c86e01bc88c4,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00065,2026-09-09T20:20:37Z,FILE-03,C:\Windows\CCM\CcmExec.exe,02db12439cc266e63de755d0175d27c6adb72728ab61e3d48087c6fe37cbd78e,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00445,2026-09-09T20:27:17Z,APP-06,C:\Windows\CCM\CcmExec.exe,524093399c219640d900623e0cfb30717a4e8fd1a4c369efe7021b12747adcce,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00170,2026-09-09T20:35:06Z,JUMP-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,ba7232ce6f355892e08963fbc63af44b9b1a1a0b97037ba747e949928378fbe8,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00206,2026-09-09T20:38:45Z,FILE-03,C:\Windows\System32\svchost.exe,832b939c8ee674ddedd99b72ea8df1bb6865af8c1d1192bc840e1a229b59ccec,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00032,2026-09-09T20:48:55Z,DC-01,C:\Windows\System32\svchost.exe,79b0d3d63f18548d43d6f2778b8b5f0b1cc76b44e925cd0b3d9cf7329fd9e6dc,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00038,2026-09-09T20:49:46Z,APP-06,C:\Program Files\ACME\Inventory\inventorysvc.exe,86f1b9c0eb7e23fc71fc13514cd83ab8f6ab5b66b3d33abbcbb25a1e3745be9f,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00472,2026-09-09T21:12:54Z,APP-06,C:\Program Files\ACME\Inventory\inventorysvc.exe,11c4b9198a7dee9f46e204154d2ed87a5a48d8cea9d7687b8b83c2ae9c685a03,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00454,2026-09-09T21:31:40Z,SCCM-01,C:\Windows\CCM\CcmExec.exe,be04ed19c189baa73e112ccd9ad4a04314058e69160949e04873662f421ced7f,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00207,2026-09-09T21:36:53Z,JUMP-01,C:\Windows\System32\svchost.exe,e578694c55e1626c93cb622fa43b3bd98e5474cb17c1d780321b57912ba2167b,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00178,2026-09-09T21:40:07Z,FILE-03,C:\Program Files\ACME\Inventory\inventorysvc.exe,f5fb96ad7d26aa720366bacfb25aeaa8a652ac5300ba537e247917117e427204,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00031,2026-09-09T21:40:33Z,FILE-03,C:\Windows\CCM\CcmExec.exe,b8e0065d5a10962a6300a07e9ddb2e6ee877bf33dd0bc95b1508a6e8061a31bb,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00188,2026-09-09T21:43:37Z,DC-01,C:\Windows\System32\svchost.exe,fe25541bcf3cffc8249623aadad3a7c48b068144001a215e0e33baf2ba5970e2,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00029,2026-09-09T21:43:39Z,DC-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,f1d45d52921ae84ea9bc819a16e765fea7a3af0c1ce679626ed137119d342d8e,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00239,2026-09-09T21:46:22Z,DC-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,5e52ff87805da1deb533bcec32d8afb90ddc2e0740f9c8cbffe52f846090a3cc,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00354,2026-09-09T21:55:29Z,DC-01,C:\Windows\System32\svchost.exe,16c5c5435125f42f19212b7efda19a37c36dff3ff655a9eb10c0ce57d8e09005,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00395,2026-09-09T21:57:48Z,APP-06,C:\Program Files\ACME\Inventory\inventorysvc.exe,d0caa102968cec8bc69490fcca7e51a886cdd9d25ec542a41589bf6dda82be6b,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00331,2026-09-09T22:04:00Z,DC-01,C:\Windows\System32\svchost.exe,c881bb6bd9ade2f5ef5cb92a7927db7a4b5c9232a1beb6cfe54d106f34729290,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00448,2026-09-09T22:12:15Z,JUMP-01,C:\Windows\System32\svchost.exe,3376d4903da86bc2dfb1e66e4bdaa145351cd3bdec74979d1aebe4307035a506,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00020,2026-09-09T22:24:01Z,FILE-03,C:\Windows\CCM\CcmExec.exe,1eff1b67d6415e3e87e878ea2dad311757e34349dcd1440a70e3a22c505b5897,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00313,2026-09-09T22:27:07Z,APP-06,C:\Windows\CCM\CcmExec.exe,f19692c1c179548115403008af67e861faedc86141616b8f7f843aadfcdb6c52,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00442,2026-09-09T22:28:13Z,FILE-03,C:\Program Files\ACME\Inventory\inventorysvc.exe,97c48e1f0cb51d9edbb0c0bf0fa58ccdb3f3a580f12bbf3d4cc912b3f639b891,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00093,2026-09-09T22:51:22Z,JUMP-01,C:\Windows\System32\svchost.exe,f33fe48b703ac61c243584f0b817ac646468889550f94e7e3c07bd6e981c1a1a,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00468,2026-09-09T22:58:40Z,FILE-03,C:\Windows\CCM\CcmExec.exe,a582427b12c8004a57fd8f06b452faab355342b12e70add5670c35e666411f9f,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00299,2026-09-09T23:06:11Z,SCCM-01,C:\Windows\System32\svchost.exe,199a5a3fe6241d00548108ab66ed268a4a608e6f9a03d9815d7429f446e2bff7,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00061,2026-09-09T23:08:36Z,FILE-03,C:\Windows\CCM\CcmExec.exe,cb1bd328200cd5244292215b04b0f8bb8bcba995c129a8e23ab353ce87c6cd62,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00436,2026-09-09T23:09:48Z,SCCM-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,47ad061a5d159e639e12a005e91e6a5324cbd3ad6c8b00ef771e27e67e6f4eb2,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00281,2026-09-09T23:11:50Z,OPS-WS-08,C:\Windows\CCM\CcmExec.exe,8a1553e790fbd25763f186cd521497c4728a4aca0b0ce4b0397a8515a332b254,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00180,2026-09-09T23:33:37Z,APP-06,C:\Windows\System32\svchost.exe,63d852f58ca9cc72cc8ea9b91aa915fb2c45bc3510352f5d0c3faf4d35b095c3,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00435,2026-09-09T23:40:58Z,APP-06,C:\Windows\System32\svchost.exe,87e3746d84e7e4ac33add905c546317c93f7f11d48cb3626238ce1921b925500,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00034,2026-09-09T23:49:07Z,SCCM-01,C:\Windows\System32\svchost.exe,6fdd0623ac6a1f9dd74c5a394f654f91068c150fe8d9db7b539a94bce2572729,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00108,2026-09-09T23:49:58Z,SCCM-01,C:\Windows\System32\svchost.exe,19459a8fcb185bde4ef0a72066c9a05ed4653a9e5e8e2a6f2d8fb0847d72121d,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00250,2026-09-10T00:44:05Z,OPS-WS-08,C:\Windows\CCM\CcmExec.exe,6c9a3a4330ecbe60e95afa8ab0d0d3153fdfbcb62a1161a75df8c6487779d580,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00282,2026-09-10T01:24:55Z,DC-01,C:\Program Files\ACME\Inventory\inventorysvc.exe,aa86bd955a09f379781def81e99035886ce57c9136a12bd2f44b0077106cbe9a,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00305,2026-09-10T01:29:44Z,FILE-03,C:\Windows\CCM\CcmExec.exe,4705eb96024a6fdb0c8fc4d610e29fbd6c0f7a51f1fea96c2e0c32cdb9d567b2,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
TRUST-00245,2026-09-10T01:32:07Z,FILE-03,C:\Windows\System32\svchost.exe,772bc643289d14ad909d937a1707799fbfb6e526ad9de2ab154f51510a5137c6,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00089,2026-09-10T02:07:39Z,FILE-03,C:\Windows\System32\svchost.exe,ba2a3722894f690efc9ccab540e8bf2c7f838783e6c71943a24b1792aa1afb1f,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00007,2026-09-10T02:09:52Z,JUMP-01,C:\Windows\CCM\CcmExec.exe,c0df06e147f75777336ca5636fe0215d97bebc55ddf32991b2b37f8bc1896212,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00403,2026-09-10T02:09:53Z,OPS-WS-08,C:\Program Files\ACME\Inventory\inventorysvc.exe,db5f09a991c22f6bd7b5d2d8e7c8916a88f5e47202165fb9fc3bbbd382a3815c,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00390,2026-09-10T02:13:10Z,OPS-WS-08,C:\Program Files\ACME\Inventory\inventorysvc.exe,42f2ad432ed155ee09c8240638c563f160164c027306095db301382af4e1306f,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00041,2026-09-10T02:31:54Z,SCCM-01,C:\Windows\CCM\CcmExec.exe,6c889e9caec38100e822a4e3514c61ac1d92b62bbaa022d7c374c1de3532085f,signed,ACME IT Automation,approved,benign,routine trust context
TRUST-00159,2026-09-10T02:47:05Z,FILE-03,C:\Windows\CCM\CcmExec.exe,cff864222d076098f1d57878c9dbbcec6618858ef08cbf98e3ed3c7166f23462,trusted_internal,ACME IT Automation,approved,benign,routine trust context
TRUST-00233,2026-09-10T02:50:44Z,SCCM-01,C:\Windows\CCM\CcmExec.exe,4fd1aa230f9dea8f227a83947b36df35801387fcc6a312e971ffc69672074df5,signed,Microsoft Corporation,approved,benign,routine trust context
TRUST-00072,2026-09-10T03:14:55Z,ENG-WS-17,C:\Program Files\ACME\Inventory\inventorysvc.exe,bf58d2d38c6f124dee6b48c85f341829d43a07d8ec1bfd494fc341a2adeea653,trusted_internal,Microsoft Corporation,approved,benign,routine trust context
