id,_time,host,user,item,target,source,provenance,classification
START-N-01949,2026-09-22T00:29:43Z,ENG-WS-17,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-04164,2026-09-22T00:31:15Z,HR-WS-22,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-01627,2026-09-22T00:31:58Z,DC-01,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-00862,2026-09-22T00:32:00Z,APP-06,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-08688,2026-09-22T00:33:22Z,PATCH-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-00101,2026-09-22T00:35:14Z,ENG-WS-17,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-05026,2026-09-22T00:35:41Z,PATCH-01,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-00615,2026-09-22T00:36:08Z,PATCH-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-08754,2026-09-22T00:36:15Z,MGMT-01,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-05542,2026-09-22T00:36:56Z,HR-WS-22,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-02399,2026-09-22T00:37:10Z,HR-WS-08,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-08563,2026-09-22T00:37:33Z,APP-06,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-05965,2026-09-22T00:37:46Z,FIN-WS-09,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-07249,2026-09-22T00:38:32Z,MGMT-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-06488,2026-09-22T00:38:36Z,DC-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-03473,2026-09-22T00:39:00Z,DC-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-00841,2026-09-22T00:39:23Z,MGMT-01,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-01928,2026-09-22T00:39:38Z,MGMT-01,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-06340,2026-09-22T00:40:12Z,ENG-WS-17,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-03973,2026-09-22T00:41:01Z,APP-06,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-00665,2026-09-22T00:42:00Z,ENG-WS-17,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-04762,2026-09-22T00:45:41Z,HR-WS-22,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-02131,2026-09-22T00:46:06Z,MGMT-01,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-07350,2026-09-22T00:46:17Z,MGMT-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-06828,2026-09-22T00:46:19Z,HR-WS-22,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-04286,2026-09-22T00:46:27Z,HR-WS-08,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-02465,2026-09-22T00:46:31Z,PATCH-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-09803,2026-09-22T00:46:44Z,HR-WS-22,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-03867,2026-09-22T00:47:39Z,HR-WS-08,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-08513,2026-09-22T00:47:44Z,ENG-WS-17,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-03579,2026-09-22T00:49:32Z,HR-WS-08,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-05473,2026-09-22T00:50:01Z,FIN-WS-09,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-09059,2026-09-22T00:51:59Z,MGMT-01,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-05446,2026-09-22T00:52:11Z,HR-WS-22,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-00784,2026-09-22T00:52:27Z,ENG-WS-17,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-02497,2026-09-22T00:52:41Z,DC-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-09929,2026-09-22T00:53:23Z,FIN-WS-09,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-09872,2026-09-22T00:54:44Z,DC-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-01229,2026-09-22T00:55:15Z,HR-WS-08,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-02842,2026-09-22T00:56:13Z,APP-06,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-01596,2026-09-22T00:56:15Z,HR-WS-08,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-09052,2026-09-22T00:56:15Z,APP-06,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-08344,2026-09-22T00:56:32Z,ENG-WS-17,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-03014,2026-09-22T00:56:53Z,DC-01,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-09660,2026-09-22T00:57:30Z,HR-WS-08,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-09031,2026-09-22T00:58:36Z,FIN-WS-09,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-03916,2026-09-22T01:01:57Z,MGMT-01,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-00611,2026-09-22T01:02:49Z,HR-WS-08,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-02631,2026-09-22T01:02:52Z,DC-01,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-00809,2026-09-22T01:03:09Z,MGMT-01,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-01513,2026-09-22T01:03:18Z,FIN-WS-09,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-08808,2026-09-22T01:03:25Z,PATCH-01,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-03122,2026-09-22T01:03:33Z,MGMT-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-02056,2026-09-22T01:04:01Z,HR-WS-22,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-06233,2026-09-22T01:04:07Z,HR-WS-08,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-08369,2026-09-22T01:05:40Z,HR-WS-08,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-05268,2026-09-22T01:05:57Z,ENG-WS-17,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-05547,2026-09-22T01:06:44Z,FIN-WS-09,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-04756,2026-09-22T01:07:22Z,ENG-WS-17,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-08622,2026-09-22T01:08:56Z,ENG-WS-17,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-02018,2026-09-22T01:09:09Z,FIN-WS-09,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-00261,2026-09-22T01:10:23Z,MGMT-01,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-09190,2026-09-22T01:10:36Z,HR-WS-22,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-03943,2026-09-22T01:10:37Z,DC-01,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-04038,2026-09-22T01:10:55Z,PATCH-01,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-09958,2026-09-22T01:11:46Z,DC-01,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-04390,2026-09-22T01:11:51Z,HR-WS-08,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-01948,2026-09-22T01:13:00Z,FIN-WS-09,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-03075,2026-09-22T01:13:26Z,APP-06,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-00447,2026-09-22T01:13:51Z,HR-WS-22,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-00494,2026-09-22T01:15:52Z,PATCH-01,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-03150,2026-09-22T01:16:16Z,FIN-WS-09,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-07410,2026-09-22T01:16:38Z,HR-WS-08,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-00439,2026-09-22T01:17:36Z,DC-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-01004,2026-09-22T01:17:58Z,PATCH-01,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-07362,2026-09-22T01:21:12Z,MGMT-01,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-04979,2026-09-22T01:21:41Z,ENG-WS-17,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-03489,2026-09-22T01:22:43Z,HR-WS-08,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-09662,2026-09-22T01:25:27Z,HR-WS-08,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-07065,2026-09-22T01:26:04Z,PATCH-01,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-06737,2026-09-22T01:27:14Z,ENG-WS-17,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-09182,2026-09-22T01:28:14Z,FIN-WS-09,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-02977,2026-09-22T01:28:25Z,APP-06,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-06410,2026-09-22T01:29:09Z,APP-06,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-00561,2026-09-22T01:29:24Z,HR-WS-08,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-03784,2026-09-22T01:32:45Z,MGMT-01,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-04031,2026-09-22T01:32:48Z,HR-WS-08,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-09171,2026-09-22T01:34:16Z,DC-01,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-02436,2026-09-22T01:35:27Z,DC-01,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-09768,2026-09-22T01:35:48Z,HR-WS-08,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-03091,2026-09-22T01:37:16Z,PATCH-01,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-09067,2026-09-22T01:37:38Z,HR-WS-08,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-00920,2026-09-22T01:37:47Z,MGMT-01,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-05407,2026-09-22T01:38:00Z,APP-06,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-04673,2026-09-22T01:38:21Z,MGMT-01,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-07653,2026-09-22T01:39:31Z,MGMT-01,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-01441,2026-09-22T01:39:33Z,ENG-WS-17,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-00822,2026-09-22T01:39:59Z,MGMT-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-05844,2026-09-22T01:40:32Z,MGMT-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-05930,2026-09-22T01:41:01Z,DC-01,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-04347,2026-09-22T01:41:34Z,MGMT-01,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-05694,2026-09-22T01:43:55Z,DC-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-04597,2026-09-22T01:44:16Z,PATCH-01,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-08327,2026-09-22T01:45:27Z,PATCH-01,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-06017,2026-09-22T01:45:50Z,HR-WS-22,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-04330,2026-09-22T01:45:52Z,HR-WS-22,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-05187,2026-09-22T01:46:01Z,APP-06,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-06347,2026-09-22T01:47:46Z,ENG-WS-17,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-07198,2026-09-22T01:48:00Z,HR-WS-22,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-01412,2026-09-22T01:48:06Z,MGMT-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-04168,2026-09-22T01:48:50Z,FIN-WS-09,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-01008,2026-09-22T01:49:02Z,PATCH-01,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-04770,2026-09-22T01:49:53Z,MGMT-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-06159,2026-09-22T01:50:08Z,MGMT-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-01728,2026-09-22T01:50:11Z,HR-WS-08,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-06547,2026-09-22T01:50:20Z,ENG-WS-17,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-03447,2026-09-22T01:50:53Z,FIN-WS-09,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-07941,2026-09-22T01:52:53Z,HR-WS-08,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-09433,2026-09-22T01:53:34Z,MGMT-01,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-02078,2026-09-22T01:53:42Z,PATCH-01,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-02016,2026-09-22T01:54:15Z,APP-06,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-09150,2026-09-22T01:54:50Z,DC-01,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-05062,2026-09-22T01:55:31Z,DC-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-05164,2026-09-22T01:57:56Z,MGMT-01,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-01333,2026-09-22T01:59:12Z,HR-WS-22,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-03592,2026-09-22T01:59:14Z,DC-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-09967,2026-09-22T01:59:45Z,MGMT-01,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-01438,2026-09-22T02:00:25Z,FIN-WS-09,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-02080,2026-09-22T02:00:37Z,DC-01,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-05530,2026-09-22T02:02:26Z,PATCH-01,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-04888,2026-09-22T02:03:01Z,MGMT-01,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-09449,2026-09-22T02:04:08Z,ENG-WS-17,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-07597,2026-09-22T02:04:13Z,HR-WS-08,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-07687,2026-09-22T02:04:14Z,FIN-WS-09,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-04152,2026-09-22T02:04:46Z,MGMT-01,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-01936,2026-09-22T02:05:13Z,MGMT-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-08407,2026-09-22T02:05:22Z,FIN-WS-09,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-05042,2026-09-22T02:06:28Z,ENG-WS-17,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-00647,2026-09-22T02:07:22Z,FIN-WS-09,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-00461,2026-09-22T02:07:44Z,MGMT-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-07859,2026-09-22T02:08:29Z,ENG-WS-17,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-05330,2026-09-22T02:08:45Z,FIN-WS-09,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-06115,2026-09-22T02:09:17Z,PATCH-01,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-07696,2026-09-22T02:09:53Z,APP-06,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-02975,2026-09-22T02:10:17Z,APP-06,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-08045,2026-09-22T02:11:29Z,PATCH-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-07631,2026-09-22T02:11:41Z,FIN-WS-09,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-07225,2026-09-22T02:11:42Z,HR-WS-22,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-01467,2026-09-22T02:11:56Z,PATCH-01,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-00012,2026-09-22T02:12:04Z,APP-06,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-03536,2026-09-22T02:13:46Z,FIN-WS-09,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-08640,2026-09-22T02:13:47Z,HR-WS-22,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-05359,2026-09-22T02:15:13Z,ENG-WS-17,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-04478,2026-09-22T02:16:17Z,ENG-WS-17,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-05846,2026-09-22T02:16:27Z,HR-WS-22,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-08573,2026-09-22T02:17:41Z,HR-WS-22,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-09054,2026-09-22T02:19:05Z,HR-WS-22,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-02838,2026-09-22T02:19:47Z,MGMT-01,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-05716,2026-09-22T02:20:30Z,PATCH-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-02346,2026-09-22T02:20:54Z,MGMT-01,ACME\\svc_patch,Teams,approved target,approved startup,approved,benign
START-N-06822,2026-09-22T02:21:12Z,MGMT-01,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-01816,2026-09-22T02:21:20Z,MGMT-01,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-03458,2026-09-22T02:21:22Z,DC-01,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-09056,2026-09-22T02:22:12Z,PATCH-01,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-05678,2026-09-22T02:22:46Z,MGMT-01,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-08949,2026-09-22T02:22:50Z,APP-06,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-04654,2026-09-22T02:23:10Z,APP-06,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-08432,2026-09-22T02:23:10Z,DC-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-04592,2026-09-22T02:23:22Z,MGMT-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-00369,2026-09-22T02:24:13Z,MGMT-01,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-06710,2026-09-22T02:24:41Z,APP-06,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-09873,2026-09-22T02:25:40Z,DC-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-06548,2026-09-22T02:27:16Z,ENG-WS-17,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-06728,2026-09-22T02:27:26Z,APP-06,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-08031,2026-09-22T02:27:46Z,HR-WS-08,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-03662,2026-09-22T02:27:47Z,PATCH-01,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-00249,2026-09-22T02:28:05Z,HR-WS-08,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-08218,2026-09-22T02:28:28Z,PATCH-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-09434,2026-09-22T02:28:29Z,APP-06,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-05912,2026-09-22T02:28:47Z,FIN-WS-09,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-03442,2026-09-22T02:30:26Z,PATCH-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-03383,2026-09-22T02:30:48Z,PATCH-01,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-05245,2026-09-22T02:31:25Z,HR-WS-08,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-07505,2026-09-22T02:31:55Z,DC-01,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-05800,2026-09-22T02:32:00Z,MGMT-01,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-09315,2026-09-22T02:32:32Z,DC-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-01720,2026-09-22T02:34:42Z,PATCH-01,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-03334,2026-09-22T02:34:47Z,MGMT-01,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-08778,2026-09-22T02:36:09Z,DC-01,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-00365,2026-09-22T02:36:28Z,APP-06,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-03177,2026-09-22T02:38:52Z,ENG-WS-17,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-05417,2026-09-22T02:40:25Z,DC-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-03188,2026-09-22T02:40:53Z,HR-WS-22,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-00246,2026-09-22T02:41:01Z,MGMT-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-01047,2026-09-22T02:43:39Z,PATCH-01,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-05972,2026-09-22T02:43:49Z,ENG-WS-17,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-02270,2026-09-22T02:44:05Z,ENG-WS-17,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-00753,2026-09-22T02:45:39Z,HR-WS-22,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-03399,2026-09-22T02:46:09Z,FIN-WS-09,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-09596,2026-09-22T02:46:34Z,ENG-WS-17,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-06882,2026-09-22T02:47:27Z,HR-WS-22,ACME\\mgarcia,OneDrive,approved target,approved startup,approved,benign
START-N-04273,2026-09-22T02:47:33Z,ENG-WS-17,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-09751,2026-09-22T02:47:51Z,FIN-WS-09,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-09403,2026-09-22T02:50:16Z,HR-WS-22,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-06199,2026-09-22T02:51:50Z,ENG-WS-17,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-02469,2026-09-22T02:52:05Z,PATCH-01,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-02458,2026-09-22T02:52:06Z,MGMT-01,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-07390,2026-09-22T02:52:17Z,HR-WS-22,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-00165,2026-09-22T02:53:03Z,FIN-WS-09,ACME\\mgarcia,MapDrives,approved target,approved startup,approved,benign
START-N-00391,2026-09-22T02:53:03Z,ENG-WS-17,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-02561,2026-09-22T02:53:09Z,DC-01,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-03789,2026-09-22T02:53:17Z,MGMT-01,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-01915,2026-09-22T02:53:25Z,MGMT-01,ACME\\jsmith,MapDrives,approved target,approved startup,approved,benign
START-N-09082,2026-09-22T02:53:38Z,ENG-WS-17,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-02266,2026-09-22T02:53:51Z,HR-WS-08,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-08029,2026-09-22T02:54:25Z,APP-06,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-07822,2026-09-22T02:54:38Z,APP-06,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-09539,2026-09-22T02:55:09Z,DC-01,ACME\\lchen,MapDrives,approved target,approved startup,approved,benign
START-N-03197,2026-09-22T02:55:22Z,APP-06,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-00098,2026-09-22T02:56:56Z,DC-01,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-07113,2026-09-22T02:58:48Z,HR-WS-08,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-08880,2026-09-22T03:00:32Z,DC-01,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-07836,2026-09-22T03:00:52Z,HR-WS-08,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-02827,2026-09-22T03:00:59Z,HR-WS-08,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-06719,2026-09-22T03:01:07Z,PATCH-01,SYSTEM,OneDrive,approved target,approved startup,approved,benign
START-N-02922,2026-09-22T03:02:34Z,MGMT-01,SYSTEM,Teams,approved target,approved startup,approved,benign
START-N-05001,2026-09-22T03:02:59Z,ENG-WS-17,SYSTEM,MapDrives,approved target,approved startup,approved,benign
START-N-08304,2026-09-22T03:03:41Z,FIN-WS-09,ACME\\lchen,Teams,approved target,approved startup,approved,benign
START-N-00189,2026-09-22T03:05:50Z,FIN-WS-09,ACME\\svc_patch,OneDrive,approved target,approved startup,approved,benign
START-N-00872,2026-09-22T03:06:09Z,HR-WS-22,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-01987,2026-09-22T03:06:12Z,HR-WS-22,ACME\\svc_patch,MapDrives,approved target,approved startup,approved,benign
START-N-08499,2026-09-22T03:06:38Z,HR-WS-22,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
START-N-05468,2026-09-22T03:06:59Z,DC-01,ACME\\jsmith,Teams,approved target,approved startup,approved,benign
START-N-00475,2026-09-22T03:07:11Z,FIN-WS-09,ACME\\lchen,OneDrive,approved target,approved startup,approved,benign
START-N-08723,2026-09-22T03:07:11Z,PATCH-01,ACME\\jsmith,OneDrive,approved target,approved startup,approved,benign
START-N-02053,2026-09-22T03:07:42Z,MGMT-01,ACME\\mgarcia,Teams,approved target,approved startup,approved,benign
