id,_time,src,dest,user,process,port,result,classification
NET-N-08118,2026-09-21T19:29:47Z,DC-01,DC-01,ACME\\lchen,agent.exe,443,allowed,benign
NET-N-06917,2026-09-21T19:29:48Z,HR-WS-08,DC-01,ACME\\mgarcia,cmd.exe,443,allowed,benign
NET-N-06322,2026-09-21T19:29:57Z,ENG-WS-17,MGMT-01,ACME\\mgarcia,agent.exe,445,allowed,benign
NET-N-06725,2026-09-21T19:30:27Z,ENG-WS-17,198.51.100.20,ACME\\svc_patch,cmd.exe,443,allowed,benign
NET-N-04451,2026-09-21T19:30:36Z,APP-06,198.51.100.20,ACME\\jsmith,agent.exe,53,allowed,benign
NET-N-08804,2026-09-21T19:31:33Z,FIN-WS-09,MGMT-01,ACME\\lchen,cmd.exe,445,allowed,benign
NET-N-05375,2026-09-21T19:33:47Z,PATCH-01,DC-01,ACME\\jsmith,agent.exe,53,allowed,benign
NET-N-00638,2026-09-21T19:34:35Z,FIN-WS-09,DC-01,SYSTEM,cmd.exe,445,allowed,benign
NET-N-02537,2026-09-21T19:34:35Z,HR-WS-22,DC-01,SYSTEM,agent.exe,445,allowed,benign
NET-N-00875,2026-09-21T19:34:49Z,DC-01,198.51.100.20,ACME\\lchen,agent.exe,443,allowed,benign
NET-N-02605,2026-09-21T19:35:17Z,PATCH-01,MGMT-01,ACME\\mgarcia,cmd.exe,445,allowed,benign
NET-N-01357,2026-09-21T19:36:22Z,APP-06,MGMT-01,ACME\\svc_patch,agent.exe,53,allowed,benign
NET-N-04807,2026-09-21T19:36:51Z,MGMT-01,DC-01,ACME\\jsmith,Teams.exe,53,allowed,benign
NET-N-05123,2026-09-21T19:37:18Z,DC-01,DC-01,ACME\\svc_patch,cmd.exe,443,allowed,benign
NET-N-03232,2026-09-21T19:37:55Z,DC-01,MGMT-01,ACME\\lchen,cmd.exe,443,allowed,benign
NET-N-08459,2026-09-21T19:38:29Z,HR-WS-08,198.51.100.20,SYSTEM,agent.exe,53,allowed,benign
NET-N-09976,2026-09-21T19:38:32Z,MGMT-01,DC-01,SYSTEM,Teams.exe,443,allowed,benign
NET-N-00447,2026-09-21T19:38:44Z,FIN-WS-09,MGMT-01,ACME\\svc_patch,agent.exe,443,allowed,benign
NET-N-09745,2026-09-21T19:38:58Z,FIN-WS-09,MGMT-01,ACME\\jsmith,agent.exe,443,allowed,benign
NET-N-04746,2026-09-21T19:40:01Z,HR-WS-22,DC-01,ACME\\jsmith,cmd.exe,445,allowed,benign
NET-N-07509,2026-09-21T19:40:23Z,DC-01,MGMT-01,ACME\\svc_patch,Teams.exe,53,allowed,benign
NET-N-02090,2026-09-21T19:42:14Z,PATCH-01,DC-01,SYSTEM,cmd.exe,445,allowed,benign
NET-N-06143,2026-09-21T19:42:34Z,PATCH-01,MGMT-01,ACME\\mgarcia,cmd.exe,445,allowed,benign
NET-N-03482,2026-09-21T19:42:57Z,APP-06,DC-01,ACME\\mgarcia,cmd.exe,445,allowed,benign
NET-N-04572,2026-09-21T19:43:03Z,PATCH-01,MGMT-01,ACME\\jsmith,agent.exe,445,allowed,benign
NET-N-07791,2026-09-21T19:44:06Z,MGMT-01,MGMT-01,SYSTEM,cmd.exe,53,allowed,benign
NET-N-02351,2026-09-21T19:44:44Z,FIN-WS-09,198.51.100.20,ACME\\svc_patch,agent.exe,445,allowed,benign
NET-N-09364,2026-09-21T19:44:58Z,HR-WS-08,198.51.100.20,ACME\\jsmith,cmd.exe,443,allowed,benign
NET-N-05164,2026-09-21T19:45:14Z,HR-WS-08,198.51.100.20,ACME\\lchen,Teams.exe,53,allowed,benign
NET-N-03320,2026-09-21T19:46:11Z,ENG-WS-17,MGMT-01,ACME\\svc_patch,cmd.exe,445,allowed,benign
NET-N-09928,2026-09-21T19:46:11Z,HR-WS-08,198.51.100.20,ACME\\lchen,Teams.exe,53,allowed,benign
NET-N-08523,2026-09-21T19:46:20Z,APP-06,198.51.100.20,SYSTEM,cmd.exe,53,allowed,benign
NET-N-01172,2026-09-21T19:47:10Z,ENG-WS-17,198.51.100.20,ACME\\lchen,agent.exe,445,allowed,benign
NET-N-01467,2026-09-21T19:47:13Z,ENG-WS-17,MGMT-01,SYSTEM,agent.exe,445,allowed,benign
NET-N-04775,2026-09-21T19:47:16Z,HR-WS-22,198.51.100.20,ACME\\jsmith,Teams.exe,53,allowed,benign
NET-N-04636,2026-09-21T19:47:34Z,ENG-WS-17,198.51.100.20,ACME\\jsmith,cmd.exe,445,allowed,benign
NET-N-05423,2026-09-21T19:47:38Z,HR-WS-08,MGMT-01,ACME\\jsmith,cmd.exe,53,allowed,benign
NET-N-00256,2026-09-21T19:48:26Z,HR-WS-08,MGMT-01,SYSTEM,agent.exe,53,allowed,benign
NET-N-01014,2026-09-21T19:49:38Z,DC-01,198.51.100.20,ACME\\svc_patch,agent.exe,53,allowed,benign
NET-N-04908,2026-09-21T19:50:28Z,ENG-WS-17,DC-01,ACME\\jsmith,Teams.exe,53,allowed,benign
NET-N-03208,2026-09-21T19:50:31Z,FIN-WS-09,DC-01,SYSTEM,Teams.exe,443,allowed,benign
NET-N-03772,2026-09-21T19:51:30Z,DC-01,DC-01,ACME\\lchen,Teams.exe,53,allowed,benign
NET-N-07538,2026-09-21T19:51:34Z,HR-WS-22,MGMT-01,SYSTEM,agent.exe,53,allowed,benign
NET-N-07261,2026-09-21T19:52:41Z,PATCH-01,MGMT-01,ACME\\jsmith,cmd.exe,53,allowed,benign
NET-N-09513,2026-09-21T19:54:19Z,HR-WS-22,DC-01,ACME\\lchen,Teams.exe,445,allowed,benign
NET-N-03472,2026-09-21T19:55:30Z,APP-06,DC-01,SYSTEM,cmd.exe,443,allowed,benign
NET-N-00537,2026-09-21T19:56:18Z,APP-06,MGMT-01,ACME\\svc_patch,cmd.exe,445,allowed,benign
NET-N-08813,2026-09-21T19:57:43Z,FIN-WS-09,198.51.100.20,ACME\\svc_patch,agent.exe,445,allowed,benign
NET-N-02444,2026-09-21T19:57:49Z,HR-WS-08,DC-01,ACME\\mgarcia,Teams.exe,53,allowed,benign
NET-N-00324,2026-09-21T19:59:30Z,FIN-WS-09,MGMT-01,SYSTEM,agent.exe,445,allowed,benign
NET-N-08160,2026-09-21T19:59:39Z,FIN-WS-09,DC-01,ACME\\mgarcia,agent.exe,53,allowed,benign
NET-N-00606,2026-09-21T19:59:41Z,ENG-WS-17,198.51.100.20,ACME\\svc_patch,cmd.exe,445,allowed,benign
NET-N-03326,2026-09-21T19:59:44Z,PATCH-01,DC-01,ACME\\svc_patch,agent.exe,445,allowed,benign
NET-N-03418,2026-09-21T20:00:06Z,MGMT-01,MGMT-01,ACME\\jsmith,Teams.exe,443,allowed,benign
NET-N-05160,2026-09-21T20:00:10Z,ENG-WS-17,DC-01,ACME\\lchen,Teams.exe,443,allowed,benign
NET-N-03783,2026-09-21T20:00:43Z,MGMT-01,198.51.100.20,ACME\\mgarcia,cmd.exe,443,allowed,benign
NET-N-04294,2026-09-21T20:00:45Z,APP-06,MGMT-01,ACME\\mgarcia,cmd.exe,53,allowed,benign
NET-N-04526,2026-09-21T20:01:09Z,DC-01,MGMT-01,ACME\\lchen,agent.exe,445,allowed,benign
NET-N-08578,2026-09-21T20:01:35Z,PATCH-01,MGMT-01,ACME\\svc_patch,Teams.exe,53,allowed,benign
NET-N-00919,2026-09-21T20:01:36Z,DC-01,198.51.100.20,ACME\\lchen,Teams.exe,445,allowed,benign
NET-N-07715,2026-09-21T20:02:00Z,DC-01,MGMT-01,ACME\\jsmith,cmd.exe,53,allowed,benign
NET-N-05961,2026-09-21T20:02:22Z,DC-01,DC-01,ACME\\jsmith,agent.exe,53,allowed,benign
NET-N-06320,2026-09-21T20:02:24Z,HR-WS-08,DC-01,SYSTEM,cmd.exe,53,allowed,benign
NET-N-09251,2026-09-21T20:03:04Z,MGMT-01,198.51.100.20,ACME\\jsmith,cmd.exe,53,allowed,benign
NET-N-09202,2026-09-21T20:03:19Z,HR-WS-08,DC-01,ACME\\svc_patch,Teams.exe,445,allowed,benign
NET-N-02553,2026-09-21T20:03:59Z,FIN-WS-09,DC-01,ACME\\mgarcia,Teams.exe,53,allowed,benign
NET-N-04238,2026-09-21T20:04:03Z,HR-WS-08,198.51.100.20,ACME\\jsmith,cmd.exe,445,allowed,benign
NET-N-06769,2026-09-21T20:05:03Z,DC-01,198.51.100.20,ACME\\mgarcia,cmd.exe,53,allowed,benign
NET-N-02360,2026-09-21T20:05:35Z,FIN-WS-09,198.51.100.20,ACME\\mgarcia,Teams.exe,53,allowed,benign
NET-N-03514,2026-09-21T20:06:23Z,FIN-WS-09,MGMT-01,ACME\\jsmith,cmd.exe,445,allowed,benign
NET-N-06639,2026-09-21T20:08:02Z,MGMT-01,DC-01,ACME\\mgarcia,agent.exe,53,allowed,benign
NET-N-04863,2026-09-21T20:08:35Z,APP-06,DC-01,SYSTEM,Teams.exe,443,allowed,benign
NET-N-07164,2026-09-21T20:09:12Z,HR-WS-08,DC-01,ACME\\jsmith,agent.exe,445,allowed,benign
NET-N-01907,2026-09-21T20:09:17Z,APP-06,DC-01,ACME\\lchen,cmd.exe,53,allowed,benign
NET-N-01461,2026-09-21T20:09:23Z,FIN-WS-09,DC-01,ACME\\lchen,cmd.exe,53,allowed,benign
NET-N-04121,2026-09-21T20:09:24Z,PATCH-01,MGMT-01,ACME\\lchen,cmd.exe,445,allowed,benign
NET-N-06878,2026-09-21T20:09:37Z,FIN-WS-09,DC-01,SYSTEM,agent.exe,53,allowed,benign
NET-N-05778,2026-09-21T20:10:50Z,APP-06,198.51.100.20,SYSTEM,Teams.exe,445,allowed,benign
NET-N-01244,2026-09-21T20:11:17Z,FIN-WS-09,DC-01,ACME\\svc_patch,cmd.exe,445,allowed,benign
NET-N-09604,2026-09-21T20:11:35Z,ENG-WS-17,DC-01,ACME\\lchen,agent.exe,443,allowed,benign
NET-N-01283,2026-09-21T20:11:43Z,MGMT-01,DC-01,ACME\\svc_patch,agent.exe,443,allowed,benign
NET-N-06768,2026-09-21T20:12:12Z,DC-01,DC-01,ACME\\mgarcia,Teams.exe,445,allowed,benign
NET-N-09962,2026-09-21T20:12:21Z,ENG-WS-17,198.51.100.20,ACME\\mgarcia,cmd.exe,53,allowed,benign
NET-N-02436,2026-09-21T20:12:26Z,HR-WS-22,MGMT-01,ACME\\mgarcia,cmd.exe,445,allowed,benign
NET-N-04986,2026-09-21T20:14:02Z,MGMT-01,DC-01,ACME\\lchen,cmd.exe,445,allowed,benign
NET-N-03911,2026-09-21T20:15:15Z,HR-WS-22,DC-01,ACME\\svc_patch,agent.exe,445,allowed,benign
NET-N-01773,2026-09-21T20:15:19Z,HR-WS-22,198.51.100.20,ACME\\mgarcia,agent.exe,445,allowed,benign
NET-N-04818,2026-09-21T20:16:05Z,FIN-WS-09,198.51.100.20,ACME\\lchen,agent.exe,445,allowed,benign
NET-N-05210,2026-09-21T20:17:03Z,HR-WS-08,MGMT-01,ACME\\jsmith,agent.exe,53,allowed,benign
NET-N-07493,2026-09-21T20:18:30Z,HR-WS-08,DC-01,ACME\\svc_patch,agent.exe,443,allowed,benign
NET-N-02247,2026-09-21T20:19:25Z,HR-WS-08,DC-01,ACME\\jsmith,agent.exe,445,allowed,benign
NET-N-05789,2026-09-21T20:19:41Z,DC-01,DC-01,ACME\\svc_patch,agent.exe,445,allowed,benign
NET-N-06759,2026-09-21T20:20:30Z,HR-WS-22,MGMT-01,ACME\\jsmith,agent.exe,53,allowed,benign
NET-N-05093,2026-09-21T20:20:50Z,APP-06,MGMT-01,ACME\\svc_patch,Teams.exe,443,allowed,benign
NET-N-04042,2026-09-21T20:20:53Z,ENG-WS-17,198.51.100.20,ACME\\mgarcia,Teams.exe,443,allowed,benign
NET-N-09359,2026-09-21T20:21:45Z,FIN-WS-09,MGMT-01,SYSTEM,cmd.exe,445,allowed,benign
NET-N-07148,2026-09-21T20:22:02Z,HR-WS-08,MGMT-01,ACME\\lchen,agent.exe,445,allowed,benign
NET-N-05448,2026-09-21T20:22:05Z,APP-06,DC-01,ACME\\mgarcia,Teams.exe,443,allowed,benign
NET-N-09275,2026-09-21T20:22:08Z,DC-01,DC-01,ACME\\lchen,agent.exe,53,allowed,benign
NET-N-08884,2026-09-21T20:22:11Z,FIN-WS-09,MGMT-01,ACME\\mgarcia,cmd.exe,443,allowed,benign
NET-N-03230,2026-09-21T20:22:36Z,HR-WS-22,198.51.100.20,SYSTEM,agent.exe,445,allowed,benign
NET-N-01312,2026-09-21T20:22:38Z,HR-WS-08,198.51.100.20,SYSTEM,cmd.exe,53,allowed,benign
NET-N-00580,2026-09-21T20:22:40Z,PATCH-01,MGMT-01,ACME\\mgarcia,agent.exe,443,allowed,benign
NET-N-03971,2026-09-21T20:23:49Z,HR-WS-22,DC-01,ACME\\mgarcia,Teams.exe,445,allowed,benign
NET-N-02981,2026-09-21T20:24:50Z,MGMT-01,DC-01,ACME\\svc_patch,agent.exe,53,allowed,benign
NET-N-01605,2026-09-21T20:25:23Z,MGMT-01,MGMT-01,ACME\\mgarcia,cmd.exe,445,allowed,benign
NET-N-07030,2026-09-21T20:25:27Z,PATCH-01,MGMT-01,ACME\\lchen,Teams.exe,443,allowed,benign
NET-N-07451,2026-09-21T20:26:55Z,APP-06,DC-01,SYSTEM,agent.exe,53,allowed,benign
NET-N-02405,2026-09-21T20:28:25Z,HR-WS-22,MGMT-01,ACME\\mgarcia,agent.exe,443,allowed,benign
NET-N-02134,2026-09-21T20:29:12Z,FIN-WS-09,DC-01,SYSTEM,Teams.exe,53,allowed,benign
NET-N-06286,2026-09-21T20:30:25Z,FIN-WS-09,198.51.100.20,ACME\\lchen,agent.exe,443,allowed,benign
NET-N-07202,2026-09-21T20:32:06Z,FIN-WS-09,198.51.100.20,SYSTEM,cmd.exe,53,allowed,benign
NET-N-00836,2026-09-21T20:32:56Z,DC-01,MGMT-01,ACME\\lchen,cmd.exe,443,allowed,benign
NET-N-04707,2026-09-21T20:33:44Z,MGMT-01,DC-01,ACME\\mgarcia,Teams.exe,443,allowed,benign
NET-N-01815,2026-09-21T20:33:49Z,APP-06,198.51.100.20,ACME\\mgarcia,agent.exe,53,allowed,benign
NET-N-08029,2026-09-21T20:34:34Z,ENG-WS-17,198.51.100.20,ACME\\lchen,Teams.exe,443,allowed,benign
NET-N-05725,2026-09-21T20:34:59Z,HR-WS-08,MGMT-01,ACME\\svc_patch,agent.exe,53,allowed,benign
NET-N-03383,2026-09-21T20:37:22Z,HR-WS-22,198.51.100.20,SYSTEM,cmd.exe,445,allowed,benign
NET-N-03757,2026-09-21T20:38:22Z,MGMT-01,198.51.100.20,ACME\\lchen,cmd.exe,53,allowed,benign
NET-N-06002,2026-09-21T20:38:22Z,APP-06,MGMT-01,ACME\\svc_patch,agent.exe,53,allowed,benign
NET-N-03360,2026-09-21T20:39:12Z,ENG-WS-17,DC-01,ACME\\mgarcia,agent.exe,443,allowed,benign
NET-N-05262,2026-09-21T20:39:29Z,HR-WS-22,198.51.100.20,ACME\\jsmith,agent.exe,445,allowed,benign
NET-N-02617,2026-09-21T20:42:05Z,PATCH-01,DC-01,ACME\\lchen,cmd.exe,443,allowed,benign
NET-N-07756,2026-09-21T20:42:15Z,MGMT-01,198.51.100.20,SYSTEM,Teams.exe,443,allowed,benign
NET-N-04780,2026-09-21T20:42:33Z,DC-01,MGMT-01,ACME\\jsmith,cmd.exe,443,allowed,benign
NET-N-00539,2026-09-21T20:42:38Z,ENG-WS-17,198.51.100.20,ACME\\mgarcia,agent.exe,53,allowed,benign
NET-N-04324,2026-09-21T20:42:58Z,APP-06,198.51.100.20,ACME\\mgarcia,agent.exe,443,allowed,benign
NET-N-00243,2026-09-21T20:43:11Z,DC-01,MGMT-01,ACME\\jsmith,agent.exe,445,allowed,benign
NET-N-09126,2026-09-21T20:43:28Z,HR-WS-22,198.51.100.20,SYSTEM,Teams.exe,53,allowed,benign
NET-N-07773,2026-09-21T20:44:18Z,HR-WS-22,198.51.100.20,SYSTEM,agent.exe,445,allowed,benign
NET-N-08920,2026-09-21T20:44:33Z,PATCH-01,DC-01,ACME\\mgarcia,Teams.exe,443,allowed,benign
NET-N-00739,2026-09-21T20:45:12Z,PATCH-01,198.51.100.20,ACME\\jsmith,cmd.exe,443,allowed,benign
NET-N-09780,2026-09-21T20:45:28Z,DC-01,DC-01,ACME\\jsmith,agent.exe,53,allowed,benign
NET-N-00038,2026-09-21T20:46:00Z,HR-WS-22,198.51.100.20,ACME\\svc_patch,cmd.exe,445,allowed,benign
NET-N-01044,2026-09-21T20:46:01Z,DC-01,MGMT-01,ACME\\mgarcia,Teams.exe,53,allowed,benign
NET-N-08830,2026-09-21T20:46:18Z,APP-06,198.51.100.20,ACME\\lchen,cmd.exe,443,allowed,benign
NET-N-08020,2026-09-21T20:46:21Z,FIN-WS-09,DC-01,ACME\\svc_patch,Teams.exe,445,allowed,benign
NET-N-04792,2026-09-21T20:46:22Z,APP-06,198.51.100.20,ACME\\mgarcia,Teams.exe,443,allowed,benign
NET-N-00411,2026-09-21T20:47:49Z,ENG-WS-17,MGMT-01,ACME\\lchen,agent.exe,445,allowed,benign
NET-N-03302,2026-09-21T20:47:52Z,FIN-WS-09,198.51.100.20,ACME\\jsmith,cmd.exe,53,allowed,benign
NET-N-04677,2026-09-21T20:49:05Z,DC-01,198.51.100.20,ACME\\mgarcia,Teams.exe,443,allowed,benign
NET-N-03289,2026-09-21T20:49:29Z,MGMT-01,MGMT-01,ACME\\jsmith,Teams.exe,443,allowed,benign
NET-N-04649,2026-09-21T20:49:43Z,DC-01,DC-01,ACME\\jsmith,cmd.exe,445,allowed,benign
NET-N-03126,2026-09-21T20:49:44Z,HR-WS-22,MGMT-01,SYSTEM,agent.exe,443,allowed,benign
NET-N-02316,2026-09-21T20:49:49Z,PATCH-01,DC-01,ACME\\mgarcia,Teams.exe,445,allowed,benign
NET-N-04825,2026-09-21T20:51:20Z,HR-WS-22,DC-01,ACME\\svc_patch,cmd.exe,445,allowed,benign
NET-N-08532,2026-09-21T20:51:49Z,MGMT-01,MGMT-01,ACME\\mgarcia,Teams.exe,445,allowed,benign
NET-N-02607,2026-09-21T20:52:07Z,ENG-WS-17,MGMT-01,ACME\\mgarcia,cmd.exe,445,allowed,benign
NET-N-05336,2026-09-21T20:52:21Z,HR-WS-22,DC-01,ACME\\jsmith,Teams.exe,53,allowed,benign
NET-N-04641,2026-09-21T20:53:05Z,HR-WS-08,DC-01,ACME\\lchen,cmd.exe,443,allowed,benign
NET-N-04148,2026-09-21T20:53:21Z,FIN-WS-09,MGMT-01,ACME\\mgarcia,Teams.exe,443,allowed,benign
NET-N-07722,2026-09-21T20:53:46Z,MGMT-01,198.51.100.20,ACME\\lchen,agent.exe,443,allowed,benign
NET-N-08103,2026-09-21T20:53:51Z,HR-WS-22,MGMT-01,ACME\\mgarcia,agent.exe,53,allowed,benign
NET-N-00087,2026-09-21T20:53:57Z,MGMT-01,MGMT-01,ACME\\svc_patch,Teams.exe,443,allowed,benign
NET-N-04167,2026-09-21T20:54:42Z,DC-01,198.51.100.20,ACME\\svc_patch,agent.exe,443,allowed,benign
NET-N-08729,2026-09-21T20:54:48Z,HR-WS-08,DC-01,ACME\\jsmith,Teams.exe,53,allowed,benign
NET-N-09384,2026-09-21T20:56:05Z,APP-06,DC-01,SYSTEM,cmd.exe,53,allowed,benign
NET-N-06887,2026-09-21T20:56:25Z,DC-01,DC-01,SYSTEM,Teams.exe,53,allowed,benign
NET-N-01030,2026-09-21T20:56:51Z,HR-WS-08,MGMT-01,ACME\\lchen,agent.exe,445,allowed,benign
NET-N-05481,2026-09-21T20:57:41Z,HR-WS-08,198.51.100.20,ACME\\lchen,cmd.exe,445,allowed,benign
NET-N-02383,2026-09-21T20:57:50Z,PATCH-01,DC-01,ACME\\jsmith,agent.exe,53,allowed,benign
NET-N-06717,2026-09-21T20:58:51Z,PATCH-01,198.51.100.20,ACME\\mgarcia,cmd.exe,53,allowed,benign
NET-N-01602,2026-09-21T20:59:01Z,HR-WS-08,198.51.100.20,SYSTEM,cmd.exe,53,allowed,benign
NET-N-02991,2026-09-21T20:59:44Z,APP-06,MGMT-01,SYSTEM,Teams.exe,445,allowed,benign
NET-N-07428,2026-09-21T20:59:50Z,HR-WS-08,198.51.100.20,ACME\\lchen,agent.exe,445,allowed,benign
NET-N-06687,2026-09-21T21:00:11Z,HR-WS-08,MGMT-01,ACME\\svc_patch,agent.exe,445,allowed,benign
NET-N-06384,2026-09-21T21:00:21Z,PATCH-01,DC-01,ACME\\lchen,Teams.exe,443,allowed,benign
NET-N-05247,2026-09-21T21:01:09Z,FIN-WS-09,198.51.100.20,ACME\\lchen,cmd.exe,443,allowed,benign
NET-N-03506,2026-09-21T21:01:22Z,MGMT-01,198.51.100.20,ACME\\svc_patch,Teams.exe,443,allowed,benign
NET-N-07293,2026-09-21T21:02:07Z,DC-01,MGMT-01,SYSTEM,agent.exe,443,allowed,benign
NET-N-02484,2026-09-21T21:03:40Z,HR-WS-22,MGMT-01,SYSTEM,agent.exe,443,allowed,benign
NET-N-07325,2026-09-21T21:03:41Z,APP-06,MGMT-01,ACME\\jsmith,Teams.exe,443,allowed,benign
NET-N-01593,2026-09-21T21:04:43Z,HR-WS-08,MGMT-01,ACME\\mgarcia,agent.exe,445,allowed,benign
NET-N-04083,2026-09-21T21:04:53Z,APP-06,MGMT-01,ACME\\jsmith,agent.exe,53,allowed,benign
NET-N-08489,2026-09-21T21:05:02Z,MGMT-01,DC-01,ACME\\lchen,cmd.exe,53,allowed,benign
NET-N-03318,2026-09-21T21:05:55Z,MGMT-01,DC-01,ACME\\lchen,agent.exe,53,allowed,benign
NET-N-04039,2026-09-21T21:06:05Z,ENG-WS-17,198.51.100.20,SYSTEM,Teams.exe,443,allowed,benign
NET-N-04542,2026-09-21T21:06:37Z,HR-WS-22,198.51.100.20,ACME\\svc_patch,cmd.exe,443,allowed,benign
NET-N-00283,2026-09-21T21:06:53Z,PATCH-01,DC-01,ACME\\jsmith,Teams.exe,445,allowed,benign
NET-N-02043,2026-09-21T21:08:51Z,FIN-WS-09,DC-01,ACME\\svc_patch,cmd.exe,53,allowed,benign
NET-N-03596,2026-09-21T21:10:29Z,HR-WS-08,DC-01,ACME\\mgarcia,cmd.exe,53,allowed,benign
NET-N-08486,2026-09-21T21:10:34Z,APP-06,MGMT-01,ACME\\mgarcia,agent.exe,443,allowed,benign
NET-N-09396,2026-09-21T21:11:11Z,HR-WS-22,198.51.100.20,ACME\\jsmith,Teams.exe,443,allowed,benign
NET-N-01070,2026-09-21T21:13:10Z,MGMT-01,DC-01,ACME\\jsmith,Teams.exe,445,allowed,benign
NET-N-05954,2026-09-21T21:13:25Z,ENG-WS-17,198.51.100.20,ACME\\svc_patch,Teams.exe,443,allowed,benign
NET-N-08003,2026-09-21T21:13:41Z,ENG-WS-17,MGMT-01,ACME\\mgarcia,cmd.exe,445,allowed,benign
NET-N-06633,2026-09-21T21:16:13Z,HR-WS-22,MGMT-01,ACME\\jsmith,agent.exe,443,allowed,benign
NET-N-02586,2026-09-21T21:16:32Z,APP-06,DC-01,ACME\\jsmith,cmd.exe,443,allowed,benign
NET-N-09771,2026-09-21T21:16:59Z,APP-06,198.51.100.20,ACME\\lchen,Teams.exe,443,allowed,benign
NET-N-00960,2026-09-21T21:18:22Z,FIN-WS-09,MGMT-01,SYSTEM,Teams.exe,53,allowed,benign
NET-N-02410,2026-09-21T21:18:44Z,ENG-WS-17,MGMT-01,SYSTEM,agent.exe,53,allowed,benign
NET-N-04233,2026-09-21T21:19:20Z,HR-WS-08,MGMT-01,ACME\\jsmith,Teams.exe,445,allowed,benign
NET-N-01299,2026-09-21T21:19:36Z,HR-WS-22,DC-01,ACME\\jsmith,agent.exe,443,allowed,benign
NET-N-04554,2026-09-21T21:19:39Z,DC-01,198.51.100.20,ACME\\svc_patch,Teams.exe,443,allowed,benign
NET-N-02613,2026-09-21T21:19:57Z,HR-WS-22,DC-01,ACME\\svc_patch,agent.exe,445,allowed,benign
NET-N-05333,2026-09-21T21:22:39Z,PATCH-01,198.51.100.20,ACME\\jsmith,cmd.exe,53,allowed,benign
NET-N-09020,2026-09-21T21:23:05Z,HR-WS-22,MGMT-01,ACME\\svc_patch,Teams.exe,53,allowed,benign
NET-N-06735,2026-09-21T21:23:11Z,DC-01,MGMT-01,ACME\\svc_patch,cmd.exe,445,allowed,benign
NET-N-03425,2026-09-21T21:23:49Z,HR-WS-22,DC-01,SYSTEM,Teams.exe,443,allowed,benign
NET-N-02847,2026-09-21T21:23:50Z,APP-06,MGMT-01,ACME\\jsmith,agent.exe,53,allowed,benign
NET-N-03786,2026-09-21T21:25:16Z,PATCH-01,DC-01,ACME\\svc_patch,agent.exe,443,allowed,benign
NET-N-06498,2026-09-21T21:25:18Z,ENG-WS-17,MGMT-01,SYSTEM,cmd.exe,443,allowed,benign
NET-N-07274,2026-09-21T21:25:24Z,DC-01,DC-01,ACME\\mgarcia,agent.exe,443,allowed,benign
NET-N-01832,2026-09-21T21:26:00Z,MGMT-01,198.51.100.20,SYSTEM,agent.exe,443,allowed,benign
NET-N-03864,2026-09-21T21:26:21Z,HR-WS-22,MGMT-01,ACME\\jsmith,Teams.exe,443,allowed,benign
NET-N-02249,2026-09-21T21:26:56Z,FIN-WS-09,198.51.100.20,SYSTEM,cmd.exe,443,allowed,benign
NET-N-01160,2026-09-21T21:27:09Z,PATCH-01,DC-01,ACME\\svc_patch,Teams.exe,445,allowed,benign
NET-N-02593,2026-09-21T21:27:31Z,PATCH-01,DC-01,SYSTEM,agent.exe,445,allowed,benign
NET-N-04852,2026-09-21T21:27:44Z,ENG-WS-17,198.51.100.20,ACME\\mgarcia,agent.exe,445,allowed,benign
NET-N-05667,2026-09-21T21:29:09Z,DC-01,MGMT-01,ACME\\svc_patch,agent.exe,53,allowed,benign
NET-N-01344,2026-09-21T21:29:13Z,FIN-WS-09,198.51.100.20,ACME\\svc_patch,agent.exe,53,allowed,benign
NET-N-06021,2026-09-21T21:30:08Z,ENG-WS-17,MGMT-01,ACME\\mgarcia,agent.exe,53,allowed,benign
NET-N-06090,2026-09-21T21:31:37Z,HR-WS-08,MGMT-01,ACME\\svc_patch,agent.exe,445,allowed,benign
NET-N-06690,2026-09-21T21:31:37Z,HR-WS-22,MGMT-01,SYSTEM,cmd.exe,53,allowed,benign
NET-N-03245,2026-09-21T21:31:48Z,APP-06,DC-01,SYSTEM,cmd.exe,443,allowed,benign
NET-N-06977,2026-09-21T21:33:49Z,ENG-WS-17,MGMT-01,ACME\\lchen,Teams.exe,443,allowed,benign
NET-N-07727,2026-09-21T21:35:06Z,DC-01,MGMT-01,ACME\\lchen,agent.exe,443,allowed,benign
NET-N-05154,2026-09-21T21:35:14Z,HR-WS-22,198.51.100.20,ACME\\svc_patch,Teams.exe,445,allowed,benign
NET-N-04313,2026-09-21T21:35:40Z,HR-WS-08,198.51.100.20,SYSTEM,Teams.exe,53,allowed,benign
NET-N-07480,2026-09-21T21:36:37Z,MGMT-01,MGMT-01,ACME\\jsmith,Teams.exe,445,allowed,benign
NET-N-07970,2026-09-21T21:36:50Z,DC-01,MGMT-01,SYSTEM,agent.exe,443,allowed,benign
NET-N-09648,2026-09-21T21:38:06Z,HR-WS-22,198.51.100.20,SYSTEM,agent.exe,53,allowed,benign
NET-N-09080,2026-09-21T21:38:33Z,FIN-WS-09,DC-01,ACME\\mgarcia,Teams.exe,443,allowed,benign
NET-N-03794,2026-09-21T21:39:48Z,APP-06,198.51.100.20,ACME\\svc_patch,agent.exe,445,allowed,benign
NET-N-01454,2026-09-21T21:40:38Z,MGMT-01,MGMT-01,ACME\\lchen,cmd.exe,443,allowed,benign
