id,_time,host,user,signal,severity,classification
CAP-N-06033,2026-09-21T16:11:14Z,FIN-WS-09,SYSTEM,startup inventory,medium,context
CAP-N-01789,2026-09-21T16:11:17Z,PATCH-01,ACME\\lchen,admin task review,medium,context
CAP-N-09744,2026-09-21T16:11:33Z,MGMT-01,ACME\\svc_patch,service inventory,low,context
CAP-N-03749,2026-09-21T16:11:44Z,DC-01,SYSTEM,startup inventory,low,context
CAP-N-00671,2026-09-21T16:11:47Z,HR-WS-08,ACME\\svc_patch,startup inventory,low,context
CAP-N-07140,2026-09-21T16:11:55Z,MGMT-01,ACME\\jsmith,admin task review,medium,context
CAP-N-00828,2026-09-21T16:12:04Z,MGMT-01,ACME\\lchen,admin task review,medium,context
CAP-N-07427,2026-09-21T16:12:09Z,PATCH-01,ACME\\lchen,admin task review,low,context
CAP-N-07814,2026-09-21T16:12:17Z,HR-WS-22,ACME\\jsmith,service inventory,medium,context
CAP-N-00704,2026-09-21T16:12:31Z,ENG-WS-17,ACME\\svc_patch,admin task review,medium,context
CAP-N-06698,2026-09-21T16:13:51Z,ENG-WS-17,SYSTEM,admin task review,low,context
CAP-N-01929,2026-09-21T16:14:04Z,ENG-WS-17,ACME\\jsmith,service inventory,medium,context
CAP-N-02581,2026-09-21T16:14:28Z,DC-01,ACME\\svc_patch,startup inventory,medium,context
CAP-N-02924,2026-09-21T16:14:41Z,APP-06,ACME\\svc_patch,service inventory,low,context
CAP-N-07446,2026-09-21T16:14:48Z,HR-WS-08,SYSTEM,admin task review,low,context
CAP-N-09460,2026-09-21T16:14:55Z,HR-WS-08,ACME\\lchen,startup inventory,medium,context
CAP-N-00635,2026-09-21T16:15:04Z,MGMT-01,ACME\\mgarcia,startup inventory,low,context
CAP-N-04846,2026-09-21T16:15:04Z,FIN-WS-09,ACME\\lchen,startup inventory,medium,context
CAP-N-05892,2026-09-21T16:15:24Z,DC-01,ACME\\mgarcia,startup inventory,low,context
CAP-N-06310,2026-09-21T16:15:46Z,APP-06,ACME\\svc_patch,admin task review,low,context
CAP-N-09281,2026-09-21T16:15:54Z,PATCH-01,ACME\\mgarcia,admin task review,low,context
CAP-N-09898,2026-09-21T16:17:32Z,MGMT-01,ACME\\mgarcia,service inventory,medium,context
CAP-N-03417,2026-09-21T16:18:44Z,HR-WS-22,SYSTEM,admin task review,low,context
CAP-N-08739,2026-09-21T16:19:43Z,DC-01,SYSTEM,service inventory,medium,context
CAP-N-09319,2026-09-21T16:20:00Z,HR-WS-22,ACME\\mgarcia,startup inventory,low,context
CAP-N-06967,2026-09-21T16:20:10Z,HR-WS-22,ACME\\svc_patch,service inventory,medium,context
CAP-N-04752,2026-09-21T16:21:22Z,DC-01,ACME\\svc_patch,startup inventory,medium,context
CAP-N-09244,2026-09-21T16:21:55Z,HR-WS-22,SYSTEM,startup inventory,medium,context
CAP-N-01722,2026-09-21T16:21:57Z,HR-WS-22,ACME\\lchen,service inventory,low,context
CAP-N-09689,2026-09-21T16:22:04Z,FIN-WS-09,ACME\\svc_patch,admin task review,low,context
CAP-N-00497,2026-09-21T16:22:34Z,ENG-WS-17,ACME\\mgarcia,admin task review,low,context
CAP-N-00335,2026-09-21T16:22:51Z,MGMT-01,SYSTEM,service inventory,low,context
CAP-N-07185,2026-09-21T16:23:24Z,HR-WS-08,SYSTEM,admin task review,medium,context
CAP-N-07323,2026-09-21T16:23:52Z,APP-06,ACME\\jsmith,service inventory,medium,context
CAP-N-01188,2026-09-21T16:23:55Z,HR-WS-22,ACME\\jsmith,startup inventory,low,context
CAP-N-03629,2026-09-21T16:24:06Z,HR-WS-22,ACME\\svc_patch,startup inventory,low,context
CAP-N-05124,2026-09-21T16:24:16Z,PATCH-01,SYSTEM,service inventory,medium,context
CAP-N-07653,2026-09-21T16:24:35Z,MGMT-01,ACME\\svc_patch,service inventory,low,context
CAP-N-07087,2026-09-21T16:24:36Z,DC-01,SYSTEM,admin task review,medium,context
CAP-N-02041,2026-09-21T16:26:05Z,HR-WS-08,ACME\\mgarcia,admin task review,low,context
CAP-N-09461,2026-09-21T16:26:27Z,PATCH-01,ACME\\mgarcia,startup inventory,low,context
CAP-N-02089,2026-09-21T16:26:42Z,MGMT-01,ACME\\svc_patch,service inventory,medium,context
CAP-N-02237,2026-09-21T16:28:31Z,FIN-WS-09,SYSTEM,admin task review,low,context
CAP-N-09003,2026-09-21T16:28:47Z,MGMT-01,ACME\\svc_patch,admin task review,medium,context
CAP-N-04818,2026-09-21T16:29:08Z,ENG-WS-17,ACME\\svc_patch,service inventory,medium,context
CAP-N-09228,2026-09-21T16:29:09Z,DC-01,ACME\\lchen,service inventory,medium,context
CAP-N-00808,2026-09-21T16:30:02Z,DC-01,ACME\\mgarcia,admin task review,medium,context
CAP-N-00901,2026-09-21T16:30:33Z,HR-WS-22,SYSTEM,startup inventory,low,context
CAP-N-03686,2026-09-21T16:33:32Z,HR-WS-08,ACME\\lchen,service inventory,medium,context
CAP-N-03997,2026-09-21T16:34:21Z,FIN-WS-09,ACME\\svc_patch,startup inventory,low,context
CAP-N-09680,2026-09-21T16:34:52Z,DC-01,ACME\\lchen,startup inventory,medium,context
CAP-N-04534,2026-09-21T16:35:30Z,APP-06,ACME\\lchen,service inventory,medium,context
CAP-N-02226,2026-09-21T16:35:43Z,APP-06,ACME\\lchen,admin task review,low,context
CAP-N-05490,2026-09-21T16:36:50Z,ENG-WS-17,ACME\\svc_patch,admin task review,medium,context
CAP-N-08062,2026-09-21T16:37:49Z,FIN-WS-09,SYSTEM,service inventory,medium,context
CAP-N-01625,2026-09-21T16:39:45Z,HR-WS-08,ACME\\lchen,service inventory,low,context
CAP-N-05580,2026-09-21T16:41:01Z,DC-01,SYSTEM,service inventory,low,context
CAP-N-05762,2026-09-21T16:42:06Z,ENG-WS-17,ACME\\jsmith,service inventory,medium,context
CAP-N-03434,2026-09-21T16:42:22Z,ENG-WS-17,ACME\\mgarcia,startup inventory,low,context
CAP-N-05583,2026-09-21T16:42:34Z,DC-01,ACME\\svc_patch,service inventory,low,context
CAP-N-08060,2026-09-21T16:42:56Z,DC-01,ACME\\mgarcia,admin task review,medium,context
CAP-N-03063,2026-09-21T16:43:26Z,ENG-WS-17,ACME\\mgarcia,startup inventory,low,context
CAP-N-05751,2026-09-21T16:43:31Z,DC-01,ACME\\lchen,startup inventory,low,context
CAP-N-03036,2026-09-21T16:43:57Z,FIN-WS-09,SYSTEM,admin task review,medium,context
CAP-N-01248,2026-09-21T16:44:47Z,HR-WS-22,ACME\\jsmith,admin task review,medium,context
CAP-N-05575,2026-09-21T16:44:48Z,FIN-WS-09,ACME\\lchen,service inventory,medium,context
CAP-N-07768,2026-09-21T16:44:56Z,APP-06,ACME\\lchen,service inventory,medium,context
CAP-N-05918,2026-09-21T16:46:09Z,APP-06,SYSTEM,startup inventory,low,context
CAP-N-03460,2026-09-21T16:46:35Z,MGMT-01,ACME\\lchen,service inventory,low,context
CAP-N-02781,2026-09-21T16:47:02Z,MGMT-01,ACME\\svc_patch,admin task review,medium,context
CAP-N-04576,2026-09-21T16:47:09Z,HR-WS-22,ACME\\mgarcia,admin task review,medium,context
CAP-N-07083,2026-09-21T16:47:50Z,FIN-WS-09,SYSTEM,startup inventory,low,context
CAP-N-09591,2026-09-21T16:47:59Z,DC-01,ACME\\jsmith,startup inventory,low,context
CAP-N-05354,2026-09-21T16:48:38Z,FIN-WS-09,ACME\\lchen,startup inventory,low,context
CAP-N-08085,2026-09-21T16:49:08Z,MGMT-01,ACME\\jsmith,startup inventory,medium,context
CAP-N-04666,2026-09-21T16:49:56Z,HR-WS-08,ACME\\lchen,service inventory,low,context
CAP-N-04319,2026-09-21T16:50:17Z,HR-WS-08,ACME\\svc_patch,service inventory,medium,context
CAP-N-06705,2026-09-21T16:50:31Z,DC-01,ACME\\svc_patch,startup inventory,medium,context
CAP-N-07401,2026-09-21T16:50:51Z,PATCH-01,ACME\\svc_patch,startup inventory,low,context
CAP-N-04236,2026-09-21T16:51:21Z,HR-WS-08,ACME\\lchen,startup inventory,low,context
CAP-N-05650,2026-09-21T16:51:24Z,HR-WS-08,ACME\\lchen,service inventory,low,context
CAP-N-06933,2026-09-21T16:52:37Z,APP-06,SYSTEM,startup inventory,medium,context
CAP-N-05964,2026-09-21T16:52:41Z,HR-WS-08,SYSTEM,startup inventory,medium,context
CAP-N-06085,2026-09-21T16:52:58Z,HR-WS-08,ACME\\svc_patch,startup inventory,low,context
CAP-N-05061,2026-09-21T16:53:36Z,MGMT-01,ACME\\jsmith,admin task review,low,context
CAP-N-09456,2026-09-21T16:53:39Z,PATCH-01,SYSTEM,admin task review,medium,context
CAP-N-05200,2026-09-21T16:53:54Z,FIN-WS-09,ACME\\svc_patch,startup inventory,medium,context
CAP-N-04205,2026-09-21T16:54:22Z,DC-01,ACME\\svc_patch,service inventory,medium,context
CAP-N-03653,2026-09-21T16:54:27Z,HR-WS-08,SYSTEM,admin task review,medium,context
CAP-N-08217,2026-09-21T16:54:52Z,FIN-WS-09,ACME\\svc_patch,admin task review,medium,context
CAP-N-09734,2026-09-21T16:57:02Z,APP-06,ACME\\jsmith,startup inventory,medium,context
CAP-N-00276,2026-09-21T16:57:09Z,MGMT-01,ACME\\mgarcia,service inventory,low,context
CAP-N-06836,2026-09-21T16:57:18Z,APP-06,ACME\\mgarcia,service inventory,low,context
CAP-N-09944,2026-09-21T16:57:37Z,MGMT-01,ACME\\lchen,service inventory,medium,context
CAP-N-03308,2026-09-21T16:57:46Z,ENG-WS-17,ACME\\svc_patch,startup inventory,medium,context
CAP-N-08359,2026-09-21T16:58:11Z,HR-WS-22,ACME\\mgarcia,service inventory,low,context
CAP-N-03975,2026-09-21T16:58:19Z,HR-WS-08,ACME\\jsmith,admin task review,low,context
CAP-N-08670,2026-09-21T16:59:28Z,MGMT-01,ACME\\svc_patch,admin task review,low,context
CAP-N-03135,2026-09-21T16:59:58Z,DC-01,SYSTEM,service inventory,low,context
CAP-N-04974,2026-09-21T17:00:17Z,HR-WS-22,ACME\\mgarcia,startup inventory,low,context
CAP-N-02142,2026-09-21T17:01:09Z,MGMT-01,ACME\\mgarcia,startup inventory,low,context
CAP-N-08628,2026-09-21T17:01:28Z,HR-WS-22,ACME\\jsmith,service inventory,low,context
CAP-N-08941,2026-09-21T17:02:04Z,FIN-WS-09,ACME\\lchen,startup inventory,low,context
CAP-N-06504,2026-09-21T17:02:18Z,APP-06,ACME\\svc_patch,service inventory,medium,context
CAP-N-04884,2026-09-21T17:02:47Z,DC-01,ACME\\svc_patch,service inventory,medium,context
CAP-N-08069,2026-09-21T17:04:05Z,ENG-WS-17,ACME\\svc_patch,service inventory,low,context
CAP-N-03852,2026-09-21T17:04:28Z,DC-01,ACME\\mgarcia,startup inventory,low,context
CAP-N-01178,2026-09-21T17:04:44Z,ENG-WS-17,ACME\\svc_patch,service inventory,low,context
CAP-N-08613,2026-09-21T17:06:20Z,ENG-WS-17,ACME\\lchen,service inventory,low,context
CAP-N-08762,2026-09-21T17:06:42Z,APP-06,ACME\\jsmith,admin task review,low,context
CAP-N-08061,2026-09-21T17:07:39Z,ENG-WS-17,ACME\\lchen,admin task review,low,context
CAP-N-09653,2026-09-21T17:08:25Z,HR-WS-22,ACME\\mgarcia,service inventory,medium,context
CAP-N-03721,2026-09-21T17:09:50Z,DC-01,SYSTEM,service inventory,low,context
CAP-N-04362,2026-09-21T17:09:52Z,DC-01,ACME\\mgarcia,startup inventory,medium,context
CAP-N-04571,2026-09-21T17:11:02Z,APP-06,ACME\\svc_patch,startup inventory,medium,context
CAP-N-04958,2026-09-21T17:11:03Z,APP-06,SYSTEM,service inventory,low,context
CAP-N-00376,2026-09-21T17:12:25Z,ENG-WS-17,ACME\\lchen,admin task review,medium,context
CAP-N-09659,2026-09-21T17:12:37Z,FIN-WS-09,ACME\\jsmith,service inventory,medium,context
CAP-N-00699,2026-09-21T17:12:55Z,PATCH-01,ACME\\svc_patch,service inventory,low,context
CAP-N-02275,2026-09-21T17:13:52Z,PATCH-01,ACME\\svc_patch,startup inventory,low,context
CAP-N-03154,2026-09-21T17:14:09Z,HR-WS-08,SYSTEM,startup inventory,low,context
CAP-N-06000,2026-09-21T17:14:18Z,ENG-WS-17,SYSTEM,startup inventory,medium,context
CAP-N-07031,2026-09-21T17:15:00Z,APP-06,ACME\\jsmith,admin task review,low,context
CAP-N-07515,2026-09-21T17:15:31Z,FIN-WS-09,ACME\\svc_patch,startup inventory,low,context
CAP-N-02025,2026-09-21T17:15:54Z,APP-06,ACME\\jsmith,service inventory,medium,context
CAP-N-00189,2026-09-21T17:16:06Z,APP-06,ACME\\lchen,startup inventory,low,context
CAP-N-07095,2026-09-21T17:16:20Z,PATCH-01,ACME\\lchen,admin task review,medium,context
CAP-N-07650,2026-09-21T17:16:42Z,FIN-WS-09,ACME\\mgarcia,admin task review,medium,context
CAP-N-03139,2026-09-21T17:16:49Z,MGMT-01,ACME\\jsmith,admin task review,low,context
CAP-N-09431,2026-09-21T17:16:56Z,DC-01,ACME\\svc_patch,startup inventory,medium,context
CAP-N-04979,2026-09-21T17:18:11Z,PATCH-01,SYSTEM,startup inventory,low,context
CAP-N-02540,2026-09-21T17:19:04Z,HR-WS-22,ACME\\mgarcia,service inventory,medium,context
CAP-N-01226,2026-09-21T17:19:23Z,HR-WS-08,SYSTEM,service inventory,low,context
CAP-N-07130,2026-09-21T17:20:01Z,MGMT-01,ACME\\jsmith,admin task review,low,context
CAP-N-02362,2026-09-21T17:20:03Z,HR-WS-08,ACME\\svc_patch,startup inventory,medium,context
CAP-N-03673,2026-09-21T17:20:15Z,MGMT-01,ACME\\svc_patch,service inventory,medium,context
CAP-N-00105,2026-09-21T17:20:20Z,APP-06,ACME\\jsmith,startup inventory,medium,context
CAP-N-08810,2026-09-21T17:21:06Z,PATCH-01,ACME\\lchen,admin task review,low,context
CAP-N-00912,2026-09-21T17:21:52Z,DC-01,ACME\\lchen,admin task review,low,context
CAP-N-03466,2026-09-21T17:22:06Z,APP-06,SYSTEM,startup inventory,medium,context
CAP-N-09287,2026-09-21T17:22:14Z,PATCH-01,ACME\\lchen,admin task review,low,context
CAP-N-05927,2026-09-21T17:22:52Z,DC-01,ACME\\svc_patch,startup inventory,low,context
CAP-N-07844,2026-09-21T17:23:54Z,APP-06,ACME\\lchen,service inventory,low,context
CAP-N-07170,2026-09-21T17:24:58Z,FIN-WS-09,ACME\\lchen,service inventory,low,context
CAP-N-06819,2026-09-21T17:25:29Z,HR-WS-08,ACME\\mgarcia,service inventory,medium,context
CAP-N-01597,2026-09-21T17:26:13Z,APP-06,ACME\\mgarcia,service inventory,medium,context
CAP-N-00321,2026-09-21T17:26:15Z,HR-WS-08,ACME\\svc_patch,service inventory,low,context
CAP-N-06794,2026-09-21T17:27:51Z,DC-01,ACME\\jsmith,startup inventory,low,context
CAP-N-08748,2026-09-21T17:28:32Z,FIN-WS-09,ACME\\jsmith,admin task review,low,context
CAP-N-06464,2026-09-21T17:29:39Z,DC-01,ACME\\mgarcia,service inventory,low,context
CAP-N-01020,2026-09-21T17:29:53Z,MGMT-01,ACME\\svc_patch,service inventory,medium,context
CAP-N-09526,2026-09-21T17:30:54Z,MGMT-01,ACME\\lchen,startup inventory,medium,context
CAP-N-04630,2026-09-21T17:31:30Z,MGMT-01,ACME\\svc_patch,startup inventory,medium,context
CAP-N-06625,2026-09-21T17:32:06Z,ENG-WS-17,ACME\\lchen,admin task review,medium,context
CAP-N-05865,2026-09-21T17:32:07Z,APP-06,SYSTEM,admin task review,low,context
CAP-N-00296,2026-09-21T17:32:41Z,HR-WS-08,ACME\\mgarcia,startup inventory,medium,context
CAP-N-04251,2026-09-21T17:33:20Z,HR-WS-22,ACME\\mgarcia,startup inventory,low,context
CAP-N-08497,2026-09-21T17:36:22Z,HR-WS-22,ACME\\svc_patch,service inventory,low,context
CAP-N-07697,2026-09-21T17:36:34Z,FIN-WS-09,ACME\\mgarcia,startup inventory,low,context
CAP-N-08468,2026-09-21T17:37:19Z,PATCH-01,ACME\\svc_patch,admin task review,low,context
CAP-N-04709,2026-09-21T17:37:59Z,PATCH-01,ACME\\lchen,startup inventory,medium,context
CAP-N-07867,2026-09-21T17:39:18Z,FIN-WS-09,ACME\\jsmith,startup inventory,low,context
CAP-N-00202,2026-09-21T17:39:20Z,PATCH-01,ACME\\jsmith,startup inventory,low,context
CAP-N-05700,2026-09-21T17:39:27Z,DC-01,ACME\\jsmith,startup inventory,low,context
CAP-N-01683,2026-09-21T17:39:30Z,HR-WS-22,ACME\\mgarcia,service inventory,medium,context
CAP-N-07767,2026-09-21T17:40:35Z,HR-WS-22,ACME\\svc_patch,startup inventory,low,context
CAP-N-02584,2026-09-21T17:41:34Z,HR-WS-08,SYSTEM,admin task review,medium,context
CAP-N-06043,2026-09-21T17:41:42Z,MGMT-01,ACME\\lchen,startup inventory,low,context
CAP-N-03081,2026-09-21T17:42:24Z,MGMT-01,ACME\\lchen,startup inventory,medium,context
CAP-N-05788,2026-09-21T17:42:53Z,APP-06,ACME\\lchen,admin task review,low,context
CAP-N-05766,2026-09-21T17:43:08Z,MGMT-01,SYSTEM,admin task review,medium,context
CAP-N-07004,2026-09-21T17:43:29Z,PATCH-01,ACME\\lchen,startup inventory,medium,context
CAP-N-01586,2026-09-21T17:43:31Z,FIN-WS-09,ACME\\lchen,admin task review,medium,context
CAP-N-01488,2026-09-21T17:45:07Z,DC-01,ACME\\mgarcia,service inventory,medium,context
CAP-N-07923,2026-09-21T17:45:59Z,HR-WS-08,SYSTEM,service inventory,low,context
CAP-N-02309,2026-09-21T17:46:00Z,PATCH-01,ACME\\lchen,service inventory,low,context
CAP-N-09635,2026-09-21T17:48:21Z,HR-WS-22,SYSTEM,startup inventory,low,context
CAP-N-01799,2026-09-21T17:48:39Z,APP-06,ACME\\mgarcia,startup inventory,low,context
CAP-N-05380,2026-09-21T17:49:15Z,ENG-WS-17,ACME\\svc_patch,service inventory,medium,context
CAP-N-05775,2026-09-21T17:49:53Z,MGMT-01,ACME\\lchen,service inventory,low,context
CAP-N-05971,2026-09-21T17:50:23Z,ENG-WS-17,ACME\\lchen,admin task review,low,context
CAP-N-01155,2026-09-21T17:51:37Z,APP-06,ACME\\mgarcia,service inventory,medium,context
CAP-N-06550,2026-09-21T17:52:51Z,HR-WS-08,SYSTEM,service inventory,low,context
CAP-N-04334,2026-09-21T17:53:15Z,HR-WS-08,SYSTEM,admin task review,medium,context
CAP-N-01551,2026-09-21T17:53:46Z,PATCH-01,ACME\\svc_patch,startup inventory,medium,context
CAP-N-02297,2026-09-21T17:53:50Z,FIN-WS-09,ACME\\svc_patch,admin task review,low,context
CAP-N-03062,2026-09-21T17:54:05Z,ENG-WS-17,ACME\\svc_patch,startup inventory,medium,context
CAP-N-00453,2026-09-21T17:55:13Z,HR-WS-08,ACME\\mgarcia,service inventory,medium,context
CAP-N-07019,2026-09-21T17:55:33Z,PATCH-01,SYSTEM,startup inventory,medium,context
CAP-N-03956,2026-09-21T17:56:31Z,DC-01,ACME\\svc_patch,admin task review,medium,context
CAP-N-09638,2026-09-21T17:57:33Z,FIN-WS-09,ACME\\mgarcia,service inventory,medium,context
CAP-N-00674,2026-09-21T17:57:34Z,HR-WS-22,ACME\\jsmith,service inventory,medium,context
CAP-N-01956,2026-09-21T17:57:42Z,FIN-WS-09,ACME\\jsmith,admin task review,medium,context
CAP-N-06608,2026-09-21T17:59:37Z,PATCH-01,ACME\\jsmith,service inventory,low,context
CAP-N-03787,2026-09-21T17:59:45Z,MGMT-01,ACME\\jsmith,service inventory,medium,context
CAP-N-09423,2026-09-21T18:00:27Z,FIN-WS-09,ACME\\mgarcia,admin task review,medium,context
CAP-N-07470,2026-09-21T18:00:53Z,MGMT-01,ACME\\svc_patch,admin task review,medium,context
CAP-N-02628,2026-09-21T18:02:11Z,PATCH-01,SYSTEM,service inventory,medium,context
CAP-N-06597,2026-09-21T18:02:36Z,ENG-WS-17,ACME\\mgarcia,service inventory,low,context
CAP-N-06834,2026-09-21T18:02:53Z,FIN-WS-09,ACME\\mgarcia,service inventory,low,context
CAP-N-08789,2026-09-21T18:03:20Z,ENG-WS-17,SYSTEM,service inventory,medium,context
CAP-N-07744,2026-09-21T18:03:32Z,HR-WS-08,ACME\\jsmith,admin task review,medium,context
CAP-N-01231,2026-09-21T18:03:43Z,HR-WS-22,ACME\\lchen,startup inventory,medium,context
CAP-N-02391,2026-09-21T18:03:45Z,FIN-WS-09,ACME\\svc_patch,startup inventory,medium,context
CAP-N-00712,2026-09-21T18:04:01Z,MGMT-01,ACME\\jsmith,service inventory,medium,context
CAP-N-05182,2026-09-21T18:04:39Z,ENG-WS-17,ACME\\lchen,startup inventory,medium,context
CAP-N-05743,2026-09-21T18:04:43Z,HR-WS-22,ACME\\lchen,startup inventory,medium,context
CAP-N-09697,2026-09-21T18:05:25Z,MGMT-01,ACME\\lchen,admin task review,medium,context
CAP-N-08783,2026-09-21T18:05:37Z,PATCH-01,ACME\\jsmith,service inventory,low,context
CAP-N-03908,2026-09-21T18:06:24Z,DC-01,ACME\\mgarcia,startup inventory,medium,context
CAP-N-06478,2026-09-21T18:07:05Z,APP-06,ACME\\lchen,admin task review,medium,context
CAP-N-03851,2026-09-21T18:07:52Z,MGMT-01,ACME\\jsmith,startup inventory,low,context
CAP-N-04175,2026-09-21T18:08:37Z,DC-01,ACME\\svc_patch,service inventory,medium,context
CAP-N-05585,2026-09-21T18:09:26Z,PATCH-01,ACME\\jsmith,startup inventory,medium,context
CAP-N-03010,2026-09-21T18:09:46Z,APP-06,ACME\\svc_patch,service inventory,medium,context
CAP-N-08178,2026-09-21T18:10:14Z,HR-WS-22,SYSTEM,admin task review,low,context
CAP-N-01917,2026-09-21T18:11:12Z,ENG-WS-17,ACME\\lchen,admin task review,low,context
CAP-N-09269,2026-09-21T18:11:28Z,HR-WS-22,SYSTEM,service inventory,medium,context
CAP-N-05760,2026-09-21T18:12:54Z,DC-01,SYSTEM,admin task review,low,context
CAP-N-00723,2026-09-21T18:13:18Z,HR-WS-08,ACME\\mgarcia,startup inventory,low,context
CAP-N-06099,2026-09-21T18:14:52Z,MGMT-01,ACME\\jsmith,admin task review,low,context
CAP-N-08107,2026-09-21T18:15:34Z,DC-01,ACME\\mgarcia,startup inventory,medium,context
CAP-N-08116,2026-09-21T18:16:16Z,DC-01,SYSTEM,admin task review,low,context
CAP-N-06234,2026-09-21T18:16:55Z,PATCH-01,ACME\\svc_patch,startup inventory,medium,context
CAP-N-02409,2026-09-21T18:17:25Z,PATCH-01,SYSTEM,startup inventory,low,context
CAP-N-08520,2026-09-21T18:17:37Z,APP-06,SYSTEM,startup inventory,low,context
CAP-N-09929,2026-09-21T18:18:51Z,PATCH-01,ACME\\jsmith,service inventory,medium,context
CAP-N-04206,2026-09-21T18:19:57Z,FIN-WS-09,ACME\\svc_patch,service inventory,medium,context
CAP-N-07246,2026-09-21T18:21:27Z,ENG-WS-17,ACME\\svc_patch,startup inventory,medium,context
CAP-N-03828,2026-09-21T18:22:36Z,APP-06,ACME\\jsmith,service inventory,low,context
CAP-N-00484,2026-09-21T18:23:12Z,APP-06,ACME\\jsmith,startup inventory,medium,context
CAP-N-04454,2026-09-21T18:23:39Z,FIN-WS-09,ACME\\mgarcia,admin task review,low,context
CAP-N-03245,2026-09-21T18:24:12Z,FIN-WS-09,ACME\\mgarcia,service inventory,medium,context
CAP-N-06569,2026-09-21T18:24:45Z,HR-WS-08,ACME\\mgarcia,admin task review,low,context
CAP-N-09821,2026-09-21T18:25:21Z,DC-01,SYSTEM,service inventory,medium,context
CAP-N-05787,2026-09-21T18:26:36Z,APP-06,ACME\\lchen,admin task review,low,context
CAP-N-07493,2026-09-21T18:27:45Z,APP-06,ACME\\lchen,admin task review,medium,context
CAP-N-00412,2026-09-21T18:28:36Z,HR-WS-22,ACME\\svc_patch,startup inventory,low,context
CAP-N-04218,2026-09-21T18:29:58Z,FIN-WS-09,ACME\\lchen,service inventory,medium,context
CAP-N-06700,2026-09-21T18:30:05Z,MGMT-01,ACME\\lchen,admin task review,low,context
CAP-N-05773,2026-09-21T18:32:50Z,HR-WS-08,ACME\\svc_patch,service inventory,medium,context
CAP-N-04860,2026-09-21T18:33:00Z,DC-01,ACME\\mgarcia,service inventory,medium,context
CAP-N-02738,2026-09-21T18:34:31Z,FIN-WS-09,ACME\\lchen,startup inventory,low,context
CAP-N-00737,2026-09-21T18:36:05Z,MGMT-01,SYSTEM,service inventory,low,context
CAP-N-08146,2026-09-21T18:37:18Z,MGMT-01,ACME\\jsmith,service inventory,low,context
CAP-N-09844,2026-09-21T18:37:48Z,APP-06,SYSTEM,admin task review,low,context
CAP-N-00273,2026-09-21T18:37:49Z,APP-06,ACME\\svc_patch,startup inventory,low,context
CAP-N-05141,2026-09-21T18:38:23Z,APP-06,ACME\\jsmith,startup inventory,medium,context
CAP-N-03594,2026-09-21T18:38:25Z,DC-01,ACME\\jsmith,startup inventory,medium,context
CAP-N-08658,2026-09-21T18:38:26Z,MGMT-01,ACME\\mgarcia,admin task review,medium,context
CAP-N-03431,2026-09-21T18:40:10Z,HR-WS-22,ACME\\mgarcia,service inventory,medium,context
CAP-N-03497,2026-09-21T18:40:50Z,PATCH-01,ACME\\mgarcia,service inventory,low,context
CAP-N-02212,2026-09-21T18:41:11Z,FIN-WS-09,ACME\\mgarcia,service inventory,medium,context
CAP-N-02348,2026-09-21T18:42:13Z,MGMT-01,ACME\\jsmith,service inventory,low,context
CAP-N-07949,2026-09-21T18:42:29Z,DC-01,ACME\\jsmith,startup inventory,low,context
CAP-N-05774,2026-09-21T18:43:34Z,ENG-WS-17,ACME\\mgarcia,admin task review,medium,context
CAP-N-08722,2026-09-21T18:43:49Z,FIN-WS-09,ACME\\svc_patch,admin task review,medium,context
CAP-N-05917,2026-09-21T18:44:10Z,DC-01,ACME\\mgarcia,startup inventory,medium,context
CAP-N-01993,2026-09-21T18:44:15Z,MGMT-01,ACME\\svc_patch,service inventory,medium,context
CAP-N-07625,2026-09-21T18:45:56Z,APP-06,ACME\\mgarcia,admin task review,medium,context
CAP-N-00100,2026-09-21T18:46:08Z,FIN-WS-09,ACME\\mgarcia,startup inventory,medium,context
CAP-N-02619,2026-09-21T18:47:09Z,FIN-WS-09,ACME\\svc_patch,service inventory,medium,context
CAP-N-05176,2026-09-21T18:47:54Z,HR-WS-22,ACME\\svc_patch,admin task review,medium,context
CAP-N-01372,2026-09-21T18:47:56Z,MGMT-01,SYSTEM,service inventory,medium,context
CAP-N-01038,2026-09-21T18:48:00Z,HR-WS-08,ACME\\mgarcia,startup inventory,medium,context
CAP-N-02178,2026-09-21T18:48:16Z,HR-WS-08,ACME\\lchen,startup inventory,medium,context
CAP-N-03570,2026-09-21T18:48:25Z,HR-WS-22,ACME\\lchen,admin task review,medium,context
CAP-N-01533,2026-09-21T18:48:52Z,HR-WS-08,SYSTEM,admin task review,low,context
CAP-N-04513,2026-09-21T18:49:25Z,FIN-WS-09,ACME\\mgarcia,startup inventory,medium,context
CAP-N-09925,2026-09-21T18:49:37Z,MGMT-01,SYSTEM,admin task review,medium,context
CAP-N-02875,2026-09-21T18:51:09Z,ENG-WS-17,ACME\\jsmith,service inventory,medium,context
CAP-N-03244,2026-09-21T18:51:42Z,DC-01,ACME\\lchen,startup inventory,medium,context
CAP-N-09885,2026-09-21T18:52:57Z,MGMT-01,ACME\\mgarcia,service inventory,low,context
CAP-N-00112,2026-09-21T18:53:13Z,PATCH-01,ACME\\mgarcia,service inventory,medium,context
CAP-N-00045,2026-09-21T18:53:19Z,ENG-WS-17,ACME\\jsmith,startup inventory,low,context
