event_id,_time,host,user,source_type,item_name,target_path,provenance,classification
CFG-0417,2026-09-18T00:28:29Z,HR-WS-04,ACME\\lchen,Startup folder,Teams,routine startup target,approved,benign
CFG-0552,2026-09-18T00:51:29Z,DC-01,ACME\\lchen,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0169,2026-09-18T01:08:17Z,ENG-WS-17,SYSTEM,Enterprise logon policy,OneDrive,routine startup target,approved,benign
CFG-0242,2026-09-18T01:11:18Z,FIN-WS-09,ACME\\mgarcia,Startup folder,Teams,routine startup target,approved,benign
CFG-0394,2026-09-18T01:33:18Z,DC-01,ACME\\lchen,Startup folder,Teams,routine startup target,approved,benign
CFG-0141,2026-09-18T01:36:01Z,DC-01,ACME\\jsmith,Startup folder,DisplayProfile,routine startup target,approved,benign
CFG-0415,2026-09-18T01:40:03Z,DC-01,ACME\\lchen,Startup folder,Teams,routine startup target,approved,benign
CFG-0580,2026-09-18T02:29:13Z,FIN-WS-09,ACME\\mgarcia,Application startup,Teams,routine startup target,approved,benign
CFG-0473,2026-09-18T02:37:38Z,ENG-WS-17,ACME\\mgarcia,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0264,2026-09-18T02:39:10Z,MGMT-01,ACME\\jsmith,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0491,2026-09-18T02:42:52Z,FIN-WS-09,ACME\\jsmith,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0268,2026-09-18T02:50:27Z,MGMT-01,ACME\\lchen,Application startup,OneDrive,routine startup target,approved,benign
CFG-0345,2026-09-18T03:05:52Z,JUMP-01,ACME\\lchen,Application startup,Teams,routine startup target,approved,benign
CFG-0502,2026-09-18T03:34:32Z,ENG-WS-17,ACME\\jsmith,Enterprise logon policy,OneDrive,routine startup target,approved,benign
CFG-0422,2026-09-18T03:37:45Z,DC-01,ACME\\lchen,Enterprise logon policy,Teams,routine startup target,approved,benign
CFG-0109,2026-09-18T04:04:31Z,HR-WS-04,ACME\\lchen,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0579,2026-09-18T04:16:10Z,JUMP-01,ACME\\lchen,Application startup,OneDrive,routine startup target,approved,benign
CFG-0427,2026-09-18T04:23:35Z,FIN-WS-09,ACME\\mgarcia,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0378,2026-09-18T04:34:37Z,JUMP-01,ACME\\jsmith,Startup folder,MapDrives,routine startup target,approved,benign
CFG-0210,2026-09-18T04:37:38Z,ENG-WS-17,ACME\\lchen,Startup folder,Teams,routine startup target,approved,benign
CFG-0116,2026-09-18T04:54:32Z,DC-01,ACME\\lchen,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0231,2026-09-18T04:55:39Z,JUMP-01,ACME\\jsmith,Enterprise logon policy,DisplayProfile,routine startup target,approved,benign
CFG-0495,2026-09-18T05:05:26Z,ENG-WS-17,ACME\\jsmith,Enterprise logon policy,Teams,routine startup target,approved,benign
CFG-0474,2026-09-18T05:05:55Z,HR-WS-04,ACME\\jsmith,Enterprise logon policy,OneDrive,routine startup target,approved,benign
CFG-0298,2026-09-18T05:24:36Z,ENG-WS-17,ACME\\lchen,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0304,2026-09-18T05:37:43Z,ENG-WS-17,SYSTEM,Startup folder,MapDrives,routine startup target,approved,benign
CFG-0588,2026-09-18T05:51:12Z,DC-01,SYSTEM,Enterprise logon policy,Teams,routine startup target,approved,benign
CFG-0331,2026-09-18T05:54:33Z,MGMT-01,ACME\\lchen,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0464,2026-09-18T06:13:31Z,FIN-WS-09,ACME\\lchen,Application startup,OneDrive,routine startup target,approved,benign
CFG-0390,2026-09-18T06:40:11Z,MGMT-01,ACME\\mgarcia,Enterprise logon policy,DisplayProfile,routine startup target,approved,benign
CFG-0129,2026-09-18T06:41:24Z,FIN-WS-09,ACME\\lchen,Startup folder,MapDrives,routine startup target,approved,benign
CFG-0572,2026-09-18T06:55:38Z,DC-01,ACME\\jsmith,Application startup,Teams,routine startup target,approved,benign
CFG-0416,2026-09-18T07:05:32Z,ENG-WS-17,ACME\\lchen,Enterprise logon policy,DisplayProfile,routine startup target,approved,benign
CFG-0542,2026-09-18T07:20:20Z,MGMT-01,ACME\\mgarcia,Enterprise logon policy,MapDrives,routine startup target,approved,benign
CFG-0355,2026-09-18T07:33:21Z,FIN-WS-09,ACME\\mgarcia,Application startup,MapDrives,routine startup target,approved,benign
CFG-0366,2026-09-18T07:41:39Z,JUMP-01,SYSTEM,Startup folder,Teams,routine startup target,approved,benign
CFG-0585,2026-09-18T08:12:58Z,MGMT-01,ACME\\lchen,Startup folder,DisplayProfile,routine startup target,approved,benign
CFG-0343,2026-09-18T08:13:08Z,FIN-WS-09,ACME\\jsmith,Enterprise logon policy,Teams,routine startup target,approved,benign
CFG-0200,2026-09-18T08:16:43Z,HR-WS-04,SYSTEM,Startup folder,Teams,routine startup target,approved,benign
CFG-0432,2026-09-18T08:22:43Z,HR-WS-04,SYSTEM,Enterprise logon policy,OneDrive,routine startup target,approved,benign
CFG-0409,2026-09-18T08:59:07Z,DC-01,ACME\\mgarcia,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0440,2026-09-18T09:01:43Z,JUMP-01,ACME\\jsmith,Startup folder,DisplayProfile,routine startup target,approved,benign
CFG-0504,2026-09-18T09:06:45Z,ENG-WS-17,ACME\\lchen,Startup folder,MapDrives,routine startup target,approved,benign
CFG-0449,2026-09-18T09:28:39Z,MGMT-01,SYSTEM,Startup folder,Teams,routine startup target,approved,benign
CFG-0174,2026-09-18T09:35:19Z,ENG-WS-17,SYSTEM,Startup folder,Teams,routine startup target,approved,benign
CFG-0563,2026-09-18T09:45:01Z,JUMP-01,SYSTEM,Startup folder,OneDrive,routine startup target,approved,benign
CFG-0260,2026-09-18T09:45:26Z,DC-01,ACME\\jsmith,Application startup,OneDrive,routine startup target,approved,benign
CFG-0171,2026-09-18T09:46:22Z,MGMT-01,SYSTEM,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0534,2026-09-18T10:09:28Z,HR-WS-04,SYSTEM,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0306,2026-09-18T10:13:04Z,DC-01,ACME\\jsmith,Enterprise logon policy,DisplayProfile,routine startup target,approved,benign
CFG-0362,2026-09-18T10:43:16Z,HR-WS-04,ACME\\jsmith,Enterprise logon policy,DisplayProfile,routine startup target,approved,benign
CFG-0336,2026-09-18T10:44:38Z,ENG-WS-17,ACME\\lchen,Application startup,OneDrive,routine startup target,approved,benign
CFG-0555,2026-09-18T10:51:51Z,ENG-WS-17,ACME\\lchen,Enterprise logon policy,OneDrive,routine startup target,approved,benign
CFG-0436,2026-09-18T10:58:12Z,MGMT-01,SYSTEM,Application startup,DisplayProfile,routine startup target,approved,benign
CFG-0224,2026-09-18T11:07:56Z,DC-01,SYSTEM,Enterprise logon policy,Teams,routine startup target,approved,benign
CFG-0209,2026-09-18T11:11:56Z,ENG-WS-17,SYSTEM,Startup folder,MapDrives,routine startup target,approved,benign
CFG-0216,2026-09-18T11:19:45Z,ENG-WS-17,ACME\\lchen,Enterprise logon policy,OneDrive,routine startup target,approved,benign
CFG-0135,2026-09-18T11:27:29Z,JUMP-01,ACME\\lchen,Startup folder,DisplayProfile,routine startup target,approved,benign
CFG-0488,2026-09-18T11:27:51Z,MGMT-01,ACME\\lchen,Enterprise logon policy,DisplayProfile,routine startup target,approved,benign
CFG-0569,2026-09-18T11:30:26Z,JUMP-01,ACME\\lchen,Startup folder,DisplayProfile,routine startup target,approved,benign
CFG-0562,2026-09-18T11:40:01Z,JUMP-01,ACME\\jsmith,Startup folder,DisplayProfile,routine startup target,approved,benign
CFG-0247,2026-09-18T11:40:40Z,JUMP-01,ACME\\mgarcia,Application startup,MapDrives,routine startup target,approved,benign
CFG-0136,2026-09-18T11:52:59Z,JUMP-01,ACME\\jsmith,Application startup,DisplayProfile,routine startup target,approved,benign
