event_id,_time,host,user,action,file_path,source_process,classification
FILE-0123,2026-09-18T06:56:33Z,DC-01,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0536,2026-09-18T07:20:28Z,FIN-WS-09,ACME\\jsmith,read,routine user or enterprise file,routine process,benign
FILE-0585,2026-09-18T07:42:02Z,MGMT-01,ACME\\jsmith,modify,routine user or enterprise file,routine process,benign
FILE-0483,2026-09-18T08:02:15Z,ENG-WS-17,SYSTEM,read,routine user or enterprise file,routine process,benign
FILE-0300,2026-09-18T08:24:06Z,FIN-WS-09,ACME\\lchen,modify,routine user or enterprise file,routine process,benign
FILE-0578,2026-09-18T08:24:58Z,FIN-WS-09,SYSTEM,read,routine user or enterprise file,routine process,benign
FILE-0375,2026-09-18T08:35:29Z,DC-01,ACME\\jsmith,read,routine user or enterprise file,routine process,benign
FILE-0466,2026-09-18T08:43:54Z,FIN-WS-09,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0419,2026-09-18T08:44:30Z,JUMP-01,ACME\\mgarcia,create,routine user or enterprise file,routine process,benign
FILE-0401,2026-09-18T08:48:35Z,DC-01,SYSTEM,modify,routine user or enterprise file,routine process,benign
FILE-0563,2026-09-18T08:53:00Z,DC-01,SYSTEM,create,routine user or enterprise file,routine process,benign
FILE-0231,2026-09-18T09:33:46Z,DC-01,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0437,2026-09-18T09:55:31Z,JUMP-01,SYSTEM,create,routine user or enterprise file,routine process,benign
FILE-0117,2026-09-18T09:57:24Z,ENG-WS-17,SYSTEM,read,routine user or enterprise file,routine process,benign
FILE-0256,2026-09-18T10:02:39Z,DC-01,ACME\\jsmith,modify,routine user or enterprise file,routine process,benign
FILE-0456,2026-09-18T10:02:58Z,HR-WS-04,ACME\\jsmith,create,routine user or enterprise file,routine process,benign
FILE-0155,2026-09-18T10:06:45Z,MGMT-01,SYSTEM,read,routine user or enterprise file,routine process,benign
FILE-0524,2026-09-18T10:23:47Z,HR-WS-04,ACME\\lchen,read,routine user or enterprise file,routine process,benign
FILE-0475,2026-09-18T10:27:22Z,FIN-WS-09,ACME\\jsmith,read,routine user or enterprise file,routine process,benign
FILE-0534,2026-09-18T10:55:28Z,MGMT-01,ACME\\jsmith,read,routine user or enterprise file,routine process,benign
FILE-0424,2026-09-18T11:41:18Z,MGMT-01,ACME\\lchen,create,routine user or enterprise file,routine process,benign
FILE-0290,2026-09-18T11:49:47Z,MGMT-01,ACME\\lchen,create,routine user or enterprise file,routine process,benign
