event_id,_time,src_host,dest_host,user,process_name,dest_port,bytes_out,classification
NET-0298,2026-09-18T04:30:38Z,DC-01,198.51.100.20,ACME\\jsmith,OneDrive.exe,443,16645,benign
NET-0139,2026-09-18T04:35:52Z,MGMT-01,DC-01,SYSTEM,Teams.exe,443,1647,benign
NET-0122,2026-09-18T04:50:40Z,DC-01,198.51.100.20,ACME\\lchen,cmd.exe,445,29975,benign
NET-0409,2026-09-18T05:11:43Z,ENG-WS-17,DC-01,ACME\\jsmith,OneDrive.exe,443,16131,benign
NET-0555,2026-09-18T05:34:29Z,MGMT-01,MGMT-01,SYSTEM,cmd.exe,445,27500,benign
NET-0418,2026-09-18T05:54:52Z,MGMT-01,198.51.100.20,ACME\\lchen,Teams.exe,53,7646,benign
NET-0343,2026-09-18T06:08:46Z,FIN-WS-09,MGMT-01,ACME\\lchen,OneDrive.exe,53,24171,benign
NET-0401,2026-09-18T06:15:35Z,DC-01,198.51.100.20,ACME\\lchen,Teams.exe,443,22858,benign
NET-0484,2026-09-18T06:16:10Z,FIN-WS-09,DC-01,SYSTEM,Teams.exe,445,24893,benign
NET-0545,2026-09-18T06:19:38Z,FIN-WS-09,198.51.100.20,ACME\\mgarcia,Teams.exe,443,3652,benign
NET-0471,2026-09-18T06:24:36Z,ENG-WS-17,DC-01,ACME\\mgarcia,cmd.exe,445,16116,benign
NET-0335,2026-09-18T06:34:40Z,FIN-WS-09,198.51.100.20,ACME\\jsmith,cmd.exe,53,14553,benign
NET-0300,2026-09-18T06:35:20Z,JUMP-01,198.51.100.20,SYSTEM,cmd.exe,445,15985,benign
NET-0458,2026-09-18T06:42:58Z,ENG-WS-17,198.51.100.20,ACME\\jsmith,cmd.exe,445,23490,benign
NET-0104,2026-09-18T06:52:16Z,ENG-WS-17,MGMT-01,ACME\\jsmith,cmd.exe,443,24808,benign
NET-0114,2026-09-18T06:58:09Z,MGMT-01,198.51.100.20,ACME\\lchen,OneDrive.exe,443,28693,benign
NET-0290,2026-09-18T07:00:45Z,DC-01,198.51.100.20,SYSTEM,cmd.exe,443,7778,benign
NET-0279,2026-09-18T07:56:08Z,MGMT-01,DC-01,SYSTEM,Teams.exe,445,3584,benign
NET-0109,2026-09-18T08:01:32Z,FIN-WS-09,MGMT-01,ACME\\mgarcia,OneDrive.exe,445,9119,benign
NET-0483,2026-09-18T08:18:22Z,FIN-WS-09,DC-01,ACME\\lchen,cmd.exe,445,28860,benign
NET-0164,2026-09-18T08:42:28Z,FIN-WS-09,198.51.100.20,ACME\\mgarcia,cmd.exe,53,23260,benign
NET-0550,2026-09-18T08:46:12Z,HR-WS-04,DC-01,ACME\\lchen,OneDrive.exe,53,1100,benign
NET-0190,2026-09-18T08:51:43Z,FIN-WS-09,198.51.100.20,ACME\\mgarcia,cmd.exe,445,16321,benign
NET-0417,2026-09-18T09:22:25Z,HR-WS-04,DC-01,ACME\\jsmith,cmd.exe,53,9590,benign
NET-0351,2026-09-18T09:24:23Z,DC-01,MGMT-01,ACME\\lchen,Teams.exe,53,15211,benign
NET-0252,2026-09-18T09:31:01Z,ENG-WS-17,DC-01,ACME\\lchen,cmd.exe,445,23480,benign
NET-0382,2026-09-18T09:36:20Z,DC-01,MGMT-01,ACME\\jsmith,cmd.exe,445,12633,benign
NET-0194,2026-09-18T09:56:51Z,DC-01,198.51.100.20,ACME\\mgarcia,OneDrive.exe,443,27253,benign
NET-0126,2026-09-18T10:09:05Z,MGMT-01,198.51.100.20,SYSTEM,cmd.exe,445,16511,benign
NET-0149,2026-09-18T10:28:09Z,HR-WS-04,DC-01,ACME\\lchen,Teams.exe,53,10899,benign
NET-0491,2026-09-18T10:40:44Z,JUMP-01,MGMT-01,ACME\\mgarcia,cmd.exe,445,17885,benign
NET-0518,2026-09-18T10:55:05Z,ENG-WS-17,198.51.100.20,ACME\\mgarcia,Teams.exe,443,12890,benign
NET-0428,2026-09-18T10:55:48Z,HR-WS-04,DC-01,ACME\\jsmith,cmd.exe,445,18930,benign
NET-0259,2026-09-18T11:01:52Z,MGMT-01,MGMT-01,ACME\\jsmith,OneDrive.exe,445,12224,benign
NET-0185,2026-09-18T11:20:53Z,MGMT-01,DC-01,ACME\\lchen,cmd.exe,53,10679,benign
NET-0583,2026-09-18T11:39:07Z,HR-WS-04,198.51.100.20,ACME\\jsmith,OneDrive.exe,443,23380,benign
NET-0437,2026-09-18T11:49:11Z,ENG-WS-17,MGMT-01,ACME\\lchen,OneDrive.exe,445,22972,benign
NET-0293,2026-09-18T11:53:56Z,DC-01,MGMT-01,SYSTEM,OneDrive.exe,445,14623,benign
