event_id,_time,host,user,action,file_path,sha256,source_process,source_process_id,signature_status,classification,note
FILE-00211,2026-08-07T13:17:39Z,ADMIN-WS-07,ACME\svc_backup,create,C:\ProgramData\Backup\state.db,b621bf148510030fd63b5577dc8a92809cc3181a1a9e034fada35380675ea6f5,powershell.exe,2748,not_applicable,benign,routine file activity
FILE-00398,2026-08-07T13:34:09Z,ADMIN-WS-11,ACME\admin.jlee,create,C:\Windows\Temp\agent.log,4f913f09110e76ee780076c2d620ed200e2527ee2e79f822734d28575acb80fb,powershell.exe,14186,not_applicable,benign,routine file activity
FILE-00923,2026-08-07T13:48:42Z,DEPLOY-01,ACME\svc_backup,read,C:\Deploy\agent.msi,757c6d84bec356cfd06e80cae223e7b3814562bba2ed9c7cc26f132021049ef5,powershell.exe,14457,signed,benign,routine file activity
FILE-00571,2026-08-07T13:59:20Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,read,C:\Windows\Temp\agent.log,64bf25bda677fb48f5d3d6293709ad0cab18079b9fadcbdecf2131021043afbe,msiexec.exe,8173,not_applicable,benign,routine file activity
FILE-00558,2026-08-07T14:11:25Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,create,C:\ProgramData\Backup\state.db,b74e9e7ea0be568b9439792363904134effeff6f3fa2251eaca835b45c309606,backup-agent.exe,6116,not_applicable,benign,routine file activity
FILE-01256,2026-08-07T14:12:19Z,ADMIN-WS-07,ACME\svc_backup,create,C:\Windows\Temp\agent.log,97d891e4bc843cf5e2dc9498bb86ae065afa0fc92fdc981b0e8dd8c6a21a70c7,powershell.exe,4993,not_applicable,benign,routine file activity
FILE-00371,2026-08-07T14:31:39Z,WEB-EDGE-01,ACME\svc_deploy,modify,C:\Windows\Temp\agent.log,114eaf6ec1b68e5361a9991bfddf041802fab3b856c5ffe193e9109c4ce06a27,backup-agent.exe,14331,not_applicable,benign,routine file activity
FILE-00204,2026-08-07T14:37:13Z,VULN-SCAN-01,ACME\admin.rpatel,read,C:\ProgramData\Backup\state.db,b117b96dffd081181833b0cbbb03eab2185fd479e55b2790893e5953fda89fc5,backup-agent.exe,9773,not_applicable,benign,routine file activity
FILE-00145,2026-08-07T14:54:57Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,read,C:\Deploy\agent.msi,b287d3aaf8276ebde3712163e66eecde474ed5db69e57d11a7366d50bcb54dbe,msiexec.exe,4857,signed,benign,routine file activity
FILE-01022,2026-08-07T15:01:13Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,modify,C:\Windows\Temp\agent.log,d6d2ca644aff4fe8abab29fd141a354ccc9dd1638fc29f280f5a8933a83eeb02,powershell.exe,7564,not_applicable,benign,routine file activity
FILE-00184,2026-08-07T15:05:44Z,DEPLOY-01,ACME\svc_backup,create,C:\Windows\Temp\agent.log,4aae9bc632f62fd7be11d8ebd3e693bc70d90a841d03ce5fec237d492005377c,powershell.exe,4912,not_applicable,benign,routine file activity
FILE-00296,2026-08-07T15:10:54Z,ADMIN-WS-11,ACME\admin.rpatel,read,C:\Ops\logs.zip,a9e1581d7525b1f2bb5ea1298365feabae0cb827b1f051ac00382ad5918c61b1,powershell.exe,5084,not_applicable,benign,routine file activity
FILE-00755,2026-08-07T15:11:57Z,VULN-SCAN-01,ACME\admin.jlee,create,C:\Windows\Temp\agent.log,04f715c5e6fce6ba2440f0bd0d080076c4a5051559d19b02cf3f54b7a51e1a70,powershell.exe,5729,not_applicable,benign,routine file activity
FILE-00164,2026-08-07T15:13:27Z,DEPLOY-01,ACME\svc_backup,read,C:\Deploy\agent.msi,3debf66d136de2f2d5ddd7eb942e66e14c5e12b54e93ff49c281db62cd624772,powershell.exe,9282,signed,benign,routine file activity
FILE-00209,2026-08-07T15:25:47Z,DEPLOY-01,ACME\admin.rpatel,modify,C:\Windows\Temp\agent.log,4c1fd231be8fe1b04e70350525f2731238bc5a6d9f10d01c2b0c40f3182be506,msiexec.exe,13254,not_applicable,benign,routine file activity
FILE-01170,2026-08-07T15:43:54Z,WEB-EDGE-01,ACME\admin.rpatel,create,C:\Deploy\agent.msi,c364a3389f96588360ac4e9d554ce40ba23cd577e5315829911901ea2b10817f,powershell.exe,5952,signed,benign,routine file activity
FILE-00955,2026-08-07T15:49:04Z,FILE-01,ACME\svc_deploy,modify,C:\ProgramData\Backup\state.db,2e6343318ce87cfef2d927d3efe0fbbe8dc6a0c340edc40c23122a9a2f65c8a8,backup-agent.exe,14828,not_applicable,benign,routine file activity
FILE-01182,2026-08-07T15:53:36Z,WEB-EDGE-01,ACME\svc_deploy,create,C:\ProgramData\Backup\state.db,09146cfe12e3afdff53315cabcaff3381edb70230f1e0d3f35b32a102ac99c2d,backup-agent.exe,12228,not_applicable,benign,routine file activity
FILE-01315,2026-08-07T15:58:30Z,DEPLOY-01,ACME\svc_deploy,create,C:\Deploy\agent.msi,cf8735b68f4873706846709b237ea6df4241566a8c3bbc8c5d126deae204dd4d,backup-agent.exe,5921,signed,benign,routine file activity
FILE-01086,2026-08-07T16:02:09Z,WEB-EDGE-01,ACME\svc_deploy,read,C:\ProgramData\Backup\state.db,329acd8acd9caac334b5b61a186b0c7b6d3f5059bc3e8360526ab3e114a4b642,powershell.exe,1603,not_applicable,benign,routine file activity
FILE-00222,2026-08-07T16:38:08Z,WEB-EDGE-01,ACME\admin.jlee,read,C:\Deploy\agent.msi,7b5757e34acc7654fee38ac6fca629d0c8f7425b0a4786be1f0f58224937e39d,backup-agent.exe,5437,signed,benign,routine file activity
FILE-00012,2026-08-07T16:53:22Z,DEPLOY-01,ACME\admin.jlee,create,C:\Deploy\agent.msi,96e7d8b632cad478e445544d03fd43d29886fdadd20177de2d06a71bdfb39f48,powershell.exe,3680,signed,benign,routine file activity
FILE-00107,2026-08-07T17:09:42Z,VULN-SCAN-01,ACME\admin.rpatel,read,C:\Ops\logs.zip,3912d22de0b25c9853a23088b0e587dae6c4ae32411e619bb649eaa4aebf97ac,msiexec.exe,5712,not_applicable,benign,routine file activity
FILE-00154,2026-08-07T17:12:37Z,DEPLOY-01,ACME\admin.jlee,read,C:\Ops\logs.zip,6e1193cc25e4a413b2be19d4563361d555b03616a95d45b3c40f1357e07ce389,powershell.exe,14568,not_applicable,benign,routine file activity
FILE-00656,2026-08-07T17:19:09Z,APP-API-02,ACME\admin.rpatel,create,C:\Windows\Temp\agent.log,9d3654cc197c29f9dd3c968b2c236dfa202cb59e61b49bcc1c2a8c1618b5979f,backup-agent.exe,6185,not_applicable,benign,routine file activity
FILE-00436,2026-08-07T17:24:40Z,ADMIN-WS-11,ACME\svc_backup,read,C:\Windows\Temp\agent.log,df1f1b4f7b3c51203a8abeaea92cf4997d21b7f6098a9bad1563a4bde4343ef4,msiexec.exe,7931,not_applicable,benign,routine file activity
FILE-01335,2026-08-07T17:26:09Z,DEPLOY-01,NT AUTHORITY\SYSTEM,modify,C:\ProgramData\Backup\state.db,ee1427b11a6f970f58d7939c21f6902b3505b5efbe29f76d38afe44918c8c291,backup-agent.exe,7833,not_applicable,benign,routine file activity
FILE-00329,2026-08-07T17:28:24Z,DEPLOY-01,ACME\svc_backup,create,C:\Deploy\agent.msi,5ab8a944284b75140db920ade380b6f83db2a2675eec2dbba1fb44cf422d44ee,backup-agent.exe,1260,signed,benign,routine file activity
FILE-00373,2026-08-07T17:29:01Z,APP-API-02,ACME\admin.jlee,read,C:\Ops\logs.zip,8f7b37be1d406623b32e3052efc9590e14b5fd8248f6abfd67308bb55e70d74f,msiexec.exe,14579,not_applicable,benign,routine file activity
FILE-00580,2026-08-07T17:36:23Z,ADMIN-WS-07,ACME\admin.rpatel,create,C:\Ops\logs.zip,7af979c40275f190cdb9331f2e5e2f149178e3dabfa3e84d355c18bdd7582259,powershell.exe,4844,not_applicable,benign,routine file activity
FILE-00016,2026-08-07T18:03:10Z,WEB-EDGE-01,ACME\svc_backup,read,C:\Ops\logs.zip,c84c8c4bcb18cd47775b6c3e86283cd5e64495c36020d3585ae58f9fd95869e2,backup-agent.exe,14266,not_applicable,benign,routine file activity
FILE-01228,2026-08-07T18:04:53Z,APP-API-02,ACME\svc_backup,create,C:\Windows\Temp\agent.log,03e13b1d3ad0901075961e04587b599086ced61549786dd21a7e0d1c662d4660,msiexec.exe,5483,not_applicable,benign,routine file activity
FILE-00090,2026-08-07T18:14:25Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,read,C:\Windows\Temp\agent.log,5470290d6a6faccb0caeb6592abec5b21e584cffafc0228a952652ff2f2cedcf,powershell.exe,12491,not_applicable,benign,routine file activity
FILE-01130,2026-08-07T18:15:25Z,ADMIN-WS-11,ACME\svc_backup,read,C:\ProgramData\Backup\state.db,70744322d83bbb5a5f3b17e622740d06546e4dda88c94620948d7ebee09c8dd6,backup-agent.exe,9346,not_applicable,benign,routine file activity
FILE-00815,2026-08-07T18:24:16Z,VULN-SCAN-01,ACME\svc_backup,read,C:\Ops\logs.zip,0a606e251895469a38df8c09684cf2e9a0bb8b2babfce359a6a7772ba39c7edb,msiexec.exe,3622,not_applicable,benign,routine file activity
FILE-00046,2026-08-07T18:36:24Z,FILE-01,ACME\admin.jlee,modify,C:\Windows\Temp\agent.log,246d675df6ec4b445d337ea878fc27236b6df8304d85b4da1e9951614e7e6746,msiexec.exe,13570,not_applicable,benign,routine file activity
FILE-00059,2026-08-07T18:44:11Z,FILE-01,ACME\svc_backup,create,C:\Ops\logs.zip,6f528babd4488577caceebb955eb3ffc3e539b34dbddc494ff96b0a9476fc233,msiexec.exe,8683,not_applicable,benign,routine file activity
FILE-01296,2026-08-07T18:57:04Z,ADMIN-WS-07,ACME\admin.rpatel,read,C:\ProgramData\Backup\state.db,6e7e11cec86af03924dcc05bfde1ea067213d5f616e112bfeb5f803d8a656b4e,backup-agent.exe,8718,not_applicable,benign,routine file activity
FILE-00508,2026-08-07T18:59:16Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,create,C:\Ops\logs.zip,0e3278ac5e47a2b5d2603ab22632881b4791b17b2b4bb3de9b0f7451ee609cba,powershell.exe,6767,not_applicable,benign,routine file activity
FILE-01216,2026-08-07T19:08:15Z,FILE-01,ACME\admin.jlee,read,C:\ProgramData\Backup\state.db,36a2f00c3fd80dcf493798412b238ac1e4cc8c7626eab92e0ca9654859dd93b1,msiexec.exe,1228,not_applicable,benign,routine file activity
FILE-00293,2026-08-07T19:09:25Z,DEPLOY-01,ACME\admin.jlee,modify,C:\Deploy\agent.msi,09aaa1d0a0c6f6883cbb543a716e49e58964a90be091fc566b9e5f66112fc4da,powershell.exe,2723,signed,benign,routine file activity
FILE-00351,2026-08-07T19:13:13Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,modify,C:\ProgramData\Backup\state.db,601dc5b14db08bfe401caeed4d2d5f319426eb6acd21ba70c4c68b3c12bc4d03,backup-agent.exe,2230,not_applicable,benign,routine file activity
FILE-01363,2026-08-07T19:14:03Z,ADMIN-WS-07,ACME\svc_deploy,create,C:\ProgramData\Backup\state.db,9119c437ac1dbce991ee5ff419eab1e4211ccd668e116e4d79f967f4fa3a6c92,msiexec.exe,8412,not_applicable,benign,routine file activity
FILE-00675,2026-08-07T19:21:44Z,APP-API-02,ACME\admin.rpatel,create,C:\ProgramData\Backup\state.db,59b252c6620fac1f22df5e1daeaac5e421138c9a2456f87860539e3c4eeaaafd,msiexec.exe,1215,not_applicable,benign,routine file activity
FILE-01120,2026-08-07T19:33:06Z,APP-API-02,ACME\admin.rpatel,read,C:\Windows\Temp\agent.log,711984f11bf51cf03dcdcb23f7d79f0f0cc4414e2d327f88281ab3dcfa7936e0,msiexec.exe,11913,not_applicable,benign,routine file activity
FILE-00912,2026-08-07T19:33:55Z,VULN-SCAN-01,ACME\svc_backup,create,C:\Deploy\agent.msi,fe007d92084f40adbe2be38788f39869a5993b1f788660a451f8d0cba44a46ee,msiexec.exe,13682,signed,benign,routine file activity
FILE-00221,2026-08-07T19:39:19Z,WEB-EDGE-01,ACME\svc_backup,create,C:\Ops\logs.zip,270afc09bc3c794b63e6ef0ad8f4b432424eacbef5f479b3ec85d0a9f0eb9934,backup-agent.exe,1394,not_applicable,benign,routine file activity
FILE-00593,2026-08-07T19:41:38Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,read,C:\Ops\logs.zip,ba5985c846b866e963e907533e55d6c93aa31e9f17f9771b144be53d8b09822e,msiexec.exe,13121,not_applicable,benign,routine file activity
FILE-00420,2026-08-07T19:49:01Z,FILE-01,ACME\admin.rpatel,create,C:\ProgramData\Backup\state.db,d2a4597e6cd2b8617dac5645c89fbb6c169ce320e039fad42a677c2da02877fb,powershell.exe,9485,not_applicable,benign,routine file activity
FILE-00680,2026-08-07T19:51:02Z,ADMIN-WS-11,ACME\svc_backup,modify,C:\Windows\Temp\agent.log,76108aae89fe966c54cd60887d3f2f8e55031dddff9faeb119e32fa5550842cc,backup-agent.exe,6627,not_applicable,benign,routine file activity
FILE-01052,2026-08-07T19:53:25Z,WEB-EDGE-01,ACME\admin.jlee,read,C:\Windows\Temp\agent.log,6fdc06cae73c84d24a3a33fe3339fab91a171bae29237952a90cccb59391a2cc,powershell.exe,11395,not_applicable,benign,routine file activity
FILE-00109,2026-08-07T19:56:28Z,APP-API-02,NT AUTHORITY\SYSTEM,create,C:\Deploy\agent.msi,2c5b8225e6ea7aed87ab41be62e3ed7e7737eb8883eaae72662ee193a0e7a3b8,msiexec.exe,4953,signed,benign,routine file activity
FILE-01143,2026-08-07T19:56:46Z,FILE-01,ACME\admin.jlee,create,C:\ProgramData\Backup\state.db,6525d49f73d7c88d351899885afce3c997bb29d76a0867df9edb5058f633b814,backup-agent.exe,12681,not_applicable,benign,routine file activity
FILE-00019,2026-08-07T19:58:08Z,DEPLOY-01,ACME\admin.jlee,create,C:\Windows\Temp\agent.log,8f47ee31d85951a44f67b524419d2e0f69f3394c3bc9feda4080faff2c3d2164,backup-agent.exe,4993,not_applicable,benign,routine file activity
FILE-01203,2026-08-07T19:59:58Z,FILE-01,NT AUTHORITY\SYSTEM,create,C:\Windows\Temp\agent.log,f1aa9c0bf64fc50bf705525e5ace3a91a109df7cf886496f9bf267c2bf791a75,backup-agent.exe,6052,not_applicable,benign,routine file activity
FILE-00629,2026-08-07T20:02:54Z,DEPLOY-01,ACME\svc_backup,create,C:\Windows\Temp\agent.log,66f507734620ce0ace81b32e93882b6cb9d412bb7e7c249693fd90d72e6d4f73,powershell.exe,12958,not_applicable,benign,routine file activity
FILE-00908,2026-08-07T20:14:48Z,DEPLOY-01,ACME\svc_backup,read,C:\Windows\Temp\agent.log,fe6ce7030acb05669471b73c8aaa8c3a23daf5a21535d55c7a67dea8afd9748b,msiexec.exe,9963,not_applicable,benign,routine file activity
FILE-00441,2026-08-07T20:20:00Z,WEB-EDGE-01,ACME\admin.jlee,create,C:\Ops\logs.zip,652e68fa7d5f5a0ea5b2ed27c137b65588acb3a9fe19641db04b12ac8ab86f93,msiexec.exe,4617,not_applicable,benign,routine file activity
FILE-00879,2026-08-07T20:20:49Z,ADMIN-WS-07,ACME\admin.jlee,modify,C:\Ops\logs.zip,aac61cab202feeb4f76e4545fdd9643d327df1f95491d35d065d79a67054fb13,powershell.exe,5903,not_applicable,benign,routine file activity
FILE-01238,2026-08-07T20:23:44Z,ADMIN-WS-11,ACME\admin.rpatel,read,C:\Ops\logs.zip,1eafe82b788f84dce869a541531fe5ffcb965a63d7962cd8e7d4b71b8733b0e3,backup-agent.exe,4053,not_applicable,benign,routine file activity
FILE-00920,2026-08-07T20:32:05Z,DEPLOY-01,ACME\svc_backup,read,C:\ProgramData\Backup\state.db,b72139896fad085dbb4a9583dd0ff10e315981699a9466963e235ec6f226dbf1,msiexec.exe,12642,not_applicable,benign,routine file activity
FILE-01154,2026-08-07T20:34:18Z,DEPLOY-01,ACME\admin.jlee,modify,C:\Windows\Temp\agent.log,ca6adce400d438d9d19dbfc24d790ca16121733c36dadc3d62cc3fde9e5f48f7,backup-agent.exe,10068,not_applicable,benign,routine file activity
FILE-00435,2026-08-07T20:40:39Z,VULN-SCAN-01,ACME\svc_deploy,modify,C:\Windows\Temp\agent.log,d39b32e49139fcc12da812a04bc1750ae97d48652c566f8ea7d99a25df17a79c,msiexec.exe,3934,not_applicable,benign,routine file activity
FILE-00507,2026-08-07T20:41:55Z,DEPLOY-01,ACME\svc_deploy,read,C:\Deploy\agent.msi,b7eec5af88b58328f57ca4135d3c43812ccd20a02d0ff9fc1c6e4cf98bd84e2f,powershell.exe,5458,signed,benign,routine file activity
FILE-00681,2026-08-07T20:51:55Z,ADMIN-WS-11,ACME\admin.rpatel,read,C:\ProgramData\Backup\state.db,c08474173596dfebff6adf4259de8f2401c4dddb0ee3025182d7ca42a9ee4ac5,backup-agent.exe,7143,not_applicable,benign,routine file activity
FILE-01028,2026-08-07T21:00:17Z,VULN-SCAN-01,ACME\svc_deploy,read,C:\ProgramData\Backup\state.db,1ac04b8cb22f7af424d85367526b972d6a363e8719e1669837eb99052976f412,msiexec.exe,6113,not_applicable,benign,routine file activity
FILE-01057,2026-08-07T21:01:23Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,create,C:\ProgramData\Backup\state.db,bed54cacc90dbc651148728d45ecebc5b8c8f79f3fecbfec390e652232ad8e8b,powershell.exe,11334,not_applicable,benign,routine file activity
FILE-00311,2026-08-07T21:07:45Z,DEPLOY-01,ACME\svc_backup,read,C:\Ops\logs.zip,e8656fd31f7f41afdbd633b4dc7fda14324db4b9fadb527e078efd5eb7c78c75,msiexec.exe,4031,not_applicable,benign,routine file activity
FILE-00389,2026-08-07T21:17:20Z,APP-API-02,NT AUTHORITY\SYSTEM,read,C:\Deploy\agent.msi,6075921a665be66fd5c9ae3668cd6472d31da36cd9182baed1f7efdd8b9a857f,backup-agent.exe,14288,signed,benign,routine file activity
FILE-00961,2026-08-07T21:24:26Z,ADMIN-WS-07,ACME\admin.rpatel,modify,C:\Windows\Temp\agent.log,b902a70e74604de4b7b4d4e448ef37a434b56edc463e560899112a9ce5ea97c1,powershell.exe,8768,not_applicable,benign,routine file activity
FILE-00267,2026-08-07T21:27:56Z,APP-API-02,ACME\svc_backup,create,C:\Ops\logs.zip,427030cb13d811c54a63b497cdad42114ea0b5c530a282cc408885cc2b71156b,backup-agent.exe,6981,not_applicable,benign,routine file activity
FILE-00150,2026-08-07T21:30:01Z,APP-API-02,ACME\admin.rpatel,read,C:\Deploy\agent.msi,650992c31cd7c4ab551e5f892e9d671df27b91b8b2de801b0b34ded18c90a5d6,msiexec.exe,3719,signed,benign,routine file activity
FILE-00567,2026-08-07T22:00:00Z,DEPLOY-01,NT AUTHORITY\SYSTEM,read,C:\Deploy\agent.msi,95ad9e41f4f52c094533a7cb6e42ea6b6769cc55a225ef0e83f2cd4a586fe823,powershell.exe,11184,signed,benign,routine file activity
FILE-00805,2026-08-07T22:14:12Z,VULN-SCAN-01,ACME\admin.rpatel,modify,C:\ProgramData\Backup\state.db,6e6425f706baf94035dfa024162bec1f5e02429b758198d4560e9d80e07762ec,msiexec.exe,9206,not_applicable,benign,routine file activity
FILE-00859,2026-08-07T22:23:35Z,APP-API-02,ACME\svc_deploy,create,C:\Ops\logs.zip,c0db174335caadc0596b5cb70df22b786dae0bbe89423b22b1be42396572ca58,msiexec.exe,11169,not_applicable,benign,routine file activity
FILE-01428,2026-08-07T22:29:32Z,WEB-EDGE-01,ACME\svc_deploy,modify,C:\Deploy\agent.msi,4cd194ee5a7dc96aedc4dad9abc489d29eb23c655fb2906722d166bd6dae0f5a,msiexec.exe,12557,signed,benign,routine file activity
FILE-01276,2026-08-07T22:33:40Z,WEB-EDGE-01,ACME\admin.jlee,read,C:\ProgramData\Backup\state.db,88fb5f73e6c63ff11f9389e246b06d8a3a49c7fdfce685cd0290e66b19bbcb88,powershell.exe,9280,not_applicable,benign,routine file activity
FILE-00442,2026-08-07T22:34:08Z,VULN-SCAN-01,ACME\svc_backup,read,C:\Ops\logs.zip,92402c8ddfe52c3520cb270cea90f5dc864f1dff0e09fdcf938a76f73bc20d02,msiexec.exe,4227,not_applicable,benign,routine file activity
FILE-01014,2026-08-07T22:34:37Z,FILE-01,ACME\admin.jlee,create,C:\Deploy\agent.msi,3e2f4750c4636ae452609e50d2bab620f0d25588464ccb3906c05d1b0400eb85,backup-agent.exe,5528,signed,benign,routine file activity
FILE-01117,2026-08-07T22:52:41Z,WEB-EDGE-01,ACME\admin.rpatel,modify,C:\Deploy\agent.msi,c246ef2d1d9d5ff9f303e6a891585a44add74c7f33afd7b3d211861c5d0e042a,msiexec.exe,10378,signed,benign,routine file activity
FILE-01422,2026-08-07T22:53:56Z,FILE-01,NT AUTHORITY\SYSTEM,modify,C:\Deploy\agent.msi,61a3a56e37ee255ee52e827b59a6a52e66e745ae3ca8e2424bfaf5778724b331,powershell.exe,10549,signed,benign,routine file activity
FILE-00183,2026-08-07T22:54:57Z,APP-API-02,NT AUTHORITY\SYSTEM,modify,C:\Ops\logs.zip,a8aa645c7abab12f32da6f55b9690ac311699f0ebec46640954172020c9f6975,msiexec.exe,4180,not_applicable,benign,routine file activity
FILE-01473,2026-08-07T23:04:35Z,WEB-EDGE-01,ACME\admin.rpatel,read,C:\Windows\Temp\agent.log,766685268fbc4a8ec6fc560b52e43d2f715bcac9bfc88ece2fd0673d3d3af232,powershell.exe,9039,not_applicable,benign,routine file activity
FILE-00120,2026-08-07T23:04:56Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,create,C:\ProgramData\Backup\state.db,ba376106addecc4b289aa63f7dec888e65440aa4369881cdf6e802be47aa10ef,powershell.exe,14619,not_applicable,benign,routine file activity
FILE-00897,2026-08-07T23:10:35Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,read,C:\ProgramData\Backup\state.db,b40c7e39580305fca49b62d37f970d136417bef92ebf8f6ccfe203ca2dfa48f9,backup-agent.exe,4815,not_applicable,benign,routine file activity
FILE-00433,2026-08-07T23:14:22Z,ADMIN-WS-11,ACME\admin.jlee,create,C:\Ops\logs.zip,093cae585718a4fd98822edf54c7a3125b40705a2b0a7d68356efceb51b418c7,msiexec.exe,13121,not_applicable,benign,routine file activity
FILE-00094,2026-08-07T23:24:43Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,modify,C:\Deploy\agent.msi,159fafd0390c8fb47aef5a2b9f3e0bf1d37b19839ab5087646ac7e67b52c4f8f,msiexec.exe,5248,signed,benign,routine file activity
FILE-01451,2026-08-07T23:25:16Z,VULN-SCAN-01,ACME\svc_backup,read,C:\ProgramData\Backup\state.db,2e472244d1bd13d3613a774345d98de636faaf348fdc559a993a980bf466c597,msiexec.exe,4448,not_applicable,benign,routine file activity
FILE-00851,2026-08-07T23:54:46Z,VULN-SCAN-01,ACME\admin.jlee,modify,C:\ProgramData\Backup\state.db,e85ecdb9b47cd45f836481b13cc13686bb754c47cbdd976d56a7e5150ae55e0b,powershell.exe,9070,not_applicable,benign,routine file activity
FILE-00122,2026-08-07T23:55:58Z,FILE-01,ACME\admin.jlee,create,C:\Windows\Temp\agent.log,e11358a719c40364b727ec5502a4f1874bddd121843ad36d254c89be82efe9cd,powershell.exe,1660,not_applicable,benign,routine file activity
FILE-01340,2026-08-08T00:01:33Z,APP-API-02,ACME\admin.rpatel,modify,C:\Deploy\agent.msi,4ae3bfa80417137423f793c9f2ce0acf226963ae1d07f88c590b73b4a6cd5b0b,msiexec.exe,6813,signed,benign,routine file activity
FILE-01142,2026-08-08T00:05:02Z,DEPLOY-01,ACME\admin.jlee,create,C:\ProgramData\Backup\state.db,5b5477140f7fe27466aee81f3737b31ac57679dd316bd4db0b627425070664f3,backup-agent.exe,13541,not_applicable,benign,routine file activity
FILE-01042,2026-08-08T00:13:11Z,APP-API-02,ACME\svc_backup,modify,C:\Deploy\agent.msi,657e188d86214f242f7e0172dd8c013e7c2dbcd2167cdb29903d40f3d09c4738,msiexec.exe,8072,signed,benign,routine file activity
FILE-01425,2026-08-08T00:20:38Z,ADMIN-WS-07,ACME\admin.jlee,read,C:\Deploy\agent.msi,415e06c1d92ab45ea8327078a4d15ac6282716b3bba360e9a467deecacc92f9e,powershell.exe,6333,signed,benign,routine file activity
FILE-00128,2026-08-08T00:20:55Z,WEB-EDGE-01,ACME\svc_backup,modify,C:\Ops\logs.zip,fecc99030545cf03a3edc81234fbdcc8cb649dd5347d3e43bedb88d897faee6f,backup-agent.exe,3837,not_applicable,benign,routine file activity
FILE-01160,2026-08-08T00:24:49Z,DEPLOY-01,ACME\svc_deploy,modify,C:\Windows\Temp\agent.log,4c3429c97dda9a49cdd6adf5b4e26cec96889484aaae7aeae7f9f678504eb600,backup-agent.exe,5704,not_applicable,benign,routine file activity
FILE-00379,2026-08-08T00:28:33Z,FILE-01,ACME\svc_deploy,create,C:\Ops\logs.zip,7f213f92e28ef59291e9e37200e04a6842193b009949e8f8950e579f7be98a3e,powershell.exe,5745,not_applicable,benign,routine file activity
FILE-00285,2026-08-08T00:28:58Z,VULN-SCAN-01,ACME\svc_deploy,read,C:\Deploy\agent.msi,091cb9f74cfc1e48ee580311538eb6025570d34864dc602a3acecc465f9a5743,backup-agent.exe,1608,signed,benign,routine file activity
FILE-00010,2026-08-08T00:42:40Z,APP-API-02,NT AUTHORITY\SYSTEM,create,C:\ProgramData\Backup\state.db,434aa43b32ae8a94a09363ff38fda5c2614d56ed4edc486802f634eacf9006bf,powershell.exe,12507,not_applicable,benign,routine file activity
FILE-00532,2026-08-08T00:49:25Z,VULN-SCAN-01,ACME\admin.jlee,read,C:\Ops\logs.zip,444afec0e7346d8e7c11d9124a0a53bc190fada91d1eb984cf409281e1253ba6,powershell.exe,11266,not_applicable,benign,routine file activity
FILE-00825,2026-08-08T00:54:13Z,FILE-01,ACME\svc_backup,read,C:\Windows\Temp\agent.log,30f242341bb2238e4c241ff4564bd7a4c9d6c2e65988dcf8424652209aa96b3b,msiexec.exe,11363,not_applicable,benign,routine file activity
FILE-01443,2026-08-08T00:57:25Z,FILE-01,ACME\admin.jlee,read,C:\Ops\logs.zip,3253da18dd1e67701e4881b8e8cd435767ec699efd1646e31087a3b48013d36d,msiexec.exe,2077,not_applicable,benign,routine file activity
FILE-00835,2026-08-08T01:02:01Z,ADMIN-WS-11,ACME\admin.jlee,modify,C:\Windows\Temp\agent.log,a5fcba651bdff7d6a0845d53d93c7ab2a0140db2424789e8ffb2a8604fa81a74,powershell.exe,13576,not_applicable,benign,routine file activity
FILE-00485,2026-08-08T01:10:44Z,WEB-EDGE-01,ACME\svc_deploy,create,C:\ProgramData\Backup\state.db,2d0bb4ad91a33ccabfd66827c6d1b0a218f4cbb61e5eb2c87222100356f650cc,msiexec.exe,7341,not_applicable,benign,routine file activity
FILE-00941,2026-08-08T01:36:05Z,APP-API-02,ACME\svc_backup,create,C:\ProgramData\Backup\state.db,c3c23de534d7f0d1745479c593cf8d997b90dce7173acde2fa2487530f93f126,backup-agent.exe,8663,not_applicable,benign,routine file activity
FILE-00638,2026-08-08T01:56:58Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,read,C:\Deploy\agent.msi,bb807b3849125333ad37b3c3e1ed371d30e182aed7bd01ba47c949fc2f00be94,msiexec.exe,11890,signed,benign,routine file activity
FILE-01148,2026-08-08T01:57:31Z,DEPLOY-01,ACME\admin.rpatel,read,C:\Deploy\agent.msi,543045edf7bfc3d4df59c5b33698ff622f96aa1abb39b3b84ed4e3472db93ce3,msiexec.exe,2646,signed,benign,routine file activity
FILE-01405,2026-08-08T01:57:58Z,ADMIN-WS-07,ACME\svc_deploy,read,C:\Ops\logs.zip,e84afb34f95eebd6e09b97b89078eedc39ea097d1e9793aa2422252c4a97eb1f,backup-agent.exe,12962,not_applicable,benign,routine file activity
