event_id,_time,host,user,process_name,process_id,query,answer,result,classification,note
DNS-01200,2026-08-08T00:33:06Z,ADMIN-WS-11,ACME\svc_backup,powershell.exe,2308,download.sysinternals.com,198.51.100.63,success,benign,routine resolution
DNS-00263,2026-08-08T00:36:45Z,DEPLOY-01,ACME\svc_deploy,chrome.exe,12683,packages.microsoft.com,198.51.100.130,success,benign,routine resolution
DNS-00957,2026-08-08T00:40:12Z,ADMIN-WS-11,ACME\svc_backup,powershell.exe,5320,download.sysinternals.com,198.51.100.136,success,benign,routine resolution
DNS-00361,2026-08-08T00:41:52Z,FILE-01,ACME\svc_deploy,backup-agent.exe,14256,repo.internal,198.51.100.98,success,benign,routine resolution
DNS-00057,2026-08-08T00:57:55Z,ADMIN-WS-11,ACME\svc_backup,chrome.exe,10999,updates.vendor.example,198.51.100.97,success,benign,routine resolution
DNS-00237,2026-08-08T01:00:04Z,DEPLOY-01,ACME\admin.jlee,powershell.exe,14064,packages.microsoft.com,198.51.100.81,success,benign,routine resolution
DNS-01241,2026-08-08T01:00:24Z,APP-API-02,ACME\admin.rpatel,backup-agent.exe,5542,backup.internal,198.51.100.64,success,benign,routine resolution
DNS-00070,2026-08-08T01:04:11Z,VULN-SCAN-01,ACME\svc_deploy,powershell.exe,8400,repo.internal,198.51.100.163,success,benign,routine resolution
DNS-00571,2026-08-08T01:19:52Z,VULN-SCAN-01,ACME\svc_deploy,powershell.exe,4497,backup.internal,198.51.100.220,success,benign,routine resolution
DNS-00992,2026-08-08T01:29:07Z,APP-API-02,ACME\svc_backup,powershell.exe,7667,repo.internal,198.51.100.140,success,benign,routine resolution
DNS-00691,2026-08-08T01:43:08Z,FILE-01,ACME\admin.rpatel,backup-agent.exe,8178,packages.microsoft.com,198.51.100.76,success,benign,routine resolution
DNS-00631,2026-08-08T01:45:40Z,DEPLOY-01,ACME\admin.rpatel,powershell.exe,3544,packages.microsoft.com,198.51.100.71,success,benign,routine resolution
DNS-01225,2026-08-08T02:00:22Z,VULN-SCAN-01,ACME\admin.rpatel,powershell.exe,3941,repo.internal,198.51.100.108,success,benign,routine resolution
DNS-00743,2026-08-08T02:14:56Z,ADMIN-WS-11,ACME\admin.rpatel,powershell.exe,8467,download.sysinternals.com,198.51.100.24,success,benign,routine resolution
DNS-00537,2026-08-08T02:29:09Z,ADMIN-WS-07,ACME\admin.jlee,chrome.exe,10019,packages.microsoft.com,198.51.100.178,success,benign,routine resolution
DNS-00812,2026-08-08T02:30:16Z,VULN-SCAN-01,ACME\admin.rpatel,backup-agent.exe,14070,download.sysinternals.com,198.51.100.8,success,benign,routine resolution
DNS-01107,2026-08-08T02:40:09Z,APP-API-02,ACME\admin.rpatel,backup-agent.exe,13210,backup.internal,198.51.100.162,success,benign,routine resolution
DNS-00636,2026-08-08T02:52:32Z,ADMIN-WS-07,ACME\svc_backup,chrome.exe,9210,download.sysinternals.com,198.51.100.206,success,benign,routine resolution
DNS-00828,2026-08-08T02:55:50Z,APP-API-02,ACME\admin.jlee,backup-agent.exe,6320,packages.microsoft.com,198.51.100.156,success,benign,routine resolution
DNS-01321,2026-08-08T02:56:58Z,DEPLOY-01,ACME\svc_backup,backup-agent.exe,14535,backup.internal,198.51.100.213,success,benign,routine resolution
DNS-00863,2026-08-08T02:57:00Z,APP-API-02,ACME\admin.jlee,chrome.exe,9190,packages.microsoft.com,198.51.100.86,success,benign,routine resolution
DNS-00834,2026-08-08T02:57:05Z,VULN-SCAN-01,ACME\admin.jlee,chrome.exe,7243,backup.internal,198.51.100.185,success,benign,routine resolution
DNS-00761,2026-08-08T03:13:05Z,ADMIN-WS-11,ACME\svc_deploy,backup-agent.exe,11559,repo.internal,198.51.100.97,success,benign,routine resolution
DNS-01204,2026-08-08T03:16:00Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,backup-agent.exe,12128,updates.vendor.example,198.51.100.173,success,benign,routine resolution
DNS-00927,2026-08-08T03:17:18Z,FILE-01,ACME\svc_backup,backup-agent.exe,6584,repo.internal,198.51.100.100,success,benign,routine resolution
DNS-01018,2026-08-08T03:23:28Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,powershell.exe,7883,repo.internal,198.51.100.21,success,benign,routine resolution
DNS-00170,2026-08-08T03:26:53Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,chrome.exe,5582,updates.vendor.example,198.51.100.119,success,benign,routine resolution
DNS-00811,2026-08-08T03:47:16Z,FILE-01,ACME\admin.jlee,chrome.exe,7778,repo.internal,198.51.100.9,success,benign,routine resolution
DNS-01394,2026-08-08T03:47:18Z,DEPLOY-01,ACME\admin.jlee,powershell.exe,13271,repo.internal,198.51.100.44,success,benign,routine resolution
DNS-00048,2026-08-08T03:48:21Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,chrome.exe,3844,repo.internal,198.51.100.70,success,benign,routine resolution
DNS-01431,2026-08-08T03:49:50Z,ADMIN-WS-11,ACME\svc_backup,chrome.exe,14132,backup.internal,198.51.100.129,success,benign,routine resolution
DNS-00557,2026-08-08T04:05:08Z,ADMIN-WS-07,ACME\svc_backup,powershell.exe,4014,repo.internal,198.51.100.181,success,benign,routine resolution
DNS-00835,2026-08-08T04:07:17Z,ADMIN-WS-11,ACME\admin.rpatel,chrome.exe,7752,repo.internal,198.51.100.132,success,benign,routine resolution
DNS-01409,2026-08-08T04:09:10Z,ADMIN-WS-11,ACME\admin.rpatel,backup-agent.exe,4214,repo.internal,198.51.100.12,success,benign,routine resolution
DNS-00576,2026-08-08T04:10:24Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,chrome.exe,3757,backup.internal,198.51.100.117,success,benign,routine resolution
DNS-00091,2026-08-08T04:19:18Z,DEPLOY-01,NT AUTHORITY\SYSTEM,backup-agent.exe,8676,repo.internal,198.51.100.172,success,benign,routine resolution
DNS-00562,2026-08-08T04:20:03Z,APP-API-02,ACME\admin.rpatel,chrome.exe,5416,download.sysinternals.com,198.51.100.42,success,benign,routine resolution
DNS-01045,2026-08-08T04:21:25Z,ADMIN-WS-07,ACME\admin.rpatel,powershell.exe,11385,backup.internal,198.51.100.225,success,benign,routine resolution
DNS-00348,2026-08-08T04:23:07Z,APP-API-02,ACME\svc_deploy,backup-agent.exe,9026,backup.internal,198.51.100.99,success,benign,routine resolution
DNS-00906,2026-08-08T04:48:38Z,DEPLOY-01,ACME\svc_deploy,chrome.exe,13477,packages.microsoft.com,198.51.100.41,success,benign,routine resolution
DNS-00276,2026-08-08T04:51:00Z,VULN-SCAN-01,ACME\svc_deploy,powershell.exe,6613,download.sysinternals.com,198.51.100.162,success,benign,routine resolution
DNS-00904,2026-08-08T05:17:49Z,FILE-01,NT AUTHORITY\SYSTEM,backup-agent.exe,8645,download.sysinternals.com,198.51.100.103,success,benign,routine resolution
DNS-00780,2026-08-08T05:53:39Z,APP-API-02,ACME\admin.rpatel,powershell.exe,10968,repo.internal,198.51.100.117,success,benign,routine resolution
DNS-01392,2026-08-08T06:12:36Z,ADMIN-WS-11,ACME\admin.jlee,backup-agent.exe,11373,updates.vendor.example,198.51.100.113,success,benign,routine resolution
DNS-00963,2026-08-08T06:17:00Z,APP-API-02,ACME\svc_deploy,backup-agent.exe,5985,updates.vendor.example,198.51.100.48,success,benign,routine resolution
DNS-00491,2026-08-08T06:19:08Z,WEB-EDGE-01,ACME\svc_deploy,chrome.exe,14351,download.sysinternals.com,198.51.100.69,success,benign,routine resolution
DNS-00504,2026-08-08T06:21:05Z,VULN-SCAN-01,ACME\admin.jlee,backup-agent.exe,9833,updates.vendor.example,198.51.100.194,success,benign,routine resolution
DNS-00931,2026-08-08T06:23:25Z,APP-API-02,ACME\admin.jlee,backup-agent.exe,13947,updates.vendor.example,198.51.100.240,success,benign,routine resolution
DNS-00962,2026-08-08T06:25:18Z,WEB-EDGE-01,ACME\admin.jlee,backup-agent.exe,2286,updates.vendor.example,198.51.100.96,success,benign,routine resolution
DNS-00565,2026-08-08T06:28:33Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,powershell.exe,1288,packages.microsoft.com,198.51.100.117,success,benign,routine resolution
DNS-00832,2026-08-08T06:42:02Z,WEB-EDGE-01,ACME\svc_backup,chrome.exe,4608,updates.vendor.example,198.51.100.121,success,benign,routine resolution
DNS-01479,2026-08-08T06:44:55Z,DEPLOY-01,ACME\svc_backup,chrome.exe,11474,repo.internal,198.51.100.171,success,benign,routine resolution
DNS-00988,2026-08-08T06:55:10Z,ADMIN-WS-11,ACME\admin.jlee,chrome.exe,11140,download.sysinternals.com,198.51.100.52,success,benign,routine resolution
DNS-00392,2026-08-08T06:59:00Z,WEB-EDGE-01,ACME\svc_backup,chrome.exe,7807,repo.internal,198.51.100.49,success,benign,routine resolution
DNS-00695,2026-08-08T07:14:43Z,WEB-EDGE-01,ACME\admin.jlee,powershell.exe,5293,backup.internal,198.51.100.98,success,benign,routine resolution
DNS-01113,2026-08-08T07:18:37Z,VULN-SCAN-01,ACME\svc_backup,chrome.exe,5349,packages.microsoft.com,198.51.100.202,success,benign,routine resolution
DNS-00180,2026-08-08T07:19:06Z,APP-API-02,ACME\admin.rpatel,backup-agent.exe,8237,packages.microsoft.com,198.51.100.66,success,benign,routine resolution
DNS-00718,2026-08-08T07:21:34Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,backup-agent.exe,6963,repo.internal,198.51.100.125,success,benign,routine resolution
DNS-00885,2026-08-08T07:32:31Z,APP-API-02,ACME\admin.rpatel,backup-agent.exe,2727,repo.internal,198.51.100.32,success,benign,routine resolution
DNS-00794,2026-08-08T07:41:39Z,APP-API-02,ACME\svc_deploy,chrome.exe,2190,backup.internal,198.51.100.108,success,benign,routine resolution
DNS-00248,2026-08-08T07:43:09Z,VULN-SCAN-01,ACME\svc_backup,chrome.exe,10771,backup.internal,198.51.100.155,success,benign,routine resolution
DNS-00569,2026-08-08T08:05:47Z,ADMIN-WS-07,ACME\admin.rpatel,powershell.exe,4458,updates.vendor.example,198.51.100.208,success,benign,routine resolution
DNS-00925,2026-08-08T08:40:15Z,ADMIN-WS-07,ACME\admin.rpatel,backup-agent.exe,3645,backup.internal,198.51.100.162,success,benign,routine resolution
DNS-01450,2026-08-08T08:41:41Z,WEB-EDGE-01,ACME\svc_deploy,powershell.exe,3048,packages.microsoft.com,198.51.100.159,success,benign,routine resolution
DNS-01236,2026-08-08T08:43:49Z,APP-API-02,ACME\svc_backup,chrome.exe,4492,packages.microsoft.com,198.51.100.75,success,benign,routine resolution
DNS-01271,2026-08-08T08:43:59Z,VULN-SCAN-01,ACME\svc_backup,powershell.exe,3626,packages.microsoft.com,198.51.100.210,success,benign,routine resolution
DNS-00605,2026-08-08T08:44:30Z,ADMIN-WS-07,ACME\admin.rpatel,chrome.exe,2775,backup.internal,198.51.100.209,success,benign,routine resolution
DNS-00661,2026-08-08T08:47:50Z,FILE-01,ACME\svc_backup,powershell.exe,4186,download.sysinternals.com,198.51.100.219,success,benign,routine resolution
DNS-01296,2026-08-08T09:10:56Z,ADMIN-WS-11,ACME\svc_backup,powershell.exe,11819,updates.vendor.example,198.51.100.128,success,benign,routine resolution
DNS-00966,2026-08-08T09:13:25Z,VULN-SCAN-01,ACME\admin.jlee,chrome.exe,6018,backup.internal,198.51.100.204,success,benign,routine resolution
DNS-00095,2026-08-08T09:15:31Z,VULN-SCAN-01,ACME\admin.rpatel,powershell.exe,9904,updates.vendor.example,198.51.100.190,success,benign,routine resolution
DNS-01410,2026-08-08T09:23:18Z,ADMIN-WS-07,ACME\admin.rpatel,backup-agent.exe,4046,updates.vendor.example,198.51.100.124,success,benign,routine resolution
DNS-01384,2026-08-08T09:25:38Z,APP-API-02,ACME\svc_backup,powershell.exe,2839,backup.internal,198.51.100.84,success,benign,routine resolution
DNS-00421,2026-08-08T09:27:10Z,WEB-EDGE-01,ACME\admin.jlee,powershell.exe,2961,download.sysinternals.com,198.51.100.126,success,benign,routine resolution
DNS-01244,2026-08-08T09:39:56Z,DEPLOY-01,ACME\svc_backup,chrome.exe,11307,packages.microsoft.com,198.51.100.152,success,benign,routine resolution
DNS-00570,2026-08-08T09:46:43Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,chrome.exe,8592,packages.microsoft.com,198.51.100.162,success,benign,routine resolution
DNS-01443,2026-08-08T09:46:58Z,DEPLOY-01,ACME\svc_deploy,chrome.exe,4583,packages.microsoft.com,198.51.100.139,success,benign,routine resolution
DNS-00164,2026-08-08T09:52:40Z,ADMIN-WS-07,ACME\svc_backup,backup-agent.exe,2286,download.sysinternals.com,198.51.100.139,success,benign,routine resolution
DNS-01371,2026-08-08T09:56:46Z,FILE-01,ACME\svc_backup,chrome.exe,9957,updates.vendor.example,198.51.100.13,success,benign,routine resolution
DNS-00083,2026-08-08T10:04:00Z,ADMIN-WS-11,ACME\admin.rpatel,chrome.exe,3150,download.sysinternals.com,198.51.100.125,success,benign,routine resolution
DNS-01388,2026-08-08T10:04:07Z,FILE-01,ACME\admin.jlee,powershell.exe,12242,packages.microsoft.com,198.51.100.24,success,benign,routine resolution
DNS-01415,2026-08-08T10:04:42Z,WEB-EDGE-01,ACME\svc_deploy,powershell.exe,9200,download.sysinternals.com,198.51.100.157,success,benign,routine resolution
DNS-01122,2026-08-08T10:10:13Z,WEB-EDGE-01,ACME\admin.rpatel,powershell.exe,1470,updates.vendor.example,198.51.100.206,success,benign,routine resolution
DNS-00049,2026-08-08T10:23:13Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,backup-agent.exe,5440,download.sysinternals.com,198.51.100.237,success,benign,routine resolution
DNS-01141,2026-08-08T10:29:03Z,ADMIN-WS-07,ACME\svc_deploy,powershell.exe,5251,packages.microsoft.com,198.51.100.31,success,benign,routine resolution
DNS-01079,2026-08-08T10:35:33Z,ADMIN-WS-11,ACME\svc_deploy,powershell.exe,14281,updates.vendor.example,198.51.100.118,success,benign,routine resolution
DNS-00559,2026-08-08T10:35:36Z,APP-API-02,NT AUTHORITY\SYSTEM,backup-agent.exe,3179,repo.internal,198.51.100.197,success,benign,routine resolution
DNS-00204,2026-08-08T10:36:51Z,WEB-EDGE-01,ACME\svc_deploy,backup-agent.exe,11894,packages.microsoft.com,198.51.100.98,success,benign,routine resolution
DNS-00483,2026-08-08T10:51:47Z,ADMIN-WS-07,ACME\admin.rpatel,chrome.exe,6037,repo.internal,198.51.100.98,success,benign,routine resolution
DNS-00881,2026-08-08T11:02:36Z,ADMIN-WS-07,ACME\svc_backup,powershell.exe,3960,download.sysinternals.com,198.51.100.218,success,benign,routine resolution
DNS-01083,2026-08-08T11:09:04Z,ADMIN-WS-07,ACME\svc_backup,chrome.exe,9087,backup.internal,198.51.100.31,success,benign,routine resolution
DNS-01412,2026-08-08T11:10:16Z,FILE-01,NT AUTHORITY\SYSTEM,chrome.exe,6783,backup.internal,198.51.100.217,success,benign,routine resolution
DNS-00186,2026-08-08T11:13:00Z,ADMIN-WS-11,ACME\svc_backup,backup-agent.exe,9119,download.sysinternals.com,198.51.100.71,success,benign,routine resolution
DNS-00643,2026-08-08T11:20:24Z,ADMIN-WS-11,ACME\admin.jlee,backup-agent.exe,10432,packages.microsoft.com,198.51.100.110,success,benign,routine resolution
DNS-01246,2026-08-08T11:25:07Z,DEPLOY-01,ACME\svc_deploy,backup-agent.exe,8005,packages.microsoft.com,198.51.100.21,success,benign,routine resolution
DNS-00787,2026-08-08T11:57:47Z,FILE-01,ACME\svc_backup,backup-agent.exe,13102,download.sysinternals.com,198.51.100.126,success,benign,routine resolution
DNS-00805,2026-08-08T11:59:43Z,FILE-01,ACME\svc_deploy,chrome.exe,14659,backup.internal,198.51.100.218,success,benign,routine resolution
DNS-01191,2026-08-08T12:29:30Z,DEPLOY-01,ACME\admin.jlee,chrome.exe,10984,packages.microsoft.com,198.51.100.48,success,benign,routine resolution
DNS-00693,2026-08-08T12:31:43Z,DEPLOY-01,NT AUTHORITY\SYSTEM,chrome.exe,1326,updates.vendor.example,198.51.100.52,success,benign,routine resolution
DNS-00053,2026-08-08T12:35:23Z,APP-API-02,NT AUTHORITY\SYSTEM,powershell.exe,8825,download.sysinternals.com,198.51.100.169,success,benign,routine resolution
DNS-00264,2026-08-08T12:39:35Z,ADMIN-WS-11,ACME\svc_deploy,backup-agent.exe,12911,download.sysinternals.com,198.51.100.229,success,benign,routine resolution
DNS-01033,2026-08-08T12:43:51Z,ADMIN-WS-11,ACME\admin.rpatel,backup-agent.exe,7364,packages.microsoft.com,198.51.100.54,success,benign,routine resolution
DNS-01313,2026-08-08T12:51:49Z,APP-API-02,ACME\admin.jlee,backup-agent.exe,10271,repo.internal,198.51.100.18,success,benign,routine resolution
DNS-00771,2026-08-08T12:53:16Z,ADMIN-WS-11,ACME\admin.rpatel,chrome.exe,10151,backup.internal,198.51.100.96,success,benign,routine resolution
DNS-00572,2026-08-08T12:54:02Z,ADMIN-WS-07,ACME\admin.jlee,powershell.exe,7634,download.sysinternals.com,198.51.100.37,success,benign,routine resolution
DNS-01121,2026-08-08T12:59:52Z,APP-API-02,ACME\admin.jlee,chrome.exe,8390,backup.internal,198.51.100.170,success,benign,routine resolution
DNS-00160,2026-08-08T13:03:20Z,APP-API-02,ACME\svc_backup,chrome.exe,3277,packages.microsoft.com,198.51.100.73,success,benign,routine resolution
DNS-00388,2026-08-08T13:03:49Z,DEPLOY-01,ACME\admin.jlee,chrome.exe,12736,backup.internal,198.51.100.87,success,benign,routine resolution
DNS-01387,2026-08-08T13:08:44Z,ADMIN-WS-11,ACME\admin.rpatel,chrome.exe,8918,updates.vendor.example,198.51.100.69,success,benign,routine resolution
DNS-01073,2026-08-08T13:18:23Z,DEPLOY-01,NT AUTHORITY\SYSTEM,chrome.exe,1104,repo.internal,198.51.100.66,success,benign,routine resolution
DNS-00444,2026-08-08T13:19:59Z,FILE-01,ACME\admin.rpatel,chrome.exe,4895,packages.microsoft.com,198.51.100.198,success,benign,routine resolution
DNS-00105,2026-08-08T13:26:57Z,ADMIN-WS-11,ACME\admin.jlee,powershell.exe,13142,repo.internal,198.51.100.11,success,benign,routine resolution
DNS-00862,2026-08-08T13:30:04Z,FILE-01,ACME\svc_backup,backup-agent.exe,12807,download.sysinternals.com,198.51.100.64,success,benign,routine resolution
DNS-00002,2026-08-08T13:34:09Z,DEPLOY-01,ACME\admin.jlee,chrome.exe,14126,updates.vendor.example,198.51.100.7,success,benign,routine resolution
DNS-00870,2026-08-08T13:44:41Z,FILE-01,ACME\admin.rpatel,chrome.exe,9360,updates.vendor.example,198.51.100.172,success,benign,routine resolution
DNS-00274,2026-08-08T14:00:36Z,WEB-EDGE-01,ACME\svc_deploy,powershell.exe,6973,repo.internal,198.51.100.147,success,benign,routine resolution
DNS-00507,2026-08-08T14:08:19Z,APP-API-02,ACME\svc_deploy,backup-agent.exe,2848,backup.internal,198.51.100.238,success,benign,routine resolution
DNS-00209,2026-08-08T14:15:04Z,APP-API-02,ACME\admin.jlee,backup-agent.exe,6584,backup.internal,198.51.100.234,success,benign,routine resolution
DNS-01413,2026-08-08T14:18:04Z,FILE-01,ACME\admin.jlee,backup-agent.exe,14731,backup.internal,198.51.100.70,success,benign,routine resolution
DNS-00880,2026-08-08T14:25:27Z,APP-API-02,ACME\svc_backup,powershell.exe,4724,packages.microsoft.com,198.51.100.229,success,benign,routine resolution
DNS-00892,2026-08-08T14:32:13Z,APP-API-02,ACME\admin.jlee,chrome.exe,13462,repo.internal,198.51.100.97,success,benign,routine resolution
DNS-00977,2026-08-08T14:35:08Z,VULN-SCAN-01,ACME\svc_backup,powershell.exe,10031,repo.internal,198.51.100.147,success,benign,routine resolution
DNS-00823,2026-08-08T14:36:33Z,DEPLOY-01,ACME\svc_backup,backup-agent.exe,12458,packages.microsoft.com,198.51.100.183,success,benign,routine resolution
DNS-01251,2026-08-08T14:39:05Z,FILE-01,ACME\svc_backup,powershell.exe,4113,download.sysinternals.com,198.51.100.105,success,benign,routine resolution
DNS-00355,2026-08-08T14:47:47Z,DEPLOY-01,ACME\svc_backup,backup-agent.exe,5950,updates.vendor.example,198.51.100.178,success,benign,routine resolution
DNS-00032,2026-08-08T14:49:24Z,ADMIN-WS-11,ACME\svc_backup,backup-agent.exe,6743,repo.internal,198.51.100.65,success,benign,routine resolution
DNS-01253,2026-08-08T14:50:48Z,FILE-01,ACME\admin.rpatel,backup-agent.exe,13068,repo.internal,198.51.100.110,success,benign,routine resolution
DNS-01283,2026-08-08T14:55:09Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,backup-agent.exe,12113,packages.microsoft.com,198.51.100.69,success,benign,routine resolution
DNS-00223,2026-08-08T14:58:11Z,APP-API-02,NT AUTHORITY\SYSTEM,powershell.exe,10903,download.sysinternals.com,198.51.100.26,success,benign,routine resolution
DNS-00833,2026-08-08T14:58:52Z,APP-API-02,NT AUTHORITY\SYSTEM,chrome.exe,4306,repo.internal,198.51.100.52,success,benign,routine resolution
DNS-00723,2026-08-08T15:07:28Z,ADMIN-WS-11,ACME\admin.jlee,powershell.exe,6741,updates.vendor.example,198.51.100.179,success,benign,routine resolution
DNS-00720,2026-08-08T15:13:24Z,ADMIN-WS-07,ACME\svc_deploy,backup-agent.exe,2679,download.sysinternals.com,198.51.100.52,success,benign,routine resolution
DNS-01055,2026-08-08T15:13:51Z,FILE-01,NT AUTHORITY\SYSTEM,powershell.exe,9231,download.sysinternals.com,198.51.100.206,success,benign,routine resolution
DNS-01111,2026-08-08T15:26:05Z,ADMIN-WS-11,ACME\admin.jlee,backup-agent.exe,3823,backup.internal,198.51.100.71,success,benign,routine resolution
DNS-00304,2026-08-08T15:31:49Z,WEB-EDGE-01,ACME\svc_backup,chrome.exe,3602,download.sysinternals.com,198.51.100.77,success,benign,routine resolution
DNS-01247,2026-08-08T15:34:13Z,DEPLOY-01,NT AUTHORITY\SYSTEM,chrome.exe,12048,updates.vendor.example,198.51.100.220,success,benign,routine resolution
DNS-01016,2026-08-08T15:35:34Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,backup-agent.exe,9882,download.sysinternals.com,198.51.100.10,success,benign,routine resolution
DNS-00751,2026-08-08T15:36:23Z,APP-API-02,NT AUTHORITY\SYSTEM,backup-agent.exe,7447,repo.internal,198.51.100.184,success,benign,routine resolution
DNS-00366,2026-08-08T15:50:22Z,APP-API-02,ACME\admin.rpatel,powershell.exe,7414,packages.microsoft.com,198.51.100.170,success,benign,routine resolution
DNS-00254,2026-08-08T15:54:30Z,APP-API-02,ACME\svc_backup,chrome.exe,4834,repo.internal,198.51.100.109,success,benign,routine resolution
DNS-00644,2026-08-08T16:00:45Z,FILE-01,ACME\svc_backup,powershell.exe,3537,repo.internal,198.51.100.82,success,benign,routine resolution
DNS-00590,2026-08-08T16:19:38Z,FILE-01,ACME\svc_deploy,backup-agent.exe,2687,packages.microsoft.com,198.51.100.227,success,benign,routine resolution
DNS-00703,2026-08-08T16:22:24Z,VULN-SCAN-01,ACME\admin.jlee,chrome.exe,4041,backup.internal,198.51.100.110,success,benign,routine resolution
DNS-01137,2026-08-08T16:27:14Z,DEPLOY-01,NT AUTHORITY\SYSTEM,backup-agent.exe,12146,updates.vendor.example,198.51.100.143,success,benign,routine resolution
DNS-01335,2026-08-08T16:44:30Z,FILE-01,ACME\svc_backup,chrome.exe,7905,download.sysinternals.com,198.51.100.127,success,benign,routine resolution
DNS-00915,2026-08-08T17:31:16Z,WEB-EDGE-01,ACME\admin.jlee,powershell.exe,11471,backup.internal,198.51.100.81,success,benign,routine resolution
DNS-00764,2026-08-08T17:38:06Z,VULN-SCAN-01,ACME\admin.rpatel,chrome.exe,1848,packages.microsoft.com,198.51.100.105,success,benign,routine resolution
DNS-00359,2026-08-08T18:05:26Z,FILE-01,ACME\svc_deploy,powershell.exe,4870,packages.microsoft.com,198.51.100.51,success,benign,routine resolution
DNS-00140,2026-08-08T18:07:20Z,FILE-01,ACME\svc_backup,powershell.exe,10777,updates.vendor.example,198.51.100.13,success,benign,routine resolution
DNS-00419,2026-08-08T18:14:17Z,VULN-SCAN-01,ACME\svc_deploy,backup-agent.exe,7944,updates.vendor.example,198.51.100.30,success,benign,routine resolution
DNS-00046,2026-08-08T18:16:06Z,APP-API-02,NT AUTHORITY\SYSTEM,powershell.exe,6941,packages.microsoft.com,198.51.100.42,success,benign,routine resolution
DNS-00222,2026-08-08T18:20:32Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,backup-agent.exe,12805,repo.internal,198.51.100.24,success,benign,routine resolution
DNS-00461,2026-08-08T18:30:58Z,ADMIN-WS-11,ACME\svc_deploy,backup-agent.exe,6284,repo.internal,198.51.100.104,success,benign,routine resolution
DNS-01151,2026-08-08T18:33:00Z,ADMIN-WS-07,ACME\svc_backup,backup-agent.exe,4973,backup.internal,198.51.100.59,success,benign,routine resolution
DNS-00796,2026-08-08T18:36:02Z,VULN-SCAN-01,ACME\svc_deploy,backup-agent.exe,7481,updates.vendor.example,198.51.100.157,success,benign,routine resolution
DNS-00782,2026-08-08T19:05:00Z,FILE-01,NT AUTHORITY\SYSTEM,powershell.exe,14914,backup.internal,198.51.100.169,success,benign,routine resolution
DNS-00198,2026-08-08T19:05:05Z,DEPLOY-01,ACME\svc_deploy,chrome.exe,6701,updates.vendor.example,198.51.100.1,success,benign,routine resolution
DNS-00111,2026-08-08T19:11:22Z,APP-API-02,ACME\svc_backup,powershell.exe,12194,updates.vendor.example,198.51.100.193,success,benign,routine resolution
DNS-01405,2026-08-08T19:25:29Z,FILE-01,ACME\svc_deploy,powershell.exe,11276,backup.internal,198.51.100.175,success,benign,routine resolution
DNS-00999,2026-08-08T19:26:20Z,APP-API-02,NT AUTHORITY\SYSTEM,backup-agent.exe,7931,repo.internal,198.51.100.3,success,benign,routine resolution
DNS-00097,2026-08-08T19:40:36Z,APP-API-02,NT AUTHORITY\SYSTEM,powershell.exe,6187,packages.microsoft.com,198.51.100.193,success,benign,routine resolution
DNS-01471,2026-08-08T19:51:03Z,APP-API-02,NT AUTHORITY\SYSTEM,chrome.exe,7947,download.sysinternals.com,198.51.100.14,success,benign,routine resolution
DNS-00665,2026-08-08T19:54:48Z,FILE-01,ACME\admin.jlee,chrome.exe,12680,download.sysinternals.com,198.51.100.239,success,benign,routine resolution
DNS-01127,2026-08-08T19:55:49Z,ADMIN-WS-11,ACME\admin.jlee,backup-agent.exe,3720,repo.internal,198.51.100.32,success,benign,routine resolution
DNS-01076,2026-08-08T20:03:53Z,VULN-SCAN-01,ACME\admin.jlee,powershell.exe,14151,repo.internal,198.51.100.145,success,benign,routine resolution
DNS-00283,2026-08-08T20:04:01Z,DEPLOY-01,ACME\admin.rpatel,backup-agent.exe,1764,download.sysinternals.com,198.51.100.1,success,benign,routine resolution
DNS-00871,2026-08-08T20:30:00Z,APP-API-02,ACME\svc_backup,powershell.exe,5498,updates.vendor.example,198.51.100.52,success,benign,routine resolution
DNS-01115,2026-08-08T20:33:50Z,APP-API-02,NT AUTHORITY\SYSTEM,powershell.exe,4622,backup.internal,198.51.100.7,success,benign,routine resolution
DNS-00816,2026-08-08T20:34:41Z,VULN-SCAN-01,ACME\admin.jlee,backup-agent.exe,11241,packages.microsoft.com,198.51.100.137,success,benign,routine resolution
DNS-00712,2026-08-08T20:37:09Z,DEPLOY-01,ACME\svc_deploy,powershell.exe,2332,updates.vendor.example,198.51.100.96,success,benign,routine resolution
DNS-00856,2026-08-08T20:42:30Z,APP-API-02,ACME\admin.jlee,chrome.exe,7556,repo.internal,198.51.100.23,success,benign,routine resolution
DNS-00068,2026-08-08T20:51:40Z,ADMIN-WS-07,ACME\svc_deploy,powershell.exe,4282,repo.internal,198.51.100.134,success,benign,routine resolution
