event_id,_time,host,user,parent_process_name,parent_process_id,process_name,process_id,command_line,signature_status,classification,note
PROC-01028,2026-08-08T06:13:43Z,APP-API-02,ACME\admin.jlee,chrome.exe,6126,msedgewebview2.exe,2668,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00421,2026-08-08T06:21:49Z,WEB-EDGE-01,ACME\svc_backup,services.exe,4701,backup-agent.exe,5983,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00509,2026-08-08T06:34:13Z,FILE-01,ACME\admin.rpatel,wsmprovhost.exe,6843,powershell.exe,5082,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00744,2026-08-08T06:48:04Z,VULN-SCAN-01,ACME\admin.jlee,services.exe,8633,backup-agent.exe,2073,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00460,2026-08-08T06:50:09Z,ADMIN-WS-11,ACME\svc_backup,taskeng.exe,3074,powershell.exe,10466,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00033,2026-08-08T06:51:50Z,ADMIN-WS-07,ACME\svc_backup,explorer.exe,4027,powershell.exe,12059,powershell.exe Get-Service,signed,benign,routine admin
PROC-00545,2026-08-08T07:02:03Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,services.exe,1462,backup-agent.exe,2429,backup-agent.exe --run,signed,benign,scheduled backup
PROC-01400,2026-08-08T07:02:23Z,WEB-EDGE-01,ACME\svc_deploy,taskeng.exe,1185,powershell.exe,5415,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01351,2026-08-08T07:03:38Z,WEB-EDGE-01,ACME\svc_backup,services.exe,4034,backup-agent.exe,3623,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00592,2026-08-08T07:07:25Z,FILE-01,ACME\admin.rpatel,taskeng.exe,1436,powershell.exe,6567,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01214,2026-08-08T07:08:35Z,DEPLOY-01,ACME\svc_deploy,wsmprovhost.exe,8311,powershell.exe,8128,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00531,2026-08-08T07:13:55Z,FILE-01,ACME\svc_backup,taskeng.exe,6294,powershell.exe,8261,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00972,2026-08-08T07:18:51Z,VULN-SCAN-01,ACME\svc_deploy,wsmprovhost.exe,4764,powershell.exe,12083,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00711,2026-08-08T07:27:03Z,FILE-01,ACME\svc_backup,wsmprovhost.exe,5837,powershell.exe,6887,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00321,2026-08-08T07:34:53Z,ADMIN-WS-11,ACME\svc_deploy,services.exe,7859,backup-agent.exe,9462,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00497,2026-08-08T07:38:28Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,taskeng.exe,8941,powershell.exe,9287,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01148,2026-08-08T07:48:54Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,explorer.exe,2459,powershell.exe,7791,powershell.exe Get-Service,signed,benign,routine admin
PROC-00511,2026-08-08T07:48:56Z,VULN-SCAN-01,ACME\admin.rpatel,wsmprovhost.exe,2753,powershell.exe,14048,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00029,2026-08-08T07:52:06Z,DEPLOY-01,NT AUTHORITY\SYSTEM,explorer.exe,5649,powershell.exe,14821,powershell.exe Get-Service,signed,benign,routine admin
PROC-00446,2026-08-08T07:54:30Z,ADMIN-WS-07,ACME\svc_backup,wsmprovhost.exe,5911,powershell.exe,9926,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00673,2026-08-08T08:00:12Z,APP-API-02,NT AUTHORITY\SYSTEM,services.exe,8204,backup-agent.exe,6387,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00282,2026-08-08T08:07:35Z,FILE-01,ACME\svc_deploy,explorer.exe,4057,powershell.exe,7579,powershell.exe Get-Service,signed,benign,routine admin
PROC-01420,2026-08-08T08:11:24Z,APP-API-02,ACME\svc_deploy,explorer.exe,467,powershell.exe,11486,powershell.exe Get-Service,signed,benign,routine admin
PROC-00195,2026-08-08T08:26:11Z,DEPLOY-01,ACME\admin.rpatel,services.exe,8973,backup-agent.exe,14562,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00709,2026-08-08T08:38:33Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,explorer.exe,379,powershell.exe,7717,powershell.exe Get-Service,signed,benign,routine admin
PROC-01348,2026-08-08T08:40:39Z,DEPLOY-01,ACME\admin.rpatel,chrome.exe,7563,msedgewebview2.exe,11935,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-01283,2026-08-08T08:43:19Z,APP-API-02,NT AUTHORITY\SYSTEM,explorer.exe,2736,powershell.exe,2702,powershell.exe Get-Service,signed,benign,routine admin
PROC-00843,2026-08-08T09:04:12Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,taskeng.exe,3556,powershell.exe,12132,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00253,2026-08-08T09:15:34Z,APP-API-02,ACME\admin.jlee,chrome.exe,8799,msedgewebview2.exe,8938,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00275,2026-08-08T09:34:20Z,WEB-EDGE-01,ACME\admin.jlee,chrome.exe,2788,msedgewebview2.exe,1907,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00852,2026-08-08T09:36:08Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,explorer.exe,3208,powershell.exe,12159,powershell.exe Get-Service,signed,benign,routine admin
PROC-00177,2026-08-08T09:37:56Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,wsmprovhost.exe,7405,powershell.exe,2005,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00345,2026-08-08T09:38:23Z,APP-API-02,ACME\svc_backup,services.exe,4122,backup-agent.exe,8483,backup-agent.exe --run,signed,benign,scheduled backup
PROC-01370,2026-08-08T09:42:39Z,ADMIN-WS-07,ACME\svc_deploy,explorer.exe,7330,powershell.exe,12902,powershell.exe Get-Service,signed,benign,routine admin
PROC-01097,2026-08-08T09:55:36Z,APP-API-02,ACME\admin.rpatel,explorer.exe,5546,powershell.exe,4767,powershell.exe Get-Service,signed,benign,routine admin
PROC-00189,2026-08-08T10:03:53Z,WEB-EDGE-01,ACME\svc_backup,wsmprovhost.exe,7078,powershell.exe,13800,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00881,2026-08-08T10:15:17Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,chrome.exe,7673,msedgewebview2.exe,14267,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-01334,2026-08-08T10:18:52Z,VULN-SCAN-01,ACME\admin.jlee,taskeng.exe,8197,powershell.exe,3032,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01486,2026-08-08T10:21:55Z,ADMIN-WS-07,ACME\svc_deploy,wsmprovhost.exe,8024,powershell.exe,4520,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-01178,2026-08-08T10:27:47Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,explorer.exe,1006,powershell.exe,9276,powershell.exe Get-Service,signed,benign,routine admin
PROC-01104,2026-08-08T10:31:20Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,wsmprovhost.exe,8175,powershell.exe,10803,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00726,2026-08-08T10:41:06Z,ADMIN-WS-11,ACME\admin.jlee,services.exe,8013,backup-agent.exe,6552,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00120,2026-08-08T10:42:48Z,APP-API-02,ACME\admin.rpatel,explorer.exe,5469,powershell.exe,3613,powershell.exe Get-Service,signed,benign,routine admin
PROC-00504,2026-08-08T10:54:31Z,ADMIN-WS-11,ACME\admin.jlee,services.exe,2855,backup-agent.exe,11212,backup-agent.exe --run,signed,benign,scheduled backup
PROC-01257,2026-08-08T10:55:12Z,WEB-EDGE-01,ACME\svc_deploy,services.exe,6490,backup-agent.exe,9640,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00882,2026-08-08T11:09:08Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,explorer.exe,4132,powershell.exe,2954,powershell.exe Get-Service,signed,benign,routine admin
PROC-01238,2026-08-08T11:09:09Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,explorer.exe,1772,powershell.exe,7255,powershell.exe Get-Service,signed,benign,routine admin
PROC-01340,2026-08-08T11:12:38Z,ADMIN-WS-07,ACME\admin.rpatel,chrome.exe,3330,msedgewebview2.exe,6153,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00929,2026-08-08T11:16:27Z,DEPLOY-01,ACME\admin.rpatel,explorer.exe,1508,powershell.exe,4176,powershell.exe Get-Service,signed,benign,routine admin
PROC-01465,2026-08-08T11:16:59Z,DEPLOY-01,ACME\admin.jlee,explorer.exe,3486,powershell.exe,12204,powershell.exe Get-Service,signed,benign,routine admin
PROC-01165,2026-08-08T11:18:14Z,FILE-01,ACME\svc_backup,taskeng.exe,8605,powershell.exe,10006,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00789,2026-08-08T11:21:52Z,ADMIN-WS-07,ACME\svc_deploy,chrome.exe,5788,msedgewebview2.exe,7322,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00645,2026-08-08T11:22:12Z,APP-API-02,ACME\admin.rpatel,services.exe,4781,backup-agent.exe,1183,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00323,2026-08-08T11:24:19Z,APP-API-02,ACME\admin.rpatel,wsmprovhost.exe,6532,powershell.exe,14481,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-01490,2026-08-08T11:30:47Z,APP-API-02,ACME\svc_backup,chrome.exe,2942,msedgewebview2.exe,3254,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00975,2026-08-08T11:41:35Z,APP-API-02,ACME\admin.rpatel,chrome.exe,5691,msedgewebview2.exe,9094,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-01375,2026-08-08T11:46:41Z,FILE-01,ACME\svc_backup,services.exe,2132,backup-agent.exe,9852,backup-agent.exe --run,signed,benign,scheduled backup
PROC-01112,2026-08-08T11:50:36Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,wsmprovhost.exe,2028,powershell.exe,11619,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00846,2026-08-08T12:02:23Z,ADMIN-WS-07,ACME\admin.jlee,chrome.exe,5214,msedgewebview2.exe,11194,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00815,2026-08-08T12:11:14Z,VULN-SCAN-01,ACME\admin.jlee,explorer.exe,3678,powershell.exe,5573,powershell.exe Get-Service,signed,benign,routine admin
PROC-00307,2026-08-08T12:13:35Z,WEB-EDGE-01,ACME\svc_backup,wsmprovhost.exe,5936,powershell.exe,6648,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00027,2026-08-08T12:36:06Z,VULN-SCAN-01,ACME\admin.jlee,services.exe,1361,backup-agent.exe,13648,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00442,2026-08-08T12:36:59Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,taskeng.exe,7264,powershell.exe,6545,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01248,2026-08-08T12:41:20Z,APP-API-02,ACME\svc_backup,chrome.exe,3518,msedgewebview2.exe,8788,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00556,2026-08-08T12:43:56Z,APP-API-02,NT AUTHORITY\SYSTEM,services.exe,6536,backup-agent.exe,1438,backup-agent.exe --run,signed,benign,scheduled backup
PROC-01346,2026-08-08T12:46:22Z,APP-API-02,ACME\svc_deploy,explorer.exe,7367,powershell.exe,13385,powershell.exe Get-Service,signed,benign,routine admin
PROC-00217,2026-08-08T12:53:37Z,WEB-EDGE-01,ACME\svc_backup,chrome.exe,7827,msedgewebview2.exe,7260,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00614,2026-08-08T13:00:51Z,ADMIN-WS-07,ACME\svc_deploy,explorer.exe,542,powershell.exe,12732,powershell.exe Get-Service,signed,benign,routine admin
PROC-01460,2026-08-08T13:02:01Z,APP-API-02,ACME\admin.rpatel,wsmprovhost.exe,6894,powershell.exe,10733,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00782,2026-08-08T13:02:47Z,ADMIN-WS-11,ACME\admin.jlee,wsmprovhost.exe,8275,powershell.exe,13914,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00666,2026-08-08T13:19:50Z,FILE-01,ACME\svc_deploy,wsmprovhost.exe,6397,powershell.exe,9238,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00630,2026-08-08T13:20:59Z,FILE-01,ACME\admin.rpatel,chrome.exe,4212,msedgewebview2.exe,3150,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00285,2026-08-08T13:22:56Z,FILE-01,ACME\admin.jlee,taskeng.exe,8474,powershell.exe,3739,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00692,2026-08-08T13:23:27Z,ADMIN-WS-07,ACME\svc_deploy,wsmprovhost.exe,8510,powershell.exe,8131,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00619,2026-08-08T13:29:56Z,WEB-EDGE-01,ACME\svc_deploy,explorer.exe,5814,powershell.exe,3729,powershell.exe Get-Service,signed,benign,routine admin
PROC-00401,2026-08-08T13:33:27Z,DEPLOY-01,ACME\svc_deploy,explorer.exe,7620,powershell.exe,2117,powershell.exe Get-Service,signed,benign,routine admin
PROC-01152,2026-08-08T13:36:49Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,wsmprovhost.exe,8235,powershell.exe,8542,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-01489,2026-08-08T13:38:59Z,WEB-EDGE-01,ACME\admin.jlee,taskeng.exe,7759,powershell.exe,4028,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00876,2026-08-08T13:55:02Z,ADMIN-WS-11,ACME\svc_deploy,taskeng.exe,5890,powershell.exe,8995,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00289,2026-08-08T14:11:37Z,FILE-01,ACME\admin.jlee,taskeng.exe,6391,powershell.exe,1871,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00612,2026-08-08T14:13:33Z,ADMIN-WS-11,ACME\admin.jlee,chrome.exe,5979,msedgewebview2.exe,4564,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00248,2026-08-08T14:19:49Z,WEB-EDGE-01,ACME\admin.rpatel,taskeng.exe,3296,powershell.exe,12415,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01175,2026-08-08T14:57:46Z,VULN-SCAN-01,ACME\svc_backup,services.exe,7218,backup-agent.exe,8272,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00781,2026-08-08T15:00:56Z,WEB-EDGE-01,ACME\admin.rpatel,wsmprovhost.exe,3705,powershell.exe,9806,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00449,2026-08-08T15:05:56Z,FILE-01,ACME\admin.rpatel,services.exe,8982,backup-agent.exe,6859,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00825,2026-08-08T15:16:29Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,chrome.exe,4649,msedgewebview2.exe,14262,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-01025,2026-08-08T15:17:16Z,DEPLOY-01,ACME\admin.jlee,services.exe,8312,backup-agent.exe,9044,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00762,2026-08-08T15:18:59Z,APP-API-02,ACME\svc_backup,wsmprovhost.exe,1478,powershell.exe,7010,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00180,2026-08-08T15:38:59Z,FILE-01,ACME\admin.jlee,chrome.exe,7408,msedgewebview2.exe,10298,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-01358,2026-08-08T15:42:40Z,ADMIN-WS-07,ACME\svc_backup,taskeng.exe,6695,powershell.exe,10495,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00965,2026-08-08T15:43:29Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,chrome.exe,5093,msedgewebview2.exe,8101,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00112,2026-08-08T15:48:44Z,FILE-01,ACME\admin.jlee,wsmprovhost.exe,7666,powershell.exe,8316,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-01037,2026-08-08T15:56:26Z,DEPLOY-01,ACME\svc_deploy,chrome.exe,862,msedgewebview2.exe,7325,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00301,2026-08-08T15:58:50Z,ADMIN-WS-07,ACME\svc_backup,chrome.exe,5742,msedgewebview2.exe,7303,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00444,2026-08-08T16:01:09Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,chrome.exe,7893,msedgewebview2.exe,7199,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00479,2026-08-08T16:06:02Z,APP-API-02,NT AUTHORITY\SYSTEM,explorer.exe,1649,powershell.exe,14664,powershell.exe Get-Service,signed,benign,routine admin
PROC-00048,2026-08-08T16:06:32Z,WEB-EDGE-01,ACME\svc_backup,wsmprovhost.exe,6397,powershell.exe,9433,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-01168,2026-08-08T16:08:41Z,WEB-EDGE-01,ACME\admin.rpatel,services.exe,5390,backup-agent.exe,14514,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00103,2026-08-08T16:11:19Z,FILE-01,ACME\admin.jlee,chrome.exe,6028,msedgewebview2.exe,2440,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00955,2026-08-08T16:15:30Z,FILE-01,ACME\svc_deploy,explorer.exe,8575,powershell.exe,7650,powershell.exe Get-Service,signed,benign,routine admin
PROC-00772,2026-08-08T16:16:02Z,ADMIN-WS-07,ACME\svc_deploy,services.exe,7193,backup-agent.exe,4217,backup-agent.exe --run,signed,benign,scheduled backup
PROC-01394,2026-08-08T16:16:08Z,ADMIN-WS-07,ACME\svc_backup,taskeng.exe,3125,powershell.exe,14185,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00938,2026-08-08T16:16:16Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,wsmprovhost.exe,826,powershell.exe,9634,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-01008,2026-08-08T16:19:40Z,ADMIN-WS-07,ACME\svc_deploy,wsmprovhost.exe,741,powershell.exe,13483,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-01282,2026-08-08T16:21:41Z,FILE-01,ACME\svc_backup,chrome.exe,3764,msedgewebview2.exe,3868,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-01244,2026-08-08T16:22:13Z,FILE-01,ACME\svc_backup,services.exe,4236,backup-agent.exe,8928,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00235,2026-08-08T16:39:07Z,APP-API-02,ACME\admin.rpatel,explorer.exe,1427,powershell.exe,4589,powershell.exe Get-Service,signed,benign,routine admin
PROC-01289,2026-08-08T16:44:31Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,explorer.exe,2182,powershell.exe,11380,powershell.exe Get-Service,signed,benign,routine admin
PROC-00039,2026-08-08T16:45:54Z,FILE-01,ACME\admin.rpatel,wsmprovhost.exe,1842,powershell.exe,14532,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00808,2026-08-08T16:54:31Z,APP-API-02,ACME\admin.rpatel,explorer.exe,1314,powershell.exe,8720,powershell.exe Get-Service,signed,benign,routine admin
PROC-00831,2026-08-08T17:06:38Z,WEB-EDGE-01,ACME\admin.jlee,wsmprovhost.exe,6173,powershell.exe,9115,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00086,2026-08-08T17:18:38Z,FILE-01,ACME\admin.rpatel,wsmprovhost.exe,3886,powershell.exe,10129,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00389,2026-08-08T17:18:43Z,FILE-01,ACME\admin.jlee,taskeng.exe,5790,powershell.exe,7121,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01085,2026-08-08T17:25:12Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,taskeng.exe,2133,powershell.exe,7902,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01401,2026-08-08T17:26:20Z,WEB-EDGE-01,ACME\admin.rpatel,services.exe,5115,backup-agent.exe,6753,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00102,2026-08-08T17:37:20Z,ADMIN-WS-11,ACME\admin.jlee,services.exe,8137,backup-agent.exe,10923,backup-agent.exe --run,signed,benign,scheduled backup
PROC-00310,2026-08-08T17:39:26Z,ADMIN-WS-07,ACME\svc_backup,chrome.exe,1862,msedgewebview2.exe,9519,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00377,2026-08-08T17:46:27Z,APP-API-02,ACME\admin.jlee,taskeng.exe,1259,powershell.exe,14343,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01357,2026-08-08T17:55:01Z,WEB-EDGE-01,ACME\svc_backup,explorer.exe,4223,powershell.exe,13295,powershell.exe Get-Service,signed,benign,routine admin
PROC-00813,2026-08-08T18:06:32Z,WEB-EDGE-01,ACME\svc_deploy,wsmprovhost.exe,2258,powershell.exe,8325,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-01255,2026-08-08T18:18:09Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,chrome.exe,1692,msedgewebview2.exe,8822,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-01292,2026-08-08T18:19:57Z,ADMIN-WS-07,ACME\admin.rpatel,taskeng.exe,4218,powershell.exe,1757,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00499,2026-08-08T18:54:40Z,VULN-SCAN-01,ACME\svc_backup,taskeng.exe,3967,powershell.exe,10202,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01461,2026-08-08T19:00:07Z,VULN-SCAN-01,ACME\admin.jlee,taskeng.exe,2374,powershell.exe,11642,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01030,2026-08-08T19:12:26Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,chrome.exe,6817,msedgewebview2.exe,8422,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00038,2026-08-08T19:13:46Z,FILE-01,NT AUTHORITY\SYSTEM,wsmprovhost.exe,6916,powershell.exe,5116,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-01384,2026-08-08T19:20:36Z,APP-API-02,ACME\admin.rpatel,explorer.exe,3641,powershell.exe,4890,powershell.exe Get-Service,signed,benign,routine admin
PROC-00845,2026-08-08T19:39:18Z,APP-API-02,ACME\svc_backup,services.exe,8709,backup-agent.exe,14968,backup-agent.exe --run,signed,benign,scheduled backup
PROC-01239,2026-08-08T19:39:20Z,ADMIN-WS-11,ACME\admin.jlee,taskeng.exe,5106,powershell.exe,9294,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00932,2026-08-08T19:56:32Z,VULN-SCAN-01,ACME\svc_deploy,chrome.exe,1636,msedgewebview2.exe,6876,msedgewebview2.exe --utility-sub-type=network,signed,benign,normal browser activity
PROC-00777,2026-08-08T19:56:50Z,ADMIN-WS-11,ACME\admin.rpatel,wsmprovhost.exe,3392,powershell.exe,10642,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00365,2026-08-08T19:59:11Z,ADMIN-WS-07,ACME\admin.rpatel,taskeng.exe,4100,powershell.exe,7754,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-01205,2026-08-08T20:00:32Z,ADMIN-WS-07,ACME\svc_backup,wsmprovhost.exe,8427,powershell.exe,2828,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00926,2026-08-08T20:00:37Z,ADMIN-WS-07,ACME\svc_deploy,taskeng.exe,8932,powershell.exe,5645,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00083,2026-08-08T20:07:25Z,DEPLOY-01,ACME\svc_backup,taskeng.exe,6023,powershell.exe,7387,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00013,2026-08-08T20:22:19Z,WEB-EDGE-01,ACME\svc_deploy,explorer.exe,7480,powershell.exe,12430,powershell.exe Get-Service,signed,benign,routine admin
PROC-00627,2026-08-08T20:27:31Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,wsmprovhost.exe,8913,powershell.exe,12900,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00655,2026-08-08T20:37:04Z,WEB-EDGE-01,ACME\svc_deploy,wsmprovhost.exe,2324,powershell.exe,11470,powershell.exe -File C:\Deploy\Install-Agent.ps1,signed,benign,approved deployment
PROC-00883,2026-08-08T20:41:07Z,ADMIN-WS-07,ACME\svc_backup,taskeng.exe,4189,powershell.exe,13052,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
PROC-00623,2026-08-08T20:44:57Z,VULN-SCAN-01,ACME\svc_deploy,explorer.exe,1452,powershell.exe,14900,powershell.exe Get-Service,signed,benign,routine admin
PROC-00021,2026-08-08T20:54:29Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,explorer.exe,7456,powershell.exe,9121,powershell.exe Get-Service,signed,benign,routine admin
PROC-00999,2026-08-08T21:08:04Z,ADMIN-WS-11,ACME\admin.rpatel,taskeng.exe,7039,powershell.exe,7090,powershell.exe -File C:\Ops\Rotate-Logs.ps1,signed,benign,routine maintenance
