event_id,_time,host,src_ip,method,uri,status,user_agent,classification,note
WEB-01120,2026-08-06T09:42:41Z,WEB-EDGE-01,203.0.113.101,GET,/.env,404,InternalHealth/2.1,benign,background web activity
WEB-00556,2026-08-06T09:42:57Z,WEB-EDGE-01,203.0.113.147,GET,/.env,404,InternalHealth/2.1,benign,background web activity
WEB-01172,2026-08-06T09:50:24Z,APP-API-02,203.0.113.162,GET,/api/status,404,scanner/1.0,benign,background web activity
WEB-00310,2026-08-06T09:57:39Z,APP-API-02,203.0.113.154,GET,/api/status,200,InternalHealth/2.1,benign,background web activity
WEB-00476,2026-08-06T10:07:13Z,WEB-EDGE-01,203.0.113.143,GET,/.env,404,Mozilla/5.0,benign,background web activity
WEB-00856,2026-08-06T10:07:59Z,WEB-EDGE-01,203.0.113.25,GET,/,200,Mozilla/5.0,benign,background web activity
WEB-00728,2026-08-06T10:13:00Z,APP-API-02,203.0.113.153,GET,/,200,scanner/1.0,benign,background web activity
WEB-01419,2026-08-06T10:23:33Z,WEB-EDGE-01,203.0.113.83,GET,/,200,scanner/1.0,benign,background web activity
WEB-00409,2026-08-06T10:23:46Z,APP-API-02,203.0.113.234,GET,/.env,404,Mozilla/5.0,benign,background web activity
WEB-00753,2026-08-06T10:26:08Z,WEB-EDGE-01,203.0.113.88,GET,/.env,200,scanner/1.0,benign,background web activity
WEB-01422,2026-08-06T10:28:13Z,WEB-EDGE-01,203.0.113.164,GET,/,200,Mozilla/5.0,benign,background web activity
WEB-00065,2026-08-06T10:41:56Z,WEB-EDGE-01,203.0.113.58,POST,/,200,InternalHealth/2.1,benign,background web activity
WEB-00864,2026-08-06T10:44:29Z,APP-API-02,203.0.113.182,POST,/api/status,200,scanner/1.0,benign,background web activity
WEB-01414,2026-08-06T10:57:35Z,APP-API-02,203.0.113.153,GET,/.env,404,scanner/1.0,benign,background web activity
WEB-00042,2026-08-06T11:02:10Z,APP-API-02,203.0.113.99,GET,/.env,200,scanner/1.0,benign,background web activity
WEB-00386,2026-08-06T11:20:53Z,APP-API-02,203.0.113.132,POST,/.env,200,Mozilla/5.0,benign,background web activity
WEB-00533,2026-08-06T11:24:40Z,WEB-EDGE-01,203.0.113.62,GET,/api/status,200,InternalHealth/2.1,benign,background web activity
WEB-01179,2026-08-06T11:27:14Z,APP-API-02,203.0.113.210,POST,/.env,200,Mozilla/5.0,benign,background web activity
WEB-00683,2026-08-06T11:28:23Z,WEB-EDGE-01,203.0.113.178,GET,/,200,scanner/1.0,benign,background web activity
WEB-01426,2026-08-06T11:44:40Z,WEB-EDGE-01,203.0.113.137,POST,/,200,scanner/1.0,benign,background web activity
WEB-00906,2026-08-06T11:55:44Z,WEB-EDGE-01,203.0.113.4,POST,/.env,200,scanner/1.0,benign,background web activity
WEB-01387,2026-08-06T11:55:59Z,WEB-EDGE-01,203.0.113.116,POST,/api/status,200,Mozilla/5.0,benign,background web activity
WEB-00056,2026-08-06T11:59:07Z,APP-API-02,203.0.113.52,POST,/api/status,200,scanner/1.0,benign,background web activity
WEB-00392,2026-08-06T12:05:14Z,WEB-EDGE-01,203.0.113.30,POST,/,200,InternalHealth/2.1,benign,background web activity
WEB-01072,2026-08-06T12:13:25Z,WEB-EDGE-01,203.0.113.200,GET,/,200,InternalHealth/2.1,benign,background web activity
WEB-01244,2026-08-06T12:13:30Z,WEB-EDGE-01,203.0.113.138,POST,/api/status,200,Mozilla/5.0,benign,background web activity
WEB-00925,2026-08-06T12:16:04Z,APP-API-02,203.0.113.169,GET,/api/status,404,scanner/1.0,benign,background web activity
WEB-01378,2026-08-06T12:47:54Z,WEB-EDGE-01,203.0.113.194,GET,/.env,404,InternalHealth/2.1,benign,background web activity
WEB-00784,2026-08-06T12:48:27Z,WEB-EDGE-01,203.0.113.15,GET,/health,200,InternalHealth/2.1,benign,background web activity
WEB-00561,2026-08-06T12:57:20Z,WEB-EDGE-01,203.0.113.198,POST,/,200,scanner/1.0,benign,background web activity
WEB-01090,2026-08-06T13:25:27Z,WEB-EDGE-01,203.0.113.117,GET,/api/status,404,scanner/1.0,benign,background web activity
WEB-00601,2026-08-06T13:25:53Z,WEB-EDGE-01,203.0.113.218,GET,/api/status,404,scanner/1.0,benign,background web activity
WEB-01242,2026-08-06T13:32:21Z,APP-API-02,203.0.113.122,GET,/api/status,404,Mozilla/5.0,benign,background web activity
WEB-00105,2026-08-06T13:39:27Z,APP-API-02,203.0.113.88,GET,/.env,404,InternalHealth/2.1,benign,background web activity
WEB-00245,2026-08-06T13:53:22Z,APP-API-02,203.0.113.175,GET,/health,200,Mozilla/5.0,benign,background web activity
WEB-00478,2026-08-06T13:56:19Z,APP-API-02,203.0.113.95,GET,/.env,200,Mozilla/5.0,benign,background web activity
WEB-00511,2026-08-06T14:04:37Z,WEB-EDGE-01,203.0.113.87,GET,/health,200,Mozilla/5.0,benign,background web activity
WEB-00049,2026-08-06T14:06:12Z,WEB-EDGE-01,203.0.113.154,POST,/health,404,scanner/1.0,benign,background web activity
WEB-01175,2026-08-06T14:07:17Z,WEB-EDGE-01,203.0.113.190,GET,/.env,200,scanner/1.0,benign,background web activity
WEB-00491,2026-08-06T14:07:25Z,APP-API-02,203.0.113.85,GET,/api/status,200,InternalHealth/2.1,benign,background web activity
WEB-00813,2026-08-06T14:17:30Z,WEB-EDGE-01,203.0.113.17,GET,/api/status,404,scanner/1.0,benign,background web activity
WEB-00740,2026-08-06T14:29:46Z,WEB-EDGE-01,203.0.113.203,GET,/,200,scanner/1.0,benign,background web activity
WEB-00360,2026-08-06T14:30:04Z,WEB-EDGE-01,203.0.113.131,GET,/,404,scanner/1.0,benign,background web activity
WEB-00468,2026-08-06T14:38:40Z,APP-API-02,203.0.113.156,POST,/api/status,404,InternalHealth/2.1,benign,background web activity
WEB-00238,2026-08-06T14:50:53Z,APP-API-02,203.0.113.169,GET,/.env,404,scanner/1.0,benign,background web activity
WEB-01218,2026-08-06T14:55:19Z,WEB-EDGE-01,203.0.113.83,GET,/api/status,200,Mozilla/5.0,benign,background web activity
WEB-00553,2026-08-06T14:55:45Z,APP-API-02,203.0.113.180,GET,/.env,200,InternalHealth/2.1,benign,background web activity
WEB-01349,2026-08-06T15:01:04Z,APP-API-02,203.0.113.78,POST,/.env,404,InternalHealth/2.1,benign,background web activity
WEB-00963,2026-08-06T15:10:32Z,WEB-EDGE-01,203.0.113.93,POST,/,200,scanner/1.0,benign,background web activity
WEB-00039,2026-08-06T15:17:44Z,WEB-EDGE-01,203.0.113.151,GET,/health,404,Mozilla/5.0,benign,background web activity
WEB-00278,2026-08-06T15:32:12Z,WEB-EDGE-01,203.0.113.209,GET,/health,200,scanner/1.0,benign,background web activity
WEB-01178,2026-08-06T15:50:49Z,WEB-EDGE-01,203.0.113.109,GET,/.env,200,InternalHealth/2.1,benign,background web activity
WEB-01063,2026-08-06T15:53:26Z,APP-API-02,203.0.113.234,GET,/health,200,Mozilla/5.0,benign,background web activity
WEB-01468,2026-08-06T15:59:30Z,APP-API-02,203.0.113.185,GET,/,200,scanner/1.0,benign,background web activity
WEB-00189,2026-08-06T16:00:03Z,WEB-EDGE-01,203.0.113.31,POST,/api/status,200,scanner/1.0,benign,background web activity
WEB-01021,2026-08-06T16:08:38Z,WEB-EDGE-01,203.0.113.140,GET,/health,200,InternalHealth/2.1,benign,background web activity
WEB-00703,2026-08-06T16:13:36Z,APP-API-02,203.0.113.53,GET,/health,200,InternalHealth/2.1,benign,background web activity
WEB-00722,2026-08-06T16:20:14Z,WEB-EDGE-01,203.0.113.48,POST,/api/status,404,Mozilla/5.0,benign,background web activity
WEB-00424,2026-08-06T16:34:49Z,WEB-EDGE-01,203.0.113.186,GET,/,200,Mozilla/5.0,benign,background web activity
WEB-00631,2026-08-06T16:39:51Z,APP-API-02,203.0.113.128,GET,/health,404,scanner/1.0,benign,background web activity
WEB-01018,2026-08-06T16:43:05Z,WEB-EDGE-01,203.0.113.155,GET,/,404,scanner/1.0,benign,background web activity
WEB-00091,2026-08-06T16:46:27Z,WEB-EDGE-01,203.0.113.60,POST,/.env,200,Mozilla/5.0,benign,background web activity
WEB-00645,2026-08-06T16:52:04Z,WEB-EDGE-01,203.0.113.61,GET,/api/status,404,scanner/1.0,benign,background web activity
WEB-01299,2026-08-06T16:54:02Z,APP-API-02,203.0.113.66,GET,/.env,404,InternalHealth/2.1,benign,background web activity
WEB-00719,2026-08-06T17:04:32Z,APP-API-02,203.0.113.68,GET,/api/status,200,scanner/1.0,benign,background web activity
WEB-01265,2026-08-06T17:08:08Z,WEB-EDGE-01,203.0.113.27,POST,/api/status,200,scanner/1.0,benign,background web activity
WEB-00825,2026-08-06T17:22:44Z,APP-API-02,203.0.113.229,GET,/.env,200,InternalHealth/2.1,benign,background web activity
WEB-00356,2026-08-06T17:23:32Z,APP-API-02,203.0.113.32,GET,/.env,200,scanner/1.0,benign,background web activity
WEB-00015,2026-08-06T17:23:47Z,WEB-EDGE-01,203.0.113.96,GET,/health,200,InternalHealth/2.1,benign,background web activity
WEB-01077,2026-08-06T17:31:38Z,WEB-EDGE-01,203.0.113.169,GET,/api/status,200,scanner/1.0,benign,background web activity
WEB-01061,2026-08-06T17:43:11Z,APP-API-02,203.0.113.62,POST,/,200,scanner/1.0,benign,background web activity
WEB-01366,2026-08-06T17:45:14Z,APP-API-02,203.0.113.218,GET,/.env,404,scanner/1.0,benign,background web activity
WEB-00586,2026-08-06T17:46:34Z,APP-API-02,203.0.113.199,GET,/,200,InternalHealth/2.1,benign,background web activity
WEB-01215,2026-08-06T17:58:50Z,APP-API-02,203.0.113.184,POST,/,200,InternalHealth/2.1,benign,background web activity
WEB-00295,2026-08-06T17:59:03Z,WEB-EDGE-01,203.0.113.121,GET,/health,200,scanner/1.0,benign,background web activity
WEB-01104,2026-08-06T18:07:28Z,WEB-EDGE-01,203.0.113.216,GET,/.env,404,scanner/1.0,benign,background web activity
WEB-01427,2026-08-06T18:17:13Z,WEB-EDGE-01,203.0.113.93,GET,/health,200,InternalHealth/2.1,benign,background web activity
WEB-00565,2026-08-06T18:18:00Z,WEB-EDGE-01,203.0.113.171,GET,/,200,scanner/1.0,benign,background web activity
WEB-00225,2026-08-06T18:20:37Z,APP-API-02,203.0.113.35,POST,/.env,404,Mozilla/5.0,benign,background web activity
WEB-00749,2026-08-06T18:21:25Z,WEB-EDGE-01,203.0.113.6,POST,/.env,200,Mozilla/5.0,benign,background web activity
WEB-00980,2026-08-06T18:46:13Z,WEB-EDGE-01,203.0.113.21,POST,/,404,Mozilla/5.0,benign,background web activity
WEB-00772,2026-08-06T18:54:11Z,APP-API-02,203.0.113.23,GET,/.env,200,InternalHealth/2.1,benign,background web activity
WEB-00970,2026-08-06T18:57:15Z,WEB-EDGE-01,203.0.113.217,POST,/health,200,InternalHealth/2.1,benign,background web activity
WEB-00302,2026-08-06T19:05:31Z,WEB-EDGE-01,203.0.113.237,GET,/health,200,Mozilla/5.0,benign,background web activity
WEB-00270,2026-08-06T19:11:26Z,APP-API-02,203.0.113.168,GET,/health,200,scanner/1.0,benign,background web activity
WEB-01138,2026-08-06T19:17:43Z,WEB-EDGE-01,203.0.113.145,GET,/.env,404,scanner/1.0,benign,background web activity
WEB-01141,2026-08-06T19:18:06Z,APP-API-02,203.0.113.21,GET,/health,404,scanner/1.0,benign,background web activity
WEB-00266,2026-08-06T19:23:02Z,APP-API-02,203.0.113.7,GET,/health,404,scanner/1.0,benign,background web activity
WEB-00672,2026-08-06T19:26:08Z,WEB-EDGE-01,203.0.113.113,GET,/health,404,InternalHealth/2.1,benign,background web activity
WEB-00739,2026-08-06T19:29:12Z,WEB-EDGE-01,203.0.113.59,GET,/api/status,404,scanner/1.0,benign,background web activity
WEB-00892,2026-08-06T19:32:54Z,WEB-EDGE-01,203.0.113.60,GET,/api/status,404,scanner/1.0,benign,background web activity
WEB-00993,2026-08-06T19:36:57Z,WEB-EDGE-01,203.0.113.231,GET,/,404,Mozilla/5.0,benign,background web activity
WEB-01157,2026-08-06T19:38:57Z,APP-API-02,203.0.113.190,GET,/.env,404,InternalHealth/2.1,benign,background web activity
WEB-00234,2026-08-06T19:59:35Z,WEB-EDGE-01,203.0.113.224,POST,/,200,Mozilla/5.0,benign,background web activity
WEB-01133,2026-08-06T20:03:31Z,APP-API-02,203.0.113.10,GET,/api/status,404,Mozilla/5.0,benign,background web activity
WEB-00289,2026-08-06T20:08:25Z,WEB-EDGE-01,203.0.113.9,GET,/.env,404,InternalHealth/2.1,benign,background web activity
WEB-00879,2026-08-06T20:10:01Z,APP-API-02,203.0.113.26,GET,/.env,200,Mozilla/5.0,benign,background web activity
WEB-00520,2026-08-06T20:11:39Z,APP-API-02,203.0.113.187,POST,/.env,200,scanner/1.0,benign,background web activity
WEB-00642,2026-08-06T20:27:45Z,APP-API-02,203.0.113.135,GET,/health,200,InternalHealth/2.1,benign,background web activity
WEB-00058,2026-08-06T20:29:51Z,APP-API-02,203.0.113.98,GET,/api/status,404,scanner/1.0,benign,background web activity
WEB-00493,2026-08-06T20:44:27Z,APP-API-02,203.0.113.183,GET,/,200,Mozilla/5.0,benign,background web activity
WEB-01334,2026-08-06T20:47:44Z,APP-API-02,203.0.113.221,GET,/health,200,Mozilla/5.0,benign,background web activity
WEB-01105,2026-08-06T20:50:47Z,WEB-EDGE-01,203.0.113.43,GET,/api/status,200,InternalHealth/2.1,benign,background web activity
WEB-00968,2026-08-06T20:51:35Z,WEB-EDGE-01,203.0.113.143,GET,/api/status,200,InternalHealth/2.1,benign,background web activity
WEB-01190,2026-08-06T20:54:14Z,WEB-EDGE-01,203.0.113.17,GET,/.env,200,scanner/1.0,benign,background web activity
WEB-01410,2026-08-06T21:07:56Z,WEB-EDGE-01,203.0.113.237,GET,/.env,200,scanner/1.0,benign,background web activity
WEB-00521,2026-08-06T21:10:52Z,WEB-EDGE-01,203.0.113.159,POST,/health,200,InternalHealth/2.1,benign,background web activity
WEB-00817,2026-08-06T21:14:40Z,WEB-EDGE-01,203.0.113.194,POST,/.env,404,InternalHealth/2.1,benign,background web activity
WEB-01361,2026-08-06T21:15:48Z,WEB-EDGE-01,203.0.113.220,POST,/api/status,200,InternalHealth/2.1,benign,background web activity
WEB-00355,2026-08-06T21:21:42Z,APP-API-02,203.0.113.39,GET,/.env,404,Mozilla/5.0,benign,background web activity
WEB-00519,2026-08-06T21:23:22Z,APP-API-02,203.0.113.92,GET,/api/status,404,scanner/1.0,benign,background web activity
WEB-01112,2026-08-06T21:25:40Z,WEB-EDGE-01,203.0.113.29,GET,/health,404,Mozilla/5.0,benign,background web activity
WEB-00336,2026-08-06T21:32:32Z,WEB-EDGE-01,203.0.113.223,GET,/,404,InternalHealth/2.1,benign,background web activity
WEB-00140,2026-08-06T21:33:42Z,APP-API-02,203.0.113.64,POST,/api/status,200,InternalHealth/2.1,benign,background web activity
WEB-01297,2026-08-06T21:38:17Z,WEB-EDGE-01,203.0.113.14,GET,/api/status,404,InternalHealth/2.1,benign,background web activity
WEB-01404,2026-08-06T21:38:54Z,WEB-EDGE-01,203.0.113.74,POST,/,200,InternalHealth/2.1,benign,background web activity
WEB-00986,2026-08-06T21:41:16Z,WEB-EDGE-01,203.0.113.123,GET,/,404,InternalHealth/2.1,benign,background web activity
WEB-00828,2026-08-06T21:41:39Z,WEB-EDGE-01,203.0.113.99,GET,/api/status,200,scanner/1.0,benign,background web activity
WEB-00259,2026-08-06T21:43:29Z,APP-API-02,203.0.113.92,GET,/.env,200,InternalHealth/2.1,benign,background web activity
WEB-00497,2026-08-06T22:03:21Z,WEB-EDGE-01,203.0.113.4,POST,/.env,200,InternalHealth/2.1,benign,background web activity
WEB-00548,2026-08-06T22:17:43Z,APP-API-02,203.0.113.21,POST,/,200,InternalHealth/2.1,benign,background web activity
WEB-00767,2026-08-06T22:27:09Z,APP-API-02,203.0.113.72,GET,/,200,InternalHealth/2.1,benign,background web activity
WEB-00559,2026-08-06T22:29:30Z,APP-API-02,203.0.113.234,GET,/api/status,404,InternalHealth/2.1,benign,background web activity
WEB-01482,2026-08-06T22:40:37Z,WEB-EDGE-01,203.0.113.43,POST,/api/status,200,InternalHealth/2.1,benign,background web activity
WEB-00694,2026-08-06T22:41:36Z,APP-API-02,203.0.113.62,GET,/.env,200,Mozilla/5.0,benign,background web activity
WEB-00408,2026-08-06T22:52:33Z,WEB-EDGE-01,203.0.113.32,GET,/health,200,scanner/1.0,benign,background web activity
WEB-01117,2026-08-06T22:53:42Z,WEB-EDGE-01,203.0.113.190,GET,/.env,200,scanner/1.0,benign,background web activity
WEB-01066,2026-08-06T23:01:22Z,WEB-EDGE-01,203.0.113.111,GET,/.env,404,Mozilla/5.0,benign,background web activity
WEB-00700,2026-08-06T23:03:05Z,WEB-EDGE-01,203.0.113.76,GET,/health,404,scanner/1.0,benign,background web activity
WEB-00208,2026-08-06T23:05:48Z,APP-API-02,203.0.113.86,POST,/api/status,200,scanner/1.0,benign,background web activity
WEB-00990,2026-08-06T23:06:30Z,APP-API-02,203.0.113.213,POST,/api/status,200,scanner/1.0,benign,background web activity
WEB-00120,2026-08-06T23:18:14Z,APP-API-02,203.0.113.103,GET,/.env,200,InternalHealth/2.1,benign,background web activity
WEB-00615,2026-08-06T23:30:16Z,APP-API-02,203.0.113.124,GET,/,200,Mozilla/5.0,benign,background web activity
WEB-00711,2026-08-06T23:48:46Z,WEB-EDGE-01,203.0.113.23,GET,/,404,scanner/1.0,benign,background web activity
WEB-01217,2026-08-06T23:54:54Z,WEB-EDGE-01,203.0.113.172,POST,/api/status,404,Mozilla/5.0,benign,background web activity
WEB-01123,2026-08-07T00:03:52Z,WEB-EDGE-01,203.0.113.121,POST,/,404,InternalHealth/2.1,benign,background web activity
WEB-00223,2026-08-07T00:07:41Z,APP-API-02,203.0.113.150,GET,/.env,404,InternalHealth/2.1,benign,background web activity
WEB-01359,2026-08-07T00:07:41Z,APP-API-02,203.0.113.95,GET,/.env,200,InternalHealth/2.1,benign,background web activity
WEB-00332,2026-08-07T00:25:31Z,APP-API-02,203.0.113.56,GET,/,200,scanner/1.0,benign,background web activity
WEB-01407,2026-08-07T00:26:28Z,WEB-EDGE-01,203.0.113.205,GET,/.env,200,Mozilla/5.0,benign,background web activity
WEB-01084,2026-08-07T00:27:50Z,WEB-EDGE-01,203.0.113.173,GET,/.env,200,Mozilla/5.0,benign,background web activity
WEB-00637,2026-08-07T00:28:52Z,APP-API-02,203.0.113.205,POST,/.env,200,scanner/1.0,benign,background web activity
WEB-01056,2026-08-07T00:32:56Z,APP-API-02,203.0.113.207,GET,/api/status,404,InternalHealth/2.1,benign,background web activity
WEB-00751,2026-08-07T00:33:20Z,WEB-EDGE-01,203.0.113.16,GET,/.env,200,scanner/1.0,benign,background web activity
WEB-01293,2026-08-07T00:33:31Z,WEB-EDGE-01,203.0.113.225,POST,/,200,InternalHealth/2.1,benign,background web activity
WEB-01443,2026-08-07T00:34:28Z,WEB-EDGE-01,203.0.113.184,GET,/api/status,200,Mozilla/5.0,benign,background web activity
WEB-01049,2026-08-07T00:41:47Z,APP-API-02,203.0.113.209,GET,/api/status,200,scanner/1.0,benign,background web activity
WEB-01008,2026-08-07T00:45:08Z,APP-API-02,203.0.113.161,GET,/.env,404,scanner/1.0,benign,background web activity
WEB-00953,2026-08-07T00:46:46Z,WEB-EDGE-01,203.0.113.193,GET,/.env,200,scanner/1.0,benign,background web activity
WEB-00492,2026-08-07T00:47:43Z,WEB-EDGE-01,203.0.113.238,GET,/.env,200,Mozilla/5.0,benign,background web activity
WEB-00913,2026-08-07T01:04:40Z,WEB-EDGE-01,203.0.113.177,GET,/.env,404,Mozilla/5.0,benign,background web activity
WEB-00252,2026-08-07T01:20:42Z,WEB-EDGE-01,203.0.113.221,GET,/health,200,scanner/1.0,benign,background web activity
WEB-01052,2026-08-07T01:22:15Z,WEB-EDGE-01,203.0.113.78,POST,/.env,404,InternalHealth/2.1,benign,background web activity
WEB-01116,2026-08-07T01:30:40Z,WEB-EDGE-01,203.0.113.184,POST,/api/status,404,InternalHealth/2.1,benign,background web activity
WEB-00471,2026-08-07T01:32:27Z,WEB-EDGE-01,203.0.113.42,POST,/health,200,InternalHealth/2.1,benign,background web activity
WEB-01257,2026-08-07T01:35:40Z,APP-API-02,203.0.113.225,GET,/,200,scanner/1.0,benign,background web activity
WEB-01017,2026-08-07T01:36:23Z,WEB-EDGE-01,203.0.113.141,POST,/,404,Mozilla/5.0,benign,background web activity
WEB-00103,2026-08-07T01:37:21Z,WEB-EDGE-01,203.0.113.124,GET,/api/status,200,Mozilla/5.0,benign,background web activity
WEB-00188,2026-08-07T01:38:56Z,APP-API-02,203.0.113.231,GET,/api/status,404,InternalHealth/2.1,benign,background web activity
WEB-00159,2026-08-07T01:41:07Z,WEB-EDGE-01,203.0.113.135,POST,/.env,404,InternalHealth/2.1,benign,background web activity
WEB-01368,2026-08-07T01:47:24Z,WEB-EDGE-01,203.0.113.43,GET,/api/status,200,InternalHealth/2.1,benign,background web activity
WEB-00354,2026-08-07T02:02:13Z,APP-API-02,203.0.113.210,POST,/health,404,scanner/1.0,benign,background web activity
WEB-00459,2026-08-07T02:10:26Z,APP-API-02,203.0.113.213,POST,/.env,404,Mozilla/5.0,benign,background web activity
WEB-00209,2026-08-07T02:15:52Z,APP-API-02,203.0.113.220,POST,/.env,200,Mozilla/5.0,benign,background web activity
WEB-00890,2026-08-07T02:21:36Z,APP-API-02,203.0.113.107,GET,/api/status,200,scanner/1.0,benign,background web activity
WEB-00246,2026-08-07T02:22:51Z,WEB-EDGE-01,203.0.113.135,POST,/api/status,404,InternalHealth/2.1,benign,background web activity
WEB-01225,2026-08-07T02:26:34Z,APP-API-02,203.0.113.27,GET,/,200,InternalHealth/2.1,benign,background web activity
WEB-01126,2026-08-07T02:28:01Z,WEB-EDGE-01,203.0.113.20,GET,/api/status,404,InternalHealth/2.1,benign,background web activity
WEB-00927,2026-08-07T02:29:20Z,APP-API-02,203.0.113.218,GET,/health,404,scanner/1.0,benign,background web activity
WEB-01106,2026-08-07T02:32:24Z,WEB-EDGE-01,203.0.113.80,GET,/api/status,200,scanner/1.0,benign,background web activity
WEB-01274,2026-08-07T02:36:40Z,APP-API-02,203.0.113.52,POST,/api/status,200,InternalHealth/2.1,benign,background web activity
WEB-01369,2026-08-07T02:56:59Z,WEB-EDGE-01,203.0.113.161,GET,/api/status,200,InternalHealth/2.1,benign,background web activity
WEB-00407,2026-08-07T03:09:10Z,APP-API-02,203.0.113.10,POST,/,200,Mozilla/5.0,benign,background web activity
WEB-00883,2026-08-07T03:11:08Z,APP-API-02,203.0.113.216,POST,/.env,200,Mozilla/5.0,benign,background web activity
WEB-00438,2026-08-07T03:18:51Z,WEB-EDGE-01,203.0.113.226,POST,/api/status,200,InternalHealth/2.1,benign,background web activity
WEB-00804,2026-08-07T03:26:21Z,WEB-EDGE-01,203.0.113.93,POST,/.env,200,InternalHealth/2.1,benign,background web activity
WEB-00947,2026-08-07T03:32:54Z,APP-API-02,203.0.113.14,GET,/,200,InternalHealth/2.1,benign,background web activity
WEB-01302,2026-08-07T03:46:14Z,APP-API-02,203.0.113.78,GET,/,200,InternalHealth/2.1,benign,background web activity
WEB-00973,2026-08-07T03:49:31Z,WEB-EDGE-01,203.0.113.77,GET,/api/status,200,InternalHealth/2.1,benign,background web activity
WEB-01176,2026-08-07T03:52:54Z,WEB-EDGE-01,203.0.113.124,GET,/health,404,scanner/1.0,benign,background web activity
WEB-01315,2026-08-07T03:55:17Z,APP-API-02,203.0.113.61,GET,/api/status,200,Mozilla/5.0,benign,background web activity
WEB-00134,2026-08-07T04:03:53Z,APP-API-02,203.0.113.228,POST,/api/status,404,Mozilla/5.0,benign,background web activity
WEB-00541,2026-08-07T04:04:36Z,APP-API-02,203.0.113.134,GET,/,404,Mozilla/5.0,benign,background web activity
WEB-01341,2026-08-07T04:05:21Z,APP-API-02,203.0.113.194,POST,/.env,404,scanner/1.0,benign,background web activity
WEB-01086,2026-08-07T04:13:53Z,APP-API-02,203.0.113.169,GET,/health,200,Mozilla/5.0,benign,background web activity
WEB-00730,2026-08-07T04:21:25Z,WEB-EDGE-01,203.0.113.1,GET,/,200,InternalHealth/2.1,benign,background web activity
WEB-01093,2026-08-07T04:24:44Z,APP-API-02,203.0.113.15,POST,/.env,404,InternalHealth/2.1,benign,background web activity
WEB-00102,2026-08-07T04:31:16Z,WEB-EDGE-01,203.0.113.147,POST,/health,200,scanner/1.0,benign,background web activity
WEB-00651,2026-08-07T04:34:02Z,APP-API-02,203.0.113.166,POST,/,200,InternalHealth/2.1,benign,background web activity
WEB-01326,2026-08-07T04:49:02Z,WEB-EDGE-01,203.0.113.117,POST,/,200,Mozilla/5.0,benign,background web activity
WEB-00485,2026-08-07T04:50:50Z,WEB-EDGE-01,203.0.113.160,GET,/health,200,Mozilla/5.0,benign,background web activity
WEB-01320,2026-08-07T05:01:23Z,WEB-EDGE-01,203.0.113.164,GET,/health,200,Mozilla/5.0,benign,background web activity
WEB-00967,2026-08-07T05:13:04Z,APP-API-02,203.0.113.57,GET,/.env,404,scanner/1.0,benign,background web activity
WEB-00725,2026-08-07T05:13:20Z,APP-API-02,203.0.113.208,GET,/,200,Mozilla/5.0,benign,background web activity
WEB-00600,2026-08-07T05:14:36Z,WEB-EDGE-01,203.0.113.135,POST,/.env,200,Mozilla/5.0,benign,background web activity
WEB-00280,2026-08-07T05:18:49Z,APP-API-02,203.0.113.46,POST,/api/status,200,InternalHealth/2.1,benign,background web activity
WEB-00118,2026-08-07T05:20:31Z,APP-API-02,203.0.113.82,GET,/health,200,Mozilla/5.0,benign,background web activity
WEB-00427,2026-08-07T05:26:31Z,WEB-EDGE-01,203.0.113.57,GET,/.env,200,Mozilla/5.0,benign,background web activity
WEB-00869,2026-08-07T05:30:33Z,WEB-EDGE-01,203.0.113.71,GET,/,404,InternalHealth/2.1,benign,background web activity
WEB-01348,2026-08-07T05:33:26Z,APP-API-02,203.0.113.199,GET,/.env,200,scanner/1.0,benign,background web activity
WEB-01036,2026-08-07T05:52:51Z,APP-API-02,203.0.113.179,POST,/,200,InternalHealth/2.1,benign,background web activity
WEB-00334,2026-08-07T06:02:44Z,APP-API-02,203.0.113.89,GET,/health,200,InternalHealth/2.1,benign,background web activity
WEB-01089,2026-08-07T06:09:11Z,WEB-EDGE-01,203.0.113.46,GET,/,200,InternalHealth/2.1,benign,background web activity
WEB-01037,2026-08-07T06:14:20Z,WEB-EDGE-01,203.0.113.228,GET,/health,200,scanner/1.0,benign,background web activity
WEB-00328,2026-08-07T06:21:57Z,APP-API-02,203.0.113.183,GET,/api/status,200,Mozilla/5.0,benign,background web activity
WEB-00518,2026-08-07T06:26:55Z,APP-API-02,203.0.113.227,POST,/health,200,InternalHealth/2.1,benign,background web activity
WEB-00793,2026-08-07T06:57:36Z,WEB-EDGE-01,203.0.113.180,GET,/.env,200,scanner/1.0,benign,background web activity
WEB-00911,2026-08-07T07:00:57Z,APP-API-02,203.0.113.47,POST,/.env,200,scanner/1.0,benign,background web activity
WEB-01148,2026-08-07T07:11:24Z,APP-API-02,203.0.113.184,GET,/,200,scanner/1.0,benign,background web activity
WEB-00303,2026-08-07T07:11:33Z,WEB-EDGE-01,203.0.113.73,GET,/health,200,scanner/1.0,benign,background web activity
WEB-01050,2026-08-07T07:18:21Z,APP-API-02,203.0.113.82,GET,/.env,200,scanner/1.0,benign,background web activity
WEB-01280,2026-08-07T07:24:27Z,WEB-EDGE-01,203.0.113.1,GET,/,404,scanner/1.0,benign,background web activity
WEB-00859,2026-08-07T07:35:07Z,APP-API-02,203.0.113.140,GET,/api/status,200,InternalHealth/2.1,benign,background web activity
