event_id,_time,src_host,dest_host,user,protocol,result,source_ip,mfa,classification,note
AUTH-00577,2026-08-08T02:43:25Z,APP-API-02,WEB-EDGE-01,ACME\admin.rpatel,WinRM,success,10.40.7.129,not_applicable,benign,routine authentication
AUTH-00378,2026-08-08T02:44:32Z,DEPLOY-01,DEPLOY-01,ACME\admin.jlee,Kerberos,failure,10.40.60.82,not_applicable,benign,routine authentication
AUTH-00470,2026-08-08T02:45:15Z,WEB-EDGE-01,VULN-SCAN-01,ACME\svc_backup,WinRM,success,10.40.26.61,not_applicable,benign,routine authentication
AUTH-00020,2026-08-08T02:53:00Z,WEB-EDGE-01,ADMIN-WS-07,ACME\svc_deploy,WinRM,success,10.40.55.76,not_applicable,benign,routine authentication
AUTH-01176,2026-08-08T02:56:10Z,ADMIN-WS-11,APP-API-02,ACME\admin.rpatel,WinRM,success,10.40.43.21,not_applicable,benign,routine authentication
AUTH-00350,2026-08-08T03:11:27Z,FILE-01,VULN-SCAN-01,ACME\admin.rpatel,RDP,failure,10.40.13.53,not_applicable,benign,routine authentication
AUTH-01470,2026-08-08T03:19:22Z,FILE-01,ADMIN-WS-07,ACME\admin.rpatel,RDP,success,10.40.17.134,not_applicable,benign,routine authentication
AUTH-01208,2026-08-08T03:22:14Z,WEB-EDGE-01,ADMIN-WS-11,NT AUTHORITY\SYSTEM,RDP,success,10.40.3.69,not_applicable,benign,routine authentication
AUTH-00795,2026-08-08T03:43:02Z,VULN-SCAN-01,DEPLOY-01,ACME\svc_backup,NTLM,success,10.40.14.223,not_applicable,benign,routine authentication
AUTH-00106,2026-08-08T03:44:35Z,ADMIN-WS-07,FILE-01,ACME\svc_backup,Kerberos,success,10.40.52.77,not_applicable,benign,routine authentication
AUTH-00333,2026-08-08T03:45:26Z,VULN-SCAN-01,ADMIN-WS-07,ACME\svc_backup,Kerberos,failure,10.40.19.4,not_applicable,benign,routine authentication
AUTH-01330,2026-08-08T03:47:13Z,ADMIN-WS-11,WEB-EDGE-01,ACME\svc_deploy,RDP,success,10.40.30.218,not_applicable,benign,routine authentication
AUTH-01067,2026-08-08T03:49:06Z,ADMIN-WS-07,ADMIN-WS-07,ACME\admin.jlee,RDP,success,10.40.54.38,not_applicable,benign,routine authentication
AUTH-00906,2026-08-08T03:55:01Z,WEB-EDGE-01,ADMIN-WS-11,ACME\svc_backup,WinRM,success,10.40.56.55,not_applicable,benign,routine authentication
AUTH-00516,2026-08-08T03:55:24Z,ADMIN-WS-07,ADMIN-WS-11,NT AUTHORITY\SYSTEM,RDP,success,10.40.2.75,not_applicable,benign,routine authentication
AUTH-01432,2026-08-08T03:56:08Z,VULN-SCAN-01,APP-API-02,ACME\admin.jlee,NTLM,success,10.40.12.193,not_applicable,benign,routine authentication
AUTH-01491,2026-08-08T04:03:55Z,APP-API-02,ADMIN-WS-11,NT AUTHORITY\SYSTEM,NTLM,success,10.40.2.234,not_applicable,benign,routine authentication
AUTH-00223,2026-08-08T04:08:26Z,FILE-01,FILE-01,NT AUTHORITY\SYSTEM,NTLM,success,10.40.21.193,not_applicable,benign,routine authentication
AUTH-00970,2026-08-08T04:16:16Z,WEB-EDGE-01,APP-API-02,ACME\admin.jlee,Kerberos,success,10.40.58.134,not_applicable,benign,routine authentication
AUTH-00816,2026-08-08T04:31:04Z,FILE-01,VULN-SCAN-01,ACME\svc_backup,RDP,success,10.40.37.146,not_applicable,benign,routine authentication
AUTH-00874,2026-08-08T04:53:51Z,FILE-01,FILE-01,NT AUTHORITY\SYSTEM,NTLM,success,10.40.27.42,not_applicable,benign,routine authentication
AUTH-01111,2026-08-08T04:54:00Z,DEPLOY-01,ADMIN-WS-07,ACME\admin.rpatel,RDP,success,10.40.23.174,not_applicable,benign,routine authentication
AUTH-00472,2026-08-08T04:55:51Z,ADMIN-WS-07,VULN-SCAN-01,ACME\svc_backup,NTLM,success,10.40.50.138,not_applicable,benign,routine authentication
AUTH-01202,2026-08-08T04:55:51Z,APP-API-02,FILE-01,ACME\svc_backup,RDP,failure,10.40.30.30,not_applicable,benign,routine authentication
AUTH-00057,2026-08-08T04:56:09Z,FILE-01,APP-API-02,ACME\svc_deploy,WinRM,success,10.40.24.22,not_applicable,benign,routine authentication
AUTH-00663,2026-08-08T04:57:41Z,APP-API-02,VULN-SCAN-01,NT AUTHORITY\SYSTEM,NTLM,success,10.40.44.132,not_applicable,benign,routine authentication
AUTH-00015,2026-08-08T05:03:27Z,FILE-01,DEPLOY-01,ACME\admin.rpatel,WinRM,success,10.40.14.164,not_applicable,benign,routine authentication
AUTH-01229,2026-08-08T05:05:20Z,ADMIN-WS-11,ADMIN-WS-07,ACME\admin.jlee,Kerberos,success,10.40.39.18,not_applicable,benign,routine authentication
AUTH-01365,2026-08-08T05:05:28Z,WEB-EDGE-01,FILE-01,ACME\admin.jlee,Kerberos,success,10.40.14.127,not_applicable,benign,routine authentication
AUTH-00289,2026-08-08T05:07:26Z,ADMIN-WS-11,ADMIN-WS-07,ACME\admin.jlee,WinRM,success,10.40.5.91,not_applicable,benign,routine authentication
AUTH-01237,2026-08-08T05:12:04Z,ADMIN-WS-11,ADMIN-WS-11,ACME\admin.jlee,NTLM,success,10.40.16.57,not_applicable,benign,routine authentication
AUTH-00385,2026-08-08T05:24:07Z,VULN-SCAN-01,APP-API-02,ACME\svc_deploy,Kerberos,success,10.40.23.228,not_applicable,benign,routine authentication
AUTH-00711,2026-08-08T05:25:51Z,ADMIN-WS-07,DEPLOY-01,ACME\svc_backup,Kerberos,success,10.40.49.225,not_applicable,benign,routine authentication
AUTH-00683,2026-08-08T05:27:29Z,VULN-SCAN-01,WEB-EDGE-01,NT AUTHORITY\SYSTEM,NTLM,success,10.40.30.170,not_applicable,benign,routine authentication
AUTH-01007,2026-08-08T05:35:45Z,VULN-SCAN-01,VULN-SCAN-01,ACME\admin.rpatel,Kerberos,success,10.40.10.46,not_applicable,benign,routine authentication
AUTH-00843,2026-08-08T05:36:31Z,APP-API-02,VULN-SCAN-01,ACME\svc_backup,WinRM,success,10.40.51.154,not_applicable,benign,routine authentication
AUTH-01299,2026-08-08T05:51:34Z,ADMIN-WS-07,ADMIN-WS-11,ACME\admin.rpatel,Kerberos,failure,10.40.14.200,not_applicable,benign,routine authentication
AUTH-01134,2026-08-08T05:54:33Z,VULN-SCAN-01,ADMIN-WS-11,ACME\svc_backup,RDP,success,10.40.26.152,not_applicable,benign,routine authentication
AUTH-00095,2026-08-08T06:07:28Z,FILE-01,ADMIN-WS-11,ACME\svc_deploy,NTLM,failure,10.40.60.82,not_applicable,benign,routine authentication
AUTH-01035,2026-08-08T06:08:58Z,VULN-SCAN-01,ADMIN-WS-11,ACME\admin.jlee,Kerberos,success,10.40.31.64,not_applicable,benign,routine authentication
AUTH-00232,2026-08-08T06:14:59Z,WEB-EDGE-01,ADMIN-WS-11,ACME\admin.rpatel,NTLM,success,10.40.58.110,not_applicable,benign,routine authentication
AUTH-00325,2026-08-08T06:20:41Z,ADMIN-WS-07,DEPLOY-01,ACME\svc_backup,Kerberos,success,10.40.28.5,not_applicable,benign,routine authentication
AUTH-00864,2026-08-08T06:29:38Z,ADMIN-WS-11,WEB-EDGE-01,ACME\admin.rpatel,WinRM,failure,10.40.58.53,not_applicable,benign,routine authentication
AUTH-00091,2026-08-08T06:47:03Z,ADMIN-WS-07,ADMIN-WS-11,ACME\admin.rpatel,WinRM,success,10.40.8.41,not_applicable,benign,routine authentication
AUTH-00507,2026-08-08T06:53:15Z,DEPLOY-01,WEB-EDGE-01,ACME\admin.jlee,RDP,success,10.40.56.100,not_applicable,benign,routine authentication
AUTH-00414,2026-08-08T06:54:03Z,FILE-01,FILE-01,ACME\svc_backup,WinRM,success,10.40.56.127,not_applicable,benign,routine authentication
AUTH-00758,2026-08-08T06:54:16Z,WEB-EDGE-01,VULN-SCAN-01,ACME\admin.jlee,Kerberos,success,10.40.4.13,not_applicable,benign,routine authentication
AUTH-00769,2026-08-08T07:04:23Z,VULN-SCAN-01,APP-API-02,NT AUTHORITY\SYSTEM,WinRM,success,10.40.11.201,not_applicable,benign,routine authentication
AUTH-00677,2026-08-08T07:05:12Z,FILE-01,VULN-SCAN-01,ACME\svc_backup,Kerberos,success,10.40.59.212,not_applicable,benign,routine authentication
AUTH-00916,2026-08-08T07:11:56Z,ADMIN-WS-11,WEB-EDGE-01,ACME\svc_deploy,WinRM,success,10.40.48.16,not_applicable,benign,routine authentication
AUTH-00506,2026-08-08T07:15:50Z,VULN-SCAN-01,DEPLOY-01,NT AUTHORITY\SYSTEM,Kerberos,success,10.40.13.223,not_applicable,benign,routine authentication
AUTH-01472,2026-08-08T07:17:35Z,WEB-EDGE-01,APP-API-02,NT AUTHORITY\SYSTEM,WinRM,success,10.40.20.230,not_applicable,benign,routine authentication
AUTH-00462,2026-08-08T07:21:23Z,ADMIN-WS-07,VULN-SCAN-01,ACME\svc_backup,Kerberos,success,10.40.10.102,not_applicable,benign,routine authentication
AUTH-00448,2026-08-08T07:23:40Z,DEPLOY-01,WEB-EDGE-01,ACME\admin.rpatel,RDP,success,10.40.58.123,not_applicable,benign,routine authentication
AUTH-00973,2026-08-08T07:24:36Z,FILE-01,DEPLOY-01,ACME\svc_backup,RDP,success,10.40.19.94,not_applicable,benign,routine authentication
AUTH-00337,2026-08-08T07:37:20Z,ADMIN-WS-07,VULN-SCAN-01,ACME\svc_deploy,WinRM,success,10.40.52.229,not_applicable,benign,routine authentication
AUTH-00821,2026-08-08T07:43:28Z,FILE-01,VULN-SCAN-01,ACME\admin.jlee,Kerberos,failure,10.40.60.50,not_applicable,benign,routine authentication
AUTH-00059,2026-08-08T07:46:38Z,FILE-01,ADMIN-WS-11,ACME\svc_deploy,RDP,success,10.40.38.196,not_applicable,benign,routine authentication
AUTH-01448,2026-08-08T07:47:50Z,ADMIN-WS-11,FILE-01,ACME\admin.jlee,NTLM,failure,10.40.47.188,not_applicable,benign,routine authentication
AUTH-00700,2026-08-08T07:48:43Z,VULN-SCAN-01,ADMIN-WS-11,NT AUTHORITY\SYSTEM,Kerberos,failure,10.40.9.132,not_applicable,benign,routine authentication
AUTH-01325,2026-08-08T07:55:34Z,VULN-SCAN-01,VULN-SCAN-01,NT AUTHORITY\SYSTEM,Kerberos,success,10.40.21.169,not_applicable,benign,routine authentication
AUTH-01394,2026-08-08T07:57:13Z,APP-API-02,WEB-EDGE-01,NT AUTHORITY\SYSTEM,WinRM,failure,10.40.9.84,not_applicable,benign,routine authentication
AUTH-00233,2026-08-08T08:06:57Z,APP-API-02,FILE-01,ACME\svc_backup,NTLM,success,10.40.25.47,not_applicable,benign,routine authentication
AUTH-00515,2026-08-08T08:13:24Z,APP-API-02,WEB-EDGE-01,ACME\admin.jlee,WinRM,success,10.40.42.50,not_applicable,benign,routine authentication
AUTH-01179,2026-08-08T08:14:54Z,APP-API-02,DEPLOY-01,ACME\admin.rpatel,NTLM,success,10.40.3.13,not_applicable,benign,routine authentication
AUTH-01296,2026-08-08T08:32:24Z,ADMIN-WS-07,ADMIN-WS-07,ACME\admin.jlee,Kerberos,success,10.40.13.151,not_applicable,benign,routine authentication
AUTH-00294,2026-08-08T08:51:34Z,VULN-SCAN-01,APP-API-02,ACME\admin.rpatel,WinRM,success,10.40.45.30,not_applicable,benign,routine authentication
AUTH-00649,2026-08-08T08:58:20Z,ADMIN-WS-07,APP-API-02,ACME\admin.jlee,NTLM,success,10.40.45.197,not_applicable,benign,routine authentication
AUTH-01384,2026-08-08T09:28:29Z,VULN-SCAN-01,VULN-SCAN-01,ACME\admin.rpatel,NTLM,success,10.40.55.33,not_applicable,benign,routine authentication
AUTH-00998,2026-08-08T09:33:26Z,FILE-01,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WinRM,success,10.40.32.77,not_applicable,benign,routine authentication
AUTH-01436,2026-08-08T09:38:35Z,APP-API-02,ADMIN-WS-11,ACME\svc_deploy,Kerberos,success,10.40.31.40,not_applicable,benign,routine authentication
AUTH-00240,2026-08-08T09:45:36Z,ADMIN-WS-07,APP-API-02,ACME\admin.rpatel,RDP,success,10.40.35.238,not_applicable,benign,routine authentication
AUTH-01122,2026-08-08T09:53:02Z,VULN-SCAN-01,FILE-01,ACME\svc_deploy,RDP,success,10.40.59.94,not_applicable,benign,routine authentication
AUTH-00058,2026-08-08T09:59:23Z,VULN-SCAN-01,ADMIN-WS-11,ACME\svc_backup,NTLM,success,10.40.36.106,not_applicable,benign,routine authentication
AUTH-01352,2026-08-08T10:13:12Z,APP-API-02,WEB-EDGE-01,ACME\admin.jlee,Kerberos,failure,10.40.22.77,not_applicable,benign,routine authentication
AUTH-00090,2026-08-08T10:22:18Z,VULN-SCAN-01,WEB-EDGE-01,ACME\svc_backup,WinRM,success,10.40.16.128,not_applicable,benign,routine authentication
AUTH-00528,2026-08-08T10:30:04Z,WEB-EDGE-01,DEPLOY-01,ACME\svc_backup,NTLM,success,10.40.47.97,not_applicable,benign,routine authentication
AUTH-01026,2026-08-08T10:57:12Z,FILE-01,WEB-EDGE-01,ACME\admin.rpatel,WinRM,failure,10.40.12.70,not_applicable,benign,routine authentication
AUTH-00438,2026-08-08T11:01:46Z,ADMIN-WS-11,DEPLOY-01,ACME\admin.jlee,Kerberos,failure,10.40.8.97,not_applicable,benign,routine authentication
AUTH-00733,2026-08-08T11:05:15Z,ADMIN-WS-11,DEPLOY-01,ACME\svc_deploy,RDP,failure,10.40.12.192,not_applicable,benign,routine authentication
AUTH-01382,2026-08-08T11:17:19Z,WEB-EDGE-01,ADMIN-WS-07,ACME\svc_backup,NTLM,success,10.40.4.53,not_applicable,benign,routine authentication
AUTH-01246,2026-08-08T11:19:43Z,ADMIN-WS-07,APP-API-02,ACME\admin.jlee,Kerberos,success,10.40.40.91,not_applicable,benign,routine authentication
AUTH-01424,2026-08-08T11:38:59Z,APP-API-02,APP-API-02,ACME\admin.jlee,RDP,success,10.40.6.135,not_applicable,benign,routine authentication
AUTH-00041,2026-08-08T11:40:35Z,WEB-EDGE-01,DEPLOY-01,ACME\admin.jlee,NTLM,failure,10.40.46.57,not_applicable,benign,routine authentication
AUTH-01404,2026-08-08T11:43:07Z,ADMIN-WS-07,DEPLOY-01,ACME\admin.jlee,Kerberos,success,10.40.11.64,not_applicable,benign,routine authentication
AUTH-00228,2026-08-08T11:48:44Z,VULN-SCAN-01,FILE-01,NT AUTHORITY\SYSTEM,WinRM,success,10.40.37.54,not_applicable,benign,routine authentication
AUTH-01084,2026-08-08T11:53:05Z,ADMIN-WS-07,ADMIN-WS-11,ACME\admin.rpatel,Kerberos,success,10.40.51.14,not_applicable,benign,routine authentication
AUTH-00241,2026-08-08T11:54:23Z,WEB-EDGE-01,DEPLOY-01,ACME\svc_deploy,Kerberos,failure,10.40.25.98,not_applicable,benign,routine authentication
AUTH-00319,2026-08-08T12:15:41Z,VULN-SCAN-01,FILE-01,ACME\svc_backup,Kerberos,success,10.40.53.104,not_applicable,benign,routine authentication
AUTH-01345,2026-08-08T12:20:41Z,ADMIN-WS-07,FILE-01,ACME\admin.rpatel,RDP,success,10.40.40.236,not_applicable,benign,routine authentication
AUTH-01032,2026-08-08T12:23:20Z,APP-API-02,DEPLOY-01,ACME\admin.rpatel,NTLM,success,10.40.58.166,not_applicable,benign,routine authentication
AUTH-00951,2026-08-08T12:24:31Z,FILE-01,WEB-EDGE-01,ACME\admin.rpatel,WinRM,failure,10.40.59.126,not_applicable,benign,routine authentication
AUTH-00340,2026-08-08T12:35:34Z,FILE-01,ADMIN-WS-11,ACME\admin.rpatel,Kerberos,success,10.40.2.177,not_applicable,benign,routine authentication
AUTH-00901,2026-08-08T12:44:57Z,WEB-EDGE-01,ADMIN-WS-11,ACME\admin.jlee,RDP,failure,10.40.55.112,not_applicable,benign,routine authentication
AUTH-00210,2026-08-08T12:46:11Z,ADMIN-WS-11,ADMIN-WS-07,ACME\admin.jlee,NTLM,failure,10.40.8.214,not_applicable,benign,routine authentication
AUTH-00675,2026-08-08T12:51:16Z,ADMIN-WS-07,WEB-EDGE-01,ACME\svc_deploy,Kerberos,failure,10.40.43.29,not_applicable,benign,routine authentication
AUTH-00344,2026-08-08T13:04:04Z,VULN-SCAN-01,VULN-SCAN-01,NT AUTHORITY\SYSTEM,NTLM,failure,10.40.1.217,not_applicable,benign,routine authentication
AUTH-01224,2026-08-08T13:08:01Z,WEB-EDGE-01,DEPLOY-01,ACME\svc_deploy,Kerberos,success,10.40.8.74,not_applicable,benign,routine authentication
AUTH-01075,2026-08-08T13:24:57Z,APP-API-02,WEB-EDGE-01,NT AUTHORITY\SYSTEM,NTLM,failure,10.40.57.140,not_applicable,benign,routine authentication
AUTH-01099,2026-08-08T13:26:22Z,DEPLOY-01,DEPLOY-01,ACME\svc_backup,RDP,success,10.40.42.58,not_applicable,benign,routine authentication
AUTH-00014,2026-08-08T13:36:07Z,APP-API-02,VULN-SCAN-01,ACME\admin.jlee,RDP,success,10.40.49.72,not_applicable,benign,routine authentication
AUTH-00501,2026-08-08T13:59:40Z,ADMIN-WS-07,WEB-EDGE-01,ACME\svc_deploy,WinRM,success,10.40.18.153,not_applicable,benign,routine authentication
AUTH-00932,2026-08-08T14:05:11Z,ADMIN-WS-07,VULN-SCAN-01,ACME\admin.jlee,Kerberos,success,10.40.12.185,not_applicable,benign,routine authentication
AUTH-00585,2026-08-08T14:30:19Z,WEB-EDGE-01,ADMIN-WS-11,ACME\admin.rpatel,Kerberos,success,10.40.60.131,not_applicable,benign,routine authentication
AUTH-00877,2026-08-08T14:49:21Z,APP-API-02,WEB-EDGE-01,ACME\admin.jlee,Kerberos,success,10.40.53.176,not_applicable,benign,routine authentication
AUTH-01238,2026-08-08T14:54:14Z,ADMIN-WS-11,DEPLOY-01,ACME\svc_deploy,Kerberos,success,10.40.8.22,not_applicable,benign,routine authentication
AUTH-01045,2026-08-08T14:59:53Z,ADMIN-WS-11,ADMIN-WS-07,ACME\admin.rpatel,RDP,failure,10.40.29.124,not_applicable,benign,routine authentication
AUTH-00576,2026-08-08T15:10:11Z,APP-API-02,VULN-SCAN-01,NT AUTHORITY\SYSTEM,NTLM,success,10.40.36.221,not_applicable,benign,routine authentication
AUTH-00670,2026-08-08T15:24:39Z,ADMIN-WS-07,ADMIN-WS-11,NT AUTHORITY\SYSTEM,NTLM,success,10.40.34.213,not_applicable,benign,routine authentication
AUTH-01005,2026-08-08T15:26:54Z,VULN-SCAN-01,WEB-EDGE-01,ACME\admin.jlee,Kerberos,success,10.40.43.106,not_applicable,benign,routine authentication
AUTH-00967,2026-08-08T15:33:12Z,APP-API-02,VULN-SCAN-01,NT AUTHORITY\SYSTEM,NTLM,failure,10.40.42.149,not_applicable,benign,routine authentication
AUTH-00885,2026-08-08T15:38:51Z,ADMIN-WS-11,WEB-EDGE-01,ACME\admin.rpatel,RDP,success,10.40.52.136,not_applicable,benign,routine authentication
AUTH-00922,2026-08-08T15:43:44Z,WEB-EDGE-01,DEPLOY-01,ACME\svc_backup,NTLM,failure,10.40.44.134,not_applicable,benign,routine authentication
AUTH-01312,2026-08-08T15:51:37Z,APP-API-02,DEPLOY-01,ACME\admin.rpatel,Kerberos,success,10.40.7.13,not_applicable,benign,routine authentication
AUTH-00645,2026-08-08T15:57:30Z,DEPLOY-01,ADMIN-WS-07,ACME\svc_backup,WinRM,success,10.40.49.137,not_applicable,benign,routine authentication
AUTH-01443,2026-08-08T16:03:51Z,ADMIN-WS-11,VULN-SCAN-01,NT AUTHORITY\SYSTEM,Kerberos,success,10.40.7.53,not_applicable,benign,routine authentication
AUTH-00592,2026-08-08T16:30:13Z,VULN-SCAN-01,VULN-SCAN-01,ACME\svc_deploy,RDP,success,10.40.27.109,not_applicable,benign,routine authentication
AUTH-00317,2026-08-08T16:31:48Z,DEPLOY-01,ADMIN-WS-11,NT AUTHORITY\SYSTEM,RDP,success,10.40.29.226,not_applicable,benign,routine authentication
AUTH-00596,2026-08-08T16:32:17Z,FILE-01,FILE-01,ACME\admin.rpatel,RDP,success,10.40.42.20,not_applicable,benign,routine authentication
AUTH-00750,2026-08-08T16:37:09Z,DEPLOY-01,DEPLOY-01,NT AUTHORITY\SYSTEM,NTLM,success,10.40.5.114,not_applicable,benign,routine authentication
AUTH-00006,2026-08-08T16:41:37Z,VULN-SCAN-01,ADMIN-WS-11,NT AUTHORITY\SYSTEM,RDP,success,10.40.39.85,not_applicable,benign,routine authentication
AUTH-00614,2026-08-08T16:43:45Z,FILE-01,WEB-EDGE-01,ACME\svc_deploy,Kerberos,failure,10.40.37.105,not_applicable,benign,routine authentication
AUTH-00338,2026-08-08T16:51:06Z,APP-API-02,ADMIN-WS-11,ACME\admin.jlee,Kerberos,success,10.40.38.38,not_applicable,benign,routine authentication
AUTH-01373,2026-08-08T16:54:06Z,DEPLOY-01,VULN-SCAN-01,ACME\svc_deploy,Kerberos,success,10.40.44.229,not_applicable,benign,routine authentication
AUTH-00696,2026-08-08T17:00:51Z,ADMIN-WS-07,FILE-01,ACME\admin.rpatel,Kerberos,failure,10.40.41.88,not_applicable,benign,routine authentication
AUTH-00986,2026-08-08T17:03:31Z,ADMIN-WS-11,FILE-01,ACME\svc_backup,RDP,success,10.40.20.63,not_applicable,benign,routine authentication
AUTH-00368,2026-08-08T17:14:33Z,FILE-01,FILE-01,ACME\admin.jlee,Kerberos,success,10.40.4.24,not_applicable,benign,routine authentication
AUTH-01494,2026-08-08T17:15:41Z,APP-API-02,FILE-01,ACME\admin.jlee,NTLM,failure,10.40.13.93,not_applicable,benign,routine authentication
AUTH-01171,2026-08-08T17:22:22Z,WEB-EDGE-01,APP-API-02,ACME\svc_backup,WinRM,success,10.40.22.49,not_applicable,benign,routine authentication
AUTH-00174,2026-08-08T17:26:12Z,ADMIN-WS-07,ADMIN-WS-07,ACME\svc_backup,Kerberos,success,10.40.46.158,not_applicable,benign,routine authentication
AUTH-00389,2026-08-08T17:41:17Z,VULN-SCAN-01,WEB-EDGE-01,ACME\admin.jlee,NTLM,success,10.40.18.135,not_applicable,benign,routine authentication
AUTH-00801,2026-08-08T17:57:12Z,ADMIN-WS-11,APP-API-02,ACME\admin.jlee,WinRM,success,10.40.2.26,not_applicable,benign,routine authentication
AUTH-00654,2026-08-08T18:40:37Z,DEPLOY-01,FILE-01,ACME\admin.jlee,NTLM,success,10.40.27.165,not_applicable,benign,routine authentication
AUTH-00087,2026-08-08T18:43:59Z,APP-API-02,FILE-01,ACME\svc_deploy,RDP,success,10.40.25.228,not_applicable,benign,routine authentication
AUTH-01323,2026-08-08T18:45:00Z,VULN-SCAN-01,APP-API-02,ACME\svc_deploy,NTLM,success,10.40.35.228,not_applicable,benign,routine authentication
AUTH-00039,2026-08-08T18:46:02Z,VULN-SCAN-01,VULN-SCAN-01,NT AUTHORITY\SYSTEM,Kerberos,success,10.40.25.112,not_applicable,benign,routine authentication
AUTH-00457,2026-08-08T18:53:46Z,DEPLOY-01,ADMIN-WS-07,ACME\svc_backup,Kerberos,success,10.40.47.219,not_applicable,benign,routine authentication
AUTH-01069,2026-08-08T18:58:42Z,FILE-01,FILE-01,NT AUTHORITY\SYSTEM,RDP,failure,10.40.28.172,not_applicable,benign,routine authentication
AUTH-01427,2026-08-08T19:06:22Z,FILE-01,ADMIN-WS-07,NT AUTHORITY\SYSTEM,Kerberos,success,10.40.32.136,not_applicable,benign,routine authentication
AUTH-01261,2026-08-08T19:07:45Z,WEB-EDGE-01,APP-API-02,ACME\svc_backup,Kerberos,success,10.40.57.54,not_applicable,benign,routine authentication
AUTH-01078,2026-08-08T19:12:15Z,ADMIN-WS-11,ADMIN-WS-07,ACME\svc_deploy,Kerberos,success,10.40.40.132,not_applicable,benign,routine authentication
AUTH-01321,2026-08-08T19:22:57Z,APP-API-02,WEB-EDGE-01,NT AUTHORITY\SYSTEM,Kerberos,success,10.40.16.11,not_applicable,benign,routine authentication
AUTH-00258,2026-08-08T19:30:44Z,APP-API-02,WEB-EDGE-01,NT AUTHORITY\SYSTEM,RDP,failure,10.40.58.199,not_applicable,benign,routine authentication
AUTH-01281,2026-08-08T19:40:55Z,APP-API-02,WEB-EDGE-01,NT AUTHORITY\SYSTEM,NTLM,failure,10.40.36.135,not_applicable,benign,routine authentication
AUTH-00082,2026-08-08T19:42:31Z,WEB-EDGE-01,DEPLOY-01,ACME\admin.rpatel,NTLM,success,10.40.54.240,not_applicable,benign,routine authentication
AUTH-01186,2026-08-08T19:52:09Z,ADMIN-WS-11,FILE-01,ACME\svc_deploy,Kerberos,success,10.40.17.195,not_applicable,benign,routine authentication
AUTH-00742,2026-08-08T19:55:05Z,ADMIN-WS-07,VULN-SCAN-01,ACME\svc_backup,RDP,failure,10.40.38.19,not_applicable,benign,routine authentication
AUTH-00113,2026-08-08T20:02:15Z,VULN-SCAN-01,ADMIN-WS-07,ACME\admin.jlee,WinRM,failure,10.40.23.225,not_applicable,benign,routine authentication
AUTH-00667,2026-08-08T20:08:03Z,WEB-EDGE-01,ADMIN-WS-07,ACME\admin.jlee,WinRM,success,10.40.1.156,not_applicable,benign,routine authentication
AUTH-01027,2026-08-08T20:23:44Z,VULN-SCAN-01,VULN-SCAN-01,ACME\svc_deploy,RDP,failure,10.40.1.54,not_applicable,benign,routine authentication
AUTH-01479,2026-08-08T20:24:16Z,ADMIN-WS-11,FILE-01,ACME\svc_backup,Kerberos,failure,10.40.34.117,not_applicable,benign,routine authentication
AUTH-01097,2026-08-08T20:38:54Z,ADMIN-WS-11,WEB-EDGE-01,ACME\svc_deploy,NTLM,failure,10.40.23.148,not_applicable,benign,routine authentication
AUTH-01331,2026-08-08T20:46:47Z,ADMIN-WS-07,DEPLOY-01,ACME\svc_backup,RDP,failure,10.40.33.157,not_applicable,benign,routine authentication
AUTH-01058,2026-08-08T21:02:53Z,WEB-EDGE-01,APP-API-02,ACME\admin.rpatel,WinRM,success,10.40.12.69,not_applicable,benign,routine authentication
AUTH-00751,2026-08-08T21:14:11Z,WEB-EDGE-01,APP-API-02,ACME\admin.rpatel,RDP,success,10.40.60.27,not_applicable,benign,routine authentication
AUTH-00608,2026-08-08T21:14:51Z,WEB-EDGE-01,ADMIN-WS-07,ACME\admin.rpatel,RDP,success,10.40.41.21,not_applicable,benign,routine authentication
AUTH-01207,2026-08-08T21:21:30Z,VULN-SCAN-01,FILE-01,ACME\svc_deploy,RDP,success,10.40.15.217,not_applicable,benign,routine authentication
AUTH-01408,2026-08-08T21:22:25Z,FILE-01,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WinRM,success,10.40.51.119,not_applicable,benign,routine authentication
AUTH-01370,2026-08-08T21:23:31Z,WEB-EDGE-01,APP-API-02,ACME\admin.rpatel,Kerberos,success,10.40.32.17,not_applicable,benign,routine authentication
AUTH-00851,2026-08-08T21:24:37Z,WEB-EDGE-01,WEB-EDGE-01,ACME\svc_backup,Kerberos,failure,10.40.42.141,not_applicable,benign,routine authentication
AUTH-00140,2026-08-08T21:27:56Z,WEB-EDGE-01,WEB-EDGE-01,ACME\admin.rpatel,NTLM,failure,10.40.21.5,not_applicable,benign,routine authentication
AUTH-00699,2026-08-08T21:38:28Z,APP-API-02,WEB-EDGE-01,ACME\admin.rpatel,RDP,failure,10.40.45.111,not_applicable,benign,routine authentication
AUTH-00453,2026-08-08T21:46:28Z,APP-API-02,DEPLOY-01,ACME\admin.jlee,WinRM,success,10.40.27.207,not_applicable,benign,routine authentication
AUTH-00451,2026-08-08T21:47:20Z,ADMIN-WS-11,WEB-EDGE-01,NT AUTHORITY\SYSTEM,RDP,success,10.40.17.163,not_applicable,benign,routine authentication
AUTH-01188,2026-08-08T21:51:26Z,DEPLOY-01,DEPLOY-01,NT AUTHORITY\SYSTEM,Kerberos,failure,10.40.18.13,not_applicable,benign,routine authentication
