event_id,_time,host,user,process_name,process_id,dest_domain,dest_ip,dest_port,action,bytes_out,bytes_in,classification,note
NET-01089,2026-08-08T02:10:01Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,msiexec.exe,10717,backup.internal,198.51.100.169,443,allowed,34279,1999614,benign,routine network activity
NET-00090,2026-08-08T02:10:07Z,FILE-01,ACME\admin.rpatel,backup-agent.exe,11348,download.sysinternals.com,198.51.100.161,443,allowed,78912,479746,benign,routine network activity
NET-00099,2026-08-08T02:22:07Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,backup-agent.exe,14564,updates.vendor.example,198.51.100.66,443,allowed,66115,40224,benign,routine network activity
NET-00964,2026-08-08T02:39:06Z,ADMIN-WS-07,ACME\admin.jlee,chrome.exe,5406,download.sysinternals.com,198.51.100.146,445,allowed,83515,1019429,benign,routine network activity
NET-01218,2026-08-08T02:40:06Z,WEB-EDGE-01,ACME\svc_backup,chrome.exe,12302,repo.internal,198.51.100.109,445,allowed,6529,1920190,benign,routine network activity
NET-00821,2026-08-08T02:41:58Z,APP-API-02,ACME\admin.rpatel,chrome.exe,12850,download.sysinternals.com,198.51.100.99,445,allowed,42077,1307275,benign,routine network activity
NET-00715,2026-08-08T02:43:35Z,VULN-SCAN-01,ACME\admin.jlee,msiexec.exe,2008,download.sysinternals.com,198.51.100.16,445,allowed,56766,621928,benign,routine network activity
NET-01188,2026-08-08T03:01:03Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,backup-agent.exe,8654,packages.microsoft.com,198.51.100.61,5985,allowed,28325,1485144,benign,routine network activity
NET-01259,2026-08-08T03:06:40Z,ADMIN-WS-11,ACME\admin.rpatel,powershell.exe,1534,packages.microsoft.com,198.51.100.88,445,allowed,35849,1162479,benign,routine network activity
NET-00327,2026-08-08T03:10:29Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,powershell.exe,8624,download.sysinternals.com,198.51.100.205,445,allowed,70143,1863152,benign,routine network activity
NET-01383,2026-08-08T03:20:43Z,DEPLOY-01,ACME\admin.jlee,msiexec.exe,6353,backup.internal,198.51.100.25,5985,allowed,79211,1800166,benign,routine network activity
NET-00515,2026-08-08T03:20:52Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,powershell.exe,4493,download.sysinternals.com,198.51.100.174,445,allowed,76050,1847374,benign,routine network activity
NET-00611,2026-08-08T03:21:31Z,DEPLOY-01,ACME\admin.jlee,chrome.exe,2741,packages.microsoft.com,198.51.100.217,445,allowed,70003,170044,benign,routine network activity
NET-00380,2026-08-08T03:26:41Z,ADMIN-WS-07,ACME\svc_backup,powershell.exe,9972,updates.vendor.example,198.51.100.107,445,allowed,35075,1025475,benign,routine network activity
NET-00375,2026-08-08T03:27:57Z,FILE-01,NT AUTHORITY\SYSTEM,backup-agent.exe,2558,packages.microsoft.com,198.51.100.222,443,allowed,7908,283211,benign,routine network activity
NET-00095,2026-08-08T03:58:44Z,APP-API-02,ACME\svc_backup,powershell.exe,3951,download.sysinternals.com,198.51.100.125,443,allowed,87913,1338054,benign,routine network activity
NET-00227,2026-08-08T04:06:37Z,FILE-01,ACME\admin.jlee,backup-agent.exe,10328,repo.internal,198.51.100.118,445,allowed,58338,1436972,benign,routine network activity
NET-00466,2026-08-08T04:10:15Z,DEPLOY-01,NT AUTHORITY\SYSTEM,backup-agent.exe,8734,repo.internal,198.51.100.138,445,allowed,64952,1442001,benign,routine network activity
NET-01083,2026-08-08T04:22:08Z,ADMIN-WS-11,ACME\svc_deploy,backup-agent.exe,6406,download.sysinternals.com,198.51.100.101,5985,allowed,25414,850403,benign,routine network activity
NET-01008,2026-08-08T04:25:37Z,FILE-01,ACME\admin.jlee,powershell.exe,7089,backup.internal,198.51.100.169,5985,allowed,98730,1455197,benign,routine network activity
NET-00759,2026-08-08T04:27:45Z,APP-API-02,NT AUTHORITY\SYSTEM,powershell.exe,14492,download.sysinternals.com,198.51.100.25,5985,allowed,64338,1023434,benign,routine network activity
NET-00886,2026-08-08T04:29:29Z,VULN-SCAN-01,ACME\svc_backup,backup-agent.exe,9874,backup.internal,198.51.100.110,445,allowed,20064,1620856,benign,routine network activity
NET-00083,2026-08-08T04:29:38Z,DEPLOY-01,ACME\svc_deploy,powershell.exe,1957,updates.vendor.example,198.51.100.4,445,allowed,24909,1992753,benign,routine network activity
NET-01441,2026-08-08T04:35:49Z,ADMIN-WS-11,ACME\svc_deploy,msiexec.exe,10129,backup.internal,198.51.100.25,443,allowed,66259,1193559,benign,routine network activity
NET-01401,2026-08-08T04:49:04Z,APP-API-02,ACME\admin.jlee,chrome.exe,8682,repo.internal,198.51.100.159,445,allowed,69943,896958,benign,routine network activity
NET-00089,2026-08-08T04:58:32Z,ADMIN-WS-11,ACME\svc_deploy,msiexec.exe,2749,updates.vendor.example,198.51.100.36,5985,allowed,49579,237370,benign,routine network activity
NET-00072,2026-08-08T05:09:59Z,ADMIN-WS-07,ACME\admin.rpatel,backup-agent.exe,13390,download.sysinternals.com,198.51.100.134,5985,allowed,99904,1347600,benign,routine network activity
NET-00684,2026-08-08T05:18:11Z,ADMIN-WS-11,ACME\svc_backup,backup-agent.exe,10542,backup.internal,198.51.100.176,445,allowed,58928,1048120,benign,routine network activity
NET-00473,2026-08-08T05:27:13Z,VULN-SCAN-01,ACME\admin.jlee,chrome.exe,10118,updates.vendor.example,198.51.100.163,445,allowed,86306,1839650,benign,routine network activity
NET-00027,2026-08-08T05:34:04Z,ADMIN-WS-11,ACME\svc_deploy,chrome.exe,8918,packages.microsoft.com,198.51.100.190,443,allowed,75069,971564,benign,routine network activity
NET-01330,2026-08-08T05:39:18Z,ADMIN-WS-11,ACME\admin.jlee,backup-agent.exe,7868,packages.microsoft.com,198.51.100.240,445,allowed,84458,676420,benign,routine network activity
NET-00351,2026-08-08T05:55:36Z,WEB-EDGE-01,ACME\admin.rpatel,backup-agent.exe,9715,repo.internal,198.51.100.40,443,allowed,28333,290226,benign,routine network activity
NET-00535,2026-08-08T06:03:08Z,APP-API-02,ACME\admin.rpatel,msiexec.exe,11459,repo.internal,198.51.100.84,5985,allowed,11126,1248961,benign,routine network activity
NET-00208,2026-08-08T06:18:40Z,FILE-01,ACME\svc_deploy,chrome.exe,14622,updates.vendor.example,198.51.100.6,443,allowed,69076,348395,benign,routine network activity
NET-00953,2026-08-08T06:19:25Z,DEPLOY-01,ACME\svc_deploy,msiexec.exe,1080,packages.microsoft.com,198.51.100.98,5985,allowed,47478,1688945,benign,routine network activity
NET-00722,2026-08-08T06:25:44Z,DEPLOY-01,ACME\svc_backup,chrome.exe,13911,download.sysinternals.com,198.51.100.179,443,allowed,87469,184434,benign,routine network activity
NET-01265,2026-08-08T06:38:03Z,ADMIN-WS-07,ACME\svc_deploy,backup-agent.exe,2656,repo.internal,198.51.100.193,445,allowed,69279,973073,benign,routine network activity
NET-00444,2026-08-08T06:38:49Z,WEB-EDGE-01,ACME\svc_backup,powershell.exe,5962,repo.internal,198.51.100.89,443,allowed,10763,952628,benign,routine network activity
NET-00914,2026-08-08T07:05:21Z,DEPLOY-01,ACME\admin.jlee,backup-agent.exe,6244,repo.internal,198.51.100.52,443,allowed,72576,1836949,benign,routine network activity
NET-01324,2026-08-08T07:07:17Z,DEPLOY-01,ACME\admin.rpatel,msiexec.exe,10810,repo.internal,198.51.100.137,5985,allowed,85407,1511229,benign,routine network activity
NET-00577,2026-08-08T07:15:06Z,WEB-EDGE-01,ACME\svc_deploy,backup-agent.exe,7538,download.sysinternals.com,198.51.100.212,443,allowed,720,104981,benign,routine network activity
NET-00806,2026-08-08T07:16:44Z,ADMIN-WS-07,ACME\admin.rpatel,powershell.exe,8622,updates.vendor.example,198.51.100.1,5985,allowed,21791,172700,benign,routine network activity
NET-00055,2026-08-08T07:16:54Z,APP-API-02,NT AUTHORITY\SYSTEM,powershell.exe,3888,backup.internal,198.51.100.25,5985,allowed,77484,1773291,benign,routine network activity
NET-01291,2026-08-08T07:20:07Z,DEPLOY-01,ACME\svc_deploy,powershell.exe,4523,backup.internal,198.51.100.18,5985,allowed,47431,220465,benign,routine network activity
NET-00603,2026-08-08T07:20:40Z,APP-API-02,ACME\svc_backup,msiexec.exe,6212,packages.microsoft.com,198.51.100.79,5985,allowed,58841,1696400,benign,routine network activity
NET-00310,2026-08-08T07:25:11Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,backup-agent.exe,2180,packages.microsoft.com,198.51.100.148,443,allowed,40780,1840104,benign,routine network activity
NET-01014,2026-08-08T07:41:50Z,FILE-01,ACME\svc_deploy,backup-agent.exe,13302,packages.microsoft.com,198.51.100.68,443,allowed,84368,401524,benign,routine network activity
NET-00290,2026-08-08T07:44:41Z,FILE-01,ACME\admin.rpatel,backup-agent.exe,1373,updates.vendor.example,198.51.100.117,443,allowed,58368,193577,benign,routine network activity
NET-00582,2026-08-08T07:56:17Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,powershell.exe,5686,repo.internal,198.51.100.133,445,allowed,66774,1329501,benign,routine network activity
NET-01027,2026-08-08T07:56:36Z,APP-API-02,NT AUTHORITY\SYSTEM,msiexec.exe,12293,packages.microsoft.com,198.51.100.209,445,allowed,5607,233535,benign,routine network activity
NET-00305,2026-08-08T07:57:48Z,WEB-EDGE-01,ACME\svc_deploy,backup-agent.exe,5211,updates.vendor.example,198.51.100.67,5985,allowed,49355,823441,benign,routine network activity
NET-00712,2026-08-08T07:59:06Z,ADMIN-WS-11,ACME\admin.jlee,msiexec.exe,10335,packages.microsoft.com,198.51.100.172,5985,allowed,35721,7936,benign,routine network activity
NET-00655,2026-08-08T07:59:21Z,VULN-SCAN-01,ACME\svc_backup,backup-agent.exe,12068,repo.internal,198.51.100.163,443,allowed,45904,755820,benign,routine network activity
NET-00279,2026-08-08T08:02:09Z,WEB-EDGE-01,ACME\svc_backup,backup-agent.exe,9663,download.sysinternals.com,198.51.100.59,5985,allowed,34857,1165420,benign,routine network activity
NET-00034,2026-08-08T08:12:20Z,DEPLOY-01,NT AUTHORITY\SYSTEM,msiexec.exe,4092,updates.vendor.example,198.51.100.177,443,allowed,28467,190409,benign,routine network activity
NET-01316,2026-08-08T08:16:43Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,msiexec.exe,10943,backup.internal,198.51.100.166,443,allowed,37468,134174,benign,routine network activity
NET-00668,2026-08-08T08:19:25Z,APP-API-02,ACME\svc_backup,msiexec.exe,14925,repo.internal,198.51.100.209,5985,allowed,4053,407817,benign,routine network activity
NET-01024,2026-08-08T08:25:51Z,VULN-SCAN-01,ACME\admin.rpatel,chrome.exe,4370,repo.internal,198.51.100.72,445,allowed,79612,127067,benign,routine network activity
NET-00662,2026-08-08T08:34:38Z,WEB-EDGE-01,ACME\admin.rpatel,powershell.exe,5481,packages.microsoft.com,198.51.100.200,445,allowed,64809,1114292,benign,routine network activity
NET-00207,2026-08-08T08:37:38Z,ADMIN-WS-07,ACME\svc_deploy,msiexec.exe,7062,repo.internal,198.51.100.228,443,allowed,29015,555847,benign,routine network activity
NET-00107,2026-08-08T08:45:45Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,backup-agent.exe,13438,updates.vendor.example,198.51.100.138,445,allowed,31519,365279,benign,routine network activity
NET-00429,2026-08-08T08:51:26Z,FILE-01,ACME\svc_backup,backup-agent.exe,1016,packages.microsoft.com,198.51.100.7,5985,allowed,62355,1020558,benign,routine network activity
NET-00937,2026-08-08T08:52:48Z,ADMIN-WS-07,ACME\admin.jlee,msiexec.exe,11379,packages.microsoft.com,198.51.100.96,445,allowed,237,1712111,benign,routine network activity
NET-00573,2026-08-08T08:56:29Z,DEPLOY-01,ACME\admin.jlee,backup-agent.exe,13194,backup.internal,198.51.100.54,445,allowed,34309,1706994,benign,routine network activity
NET-01326,2026-08-08T09:01:43Z,ADMIN-WS-11,ACME\admin.jlee,msiexec.exe,6944,download.sysinternals.com,198.51.100.238,5985,allowed,18208,1735670,benign,routine network activity
NET-01183,2026-08-08T09:14:01Z,DEPLOY-01,ACME\admin.rpatel,chrome.exe,3846,repo.internal,198.51.100.222,443,allowed,66057,1085341,benign,routine network activity
NET-00243,2026-08-08T09:15:21Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,backup-agent.exe,2456,backup.internal,198.51.100.142,443,allowed,69805,1260197,benign,routine network activity
NET-00562,2026-08-08T09:17:58Z,DEPLOY-01,ACME\admin.rpatel,powershell.exe,2325,updates.vendor.example,198.51.100.109,445,allowed,66301,883754,benign,routine network activity
NET-00875,2026-08-08T09:20:59Z,WEB-EDGE-01,ACME\svc_deploy,backup-agent.exe,11274,download.sysinternals.com,198.51.100.67,5985,allowed,23667,1633280,benign,routine network activity
NET-00589,2026-08-08T09:35:32Z,APP-API-02,ACME\admin.rpatel,msiexec.exe,5705,repo.internal,198.51.100.1,443,allowed,37641,1286319,benign,routine network activity
NET-00322,2026-08-08T09:39:55Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,msiexec.exe,10049,download.sysinternals.com,198.51.100.15,443,allowed,38197,247273,benign,routine network activity
NET-01011,2026-08-08T09:50:15Z,DEPLOY-01,ACME\admin.jlee,powershell.exe,13789,repo.internal,198.51.100.128,445,allowed,77231,1485326,benign,routine network activity
NET-00628,2026-08-08T09:55:11Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,backup-agent.exe,2647,updates.vendor.example,198.51.100.77,443,allowed,11277,1382170,benign,routine network activity
NET-01346,2026-08-08T10:23:50Z,APP-API-02,NT AUTHORITY\SYSTEM,backup-agent.exe,14907,packages.microsoft.com,198.51.100.52,5985,allowed,66338,1421101,benign,routine network activity
NET-01040,2026-08-08T10:24:03Z,ADMIN-WS-07,ACME\svc_backup,powershell.exe,1134,packages.microsoft.com,198.51.100.25,443,allowed,50706,1413313,benign,routine network activity
NET-00615,2026-08-08T10:41:17Z,FILE-01,ACME\svc_backup,backup-agent.exe,13064,download.sysinternals.com,198.51.100.210,445,allowed,5300,1841738,benign,routine network activity
NET-00146,2026-08-08T10:45:16Z,DEPLOY-01,NT AUTHORITY\SYSTEM,powershell.exe,1908,download.sysinternals.com,198.51.100.92,5985,allowed,61391,920550,benign,routine network activity
NET-00426,2026-08-08T10:55:40Z,WEB-EDGE-01,ACME\admin.rpatel,chrome.exe,14428,backup.internal,198.51.100.128,443,allowed,72364,290171,benign,routine network activity
NET-00696,2026-08-08T11:00:55Z,DEPLOY-01,ACME\svc_backup,msiexec.exe,12874,updates.vendor.example,198.51.100.34,445,allowed,27650,1435959,benign,routine network activity
NET-01395,2026-08-08T11:18:57Z,ADMIN-WS-07,ACME\admin.rpatel,backup-agent.exe,7361,repo.internal,198.51.100.233,445,allowed,23311,1367170,benign,routine network activity
NET-00456,2026-08-08T11:23:37Z,FILE-01,ACME\admin.rpatel,chrome.exe,11795,packages.microsoft.com,198.51.100.30,443,allowed,43926,1923497,benign,routine network activity
NET-01372,2026-08-08T11:25:40Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,powershell.exe,14504,packages.microsoft.com,198.51.100.15,445,allowed,74900,1614151,benign,routine network activity
NET-00139,2026-08-08T11:37:58Z,ADMIN-WS-11,ACME\admin.rpatel,msiexec.exe,3863,updates.vendor.example,198.51.100.120,445,allowed,90774,1585463,benign,routine network activity
NET-00245,2026-08-08T11:48:49Z,VULN-SCAN-01,ACME\admin.rpatel,backup-agent.exe,5197,download.sysinternals.com,198.51.100.124,445,allowed,54380,991157,benign,routine network activity
NET-01357,2026-08-08T11:59:17Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,powershell.exe,11152,download.sysinternals.com,198.51.100.173,443,allowed,43759,1366037,benign,routine network activity
NET-00032,2026-08-08T12:06:42Z,DEPLOY-01,ACME\admin.rpatel,powershell.exe,3429,download.sysinternals.com,198.51.100.148,443,allowed,43396,1291504,benign,routine network activity
NET-00460,2026-08-08T12:19:18Z,APP-API-02,ACME\admin.jlee,msiexec.exe,14832,packages.microsoft.com,198.51.100.217,445,allowed,25553,712261,benign,routine network activity
NET-00297,2026-08-08T12:24:59Z,APP-API-02,NT AUTHORITY\SYSTEM,msiexec.exe,11038,download.sysinternals.com,198.51.100.49,5985,allowed,87200,550403,benign,routine network activity
NET-00815,2026-08-08T12:29:49Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,msiexec.exe,7748,updates.vendor.example,198.51.100.186,445,allowed,10058,1468325,benign,routine network activity
NET-00557,2026-08-08T12:38:39Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,chrome.exe,1347,repo.internal,198.51.100.217,443,allowed,22012,1769702,benign,routine network activity
NET-01065,2026-08-08T12:39:42Z,ADMIN-WS-11,ACME\admin.rpatel,powershell.exe,8076,updates.vendor.example,198.51.100.173,5985,allowed,10318,1986271,benign,routine network activity
NET-00900,2026-08-08T12:45:59Z,VULN-SCAN-01,ACME\admin.jlee,powershell.exe,3119,updates.vendor.example,198.51.100.188,443,allowed,65927,1361049,benign,routine network activity
NET-00129,2026-08-08T12:52:32Z,WEB-EDGE-01,ACME\admin.rpatel,powershell.exe,1488,download.sysinternals.com,198.51.100.127,445,allowed,9136,1499911,benign,routine network activity
NET-01250,2026-08-08T13:00:31Z,WEB-EDGE-01,ACME\admin.rpatel,powershell.exe,2064,repo.internal,198.51.100.155,445,allowed,36812,1128984,benign,routine network activity
NET-00797,2026-08-08T13:13:36Z,DEPLOY-01,ACME\admin.rpatel,powershell.exe,2661,backup.internal,198.51.100.51,5985,allowed,50795,56353,benign,routine network activity
NET-01377,2026-08-08T13:16:46Z,DEPLOY-01,ACME\admin.rpatel,chrome.exe,5499,backup.internal,198.51.100.164,5985,allowed,72306,1560677,benign,routine network activity
NET-00745,2026-08-08T13:19:42Z,APP-API-02,ACME\admin.jlee,chrome.exe,6470,packages.microsoft.com,198.51.100.44,5985,allowed,62571,1757144,benign,routine network activity
NET-00121,2026-08-08T13:24:44Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,backup-agent.exe,13165,repo.internal,198.51.100.33,445,allowed,31316,536616,benign,routine network activity
NET-00719,2026-08-08T13:30:54Z,ADMIN-WS-07,ACME\svc_backup,chrome.exe,14412,backup.internal,198.51.100.189,5985,allowed,92914,1364400,benign,routine network activity
NET-00512,2026-08-08T13:43:33Z,ADMIN-WS-07,ACME\admin.jlee,backup-agent.exe,7205,updates.vendor.example,198.51.100.66,443,allowed,24819,933094,benign,routine network activity
NET-01408,2026-08-08T13:44:08Z,VULN-SCAN-01,ACME\svc_deploy,backup-agent.exe,3298,backup.internal,198.51.100.187,5985,allowed,62382,1857519,benign,routine network activity
NET-00804,2026-08-08T13:51:05Z,FILE-01,ACME\admin.jlee,powershell.exe,6327,repo.internal,198.51.100.112,5985,allowed,12012,1395967,benign,routine network activity
NET-00816,2026-08-08T14:06:27Z,APP-API-02,ACME\admin.rpatel,backup-agent.exe,6973,repo.internal,198.51.100.238,443,allowed,12057,1701494,benign,routine network activity
NET-01381,2026-08-08T14:10:32Z,WEB-EDGE-01,ACME\svc_deploy,chrome.exe,8702,packages.microsoft.com,198.51.100.185,443,allowed,20285,678865,benign,routine network activity
NET-01113,2026-08-08T14:20:19Z,VULN-SCAN-01,ACME\admin.rpatel,powershell.exe,11343,packages.microsoft.com,198.51.100.17,5985,allowed,50630,1076223,benign,routine network activity
NET-00553,2026-08-08T14:20:58Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,backup-agent.exe,14097,updates.vendor.example,198.51.100.40,5985,allowed,73735,159210,benign,routine network activity
NET-00654,2026-08-08T14:28:57Z,VULN-SCAN-01,ACME\svc_backup,backup-agent.exe,11146,backup.internal,198.51.100.46,5985,allowed,5758,1543626,benign,routine network activity
NET-01044,2026-08-08T14:32:12Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,powershell.exe,1493,updates.vendor.example,198.51.100.46,445,allowed,28503,303973,benign,routine network activity
NET-00955,2026-08-08T14:36:13Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,powershell.exe,11588,packages.microsoft.com,198.51.100.162,443,allowed,75640,1269068,benign,routine network activity
NET-00060,2026-08-08T14:38:47Z,APP-API-02,ACME\svc_backup,powershell.exe,14412,repo.internal,198.51.100.60,443,allowed,53425,1904166,benign,routine network activity
NET-00274,2026-08-08T14:47:12Z,VULN-SCAN-01,ACME\svc_backup,chrome.exe,12426,repo.internal,198.51.100.236,445,allowed,23596,853654,benign,routine network activity
NET-00741,2026-08-08T14:48:01Z,APP-API-02,NT AUTHORITY\SYSTEM,chrome.exe,12040,backup.internal,198.51.100.182,445,allowed,51774,464776,benign,routine network activity
NET-00992,2026-08-08T14:54:26Z,FILE-01,ACME\svc_backup,chrome.exe,7531,updates.vendor.example,198.51.100.212,443,allowed,69575,1605848,benign,routine network activity
NET-00795,2026-08-08T14:58:02Z,APP-API-02,ACME\admin.rpatel,chrome.exe,7083,backup.internal,198.51.100.115,5985,allowed,41900,1702388,benign,routine network activity
NET-01388,2026-08-08T14:58:20Z,APP-API-02,ACME\admin.jlee,chrome.exe,3736,repo.internal,198.51.100.144,5985,allowed,40452,764849,benign,routine network activity
NET-00438,2026-08-08T15:01:33Z,ADMIN-WS-07,ACME\svc_deploy,backup-agent.exe,12159,packages.microsoft.com,198.51.100.53,445,allowed,64207,1115411,benign,routine network activity
NET-01228,2026-08-08T15:09:13Z,APP-API-02,ACME\svc_backup,powershell.exe,14710,backup.internal,198.51.100.171,445,allowed,56779,481757,benign,routine network activity
NET-01471,2026-08-08T15:11:36Z,DEPLOY-01,ACME\admin.rpatel,powershell.exe,13764,download.sysinternals.com,198.51.100.104,5985,allowed,93527,61161,benign,routine network activity
NET-00077,2026-08-08T15:15:26Z,WEB-EDGE-01,ACME\svc_backup,msiexec.exe,3532,packages.microsoft.com,198.51.100.155,445,allowed,77537,1725400,benign,routine network activity
NET-00521,2026-08-08T15:22:45Z,VULN-SCAN-01,ACME\admin.rpatel,powershell.exe,5027,updates.vendor.example,198.51.100.91,445,allowed,20044,1233065,benign,routine network activity
NET-00070,2026-08-08T15:25:10Z,DEPLOY-01,ACME\svc_backup,powershell.exe,14845,backup.internal,198.51.100.204,5985,allowed,22809,1879857,benign,routine network activity
NET-00772,2026-08-08T15:28:42Z,FILE-01,ACME\svc_backup,chrome.exe,11566,backup.internal,198.51.100.205,445,allowed,40291,1202627,benign,routine network activity
NET-01160,2026-08-08T15:39:58Z,APP-API-02,ACME\admin.rpatel,msiexec.exe,8456,packages.microsoft.com,198.51.100.89,445,allowed,51938,944671,benign,routine network activity
NET-01332,2026-08-08T15:41:06Z,ADMIN-WS-07,ACME\admin.jlee,chrome.exe,6128,download.sysinternals.com,198.51.100.200,445,allowed,56290,1084034,benign,routine network activity
NET-01496,2026-08-08T16:16:07Z,ADMIN-WS-07,ACME\admin.rpatel,backup-agent.exe,13625,packages.microsoft.com,198.51.100.211,443,allowed,92881,1840315,benign,routine network activity
NET-00472,2026-08-08T16:22:11Z,APP-API-02,NT AUTHORITY\SYSTEM,backup-agent.exe,9383,repo.internal,198.51.100.73,443,allowed,6036,614723,benign,routine network activity
NET-00517,2026-08-08T16:28:27Z,APP-API-02,ACME\svc_deploy,backup-agent.exe,7747,download.sysinternals.com,198.51.100.49,445,allowed,32136,1603052,benign,routine network activity
NET-00738,2026-08-08T16:29:37Z,FILE-01,NT AUTHORITY\SYSTEM,msiexec.exe,14272,download.sysinternals.com,198.51.100.125,445,allowed,57583,187229,benign,routine network activity
NET-00373,2026-08-08T16:31:00Z,DEPLOY-01,ACME\admin.jlee,powershell.exe,14265,backup.internal,198.51.100.170,443,allowed,98058,1100876,benign,routine network activity
NET-00394,2026-08-08T16:43:45Z,APP-API-02,ACME\admin.rpatel,backup-agent.exe,3122,backup.internal,198.51.100.236,443,allowed,53860,147848,benign,routine network activity
NET-00848,2026-08-08T16:44:36Z,FILE-01,ACME\admin.jlee,backup-agent.exe,6467,packages.microsoft.com,198.51.100.27,5985,allowed,65094,15864,benign,routine network activity
NET-01353,2026-08-08T16:48:49Z,APP-API-02,ACME\svc_deploy,chrome.exe,14866,download.sysinternals.com,198.51.100.199,445,allowed,91021,260615,benign,routine network activity
NET-01171,2026-08-08T16:50:51Z,APP-API-02,ACME\svc_backup,backup-agent.exe,11884,packages.microsoft.com,198.51.100.72,443,allowed,16900,160197,benign,routine network activity
NET-00672,2026-08-08T16:52:56Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,backup-agent.exe,3377,packages.microsoft.com,198.51.100.209,443,allowed,53740,592407,benign,routine network activity
NET-01394,2026-08-08T17:02:18Z,APP-API-02,ACME\admin.jlee,chrome.exe,14437,updates.vendor.example,198.51.100.37,445,allowed,68852,652057,benign,routine network activity
NET-01420,2026-08-08T17:05:08Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,powershell.exe,10066,updates.vendor.example,198.51.100.220,445,allowed,37361,1131941,benign,routine network activity
NET-00646,2026-08-08T17:07:58Z,FILE-01,ACME\svc_backup,msiexec.exe,8447,packages.microsoft.com,198.51.100.231,445,allowed,11868,1868188,benign,routine network activity
NET-01431,2026-08-08T17:10:13Z,ADMIN-WS-07,ACME\admin.rpatel,msiexec.exe,12049,download.sysinternals.com,198.51.100.166,443,allowed,17813,383214,benign,routine network activity
NET-01309,2026-08-08T17:31:51Z,APP-API-02,ACME\admin.rpatel,msiexec.exe,7545,backup.internal,198.51.100.210,5985,allowed,93853,1622737,benign,routine network activity
NET-00850,2026-08-08T17:39:33Z,ADMIN-WS-11,ACME\svc_backup,msiexec.exe,9161,backup.internal,198.51.100.178,445,allowed,57633,148932,benign,routine network activity
NET-00229,2026-08-08T17:54:11Z,FILE-01,ACME\svc_backup,backup-agent.exe,1149,backup.internal,198.51.100.224,443,allowed,84446,1364608,benign,routine network activity
NET-01459,2026-08-08T18:01:28Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,chrome.exe,9857,download.sysinternals.com,198.51.100.231,443,allowed,73007,109247,benign,routine network activity
NET-00901,2026-08-08T18:08:25Z,VULN-SCAN-01,ACME\svc_backup,powershell.exe,12662,packages.microsoft.com,198.51.100.98,445,allowed,81178,1989995,benign,routine network activity
NET-00096,2026-08-08T18:14:15Z,WEB-EDGE-01,ACME\admin.rpatel,powershell.exe,5381,updates.vendor.example,198.51.100.55,445,allowed,22661,822564,benign,routine network activity
NET-01474,2026-08-08T18:16:03Z,ADMIN-WS-11,ACME\svc_deploy,chrome.exe,13217,backup.internal,198.51.100.99,443,allowed,68585,988793,benign,routine network activity
NET-01104,2026-08-08T18:16:11Z,ADMIN-WS-11,ACME\svc_deploy,powershell.exe,1699,updates.vendor.example,198.51.100.23,5985,allowed,4065,1838404,benign,routine network activity
NET-00627,2026-08-08T18:36:46Z,FILE-01,NT AUTHORITY\SYSTEM,backup-agent.exe,5197,packages.microsoft.com,198.51.100.34,5985,allowed,69094,1536745,benign,routine network activity
NET-00132,2026-08-08T18:53:08Z,APP-API-02,ACME\admin.rpatel,msiexec.exe,13066,download.sysinternals.com,198.51.100.98,5985,allowed,80954,1915483,benign,routine network activity
NET-00148,2026-08-08T19:01:17Z,APP-API-02,ACME\svc_deploy,msiexec.exe,2867,download.sysinternals.com,198.51.100.69,443,allowed,13515,516975,benign,routine network activity
NET-00224,2026-08-08T19:03:04Z,DEPLOY-01,ACME\admin.rpatel,powershell.exe,5000,download.sysinternals.com,198.51.100.87,443,allowed,14393,1343205,benign,routine network activity
NET-01081,2026-08-08T19:08:12Z,FILE-01,ACME\admin.rpatel,chrome.exe,14656,updates.vendor.example,198.51.100.163,5985,allowed,6740,1323830,benign,routine network activity
