event_id,_time,host,user,service_name,image_path,start_type,action,source_process,source_process_id,signature_status,classification,note
SVC-01301,2026-08-07T21:53:26Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,query,powershell.exe,5090,signed,benign,approved service activity
SVC-00224,2026-08-07T21:54:55Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,query,msiexec.exe,3339,signed,benign,approved service activity
SVC-01426,2026-08-07T21:55:49Z,FILE-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,create,powershell.exe,12566,signed,benign,approved service activity
SVC-01262,2026-08-07T21:56:39Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,services.exe,5000,signed,benign,approved service activity
SVC-01343,2026-08-07T22:14:13Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,create,powershell.exe,3414,signed,benign,approved service activity
SVC-00519,2026-08-07T22:18:22Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,start,msiexec.exe,11343,signed,benign,approved service activity
SVC-00116,2026-08-07T22:18:50Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,start,powershell.exe,6132,signed,benign,approved service activity
SVC-00635,2026-08-07T22:19:36Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,query,msiexec.exe,13078,signed,benign,approved service activity
SVC-00317,2026-08-07T22:25:56Z,DEPLOY-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,create,msiexec.exe,1483,signed,benign,approved service activity
SVC-01420,2026-08-07T22:32:44Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,services.exe,12998,signed,benign,approved service activity
SVC-01488,2026-08-07T22:35:43Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,services.exe,7653,signed,benign,approved service activity
SVC-01433,2026-08-07T22:52:39Z,APP-API-02,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,powershell.exe,10990,signed,benign,approved service activity
SVC-01195,2026-08-07T23:00:51Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,msiexec.exe,14589,signed,benign,approved service activity
SVC-00275,2026-08-07T23:16:03Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,query,services.exe,5911,signed,benign,approved service activity
SVC-00280,2026-08-07T23:16:29Z,FILE-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,create,msiexec.exe,14940,signed,benign,approved service activity
SVC-00394,2026-08-07T23:17:22Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,create,services.exe,10500,signed,benign,approved service activity
SVC-00755,2026-08-07T23:18:31Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,start,services.exe,9963,signed,benign,approved service activity
SVC-00973,2026-08-07T23:22:42Z,FILE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,start,services.exe,4572,signed,benign,approved service activity
SVC-01188,2026-08-07T23:31:49Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,powershell.exe,12898,signed,benign,approved service activity
SVC-00938,2026-08-07T23:37:48Z,FILE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,create,msiexec.exe,6121,signed,benign,approved service activity
SVC-00767,2026-08-07T23:41:41Z,DEPLOY-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,create,msiexec.exe,4912,signed,benign,approved service activity
SVC-01140,2026-08-07T23:54:53Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,msiexec.exe,9116,signed,benign,approved service activity
SVC-01061,2026-08-08T00:02:37Z,FILE-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,create,powershell.exe,4226,signed,benign,approved service activity
SVC-01172,2026-08-08T00:03:23Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,powershell.exe,11528,signed,benign,approved service activity
SVC-00172,2026-08-08T00:03:57Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,powershell.exe,3964,signed,benign,approved service activity
SVC-00978,2026-08-08T00:07:35Z,FILE-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,query,msiexec.exe,5619,signed,benign,approved service activity
SVC-00150,2026-08-08T00:10:39Z,APP-API-02,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,create,msiexec.exe,12051,signed,benign,approved service activity
SVC-00458,2026-08-08T00:19:33Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,query,msiexec.exe,13905,signed,benign,approved service activity
SVC-00570,2026-08-08T00:25:08Z,FILE-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,query,powershell.exe,1627,signed,benign,approved service activity
SVC-00382,2026-08-08T00:55:38Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,create,services.exe,11105,signed,benign,approved service activity
SVC-01005,2026-08-08T01:04:03Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,create,powershell.exe,3750,signed,benign,approved service activity
SVC-01383,2026-08-08T01:10:01Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,start,powershell.exe,14281,signed,benign,approved service activity
SVC-00736,2026-08-08T01:20:00Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,msiexec.exe,10076,signed,benign,approved service activity
SVC-01004,2026-08-08T01:27:58Z,APP-API-02,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,query,msiexec.exe,5549,signed,benign,approved service activity
SVC-00384,2026-08-08T01:28:32Z,FILE-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,create,powershell.exe,3451,signed,benign,approved service activity
SVC-00824,2026-08-08T01:37:34Z,FILE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,services.exe,10704,signed,benign,approved service activity
SVC-00708,2026-08-08T01:41:16Z,DEPLOY-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,powershell.exe,10465,signed,benign,approved service activity
SVC-01249,2026-08-08T02:01:49Z,FILE-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,create,services.exe,4971,signed,benign,approved service activity
SVC-01292,2026-08-08T02:12:21Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,start,msiexec.exe,9552,signed,benign,approved service activity
SVC-01459,2026-08-08T02:13:57Z,FILE-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,create,powershell.exe,13558,signed,benign,approved service activity
SVC-01486,2026-08-08T02:15:03Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,start,services.exe,5816,signed,benign,approved service activity
SVC-01358,2026-08-08T02:32:15Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,create,powershell.exe,5434,signed,benign,approved service activity
SVC-00631,2026-08-08T02:40:36Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,query,services.exe,5552,signed,benign,approved service activity
SVC-00062,2026-08-08T02:50:40Z,APP-API-02,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,services.exe,2950,signed,benign,approved service activity
SVC-01379,2026-08-08T03:09:21Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,create,powershell.exe,1498,signed,benign,approved service activity
SVC-00201,2026-08-08T03:12:05Z,FILE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,query,powershell.exe,2183,signed,benign,approved service activity
SVC-00971,2026-08-08T03:17:29Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,create,services.exe,11002,signed,benign,approved service activity
SVC-00504,2026-08-08T03:41:00Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,create,services.exe,4635,signed,benign,approved service activity
SVC-01374,2026-08-08T03:46:02Z,APP-API-02,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,create,powershell.exe,5413,signed,benign,approved service activity
SVC-00208,2026-08-08T03:56:07Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,msiexec.exe,13628,signed,benign,approved service activity
SVC-00535,2026-08-08T03:58:50Z,APP-API-02,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,services.exe,1205,signed,benign,approved service activity
SVC-01386,2026-08-08T04:04:30Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,start,msiexec.exe,4344,signed,benign,approved service activity
SVC-00772,2026-08-08T04:06:02Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,query,services.exe,4598,signed,benign,approved service activity
SVC-01272,2026-08-08T04:07:34Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,create,msiexec.exe,5185,signed,benign,approved service activity
SVC-00544,2026-08-08T04:09:45Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,create,services.exe,8238,signed,benign,approved service activity
SVC-00820,2026-08-08T04:16:37Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,query,services.exe,2521,signed,benign,approved service activity
SVC-00770,2026-08-08T04:20:43Z,FILE-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,create,powershell.exe,6615,signed,benign,approved service activity
SVC-00819,2026-08-08T04:23:28Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,query,services.exe,11529,signed,benign,approved service activity
SVC-00114,2026-08-08T04:40:19Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,start,msiexec.exe,14585,signed,benign,approved service activity
SVC-00054,2026-08-08T04:43:10Z,APP-API-02,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,create,services.exe,3492,signed,benign,approved service activity
SVC-01324,2026-08-08T05:10:13Z,APP-API-02,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,create,powershell.exe,3568,signed,benign,approved service activity
SVC-00673,2026-08-08T05:24:03Z,FILE-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,services.exe,9191,signed,benign,approved service activity
SVC-00085,2026-08-08T05:27:00Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,start,powershell.exe,4229,signed,benign,approved service activity
SVC-00459,2026-08-08T05:29:40Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,query,services.exe,3408,signed,benign,approved service activity
SVC-00253,2026-08-08T06:01:57Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,services.exe,6905,signed,benign,approved service activity
SVC-00533,2026-08-08T06:04:16Z,APP-API-02,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,create,powershell.exe,2576,signed,benign,approved service activity
SVC-00942,2026-08-08T06:23:49Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,create,msiexec.exe,3602,signed,benign,approved service activity
SVC-00424,2026-08-08T06:27:47Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,create,msiexec.exe,8964,signed,benign,approved service activity
SVC-00997,2026-08-08T06:46:05Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,msiexec.exe,5800,signed,benign,approved service activity
SVC-01161,2026-08-08T07:05:23Z,APP-API-02,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,create,services.exe,10785,signed,benign,approved service activity
SVC-00264,2026-08-08T07:08:05Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,services.exe,5850,signed,benign,approved service activity
SVC-00413,2026-08-08T07:14:44Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,msiexec.exe,1572,signed,benign,approved service activity
SVC-00517,2026-08-08T07:18:21Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,query,powershell.exe,13846,signed,benign,approved service activity
SVC-01202,2026-08-08T07:19:32Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,create,msiexec.exe,7133,signed,benign,approved service activity
SVC-01316,2026-08-08T07:28:17Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,powershell.exe,12469,signed,benign,approved service activity
SVC-00266,2026-08-08T07:30:33Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,start,powershell.exe,9048,signed,benign,approved service activity
SVC-01103,2026-08-08T07:31:27Z,APP-API-02,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,start,msiexec.exe,11581,signed,benign,approved service activity
SVC-00365,2026-08-08T07:34:19Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,start,services.exe,3789,signed,benign,approved service activity
SVC-00725,2026-08-08T07:34:43Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,services.exe,10521,signed,benign,approved service activity
SVC-00047,2026-08-08T07:38:56Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,create,powershell.exe,13506,signed,benign,approved service activity
SVC-01181,2026-08-08T07:46:56Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,create,services.exe,8204,signed,benign,approved service activity
SVC-00779,2026-08-08T08:03:08Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,create,services.exe,12176,signed,benign,approved service activity
SVC-01348,2026-08-08T08:05:24Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,query,services.exe,13564,signed,benign,approved service activity
SVC-01406,2026-08-08T08:32:03Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,create,services.exe,4772,signed,benign,approved service activity
SVC-01327,2026-08-08T08:48:17Z,APP-API-02,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,query,msiexec.exe,8906,signed,benign,approved service activity
SVC-01490,2026-08-08T09:11:49Z,FILE-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,powershell.exe,9603,signed,benign,approved service activity
SVC-00671,2026-08-08T09:27:07Z,FILE-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,start,powershell.exe,7119,signed,benign,approved service activity
SVC-01259,2026-08-08T09:30:21Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,start,powershell.exe,9843,signed,benign,approved service activity
SVC-00593,2026-08-08T09:33:11Z,DEPLOY-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,powershell.exe,12937,signed,benign,approved service activity
SVC-00883,2026-08-08T09:42:29Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,create,services.exe,13245,signed,benign,approved service activity
SVC-00877,2026-08-08T09:50:57Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,query,powershell.exe,12876,signed,benign,approved service activity
SVC-00072,2026-08-08T09:52:55Z,FILE-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,create,msiexec.exe,8073,signed,benign,approved service activity
SVC-01484,2026-08-08T09:58:03Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,query,msiexec.exe,8531,signed,benign,approved service activity
SVC-01339,2026-08-08T10:04:53Z,FILE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,start,services.exe,8264,signed,benign,approved service activity
SVC-00675,2026-08-08T10:12:16Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,msiexec.exe,9857,signed,benign,approved service activity
SVC-00712,2026-08-08T10:22:31Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,query,powershell.exe,13156,signed,benign,approved service activity
SVC-00568,2026-08-08T10:28:22Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,create,services.exe,4000,signed,benign,approved service activity
SVC-00145,2026-08-08T10:29:46Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,powershell.exe,3389,signed,benign,approved service activity
SVC-00220,2026-08-08T10:45:21Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,start,powershell.exe,14891,signed,benign,approved service activity
SVC-01407,2026-08-08T11:04:37Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,query,msiexec.exe,6474,signed,benign,approved service activity
SVC-00144,2026-08-08T11:17:49Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,query,powershell.exe,6708,signed,benign,approved service activity
SVC-00759,2026-08-08T11:18:22Z,FILE-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,create,msiexec.exe,2612,signed,benign,approved service activity
SVC-01198,2026-08-08T11:25:36Z,FILE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,start,powershell.exe,1626,signed,benign,approved service activity
SVC-01078,2026-08-08T11:26:50Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,query,services.exe,14677,signed,benign,approved service activity
SVC-00896,2026-08-08T11:27:05Z,APP-API-02,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,create,msiexec.exe,3939,signed,benign,approved service activity
SVC-00146,2026-08-08T11:28:54Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,start,services.exe,13635,signed,benign,approved service activity
SVC-00592,2026-08-08T11:32:26Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,query,powershell.exe,14533,signed,benign,approved service activity
SVC-00808,2026-08-08T11:38:46Z,DEPLOY-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,query,powershell.exe,12334,signed,benign,approved service activity
SVC-00515,2026-08-08T11:46:52Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,powershell.exe,10273,signed,benign,approved service activity
SVC-00080,2026-08-08T11:49:42Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,create,powershell.exe,9716,signed,benign,approved service activity
SVC-01497,2026-08-08T11:56:50Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,start,services.exe,2266,signed,benign,approved service activity
SVC-00831,2026-08-08T12:07:42Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,start,services.exe,8436,signed,benign,approved service activity
SVC-00164,2026-08-08T12:08:05Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,start,services.exe,1271,signed,benign,approved service activity
SVC-00296,2026-08-08T12:13:10Z,DEPLOY-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,create,msiexec.exe,8656,signed,benign,approved service activity
SVC-00623,2026-08-08T12:16:22Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,query,services.exe,14286,signed,benign,approved service activity
SVC-01194,2026-08-08T12:16:22Z,APP-API-02,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,start,powershell.exe,9034,signed,benign,approved service activity
SVC-01002,2026-08-08T12:24:28Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,query,powershell.exe,8772,signed,benign,approved service activity
SVC-01124,2026-08-08T12:25:42Z,FILE-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,start,msiexec.exe,14729,signed,benign,approved service activity
SVC-01369,2026-08-08T12:30:55Z,FILE-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,start,msiexec.exe,5220,signed,benign,approved service activity
SVC-01256,2026-08-08T12:38:14Z,DEPLOY-01,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,start,msiexec.exe,2133,signed,benign,approved service activity
SVC-00236,2026-08-08T12:42:40Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,query,services.exe,1356,signed,benign,approved service activity
SVC-00327,2026-08-08T12:45:04Z,APP-API-02,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,query,services.exe,11376,signed,benign,approved service activity
SVC-00784,2026-08-08T12:52:41Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,start,services.exe,12276,signed,benign,approved service activity
SVC-00398,2026-08-08T13:08:30Z,FILE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,query,services.exe,5622,signed,benign,approved service activity
SVC-01303,2026-08-08T13:19:02Z,FILE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,create,powershell.exe,5787,signed,benign,approved service activity
SVC-01241,2026-08-08T13:31:52Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,query,powershell.exe,13535,signed,benign,approved service activity
SVC-00306,2026-08-08T13:38:21Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,start,services.exe,7245,signed,benign,approved service activity
SVC-00524,2026-08-08T13:39:24Z,APP-API-02,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,query,powershell.exe,14944,signed,benign,approved service activity
SVC-01477,2026-08-08T13:48:06Z,DEPLOY-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,start,services.exe,6129,signed,benign,approved service activity
SVC-00947,2026-08-08T13:49:44Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Backup\backup.exe,auto,start,services.exe,11439,signed,benign,approved service activity
SVC-00680,2026-08-08T13:51:03Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,start,services.exe,2010,signed,benign,approved service activity
SVC-00242,2026-08-08T13:57:42Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,start,powershell.exe,1824,signed,benign,approved service activity
SVC-00009,2026-08-08T14:02:25Z,APP-API-02,NT AUTHORITY\SYSTEM,CompanyAgent,C:\Program Files\Company\agent.exe,auto,query,msiexec.exe,4071,signed,benign,approved service activity
SVC-00213,2026-08-08T14:13:12Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Backup\backup.exe,auto,query,services.exe,8724,signed,benign,approved service activity
SVC-00527,2026-08-08T14:18:46Z,FILE-01,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Company\agent.exe,auto,create,services.exe,4814,signed,benign,approved service activity
SVC-00205,2026-08-08T14:27:28Z,APP-API-02,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,query,msiexec.exe,6236,signed,benign,approved service activity
SVC-01347,2026-08-08T14:40:22Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,query,powershell.exe,8451,signed,benign,approved service activity
SVC-00192,2026-08-08T14:47:52Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,TelemetryCollector,C:\Program Files\Backup\backup.exe,auto,query,msiexec.exe,9768,signed,benign,approved service activity
SVC-00619,2026-08-08T14:52:32Z,FILE-01,NT AUTHORITY\SYSTEM,BackupAgent,C:\Program Files\Company\agent.exe,auto,start,services.exe,13334,signed,benign,approved service activity
