change_id,_time,host,owner,change_type,approved,related_task,classification,note
CHG-02648,2026-09-02T23:45:02Z,HR-WS-22,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01608,2026-09-02T23:46:25Z,PATCH-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02347,2026-09-02T23:51:05Z,DC-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01425,2026-09-02T23:54:20Z,DC-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01149,2026-09-02T23:59:13Z,FILE-02,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01851,2026-09-02T23:59:40Z,MGMT-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01379,2026-09-03T00:01:45Z,PATCH-01,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02723,2026-09-03T00:06:09Z,JUMP-01,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01275,2026-09-03T00:13:46Z,HR-WS-22,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02304,2026-09-03T00:20:02Z,JUMP-01,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01552,2026-09-03T00:21:17Z,DC-01,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01553,2026-09-03T00:22:08Z,JUMP-01,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01196,2026-09-03T00:35:21Z,PATCH-01,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01978,2026-09-03T00:35:40Z,FILE-02,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01327,2026-09-03T00:36:49Z,MGMT-01,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01356,2026-09-03T00:43:53Z,DC-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02063,2026-09-03T00:44:15Z,MGMT-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01890,2026-09-03T00:45:25Z,MGMT-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02246,2026-09-03T00:47:21Z,JUMP-01,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02040,2026-09-03T00:58:00Z,DC-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02383,2026-09-03T01:08:07Z,PATCH-01,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01458,2026-09-03T01:10:06Z,FILE-02,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02228,2026-09-03T01:13:32Z,JUMP-01,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01377,2026-09-03T01:15:32Z,HR-WS-22,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01378,2026-09-03T01:17:13Z,DC-01,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02100,2026-09-03T01:19:04Z,FILE-02,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01404,2026-09-03T01:22:23Z,JUMP-01,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01652,2026-09-03T01:28:41Z,JUMP-01,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01174,2026-09-03T01:29:10Z,JUMP-01,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02107,2026-09-03T01:32:24Z,APP-03,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01662,2026-09-03T01:35:54Z,MGMT-01,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01246,2026-09-03T01:36:31Z,APP-03,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01658,2026-09-03T01:37:27Z,JUMP-01,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02310,2026-09-03T01:44:48Z,JUMP-01,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01908,2026-09-03T01:46:01Z,FILE-02,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02328,2026-09-03T01:51:43Z,PATCH-01,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01137,2026-09-03T01:57:41Z,APP-03,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02378,2026-09-03T01:58:38Z,FILE-02,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01139,2026-09-03T02:06:08Z,DC-01,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01886,2026-09-03T02:08:22Z,HR-WS-22,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01415,2026-09-03T02:12:13Z,HR-WS-22,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02074,2026-09-03T02:14:35Z,HR-WS-22,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02634,2026-09-03T02:26:27Z,HR-WS-22,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01793,2026-09-03T02:27:13Z,APP-03,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02588,2026-09-03T02:27:28Z,DC-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01685,2026-09-03T02:37:14Z,APP-03,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01714,2026-09-03T02:37:19Z,APP-03,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01340,2026-09-03T02:38:36Z,DC-01,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01256,2026-09-03T02:43:36Z,HR-WS-22,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02052,2026-09-03T02:44:14Z,JUMP-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01629,2026-09-03T02:50:32Z,APP-03,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02326,2026-09-03T02:52:56Z,PATCH-01,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02357,2026-09-03T02:55:32Z,DC-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01114,2026-09-03T02:57:51Z,FILE-02,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01813,2026-09-03T03:04:53Z,MGMT-01,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02211,2026-09-03T03:08:24Z,JUMP-01,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02334,2026-09-03T03:09:04Z,APP-03,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02498,2026-09-03T03:14:38Z,JUMP-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01578,2026-09-03T03:21:43Z,APP-03,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02358,2026-09-03T03:36:11Z,DC-01,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01809,2026-09-03T03:38:26Z,MGMT-01,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01923,2026-09-03T03:38:50Z,FILE-02,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02549,2026-09-03T03:38:58Z,FILE-02,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02204,2026-09-03T03:39:15Z,APP-03,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01626,2026-09-03T03:45:41Z,PATCH-01,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02592,2026-09-03T03:46:34Z,APP-03,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01322,2026-09-03T03:48:45Z,MGMT-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02022,2026-09-03T03:49:31Z,DC-01,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01199,2026-09-03T03:53:12Z,MGMT-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01103,2026-09-03T04:01:30Z,APP-03,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02348,2026-09-03T04:01:34Z,FILE-02,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02525,2026-09-03T04:03:20Z,MGMT-01,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01123,2026-09-03T04:15:57Z,HR-WS-22,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01241,2026-09-03T04:19:39Z,MGMT-01,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02016,2026-09-03T04:21:03Z,JUMP-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01134,2026-09-03T04:24:19Z,JUMP-01,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02612,2026-09-03T04:25:54Z,HR-WS-22,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01668,2026-09-03T04:29:48Z,FILE-02,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02387,2026-09-03T04:35:45Z,APP-03,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02645,2026-09-03T04:36:10Z,APP-03,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02173,2026-09-03T04:37:00Z,JUMP-01,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01727,2026-09-03T04:41:03Z,APP-03,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01836,2026-09-03T04:45:07Z,PATCH-01,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02189,2026-09-03T04:51:09Z,PATCH-01,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02179,2026-09-03T04:58:48Z,PATCH-01,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02565,2026-09-03T05:03:39Z,APP-03,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01697,2026-09-03T05:07:52Z,PATCH-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02111,2026-09-03T05:09:12Z,JUMP-01,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01078,2026-09-03T05:12:59Z,JUMP-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01799,2026-09-03T05:16:07Z,APP-03,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01487,2026-09-03T05:18:08Z,DC-01,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02398,2026-09-03T05:22:07Z,PATCH-01,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02311,2026-09-03T05:24:46Z,FILE-02,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02205,2026-09-03T05:38:07Z,FILE-02,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01804,2026-09-03T05:40:39Z,APP-03,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02780,2026-09-03T05:40:59Z,MGMT-01,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01841,2026-09-03T05:45:45Z,PATCH-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02775,2026-09-03T05:51:29Z,FILE-02,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01542,2026-09-03T05:52:26Z,FILE-02,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02518,2026-09-03T05:54:16Z,HR-WS-22,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01184,2026-09-03T05:59:14Z,MGMT-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01474,2026-09-03T06:08:09Z,DC-01,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01071,2026-09-03T06:09:24Z,MGMT-01,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02573,2026-09-03T06:10:03Z,JUMP-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02507,2026-09-03T06:10:17Z,HR-WS-22,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02146,2026-09-03T06:11:44Z,PATCH-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01294,2026-09-03T06:18:52Z,MGMT-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02315,2026-09-03T06:19:51Z,HR-WS-22,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02476,2026-09-03T06:21:45Z,FILE-02,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01490,2026-09-03T06:24:10Z,APP-03,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01263,2026-09-03T06:30:04Z,JUMP-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01539,2026-09-03T06:42:06Z,DC-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02291,2026-09-03T06:43:33Z,JUMP-01,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01788,2026-09-03T06:45:01Z,APP-03,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01207,2026-09-03T06:48:27Z,DC-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01210,2026-09-03T06:51:45Z,MGMT-01,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02485,2026-09-03T07:06:15Z,PATCH-01,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01564,2026-09-03T07:14:10Z,PATCH-01,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01278,2026-09-03T07:15:44Z,APP-03,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01536,2026-09-03T07:17:13Z,JUMP-01,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02762,2026-09-03T07:17:39Z,DC-01,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02238,2026-09-03T07:19:39Z,DC-01,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02685,2026-09-03T07:20:44Z,MGMT-01,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02300,2026-09-03T07:32:39Z,JUMP-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02175,2026-09-03T07:36:40Z,FILE-02,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02219,2026-09-03T07:57:20Z,FILE-02,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02324,2026-09-03T07:58:39Z,MGMT-01,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02707,2026-09-03T07:58:53Z,HR-WS-22,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01744,2026-09-03T08:00:54Z,MGMT-01,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01290,2026-09-03T08:03:22Z,JUMP-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01713,2026-09-03T08:03:44Z,HR-WS-22,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02131,2026-09-03T08:05:06Z,MGMT-01,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01848,2026-09-03T08:12:27Z,JUMP-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01010,2026-09-03T08:13:05Z,MGMT-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01992,2026-09-03T08:19:47Z,HR-WS-22,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02489,2026-09-03T08:31:46Z,DC-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01317,2026-09-03T08:32:16Z,JUMP-01,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01017,2026-09-03T08:35:48Z,JUMP-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01059,2026-09-03T08:36:35Z,APP-03,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01717,2026-09-03T08:39:34Z,PATCH-01,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01783,2026-09-03T08:39:43Z,FILE-02,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02694,2026-09-03T08:45:29Z,FILE-02,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02614,2026-09-03T08:45:57Z,FILE-02,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02708,2026-09-03T08:50:21Z,APP-03,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01192,2026-09-03T08:55:17Z,MGMT-01,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02333,2026-09-03T08:55:33Z,FILE-02,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02635,2026-09-03T08:56:00Z,HR-WS-22,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02108,2026-09-03T08:56:25Z,MGMT-01,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02046,2026-09-03T09:04:17Z,PATCH-01,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02615,2026-09-03T09:06:11Z,APP-03,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01682,2026-09-03T09:07:14Z,HR-WS-22,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02461,2026-09-03T09:08:38Z,APP-03,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02493,2026-09-03T09:12:39Z,PATCH-01,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02041,2026-09-03T09:15:26Z,HR-WS-22,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01473,2026-09-03T09:21:56Z,JUMP-01,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01879,2026-09-03T09:22:50Z,MGMT-01,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02149,2026-09-03T09:25:39Z,JUMP-01,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01676,2026-09-03T09:26:34Z,FILE-02,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02403,2026-09-03T09:27:48Z,PATCH-01,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01302,2026-09-03T09:42:19Z,PATCH-01,Endpoint Team,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02001,2026-09-03T09:49:09Z,JUMP-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01361,2026-09-03T09:49:38Z,HR-WS-22,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01966,2026-09-03T09:54:07Z,PATCH-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01439,2026-09-03T09:54:17Z,DC-01,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02154,2026-09-03T09:58:04Z,FILE-02,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01405,2026-09-03T09:58:52Z,MGMT-01,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01128,2026-09-03T09:59:46Z,HR-WS-22,Endpoint Team,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01298,2026-09-03T10:02:04Z,PATCH-01,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01453,2026-09-03T10:02:06Z,DC-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01592,2026-09-03T10:06:45Z,FILE-02,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02468,2026-09-03T10:06:54Z,DC-01,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02296,2026-09-03T10:07:52Z,HR-WS-22,Infrastructure,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02463,2026-09-03T10:08:53Z,DC-01,Endpoint Team,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01470,2026-09-03T10:14:58Z,FILE-02,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01240,2026-09-03T10:23:39Z,DC-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02488,2026-09-03T10:30:50Z,HR-WS-22,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02777,2026-09-03T10:31:20Z,DC-01,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02375,2026-09-03T10:33:56Z,DC-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01710,2026-09-03T10:35:11Z,FILE-02,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01157,2026-09-03T10:42:33Z,DC-01,Endpoint Team,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02017,2026-09-03T10:43:10Z,FILE-02,IT Operations,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01127,2026-09-03T10:44:51Z,MGMT-01,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02695,2026-09-03T10:46:32Z,JUMP-01,Endpoint Team,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01980,2026-09-03T10:48:10Z,PATCH-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01703,2026-09-03T10:50:29Z,HR-WS-22,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01618,2026-09-03T10:51:43Z,HR-WS-22,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01718,2026-09-03T10:51:50Z,JUMP-01,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01674,2026-09-03T10:52:36Z,HR-WS-22,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01257,2026-09-03T10:53:05Z,JUMP-01,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01427,2026-09-03T10:53:21Z,APP-03,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02432,2026-09-03T10:56:11Z,JUMP-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02038,2026-09-03T10:56:57Z,APP-03,IT Operations,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01360,2026-09-03T10:58:18Z,JUMP-01,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01352,2026-09-03T11:00:42Z,HR-WS-22,Endpoint Team,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02101,2026-09-03T11:01:37Z,PATCH-01,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02527,2026-09-03T11:04:30Z,HR-WS-22,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01461,2026-09-03T11:12:52Z,PATCH-01,IT Operations,patch_cycle,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02220,2026-09-03T11:22:26Z,PATCH-01,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02682,2026-09-03T11:31:45Z,APP-03,Infrastructure,maintenance,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01565,2026-09-03T11:31:48Z,HR-WS-22,Infrastructure,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02187,2026-09-03T11:48:54Z,DC-01,IT Operations,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02436,2026-09-03T11:58:58Z,FILE-02,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01436,2026-09-03T12:04:09Z,DC-01,Infrastructure,maintenance,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01366,2026-09-03T12:06:36Z,HR-WS-22,Infrastructure,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-01314,2026-09-03T12:10:13Z,FILE-02,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-02413,2026-09-03T12:13:16Z,HR-WS-22,Infrastructure,inventory_update,yes,\ACME\Patch\DailyScan,benign,routine change record
CHG-01961,2026-09-03T12:31:35Z,FILE-02,IT Operations,patch_cycle,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02730,2026-09-03T12:32:10Z,FILE-02,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
CHG-02339,2026-09-03T12:43:06Z,FILE-02,IT Operations,inventory_update,yes,\ACME\Inventory\Daily,benign,routine change record
