event_id,_time,src_host,dest_host,user,protocol,result,source_ip,classification,note
AUTH-00701,2026-08-14T14:47:27Z,APP-API-02,FIN-WS-14,ACME\svc_backup,WinRM,success,10.50.24.212,benign,routine authentication
AUTH-00219,2026-08-14T14:47:28Z,APP-API-02,APP-API-02,ACME\mrivera,WinRM,success,10.50.21.240,benign,routine authentication
AUTH-00455,2026-08-14T14:49:31Z,FIN-WS-14,FILE-02,ACME\jsmith,WinRM,success,10.50.48.29,benign,routine authentication
AUTH-00764,2026-08-14T15:01:03Z,DEPLOY-01,APP-API-03,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.23.122,benign,routine authentication
AUTH-00357,2026-08-14T15:02:02Z,FIN-WS-14,FILE-02,ACME\svc_deploy,Kerberos,success,10.50.45.36,benign,routine authentication
AUTH-00175,2026-08-14T15:04:49Z,FILE-02,DEPLOY-01,ACME\jsmith,RDP,failure,10.50.30.54,benign,routine authentication
AUTH-00162,2026-08-14T15:12:02Z,APP-API-03,APP-API-03,ACME\mrivera,WinRM,success,10.50.32.149,benign,routine authentication
AUTH-00407,2026-08-14T15:13:48Z,FILE-02,FIN-WS-14,NT AUTHORITY\SYSTEM,WinRM,failure,10.50.41.120,benign,routine authentication
AUTH-00872,2026-08-14T15:19:45Z,FIN-WS-14,FIN-WS-14,ACME\svc_backup,WinRM,success,10.50.38.37,benign,routine authentication
AUTH-00551,2026-08-14T15:40:31Z,APP-API-03,JUMP-01,NT AUTHORITY\SYSTEM,NTLM,success,10.50.3.133,benign,routine authentication
AUTH-01006,2026-08-14T15:40:42Z,APP-API-03,FILE-02,ACME\mrivera,NTLM,success,10.50.38.176,benign,routine authentication
AUTH-00761,2026-08-14T15:52:31Z,DEPLOY-01,JUMP-01,ACME\svc_backup,RDP,success,10.50.17.187,benign,routine authentication
AUTH-00765,2026-08-14T15:53:31Z,FIN-WS-14,APP-API-03,ACME\mrivera,RDP,success,10.50.21.199,benign,routine authentication
AUTH-00159,2026-08-14T16:00:30Z,FIN-WS-14,DEPLOY-01,ACME\jsmith,NTLM,success,10.50.35.192,benign,routine authentication
AUTH-00080,2026-08-14T16:02:44Z,JUMP-01,JUMP-01,NT AUTHORITY\SYSTEM,RDP,success,10.50.10.69,benign,routine authentication
AUTH-00270,2026-08-14T16:09:47Z,FILE-02,JUMP-01,ACME\jsmith,RDP,success,10.50.33.155,benign,routine authentication
AUTH-01210,2026-08-14T16:13:05Z,FIN-WS-14,FILE-02,ACME\svc_backup,Kerberos,success,10.50.47.44,benign,routine authentication
AUTH-01159,2026-08-14T16:22:11Z,DEPLOY-01,APP-API-03,ACME\mrivera,RDP,success,10.50.33.112,benign,routine authentication
AUTH-00492,2026-08-14T16:25:36Z,DEPLOY-01,DEPLOY-01,ACME\mrivera,NTLM,success,10.50.19.137,benign,routine authentication
AUTH-00429,2026-08-14T16:27:39Z,JUMP-01,DEPLOY-01,ACME\svc_backup,Kerberos,success,10.50.49.164,benign,routine authentication
AUTH-01160,2026-08-14T16:36:41Z,APP-API-03,APP-API-03,ACME\mrivera,WinRM,success,10.50.39.173,benign,routine authentication
AUTH-00743,2026-08-14T16:42:55Z,FILE-02,JUMP-01,ACME\svc_deploy,RDP,success,10.50.23.45,benign,routine authentication
AUTH-00180,2026-08-14T16:43:07Z,JUMP-01,FIN-WS-14,ACME\svc_backup,RDP,success,10.50.31.136,benign,routine authentication
AUTH-01437,2026-08-14T16:43:37Z,FILE-02,FIN-WS-14,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.48.239,benign,routine authentication
AUTH-00248,2026-08-14T16:46:25Z,FILE-02,APP-API-03,ACME\mrivera,NTLM,success,10.50.9.230,benign,routine authentication
AUTH-00933,2026-08-14T16:46:25Z,DEPLOY-01,DEPLOY-01,ACME\mrivera,Kerberos,failure,10.50.8.64,benign,routine authentication
AUTH-00488,2026-08-14T16:49:09Z,JUMP-01,APP-API-03,NT AUTHORITY\SYSTEM,NTLM,failure,10.50.21.38,benign,routine authentication
AUTH-00991,2026-08-14T16:49:10Z,APP-API-02,JUMP-01,ACME\svc_backup,WinRM,success,10.50.44.45,benign,routine authentication
AUTH-01019,2026-08-14T16:56:42Z,APP-API-02,DEPLOY-01,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.36.49,benign,routine authentication
AUTH-00549,2026-08-14T16:59:37Z,JUMP-01,FIN-WS-14,ACME\mrivera,WinRM,success,10.50.7.138,benign,routine authentication
AUTH-00807,2026-08-14T16:59:48Z,FILE-02,APP-API-03,ACME\svc_deploy,NTLM,success,10.50.11.163,benign,routine authentication
AUTH-00513,2026-08-14T17:03:11Z,FIN-WS-14,FILE-02,ACME\mrivera,WinRM,success,10.50.2.176,benign,routine authentication
AUTH-01326,2026-08-14T17:12:11Z,APP-API-03,JUMP-01,ACME\jsmith,RDP,failure,10.50.12.129,benign,routine authentication
AUTH-01256,2026-08-14T17:12:16Z,JUMP-01,FIN-WS-14,NT AUTHORITY\SYSTEM,NTLM,success,10.50.46.222,benign,routine authentication
AUTH-00866,2026-08-14T17:14:06Z,JUMP-01,DEPLOY-01,ACME\svc_deploy,RDP,failure,10.50.28.135,benign,routine authentication
AUTH-01013,2026-08-14T17:14:36Z,DEPLOY-01,APP-API-02,ACME\svc_deploy,RDP,success,10.50.8.230,benign,routine authentication
AUTH-00695,2026-08-14T17:17:44Z,JUMP-01,APP-API-02,ACME\svc_backup,NTLM,success,10.50.32.221,benign,routine authentication
AUTH-00946,2026-08-14T17:23:35Z,APP-API-03,FIN-WS-14,NT AUTHORITY\SYSTEM,RDP,success,10.50.5.82,benign,routine authentication
AUTH-00005,2026-08-14T17:26:10Z,FIN-WS-14,FILE-02,ACME\svc_deploy,WinRM,success,10.50.50.3,benign,routine authentication
AUTH-00150,2026-08-14T17:27:41Z,JUMP-01,APP-API-03,ACME\svc_backup,WinRM,failure,10.50.3.195,benign,routine authentication
AUTH-00772,2026-08-14T17:40:05Z,FIN-WS-14,FIN-WS-14,ACME\svc_deploy,RDP,success,10.50.18.48,benign,routine authentication
AUTH-01076,2026-08-14T17:45:43Z,JUMP-01,FIN-WS-14,NT AUTHORITY\SYSTEM,WinRM,success,10.50.37.184,benign,routine authentication
AUTH-00293,2026-08-14T17:51:35Z,JUMP-01,JUMP-01,NT AUTHORITY\SYSTEM,RDP,success,10.50.31.51,benign,routine authentication
AUTH-00493,2026-08-14T17:52:09Z,DEPLOY-01,FIN-WS-14,NT AUTHORITY\SYSTEM,WinRM,success,10.50.3.217,benign,routine authentication
AUTH-00137,2026-08-14T17:53:03Z,APP-API-03,FIN-WS-14,ACME\svc_backup,Kerberos,success,10.50.25.108,benign,routine authentication
AUTH-01103,2026-08-14T18:03:29Z,DEPLOY-01,DEPLOY-01,ACME\mrivera,WinRM,success,10.50.12.93,benign,routine authentication
AUTH-00656,2026-08-14T18:06:29Z,APP-API-02,JUMP-01,ACME\jsmith,RDP,success,10.50.8.58,benign,routine authentication
AUTH-01000,2026-08-14T18:12:19Z,FIN-WS-14,APP-API-03,ACME\jsmith,RDP,success,10.50.44.3,benign,routine authentication
AUTH-01042,2026-08-14T18:16:34Z,JUMP-01,FILE-02,ACME\svc_deploy,Kerberos,success,10.50.13.230,benign,routine authentication
AUTH-00221,2026-08-14T18:31:55Z,DEPLOY-01,APP-API-02,ACME\jsmith,RDP,failure,10.50.9.205,benign,routine authentication
AUTH-00055,2026-08-14T18:41:21Z,DEPLOY-01,JUMP-01,ACME\jsmith,NTLM,success,10.50.5.238,benign,routine authentication
AUTH-00598,2026-08-14T18:44:24Z,FIN-WS-14,APP-API-02,ACME\svc_backup,WinRM,success,10.50.47.14,benign,routine authentication
AUTH-00199,2026-08-14T18:45:06Z,JUMP-01,JUMP-01,ACME\svc_backup,NTLM,failure,10.50.28.25,benign,routine authentication
AUTH-01104,2026-08-14T18:57:12Z,JUMP-01,APP-API-02,ACME\svc_deploy,NTLM,failure,10.50.28.72,benign,routine authentication
AUTH-01116,2026-08-14T18:58:03Z,FILE-02,JUMP-01,ACME\mrivera,NTLM,failure,10.50.41.78,benign,routine authentication
AUTH-00979,2026-08-14T19:01:44Z,JUMP-01,APP-API-03,ACME\mrivera,NTLM,failure,10.50.18.121,benign,routine authentication
AUTH-00844,2026-08-14T19:02:23Z,APP-API-03,APP-API-03,NT AUTHORITY\SYSTEM,WinRM,failure,10.50.25.167,benign,routine authentication
AUTH-01494,2026-08-14T19:08:05Z,APP-API-03,FILE-02,ACME\mrivera,Kerberos,success,10.50.1.71,benign,routine authentication
AUTH-01466,2026-08-14T19:09:04Z,DEPLOY-01,FILE-02,ACME\mrivera,WinRM,success,10.50.13.15,benign,routine authentication
AUTH-01214,2026-08-14T19:18:07Z,FIN-WS-14,FILE-02,ACME\jsmith,Kerberos,success,10.50.37.48,benign,routine authentication
AUTH-00586,2026-08-14T19:28:19Z,FIN-WS-14,DEPLOY-01,ACME\svc_deploy,NTLM,success,10.50.14.45,benign,routine authentication
AUTH-00491,2026-08-14T19:32:46Z,FILE-02,DEPLOY-01,ACME\svc_backup,NTLM,success,10.50.20.199,benign,routine authentication
AUTH-01253,2026-08-14T19:36:10Z,APP-API-02,FIN-WS-14,ACME\svc_deploy,Kerberos,success,10.50.45.165,benign,routine authentication
AUTH-01154,2026-08-14T19:55:28Z,FILE-02,APP-API-03,ACME\svc_backup,NTLM,success,10.50.5.151,benign,routine authentication
AUTH-00036,2026-08-14T19:56:26Z,APP-API-03,FIN-WS-14,ACME\svc_backup,Kerberos,failure,10.50.34.137,benign,routine authentication
AUTH-01488,2026-08-14T20:01:42Z,APP-API-02,DEPLOY-01,ACME\svc_backup,WinRM,success,10.50.31.54,benign,routine authentication
AUTH-01100,2026-08-14T20:16:32Z,JUMP-01,APP-API-02,NT AUTHORITY\SYSTEM,WinRM,success,10.50.42.75,benign,routine authentication
AUTH-00879,2026-08-14T20:20:42Z,APP-API-02,FIN-WS-14,ACME\mrivera,Kerberos,success,10.50.5.131,benign,routine authentication
AUTH-00685,2026-08-14T20:27:16Z,FIN-WS-14,APP-API-02,ACME\jsmith,Kerberos,success,10.50.24.124,benign,routine authentication
AUTH-01495,2026-08-14T20:29:05Z,JUMP-01,DEPLOY-01,ACME\svc_deploy,NTLM,success,10.50.1.237,benign,routine authentication
AUTH-00193,2026-08-14T20:32:26Z,APP-API-03,FILE-02,ACME\mrivera,RDP,failure,10.50.20.84,benign,routine authentication
AUTH-01091,2026-08-14T20:34:21Z,APP-API-03,APP-API-02,NT AUTHORITY\SYSTEM,RDP,failure,10.50.25.131,benign,routine authentication
AUTH-01351,2026-08-14T20:36:05Z,DEPLOY-01,FILE-02,ACME\mrivera,RDP,success,10.50.25.212,benign,routine authentication
AUTH-00434,2026-08-14T20:43:21Z,APP-API-02,APP-API-02,ACME\svc_backup,RDP,success,10.50.15.153,benign,routine authentication
AUTH-01342,2026-08-14T20:44:10Z,FILE-02,JUMP-01,ACME\jsmith,RDP,success,10.50.5.165,benign,routine authentication
AUTH-01263,2026-08-14T20:45:58Z,FILE-02,APP-API-03,NT AUTHORITY\SYSTEM,WinRM,failure,10.50.9.54,benign,routine authentication
AUTH-00978,2026-08-14T20:55:23Z,DEPLOY-01,APP-API-02,ACME\svc_backup,NTLM,failure,10.50.34.76,benign,routine authentication
AUTH-00737,2026-08-14T20:58:27Z,FIN-WS-14,FIN-WS-14,ACME\svc_deploy,NTLM,failure,10.50.50.77,benign,routine authentication
AUTH-00635,2026-08-14T21:07:09Z,DEPLOY-01,JUMP-01,ACME\jsmith,WinRM,success,10.50.49.214,benign,routine authentication
AUTH-01036,2026-08-14T21:08:45Z,FILE-02,JUMP-01,ACME\mrivera,RDP,failure,10.50.14.122,benign,routine authentication
AUTH-00093,2026-08-14T21:23:08Z,JUMP-01,APP-API-03,ACME\jsmith,WinRM,failure,10.50.2.167,benign,routine authentication
AUTH-00230,2026-08-14T21:24:00Z,FIN-WS-14,APP-API-02,ACME\svc_deploy,NTLM,success,10.50.12.165,benign,routine authentication
AUTH-00090,2026-08-14T21:28:58Z,JUMP-01,APP-API-03,ACME\mrivera,RDP,success,10.50.33.56,benign,routine authentication
AUTH-01278,2026-08-14T21:33:40Z,APP-API-02,FIN-WS-14,ACME\svc_backup,RDP,success,10.50.23.157,benign,routine authentication
AUTH-00731,2026-08-14T21:34:57Z,APP-API-03,JUMP-01,ACME\svc_backup,WinRM,failure,10.50.21.182,benign,routine authentication
AUTH-00812,2026-08-14T21:36:32Z,FIN-WS-14,DEPLOY-01,ACME\svc_deploy,NTLM,success,10.50.27.23,benign,routine authentication
AUTH-00787,2026-08-14T21:39:13Z,FIN-WS-14,APP-API-03,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.25.116,benign,routine authentication
AUTH-00393,2026-08-14T21:41:09Z,DEPLOY-01,DEPLOY-01,NT AUTHORITY\SYSTEM,Kerberos,failure,10.50.34.190,benign,routine authentication
AUTH-00788,2026-08-14T21:44:19Z,DEPLOY-01,JUMP-01,ACME\jsmith,NTLM,success,10.50.47.145,benign,routine authentication
AUTH-01071,2026-08-14T21:48:46Z,DEPLOY-01,JUMP-01,ACME\jsmith,Kerberos,success,10.50.31.3,benign,routine authentication
AUTH-01411,2026-08-14T21:57:02Z,APP-API-03,APP-API-02,NT AUTHORITY\SYSTEM,WinRM,success,10.50.32.154,benign,routine authentication
AUTH-01409,2026-08-14T22:03:30Z,JUMP-01,FIN-WS-14,ACME\mrivera,WinRM,success,10.50.50.233,benign,routine authentication
AUTH-00143,2026-08-14T22:06:51Z,APP-API-03,FIN-WS-14,NT AUTHORITY\SYSTEM,Kerberos,failure,10.50.29.90,benign,routine authentication
AUTH-00190,2026-08-14T22:09:23Z,JUMP-01,JUMP-01,ACME\svc_backup,Kerberos,success,10.50.49.76,benign,routine authentication
AUTH-00140,2026-08-14T22:15:48Z,APP-API-02,APP-API-02,ACME\jsmith,Kerberos,success,10.50.18.13,benign,routine authentication
AUTH-00259,2026-08-14T22:29:43Z,APP-API-03,JUMP-01,ACME\jsmith,WinRM,failure,10.50.44.231,benign,routine authentication
AUTH-00859,2026-08-14T22:33:23Z,JUMP-01,DEPLOY-01,ACME\mrivera,RDP,success,10.50.40.92,benign,routine authentication
AUTH-01199,2026-08-14T22:35:31Z,JUMP-01,APP-API-02,ACME\svc_backup,RDP,failure,10.50.19.226,benign,routine authentication
AUTH-01311,2026-08-14T22:36:57Z,JUMP-01,APP-API-02,ACME\svc_backup,NTLM,success,10.50.25.230,benign,routine authentication
AUTH-00192,2026-08-14T22:42:21Z,DEPLOY-01,FIN-WS-14,ACME\svc_backup,Kerberos,success,10.50.7.159,benign,routine authentication
AUTH-00706,2026-08-14T22:46:29Z,JUMP-01,APP-API-02,ACME\svc_deploy,Kerberos,failure,10.50.35.92,benign,routine authentication
AUTH-01186,2026-08-14T22:53:22Z,APP-API-02,APP-API-03,ACME\svc_backup,Kerberos,success,10.50.45.137,benign,routine authentication
AUTH-01363,2026-08-14T22:58:03Z,JUMP-01,APP-API-02,ACME\svc_deploy,WinRM,failure,10.50.19.90,benign,routine authentication
AUTH-00592,2026-08-14T23:03:05Z,APP-API-02,FIN-WS-14,ACME\svc_deploy,NTLM,failure,10.50.45.81,benign,routine authentication
AUTH-00825,2026-08-14T23:09:39Z,FILE-02,DEPLOY-01,NT AUTHORITY\SYSTEM,WinRM,success,10.50.40.221,benign,routine authentication
AUTH-00458,2026-08-14T23:16:09Z,DEPLOY-01,FILE-02,NT AUTHORITY\SYSTEM,RDP,success,10.50.38.154,benign,routine authentication
AUTH-00869,2026-08-14T23:30:32Z,DEPLOY-01,JUMP-01,ACME\mrivera,RDP,success,10.50.12.167,benign,routine authentication
AUTH-00674,2026-08-14T23:31:00Z,APP-API-02,FILE-02,ACME\svc_backup,NTLM,success,10.50.33.164,benign,routine authentication
AUTH-00865,2026-08-14T23:50:52Z,DEPLOY-01,APP-API-02,ACME\jsmith,NTLM,success,10.50.8.16,benign,routine authentication
AUTH-01381,2026-08-14T23:52:28Z,APP-API-02,JUMP-01,ACME\jsmith,WinRM,success,10.50.14.125,benign,routine authentication
AUTH-01015,2026-08-14T23:55:55Z,APP-API-02,JUMP-01,ACME\mrivera,WinRM,success,10.50.36.236,benign,routine authentication
AUTH-00614,2026-08-14T23:59:19Z,DEPLOY-01,APP-API-03,ACME\svc_backup,RDP,failure,10.50.13.115,benign,routine authentication
AUTH-01413,2026-08-15T00:08:34Z,APP-API-03,DEPLOY-01,ACME\svc_deploy,NTLM,success,10.50.16.29,benign,routine authentication
AUTH-00007,2026-08-15T00:15:35Z,JUMP-01,FIN-WS-14,NT AUTHORITY\SYSTEM,RDP,success,10.50.16.173,benign,routine authentication
AUTH-00646,2026-08-15T00:19:13Z,APP-API-03,JUMP-01,ACME\jsmith,RDP,success,10.50.7.227,benign,routine authentication
AUTH-01420,2026-08-15T00:21:10Z,FILE-02,FILE-02,NT AUTHORITY\SYSTEM,WinRM,success,10.50.49.96,benign,routine authentication
AUTH-00027,2026-08-15T00:43:31Z,DEPLOY-01,APP-API-03,ACME\svc_backup,NTLM,success,10.50.25.189,benign,routine authentication
AUTH-01476,2026-08-15T00:49:23Z,APP-API-03,FILE-02,ACME\jsmith,RDP,failure,10.50.12.146,benign,routine authentication
AUTH-00658,2026-08-15T00:53:14Z,FIN-WS-14,APP-API-03,ACME\svc_backup,Kerberos,success,10.50.36.175,benign,routine authentication
AUTH-01053,2026-08-15T00:55:04Z,FILE-02,APP-API-02,ACME\jsmith,RDP,success,10.50.3.149,benign,routine authentication
AUTH-01093,2026-08-15T00:57:28Z,APP-API-02,FILE-02,ACME\jsmith,WinRM,failure,10.50.32.221,benign,routine authentication
AUTH-00860,2026-08-15T01:01:12Z,APP-API-03,FILE-02,ACME\mrivera,RDP,success,10.50.7.132,benign,routine authentication
AUTH-00628,2026-08-15T01:11:27Z,FIN-WS-14,DEPLOY-01,ACME\svc_deploy,NTLM,success,10.50.17.176,benign,routine authentication
AUTH-00056,2026-08-15T01:28:19Z,DEPLOY-01,JUMP-01,NT AUTHORITY\SYSTEM,WinRM,success,10.50.16.193,benign,routine authentication
AUTH-00744,2026-08-15T01:38:37Z,DEPLOY-01,FILE-02,ACME\svc_deploy,RDP,failure,10.50.36.59,benign,routine authentication
AUTH-01327,2026-08-15T01:41:34Z,DEPLOY-01,FIN-WS-14,ACME\svc_deploy,WinRM,failure,10.50.49.170,benign,routine authentication
AUTH-00200,2026-08-15T01:41:52Z,FIN-WS-14,APP-API-02,ACME\svc_deploy,RDP,success,10.50.36.165,benign,routine authentication
AUTH-01471,2026-08-15T02:02:19Z,APP-API-03,FILE-02,ACME\svc_deploy,Kerberos,failure,10.50.36.3,benign,routine authentication
AUTH-01176,2026-08-15T02:03:14Z,APP-API-03,DEPLOY-01,ACME\mrivera,WinRM,success,10.50.4.61,benign,routine authentication
AUTH-00058,2026-08-15T02:06:23Z,APP-API-02,DEPLOY-01,ACME\mrivera,NTLM,success,10.50.24.221,benign,routine authentication
AUTH-01191,2026-08-15T02:09:19Z,JUMP-01,APP-API-02,ACME\svc_deploy,NTLM,success,10.50.30.135,benign,routine authentication
AUTH-00440,2026-08-15T02:15:53Z,APP-API-03,DEPLOY-01,ACME\svc_deploy,Kerberos,failure,10.50.41.114,benign,routine authentication
AUTH-00423,2026-08-15T02:19:49Z,JUMP-01,APP-API-03,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.50.81,benign,routine authentication
AUTH-00072,2026-08-15T02:21:17Z,JUMP-01,APP-API-02,ACME\svc_deploy,RDP,success,10.50.21.139,benign,routine authentication
AUTH-00266,2026-08-15T02:23:39Z,DEPLOY-01,JUMP-01,NT AUTHORITY\SYSTEM,NTLM,success,10.50.32.214,benign,routine authentication
AUTH-01398,2026-08-15T02:28:26Z,DEPLOY-01,FILE-02,ACME\svc_backup,NTLM,failure,10.50.39.62,benign,routine authentication
AUTH-00404,2026-08-15T02:29:36Z,FIN-WS-14,APP-API-03,NT AUTHORITY\SYSTEM,NTLM,success,10.50.42.11,benign,routine authentication
AUTH-01322,2026-08-15T02:44:13Z,FIN-WS-14,APP-API-03,ACME\svc_backup,Kerberos,success,10.50.31.202,benign,routine authentication
AUTH-00632,2026-08-15T02:48:49Z,APP-API-02,FIN-WS-14,ACME\mrivera,NTLM,failure,10.50.17.155,benign,routine authentication
AUTH-00910,2026-08-15T03:10:27Z,FIN-WS-14,APP-API-03,ACME\mrivera,RDP,failure,10.50.12.20,benign,routine authentication
AUTH-00972,2026-08-15T03:10:48Z,FILE-02,FIN-WS-14,ACME\mrivera,WinRM,failure,10.50.10.190,benign,routine authentication
AUTH-00748,2026-08-15T03:13:33Z,APP-API-03,JUMP-01,ACME\svc_deploy,NTLM,success,10.50.9.102,benign,routine authentication
AUTH-01209,2026-08-15T03:14:07Z,DEPLOY-01,JUMP-01,ACME\jsmith,RDP,failure,10.50.5.50,benign,routine authentication
AUTH-00642,2026-08-15T03:17:33Z,JUMP-01,APP-API-03,NT AUTHORITY\SYSTEM,RDP,success,10.50.34.221,benign,routine authentication
AUTH-00839,2026-08-15T03:28:29Z,FILE-02,APP-API-02,ACME\jsmith,WinRM,success,10.50.18.203,benign,routine authentication
AUTH-00596,2026-08-15T03:30:57Z,FIN-WS-14,APP-API-03,ACME\mrivera,Kerberos,success,10.50.37.228,benign,routine authentication
AUTH-00186,2026-08-15T03:37:11Z,APP-API-03,FILE-02,ACME\svc_deploy,WinRM,success,10.50.24.207,benign,routine authentication
AUTH-00431,2026-08-15T03:54:58Z,FILE-02,APP-API-03,ACME\svc_backup,Kerberos,success,10.50.12.182,benign,routine authentication
AUTH-00526,2026-08-15T04:10:46Z,FIN-WS-14,DEPLOY-01,ACME\svc_deploy,NTLM,success,10.50.45.183,benign,routine authentication
AUTH-00525,2026-08-15T04:19:48Z,FIN-WS-14,FIN-WS-14,ACME\svc_backup,Kerberos,failure,10.50.10.178,benign,routine authentication
AUTH-01292,2026-08-15T04:22:27Z,DEPLOY-01,APP-API-02,ACME\mrivera,Kerberos,success,10.50.26.102,benign,routine authentication
AUTH-01251,2026-08-15T04:33:01Z,FIN-WS-14,JUMP-01,ACME\svc_deploy,NTLM,success,10.50.43.136,benign,routine authentication
AUTH-01037,2026-08-15T04:38:15Z,APP-API-02,FILE-02,ACME\svc_deploy,RDP,success,10.50.36.234,benign,routine authentication
AUTH-00358,2026-08-15T04:42:43Z,APP-API-03,APP-API-03,ACME\jsmith,WinRM,success,10.50.46.43,benign,routine authentication
AUTH-00696,2026-08-15T04:48:30Z,APP-API-02,APP-API-02,ACME\svc_backup,NTLM,success,10.50.2.71,benign,routine authentication
AUTH-00934,2026-08-15T04:49:16Z,FIN-WS-14,DEPLOY-01,NT AUTHORITY\SYSTEM,NTLM,success,10.50.50.206,benign,routine authentication
AUTH-00183,2026-08-15T04:56:54Z,JUMP-01,APP-API-03,ACME\svc_backup,NTLM,success,10.50.18.153,benign,routine authentication
AUTH-01354,2026-08-15T05:12:37Z,DEPLOY-01,DEPLOY-01,ACME\svc_deploy,NTLM,success,10.50.31.205,benign,routine authentication
AUTH-00856,2026-08-15T05:15:16Z,JUMP-01,DEPLOY-01,ACME\svc_backup,Kerberos,success,10.50.35.29,benign,routine authentication
AUTH-00942,2026-08-15T05:21:29Z,APP-API-03,JUMP-01,ACME\svc_backup,WinRM,success,10.50.41.7,benign,routine authentication
AUTH-00893,2026-08-15T05:22:26Z,FIN-WS-14,FIN-WS-14,ACME\svc_backup,RDP,success,10.50.11.192,benign,routine authentication
AUTH-01207,2026-08-15T05:23:14Z,FILE-02,JUMP-01,ACME\svc_backup,NTLM,success,10.50.26.106,benign,routine authentication
AUTH-00571,2026-08-15T05:35:55Z,DEPLOY-01,JUMP-01,ACME\jsmith,WinRM,failure,10.50.11.48,benign,routine authentication
AUTH-01046,2026-08-15T05:52:24Z,JUMP-01,FIN-WS-14,ACME\svc_backup,WinRM,success,10.50.12.132,benign,routine authentication
AUTH-00753,2026-08-15T05:57:36Z,APP-API-03,FILE-02,ACME\svc_deploy,WinRM,failure,10.50.41.32,benign,routine authentication
AUTH-00206,2026-08-15T06:10:16Z,DEPLOY-01,APP-API-03,ACME\svc_backup,Kerberos,success,10.50.30.143,benign,routine authentication
AUTH-00074,2026-08-15T06:18:41Z,APP-API-03,DEPLOY-01,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.46.213,benign,routine authentication
AUTH-00426,2026-08-15T06:19:34Z,FIN-WS-14,FIN-WS-14,ACME\svc_deploy,RDP,failure,10.50.32.186,benign,routine authentication
AUTH-00120,2026-08-15T06:31:10Z,DEPLOY-01,JUMP-01,ACME\svc_deploy,Kerberos,success,10.50.46.111,benign,routine authentication
AUTH-00546,2026-08-15T06:43:09Z,FIN-WS-14,FILE-02,NT AUTHORITY\SYSTEM,Kerberos,success,10.50.16.189,benign,routine authentication
AUTH-01479,2026-08-15T06:54:05Z,APP-API-03,FIN-WS-14,NT AUTHORITY\SYSTEM,NTLM,success,10.50.23.37,benign,routine authentication
AUTH-00519,2026-08-15T06:54:11Z,APP-API-02,APP-API-03,ACME\jsmith,WinRM,success,10.50.15.76,benign,routine authentication
AUTH-00616,2026-08-15T06:54:47Z,JUMP-01,APP-API-03,ACME\mrivera,RDP,success,10.50.35.36,benign,routine authentication
AUTH-00444,2026-08-15T06:56:28Z,APP-API-03,FIN-WS-14,ACME\mrivera,Kerberos,success,10.50.38.195,benign,routine authentication
AUTH-00486,2026-08-15T07:01:44Z,APP-API-02,FILE-02,ACME\svc_deploy,NTLM,failure,10.50.3.13,benign,routine authentication
AUTH-00608,2026-08-15T07:02:19Z,APP-API-02,FIN-WS-14,ACME\jsmith,NTLM,success,10.50.49.16,benign,routine authentication
AUTH-00969,2026-08-15T07:25:29Z,FIN-WS-14,JUMP-01,ACME\svc_backup,Kerberos,success,10.50.50.45,benign,routine authentication
AUTH-00294,2026-08-15T07:29:26Z,FIN-WS-14,APP-API-03,ACME\jsmith,RDP,success,10.50.31.175,benign,routine authentication
AUTH-01048,2026-08-15T07:30:54Z,JUMP-01,FIN-WS-14,ACME\svc_backup,RDP,success,10.50.30.83,benign,routine authentication
AUTH-00521,2026-08-15T07:34:13Z,APP-API-02,JUMP-01,ACME\mrivera,WinRM,failure,10.50.14.79,benign,routine authentication
AUTH-00708,2026-08-15T07:34:42Z,DEPLOY-01,FIN-WS-14,ACME\svc_deploy,WinRM,failure,10.50.16.212,benign,routine authentication
AUTH-00309,2026-08-15T07:44:56Z,FILE-02,JUMP-01,ACME\jsmith,Kerberos,success,10.50.29.68,benign,routine authentication
AUTH-00724,2026-08-15T07:51:08Z,APP-API-02,APP-API-02,NT AUTHORITY\SYSTEM,RDP,success,10.50.10.187,benign,routine authentication
AUTH-00583,2026-08-15T08:00:40Z,APP-API-02,APP-API-02,ACME\mrivera,NTLM,failure,10.50.20.166,benign,routine authentication
AUTH-00863,2026-08-15T08:12:07Z,FILE-02,FILE-02,ACME\svc_backup,Kerberos,success,10.50.24.117,benign,routine authentication
AUTH-01034,2026-08-15T08:13:12Z,JUMP-01,DEPLOY-01,ACME\svc_backup,Kerberos,success,10.50.32.173,benign,routine authentication
AUTH-00436,2026-08-15T08:14:29Z,APP-API-03,FIN-WS-14,ACME\svc_deploy,NTLM,success,10.50.19.39,benign,routine authentication
AUTH-00728,2026-08-15T08:22:50Z,APP-API-02,APP-API-02,ACME\mrivera,WinRM,success,10.50.2.40,benign,routine authentication
AUTH-01049,2026-08-15T08:30:10Z,FIN-WS-14,JUMP-01,ACME\svc_backup,Kerberos,success,10.50.40.43,benign,routine authentication
AUTH-01373,2026-08-15T08:32:59Z,APP-API-03,DEPLOY-01,ACME\jsmith,Kerberos,success,10.50.44.101,benign,routine authentication
