finding_id,host,evidence,expected_decision,expected_confidence,analyst_decision,analyst_confidence,evidence_gap,note
F-01113,APP-API-03,routine context,context,high,,,,practice row
F-01114,DEPLOY-01,routine context,context,high,,,,practice row
F-01115,APP-API-03,routine context,context,high,,,,practice row
F-01116,JUMP-01,routine context,context,high,,,,practice row
F-01117,FILE-02,routine context,context,high,,,,practice row
F-01118,APP-API-03,routine context,context,high,,,,practice row
F-01119,APP-API-02,routine context,context,high,,,,practice row
F-01120,DEPLOY-01,routine context,context,high,,,,practice row
F-01121,FILE-02,routine context,context,high,,,,practice row
F-01122,APP-API-03,routine context,context,high,,,,practice row
F-01123,APP-API-03,routine context,context,high,,,,practice row
F-01124,APP-API-02,routine context,context,high,,,,practice row
F-01125,APP-API-03,routine context,context,high,,,,practice row
F-01126,FIN-WS-14,routine context,context,high,,,,practice row
F-01127,FILE-02,routine context,context,high,,,,practice row
F-01128,DEPLOY-01,routine context,context,high,,,,practice row
F-01129,FIN-WS-14,routine context,context,high,,,,practice row
F-01130,DEPLOY-01,routine context,context,high,,,,practice row
F-01131,APP-API-03,routine context,context,high,,,,practice row
F-01132,FILE-02,routine context,context,high,,,,practice row
F-01133,JUMP-01,routine context,context,high,,,,practice row
F-01134,APP-API-03,routine context,context,high,,,,practice row
F-01135,FIN-WS-14,routine context,context,high,,,,practice row
F-01136,JUMP-01,routine context,context,high,,,,practice row
F-01137,FILE-02,routine context,context,high,,,,practice row
F-01138,FILE-02,routine context,context,high,,,,practice row
F-01139,JUMP-01,routine context,context,high,,,,practice row
F-01140,DEPLOY-01,routine context,context,high,,,,practice row
F-01141,DEPLOY-01,routine context,context,high,,,,practice row
F-01142,DEPLOY-01,routine context,context,high,,,,practice row
F-01143,FILE-02,routine context,context,high,,,,practice row
F-01144,FILE-02,routine context,context,high,,,,practice row
F-01145,APP-API-02,routine context,context,high,,,,practice row
F-01146,DEPLOY-01,routine context,context,high,,,,practice row
F-01147,FILE-02,routine context,context,high,,,,practice row
F-01148,JUMP-01,routine context,context,high,,,,practice row
F-01149,FILE-02,routine context,context,high,,,,practice row
F-01150,DEPLOY-01,routine context,context,high,,,,practice row
F-01151,APP-API-02,routine context,context,high,,,,practice row
F-01152,FILE-02,routine context,context,high,,,,practice row
F-01153,DEPLOY-01,routine context,context,high,,,,practice row
F-01154,DEPLOY-01,routine context,context,high,,,,practice row
F-01155,APP-API-03,routine context,context,high,,,,practice row
F-01156,FIN-WS-14,routine context,context,high,,,,practice row
F-01157,APP-API-03,routine context,context,high,,,,practice row
F-01158,DEPLOY-01,routine context,context,high,,,,practice row
F-01159,APP-API-03,routine context,context,high,,,,practice row
F-01160,FILE-02,routine context,context,high,,,,practice row
F-01161,JUMP-01,routine context,context,high,,,,practice row
F-01162,FIN-WS-14,routine context,context,high,,,,practice row
F-01163,APP-API-03,routine context,context,high,,,,practice row
F-01164,FILE-02,routine context,context,high,,,,practice row
F-01165,DEPLOY-01,routine context,context,high,,,,practice row
F-01166,APP-API-02,routine context,context,high,,,,practice row
F-01167,APP-API-02,routine context,context,high,,,,practice row
F-01168,APP-API-02,routine context,context,high,,,,practice row
F-01169,DEPLOY-01,routine context,context,high,,,,practice row
F-01170,APP-API-03,routine context,context,high,,,,practice row
F-01171,FILE-02,routine context,context,high,,,,practice row
F-01172,APP-API-02,routine context,context,high,,,,practice row
F-01173,FILE-02,routine context,context,high,,,,practice row
F-01174,DEPLOY-01,routine context,context,high,,,,practice row
F-01175,DEPLOY-01,routine context,context,high,,,,practice row
F-01176,APP-API-02,routine context,context,high,,,,practice row
F-01177,JUMP-01,routine context,context,high,,,,practice row
F-01178,APP-API-02,routine context,context,high,,,,practice row
F-01179,DEPLOY-01,routine context,context,high,,,,practice row
F-01180,DEPLOY-01,routine context,context,high,,,,practice row
F-01181,DEPLOY-01,routine context,context,high,,,,practice row
F-01182,APP-API-03,routine context,context,high,,,,practice row
F-01183,APP-API-03,routine context,context,high,,,,practice row
F-01184,FILE-02,routine context,context,high,,,,practice row
F-01185,DEPLOY-01,routine context,context,high,,,,practice row
F-01186,FIN-WS-14,routine context,context,high,,,,practice row
F-01187,FIN-WS-14,routine context,context,high,,,,practice row
F-01188,JUMP-01,routine context,context,high,,,,practice row
F-01189,FIN-WS-14,routine context,context,high,,,,practice row
F-01190,FILE-02,routine context,context,high,,,,practice row
F-01191,APP-API-03,routine context,context,high,,,,practice row
F-01192,DEPLOY-01,routine context,context,high,,,,practice row
F-01193,APP-API-02,routine context,context,high,,,,practice row
F-01194,DEPLOY-01,routine context,context,high,,,,practice row
F-01195,DEPLOY-01,routine context,context,high,,,,practice row
F-01196,DEPLOY-01,routine context,context,high,,,,practice row
F-01197,FILE-02,routine context,context,high,,,,practice row
F-01198,DEPLOY-01,routine context,context,high,,,,practice row
F-01199,FIN-WS-14,routine context,context,high,,,,practice row
F-01200,FILE-02,routine context,context,high,,,,practice row
F-01201,APP-API-03,routine context,context,high,,,,practice row
F-01202,APP-API-02,routine context,context,high,,,,practice row
F-01203,APP-API-03,routine context,context,high,,,,practice row
F-01204,JUMP-01,routine context,context,high,,,,practice row
F-01205,APP-API-03,routine context,context,high,,,,practice row
F-01206,JUMP-01,routine context,context,high,,,,practice row
F-01207,APP-API-02,routine context,context,high,,,,practice row
F-01208,APP-API-03,routine context,context,high,,,,practice row
F-01209,FIN-WS-14,routine context,context,high,,,,practice row
F-01210,DEPLOY-01,routine context,context,high,,,,practice row
F-01211,JUMP-01,routine context,context,high,,,,practice row
F-01212,JUMP-01,routine context,context,high,,,,practice row
F-01213,FILE-02,routine context,context,high,,,,practice row
F-01214,APP-API-02,routine context,context,high,,,,practice row
F-01215,FIN-WS-14,routine context,context,high,,,,practice row
F-01216,APP-API-03,routine context,context,high,,,,practice row
F-01217,DEPLOY-01,routine context,context,high,,,,practice row
F-01218,FIN-WS-14,routine context,context,high,,,,practice row
F-01219,FILE-02,routine context,context,high,,,,practice row
F-01220,DEPLOY-01,routine context,context,high,,,,practice row
F-01221,JUMP-01,routine context,context,high,,,,practice row
F-01222,FIN-WS-14,routine context,context,high,,,,practice row
F-01223,APP-API-02,routine context,context,high,,,,practice row
F-01224,JUMP-01,routine context,context,high,,,,practice row
F-01225,FILE-02,routine context,context,high,,,,practice row
F-01226,APP-API-02,routine context,context,high,,,,practice row
F-01227,FIN-WS-14,routine context,context,high,,,,practice row
F-01228,FIN-WS-14,routine context,context,high,,,,practice row
F-01229,JUMP-01,routine context,context,high,,,,practice row
F-01230,APP-API-02,routine context,context,high,,,,practice row
F-01231,DEPLOY-01,routine context,context,high,,,,practice row
F-01232,DEPLOY-01,routine context,context,high,,,,practice row
F-01233,DEPLOY-01,routine context,context,high,,,,practice row
F-01234,FIN-WS-14,routine context,context,high,,,,practice row
F-01235,APP-API-03,routine context,context,high,,,,practice row
F-01236,FIN-WS-14,routine context,context,high,,,,practice row
F-01237,FIN-WS-14,routine context,context,high,,,,practice row
F-01238,JUMP-01,routine context,context,high,,,,practice row
F-01239,JUMP-01,routine context,context,high,,,,practice row
F-01240,DEPLOY-01,routine context,context,high,,,,practice row
F-01241,APP-API-03,routine context,context,high,,,,practice row
F-01242,FIN-WS-14,routine context,context,high,,,,practice row
F-01243,FIN-WS-14,routine context,context,high,,,,practice row
F-01244,JUMP-01,routine context,context,high,,,,practice row
F-01245,JUMP-01,routine context,context,high,,,,practice row
F-01246,APP-API-03,routine context,context,high,,,,practice row
F-01247,FILE-02,routine context,context,high,,,,practice row
F-01248,FIN-WS-14,routine context,context,high,,,,practice row
F-01249,FILE-02,routine context,context,high,,,,practice row
F-01250,FILE-02,routine context,context,high,,,,practice row
F-01251,FILE-02,routine context,context,high,,,,practice row
F-01252,APP-API-02,routine context,context,high,,,,practice row
F-01253,DEPLOY-01,routine context,context,high,,,,practice row
F-01254,DEPLOY-01,routine context,context,high,,,,practice row
F-01255,APP-API-02,routine context,context,high,,,,practice row
F-01256,FILE-02,routine context,context,high,,,,practice row
F-01257,JUMP-01,routine context,context,high,,,,practice row
F-01258,FILE-02,routine context,context,high,,,,practice row
F-01259,FIN-WS-14,routine context,context,high,,,,practice row
F-01260,APP-API-03,routine context,context,high,,,,practice row
F-01261,FIN-WS-14,routine context,context,high,,,,practice row
F-01262,JUMP-01,routine context,context,high,,,,practice row
F-01263,FILE-02,routine context,context,high,,,,practice row
F-01264,FIN-WS-14,routine context,context,high,,,,practice row
F-01265,APP-API-03,routine context,context,high,,,,practice row
F-01266,FILE-02,routine context,context,high,,,,practice row
F-01267,APP-API-03,routine context,context,high,,,,practice row
F-01268,JUMP-01,routine context,context,high,,,,practice row
F-01269,DEPLOY-01,routine context,context,high,,,,practice row
F-01270,DEPLOY-01,routine context,context,high,,,,practice row
F-01271,APP-API-02,routine context,context,high,,,,practice row
F-01272,FILE-02,routine context,context,high,,,,practice row
F-01273,FIN-WS-14,routine context,context,high,,,,practice row
F-01274,APP-API-03,routine context,context,high,,,,practice row
F-01275,DEPLOY-01,routine context,context,high,,,,practice row
F-01276,FILE-02,routine context,context,high,,,,practice row
F-01277,FILE-02,routine context,context,high,,,,practice row
F-01278,DEPLOY-01,routine context,context,high,,,,practice row
F-01279,FILE-02,routine context,context,high,,,,practice row
F-01280,JUMP-01,routine context,context,high,,,,practice row
F-01281,DEPLOY-01,routine context,context,high,,,,practice row
F-01282,APP-API-02,routine context,context,high,,,,practice row
F-01283,JUMP-01,routine context,context,high,,,,practice row
F-01284,FIN-WS-14,routine context,context,high,,,,practice row
F-01285,APP-API-03,routine context,context,high,,,,practice row
F-01286,APP-API-03,routine context,context,high,,,,practice row
F-01287,FILE-02,routine context,context,high,,,,practice row
F-01288,DEPLOY-01,routine context,context,high,,,,practice row
F-01289,JUMP-01,routine context,context,high,,,,practice row
F-01290,APP-API-02,routine context,context,high,,,,practice row
F-01291,APP-API-02,routine context,context,high,,,,practice row
F-01292,FILE-02,routine context,context,high,,,,practice row
F-01293,FIN-WS-14,routine context,context,high,,,,practice row
F-01294,APP-API-02,routine context,context,high,,,,practice row
F-01295,FIN-WS-14,routine context,context,high,,,,practice row
F-01296,APP-API-03,routine context,context,high,,,,practice row
F-01297,JUMP-01,routine context,context,high,,,,practice row
F-01298,APP-API-02,routine context,context,high,,,,practice row
F-01299,DEPLOY-01,routine context,context,high,,,,practice row
F-01300,DEPLOY-01,routine context,context,high,,,,practice row
F-01301,FIN-WS-14,routine context,context,high,,,,practice row
F-01302,FILE-02,routine context,context,high,,,,practice row
F-01303,APP-API-03,routine context,context,high,,,,practice row
F-01304,FIN-WS-14,routine context,context,high,,,,practice row
F-01305,APP-API-03,routine context,context,high,,,,practice row
F-01306,APP-API-03,routine context,context,high,,,,practice row
F-01307,FIN-WS-14,routine context,context,high,,,,practice row
F-01308,FIN-WS-14,routine context,context,high,,,,practice row
F-01309,APP-API-03,routine context,context,high,,,,practice row
F-01310,FILE-02,routine context,context,high,,,,practice row
F-01311,FIN-WS-14,routine context,context,high,,,,practice row
F-01312,FIN-WS-14,routine context,context,high,,,,practice row
F-01313,FILE-02,routine context,context,high,,,,practice row
F-01314,FILE-02,routine context,context,high,,,,practice row
F-01315,APP-API-02,routine context,context,high,,,,practice row
F-01316,JUMP-01,routine context,context,high,,,,practice row
F-01317,FILE-02,routine context,context,high,,,,practice row
F-01318,FIN-WS-14,routine context,context,high,,,,practice row
F-01319,APP-API-03,routine context,context,high,,,,practice row
F-01320,FILE-02,routine context,context,high,,,,practice row
F-01321,APP-API-02,routine context,context,high,,,,practice row
F-01322,JUMP-01,routine context,context,high,,,,practice row
F-01323,FIN-WS-14,routine context,context,high,,,,practice row
F-01324,JUMP-01,routine context,context,high,,,,practice row
F-01325,FIN-WS-14,routine context,context,high,,,,practice row
F-01326,APP-API-03,routine context,context,high,,,,practice row
F-01327,FIN-WS-14,routine context,context,high,,,,practice row
F-01328,APP-API-02,routine context,context,high,,,,practice row
F-01329,JUMP-01,routine context,context,high,,,,practice row
F-01330,DEPLOY-01,routine context,context,high,,,,practice row
F-01331,FILE-02,routine context,context,high,,,,practice row
F-01332,APP-API-02,routine context,context,high,,,,practice row
F-01333,APP-API-02,routine context,context,high,,,,practice row
F-01334,FIN-WS-14,routine context,context,high,,,,practice row
F-01335,FILE-02,routine context,context,high,,,,practice row
F-01336,APP-API-02,routine context,context,high,,,,practice row
F-01337,APP-API-03,routine context,context,high,,,,practice row
F-01338,APP-API-02,routine context,context,high,,,,practice row
F-01339,FIN-WS-14,routine context,context,high,,,,practice row
F-01340,FILE-02,routine context,context,high,,,,practice row
F-01341,JUMP-01,routine context,context,high,,,,practice row
F-01342,APP-API-02,routine context,context,high,,,,practice row
F-01343,JUMP-01,routine context,context,high,,,,practice row
F-01344,APP-API-02,routine context,context,high,,,,practice row
F-01345,DEPLOY-01,routine context,context,high,,,,practice row
F-01346,FIN-WS-14,routine context,context,high,,,,practice row
F-01347,DEPLOY-01,routine context,context,high,,,,practice row
F-01348,FILE-02,routine context,context,high,,,,practice row
F-01349,JUMP-01,routine context,context,high,,,,practice row
F-01350,FIN-WS-14,routine context,context,high,,,,practice row
F-01351,FILE-02,routine context,context,high,,,,practice row
F-01352,FILE-02,routine context,context,high,,,,practice row
F-01353,FIN-WS-14,routine context,context,high,,,,practice row
F-01354,APP-API-02,routine context,context,high,,,,practice row
F-01355,DEPLOY-01,routine context,context,high,,,,practice row
F-01356,FIN-WS-14,routine context,context,high,,,,practice row
F-01357,DEPLOY-01,routine context,context,high,,,,practice row
F-01358,APP-API-03,routine context,context,high,,,,practice row
F-01359,FIN-WS-14,routine context,context,high,,,,practice row
F-01360,FIN-WS-14,routine context,context,high,,,,practice row
F-01361,DEPLOY-01,routine context,context,high,,,,practice row
F-01362,APP-API-03,routine context,context,high,,,,practice row
F-01363,APP-API-02,routine context,context,high,,,,practice row
F-01364,JUMP-01,routine context,context,high,,,,practice row
F-01365,JUMP-01,routine context,context,high,,,,practice row
F-01366,FILE-02,routine context,context,high,,,,practice row
F-01367,DEPLOY-01,routine context,context,high,,,,practice row
F-01368,DEPLOY-01,routine context,context,high,,,,practice row
F-01369,FILE-02,routine context,context,high,,,,practice row
F-01370,JUMP-01,routine context,context,high,,,,practice row
F-01371,APP-API-03,routine context,context,high,,,,practice row
F-01372,FILE-02,routine context,context,high,,,,practice row
F-01373,DEPLOY-01,routine context,context,high,,,,practice row
F-01374,JUMP-01,routine context,context,high,,,,practice row
F-01375,APP-API-03,routine context,context,high,,,,practice row
F-01376,FILE-02,routine context,context,high,,,,practice row
F-01377,DEPLOY-01,routine context,context,high,,,,practice row
F-01378,DEPLOY-01,routine context,context,high,,,,practice row
F-01379,APP-API-02,routine context,context,high,,,,practice row
F-01380,DEPLOY-01,routine context,context,high,,,,practice row
F-01381,APP-API-03,routine context,context,high,,,,practice row
F-01382,DEPLOY-01,routine context,context,high,,,,practice row
F-01383,JUMP-01,routine context,context,high,,,,practice row
F-01384,FILE-02,routine context,context,high,,,,practice row
F-01385,APP-API-02,routine context,context,high,,,,practice row
F-01386,FILE-02,routine context,context,high,,,,practice row
F-01387,APP-API-02,routine context,context,high,,,,practice row
F-01388,JUMP-01,routine context,context,high,,,,practice row
F-01389,APP-API-03,routine context,context,high,,,,practice row
F-01390,APP-API-03,routine context,context,high,,,,practice row
F-01391,APP-API-02,routine context,context,high,,,,practice row
F-01392,DEPLOY-01,routine context,context,high,,,,practice row
F-01393,DEPLOY-01,routine context,context,high,,,,practice row
F-01394,JUMP-01,routine context,context,high,,,,practice row
F-01395,FILE-02,routine context,context,high,,,,practice row
F-01396,JUMP-01,routine context,context,high,,,,practice row
F-01397,DEPLOY-01,routine context,context,high,,,,practice row
F-01398,APP-API-02,routine context,context,high,,,,practice row
F-01399,APP-API-03,routine context,context,high,,,,practice row
F-01400,DEPLOY-01,routine context,context,high,,,,practice row
F-01401,APP-API-02,routine context,context,high,,,,practice row
F-01402,APP-API-03,routine context,context,high,,,,practice row
F-01403,FILE-02,routine context,context,high,,,,practice row
F-01404,APP-API-02,routine context,context,high,,,,practice row
F-01405,FILE-02,routine context,context,high,,,,practice row
F-01406,FILE-02,routine context,context,high,,,,practice row
F-01407,JUMP-01,routine context,context,high,,,,practice row
F-01408,FIN-WS-14,routine context,context,high,,,,practice row
F-01409,FILE-02,routine context,context,high,,,,practice row
F-01410,FILE-02,routine context,context,high,,,,practice row
F-01411,JUMP-01,routine context,context,high,,,,practice row
F-01412,FILE-02,routine context,context,high,,,,practice row
F-01413,FIN-WS-14,routine context,context,high,,,,practice row
F-01414,APP-API-03,routine context,context,high,,,,practice row
F-01415,FIN-WS-14,routine context,context,high,,,,practice row
F-01416,APP-API-02,routine context,context,high,,,,practice row
F-01417,DEPLOY-01,routine context,context,high,,,,practice row
F-01418,FIN-WS-14,routine context,context,high,,,,practice row
F-01419,DEPLOY-01,routine context,context,high,,,,practice row
F-01420,FILE-02,routine context,context,high,,,,practice row
F-01421,FIN-WS-14,routine context,context,high,,,,practice row
F-01422,DEPLOY-01,routine context,context,high,,,,practice row
F-01423,DEPLOY-01,routine context,context,high,,,,practice row
F-01424,APP-API-02,routine context,context,high,,,,practice row
F-01425,APP-API-02,routine context,context,high,,,,practice row
F-01426,DEPLOY-01,routine context,context,high,,,,practice row
F-01427,FILE-02,routine context,context,high,,,,practice row
F-01428,APP-API-02,routine context,context,high,,,,practice row
F-01429,FILE-02,routine context,context,high,,,,practice row
F-01430,APP-API-02,routine context,context,high,,,,practice row
F-01431,FIN-WS-14,routine context,context,high,,,,practice row
F-01432,FIN-WS-14,routine context,context,high,,,,practice row
F-01433,JUMP-01,routine context,context,high,,,,practice row
F-01434,APP-API-02,routine context,context,high,,,,practice row
F-01435,FIN-WS-14,routine context,context,high,,,,practice row
F-01436,FIN-WS-14,routine context,context,high,,,,practice row
F-01437,APP-API-02,routine context,context,high,,,,practice row
F-01438,APP-API-02,routine context,context,high,,,,practice row
F-01439,JUMP-01,routine context,context,high,,,,practice row
F-01440,DEPLOY-01,routine context,context,high,,,,practice row
F-01441,JUMP-01,routine context,context,high,,,,practice row
F-01442,FILE-02,routine context,context,high,,,,practice row
F-01443,APP-API-02,routine context,context,high,,,,practice row
F-01444,FIN-WS-14,routine context,context,high,,,,practice row
F-01445,JUMP-01,routine context,context,high,,,,practice row
F-01446,FILE-02,routine context,context,high,,,,practice row
F-01447,DEPLOY-01,routine context,context,high,,,,practice row
F-01448,DEPLOY-01,routine context,context,high,,,,practice row
F-01449,FILE-02,routine context,context,high,,,,practice row
F-01450,APP-API-02,routine context,context,high,,,,practice row
F-01451,FIN-WS-14,routine context,context,high,,,,practice row
F-01452,DEPLOY-01,routine context,context,high,,,,practice row
F-01453,DEPLOY-01,routine context,context,high,,,,practice row
F-01454,DEPLOY-01,routine context,context,high,,,,practice row
F-01455,APP-API-02,routine context,context,high,,,,practice row
F-01456,FILE-02,routine context,context,high,,,,practice row
F-01457,DEPLOY-01,routine context,context,high,,,,practice row
F-01458,FIN-WS-14,routine context,context,high,,,,practice row
F-01459,APP-API-02,routine context,context,high,,,,practice row
F-01460,FIN-WS-14,routine context,context,high,,,,practice row
F-01461,APP-API-03,routine context,context,high,,,,practice row
F-01462,FILE-02,routine context,context,high,,,,practice row
F-01463,JUMP-01,routine context,context,high,,,,practice row
F-01464,JUMP-01,routine context,context,high,,,,practice row
F-01465,JUMP-01,routine context,context,high,,,,practice row
F-01466,DEPLOY-01,routine context,context,high,,,,practice row
F-01467,FILE-02,routine context,context,high,,,,practice row
F-01468,JUMP-01,routine context,context,high,,,,practice row
F-01469,DEPLOY-01,routine context,context,high,,,,practice row
F-01470,APP-API-03,routine context,context,high,,,,practice row
F-01471,FIN-WS-14,routine context,context,high,,,,practice row
F-01472,DEPLOY-01,routine context,context,high,,,,practice row
F-01473,APP-API-03,routine context,context,high,,,,practice row
F-01474,DEPLOY-01,routine context,context,high,,,,practice row
F-01475,FILE-02,routine context,context,high,,,,practice row
F-01476,FIN-WS-14,routine context,context,high,,,,practice row
F-01477,FILE-02,routine context,context,high,,,,practice row
F-01478,FILE-02,routine context,context,high,,,,practice row
F-01479,FIN-WS-14,routine context,context,high,,,,practice row
F-01480,JUMP-01,routine context,context,high,,,,practice row
F-01481,JUMP-01,routine context,context,high,,,,practice row
F-01482,FILE-02,routine context,context,high,,,,practice row
F-01483,APP-API-02,routine context,context,high,,,,practice row
F-01484,FIN-WS-14,routine context,context,high,,,,practice row
F-01485,FILE-02,routine context,context,high,,,,practice row
F-01486,APP-API-03,routine context,context,high,,,,practice row
F-01487,APP-API-02,routine context,context,high,,,,practice row
F-01488,APP-API-02,routine context,context,high,,,,practice row
F-01489,DEPLOY-01,routine context,context,high,,,,practice row
F-01490,APP-API-02,routine context,context,high,,,,practice row
F-01491,FIN-WS-14,routine context,context,high,,,,practice row
F-01492,FILE-02,routine context,context,high,,,,practice row
F-01493,FILE-02,routine context,context,high,,,,practice row
F-01494,APP-API-02,routine context,context,high,,,,practice row
F-01495,APP-API-02,routine context,context,high,,,,practice row
F-01496,JUMP-01,routine context,context,high,,,,practice row
F-01497,APP-API-02,routine context,context,high,,,,practice row
F-01498,APP-API-02,routine context,context,high,,,,practice row
F-01499,APP-API-03,routine context,context,high,,,,practice row
F-01500,APP-API-02,routine context,context,high,,,,practice row
F-01501,FIN-WS-14,routine context,context,high,,,,practice row
F-01502,APP-API-03,routine context,context,high,,,,practice row
F-01503,FIN-WS-14,routine context,context,high,,,,practice row
F-01504,APP-API-03,routine context,context,high,,,,practice row
F-01505,JUMP-01,routine context,context,high,,,,practice row
F-01506,FIN-WS-14,routine context,context,high,,,,practice row
F-01507,JUMP-01,routine context,context,high,,,,practice row
F-01508,DEPLOY-01,routine context,context,high,,,,practice row
F-01509,JUMP-01,routine context,context,high,,,,practice row
F-01510,APP-API-02,routine context,context,high,,,,practice row
F-01511,JUMP-01,routine context,context,high,,,,practice row
F-01512,FIN-WS-14,routine context,context,high,,,,practice row
F-01513,FILE-02,routine context,context,high,,,,practice row
F-01514,FIN-WS-14,routine context,context,high,,,,practice row
F-01515,JUMP-01,routine context,context,high,,,,practice row
F-01516,FIN-WS-14,routine context,context,high,,,,practice row
F-01517,JUMP-01,routine context,context,high,,,,practice row
F-01518,DEPLOY-01,routine context,context,high,,,,practice row
F-01519,DEPLOY-01,routine context,context,high,,,,practice row
F-01520,DEPLOY-01,routine context,context,high,,,,practice row
F-01521,FIN-WS-14,routine context,context,high,,,,practice row
F-01522,APP-API-02,routine context,context,high,,,,practice row
F-01523,APP-API-02,routine context,context,high,,,,practice row
F-01524,APP-API-02,routine context,context,high,,,,practice row
F-01525,JUMP-01,routine context,context,high,,,,practice row
F-01526,FILE-02,routine context,context,high,,,,practice row
F-01527,DEPLOY-01,routine context,context,high,,,,practice row
F-01528,FIN-WS-14,routine context,context,high,,,,practice row
F-01529,APP-API-02,routine context,context,high,,,,practice row
F-01530,FILE-02,routine context,context,high,,,,practice row
F-01531,JUMP-01,routine context,context,high,,,,practice row
F-01532,JUMP-01,routine context,context,high,,,,practice row
F-01533,FIN-WS-14,routine context,context,high,,,,practice row
F-01534,FIN-WS-14,routine context,context,high,,,,practice row
F-01535,JUMP-01,routine context,context,high,,,,practice row
F-01536,JUMP-01,routine context,context,high,,,,practice row
F-01537,DEPLOY-01,routine context,context,high,,,,practice row
F-01538,DEPLOY-01,routine context,context,high,,,,practice row
F-01539,APP-API-03,routine context,context,high,,,,practice row
F-01540,FIN-WS-14,routine context,context,high,,,,practice row
F-01541,APP-API-02,routine context,context,high,,,,practice row
F-01542,JUMP-01,routine context,context,high,,,,practice row
F-01543,APP-API-03,routine context,context,high,,,,practice row
F-01544,DEPLOY-01,routine context,context,high,,,,practice row
F-01545,DEPLOY-01,routine context,context,high,,,,practice row
F-01546,APP-API-03,routine context,context,high,,,,practice row
F-01547,JUMP-01,routine context,context,high,,,,practice row
F-01548,APP-API-03,routine context,context,high,,,,practice row
F-01549,FIN-WS-14,routine context,context,high,,,,practice row
F-01550,JUMP-01,routine context,context,high,,,,practice row
F-01551,APP-API-02,routine context,context,high,,,,practice row
F-01552,DEPLOY-01,routine context,context,high,,,,practice row
F-01553,JUMP-01,routine context,context,high,,,,practice row
F-01554,FIN-WS-14,routine context,context,high,,,,practice row
F-01555,JUMP-01,routine context,context,high,,,,practice row
F-01556,JUMP-01,routine context,context,high,,,,practice row
F-01557,JUMP-01,routine context,context,high,,,,practice row
F-01558,JUMP-01,routine context,context,high,,,,practice row
F-01559,APP-API-03,routine context,context,high,,,,practice row
F-01560,DEPLOY-01,routine context,context,high,,,,practice row
F-01561,FIN-WS-14,routine context,context,high,,,,practice row
F-01562,APP-API-02,routine context,context,high,,,,practice row
F-01563,APP-API-03,routine context,context,high,,,,practice row
F-01564,FIN-WS-14,routine context,context,high,,,,practice row
F-01565,JUMP-01,routine context,context,high,,,,practice row
F-01566,JUMP-01,routine context,context,high,,,,practice row
F-01567,JUMP-01,routine context,context,high,,,,practice row
F-01568,APP-API-02,routine context,context,high,,,,practice row
F-01569,DEPLOY-01,routine context,context,high,,,,practice row
F-01570,FILE-02,routine context,context,high,,,,practice row
F-01571,FIN-WS-14,routine context,context,high,,,,practice row
F-01572,APP-API-02,routine context,context,high,,,,practice row
F-01573,APP-API-02,routine context,context,high,,,,practice row
F-01574,JUMP-01,routine context,context,high,,,,practice row
F-01575,APP-API-03,routine context,context,high,,,,practice row
F-01576,JUMP-01,routine context,context,high,,,,practice row
F-01577,DEPLOY-01,routine context,context,high,,,,practice row
F-01578,DEPLOY-01,routine context,context,high,,,,practice row
F-01579,APP-API-03,routine context,context,high,,,,practice row
F-01580,DEPLOY-01,routine context,context,high,,,,practice row
F-01581,DEPLOY-01,routine context,context,high,,,,practice row
F-01582,FIN-WS-14,routine context,context,high,,,,practice row
F-01583,APP-API-02,routine context,context,high,,,,practice row
F-01584,DEPLOY-01,routine context,context,high,,,,practice row
F-01585,APP-API-02,routine context,context,high,,,,practice row
F-01586,DEPLOY-01,routine context,context,high,,,,practice row
F-01587,APP-API-02,routine context,context,high,,,,practice row
F-01588,APP-API-02,routine context,context,high,,,,practice row
F-01589,DEPLOY-01,routine context,context,high,,,,practice row
F-01590,DEPLOY-01,routine context,context,high,,,,practice row
F-01591,APP-API-02,routine context,context,high,,,,practice row
F-01592,DEPLOY-01,routine context,context,high,,,,practice row
F-01593,DEPLOY-01,routine context,context,high,,,,practice row
F-001,FIN-WS-14,known malicious rundll32 chain,confirmed compromised,high,,,,source host
F-002,APP-API-02,failed WinRM from FIN-WS-14,scope further,high,,,no successful auth from compromised source,do not overstate
F-003,APP-API-03,failed WinRM from FIN-WS-14,scope further,high,,,no successful auth or remote process,do not overstate
F-004,APP-API-02,successful WinRM from DEPLOY-01 using svc_deploy,approved activity,high,,,,nearby but unrelated
F-005,APP-API-02,responder RDP and triage after alert,authorized response,high,,,,response activity
F-006,APP-API-02,no matching malicious process/file evidence,not confirmed compromised,high,,,more EDR/network retention could raise confidence,scope boundary
