detection_id,_time,severity,title,host,user,expected_decision,note
ATD-007-00220,2026-08-20T22:43:19Z,low,Background Review,FIN-WS-14,ACME\svc_print,context,background detection
ATD-007-00271,2026-08-20T22:50:52Z,low,Background Review,BACKUP-01,ACME\svc_backup,context,background detection
ATD-007-00093,2026-08-20T22:59:09Z,low,Background Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-007-00313,2026-08-20T22:59:12Z,low,Background Review,FILE-02,ACME\svc_print,context,background detection
ATD-007-00383,2026-08-20T23:00:03Z,low,Background Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01310,2026-08-20T23:07:26Z,low,Background Review,BACKUP-01,ACME\svc_print,context,background detection
ATD-007-00884,2026-08-20T23:08:16Z,low,Background Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-007-01253,2026-08-20T23:11:37Z,low,Background Review,PRINT-01,ACME\jsmith,context,background detection
ATD-007-01794,2026-08-20T23:13:38Z,low,Background Review,FILE-02,ACME\jsmith,context,background detection
ATD-007-01746,2026-08-20T23:14:43Z,low,Background Review,DC-01,ACME\svc_backup,context,background detection
ATD-007-01032,2026-08-20T23:18:27Z,low,Background Review,APP-API-02,ACME\mrivera,context,background detection
ATD-007-00431,2026-08-20T23:22:28Z,low,Background Review,BACKUP-01,ACME\svc_print,context,background detection
ATD-007-00757,2026-08-20T23:26:22Z,low,Background Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-007-00055,2026-08-20T23:31:47Z,low,Background Review,PRINT-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00936,2026-08-20T23:33:48Z,low,Background Review,BACKUP-01,ACME\jsmith,context,background detection
ATD-007-01499,2026-08-20T23:36:08Z,low,Background Review,PRINT-01,ACME\mrivera,context,background detection
ATD-007-01737,2026-08-20T23:37:21Z,low,Background Review,BACKUP-01,ACME\mrivera,context,background detection
ATD-007-01627,2026-08-20T23:46:22Z,low,Background Review,PRINT-01,ACME\svc_print,context,background detection
ATD-007-01181,2026-08-20T23:47:05Z,low,Background Review,DC-01,ACME\mrivera,context,background detection
ATD-007-01179,2026-08-20T23:48:29Z,low,Background Review,APP-API-02,ACME\mrivera,context,background detection
ATD-007-01209,2026-08-20T23:49:24Z,low,Background Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00921,2026-08-20T23:51:26Z,low,Background Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-007-01347,2026-08-20T23:53:20Z,low,Background Review,FIN-WS-14,ACME\svc_print,context,background detection
ATD-007-01420,2026-08-21T00:00:39Z,low,Background Review,PRINT-01,ACME\svc_print,context,background detection
ATD-007-01538,2026-08-21T00:01:20Z,low,Background Review,BACKUP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01047,2026-08-21T00:02:17Z,low,Background Review,FILE-02,ACME\jsmith,context,background detection
ATD-007-00360,2026-08-21T00:04:54Z,low,Background Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-007-01652,2026-08-21T00:16:47Z,low,Background Review,PRINT-01,ACME\svc_backup,context,background detection
ATD-007-01508,2026-08-21T00:17:40Z,low,Background Review,JUMP-01,ACME\jsmith,context,background detection
ATD-007-01720,2026-08-21T00:26:32Z,low,Background Review,JUMP-01,ACME\svc_print,context,background detection
ATD-007-01226,2026-08-21T00:31:51Z,low,Background Review,PRINT-01,ACME\svc_print,context,background detection
ATD-007-01486,2026-08-21T00:33:22Z,low,Background Review,PRINT-01,ACME\mrivera,context,background detection
ATD-007-01717,2026-08-21T00:39:09Z,low,Background Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-007-00362,2026-08-21T00:42:57Z,low,Background Review,APP-API-02,ACME\svc_print,context,background detection
ATD-007-01642,2026-08-21T00:44:54Z,low,Background Review,FIN-WS-14,ACME\svc_print,context,background detection
ATD-007-00724,2026-08-21T00:46:15Z,low,Background Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00377,2026-08-21T00:50:11Z,low,Background Review,JUMP-01,ACME\jsmith,context,background detection
ATD-007-01356,2026-08-21T00:50:11Z,low,Background Review,BACKUP-01,ACME\svc_backup,context,background detection
ATD-007-00776,2026-08-21T00:57:07Z,low,Background Review,JUMP-01,ACME\jsmith,context,background detection
ATD-007-00244,2026-08-21T00:57:39Z,low,Background Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-007-00376,2026-08-21T01:00:14Z,low,Background Review,PRINT-01,ACME\svc_print,context,background detection
ATD-007-00442,2026-08-21T01:05:46Z,low,Background Review,FILE-02,ACME\mrivera,context,background detection
ATD-007-00470,2026-08-21T01:06:59Z,low,Background Review,BACKUP-01,ACME\jsmith,context,background detection
ATD-007-01168,2026-08-21T01:08:49Z,low,Background Review,DC-01,ACME\mrivera,context,background detection
ATD-007-01614,2026-08-21T01:08:58Z,low,Background Review,DC-01,ACME\svc_backup,context,background detection
ATD-007-00600,2026-08-21T01:14:38Z,low,Background Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-007-01730,2026-08-21T01:16:03Z,low,Background Review,FILE-02,ACME\jsmith,context,background detection
ATD-007-01435,2026-08-21T01:23:19Z,low,Background Review,BACKUP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01256,2026-08-21T01:23:40Z,low,Background Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01387,2026-08-21T01:29:25Z,low,Background Review,BACKUP-01,ACME\mrivera,context,background detection
ATD-007-00519,2026-08-21T01:35:40Z,low,Background Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-007-01022,2026-08-21T01:43:10Z,low,Background Review,DC-01,ACME\svc_backup,context,background detection
ATD-007-01707,2026-08-21T01:43:36Z,low,Background Review,DC-01,ACME\jsmith,context,background detection
ATD-007-00381,2026-08-21T01:45:59Z,low,Background Review,JUMP-01,ACME\jsmith,context,background detection
ATD-007-01114,2026-08-21T01:47:42Z,low,Background Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00054,2026-08-21T01:48:22Z,low,Background Review,PRINT-01,ACME\jsmith,context,background detection
ATD-007-00165,2026-08-21T01:50:33Z,low,Background Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01592,2026-08-21T02:00:31Z,low,Background Review,BACKUP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00250,2026-08-21T02:16:20Z,low,Background Review,BACKUP-01,ACME\svc_backup,context,background detection
ATD-007-00702,2026-08-21T02:18:41Z,low,Background Review,APP-API-02,ACME\mrivera,context,background detection
ATD-007-01155,2026-08-21T02:19:56Z,low,Background Review,JUMP-01,ACME\svc_print,context,background detection
ATD-007-01531,2026-08-21T02:25:25Z,low,Background Review,FILE-02,ACME\svc_print,context,background detection
ATD-007-00242,2026-08-21T02:28:56Z,low,Background Review,BACKUP-01,ACME\svc_backup,context,background detection
ATD-007-01738,2026-08-21T02:33:51Z,low,Background Review,PRINT-01,ACME\svc_backup,context,background detection
ATD-007-01240,2026-08-21T02:34:28Z,low,Background Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00628,2026-08-21T02:36:47Z,low,Background Review,BACKUP-01,ACME\svc_backup,context,background detection
ATD-007-01440,2026-08-21T02:39:20Z,low,Background Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-007-00110,2026-08-21T02:40:19Z,low,Background Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-007-01309,2026-08-21T02:46:38Z,low,Background Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00560,2026-08-21T02:47:41Z,low,Background Review,BACKUP-01,ACME\mrivera,context,background detection
ATD-007-01801,2026-08-21T02:49:21Z,low,Background Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-007-01145,2026-08-21T02:56:10Z,low,Background Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01017,2026-08-21T03:05:36Z,low,Background Review,BACKUP-01,ACME\mrivera,context,background detection
ATD-007-00049,2026-08-21T03:08:50Z,low,Background Review,APP-API-02,ACME\mrivera,context,background detection
ATD-007-00566,2026-08-21T03:10:25Z,low,Background Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00789,2026-08-21T03:14:37Z,low,Background Review,JUMP-01,ACME\jsmith,context,background detection
ATD-007-00184,2026-08-21T03:18:19Z,low,Background Review,BACKUP-01,ACME\mrivera,context,background detection
ATD-007-01333,2026-08-21T03:31:43Z,low,Background Review,BACKUP-01,ACME\svc_backup,context,background detection
ATD-007-01610,2026-08-21T03:36:23Z,low,Background Review,PRINT-01,ACME\svc_print,context,background detection
ATD-007-00374,2026-08-21T03:37:49Z,low,Background Review,PRINT-01,ACME\jsmith,context,background detection
ATD-007-00876,2026-08-21T03:40:44Z,low,Background Review,FILE-02,ACME\svc_backup,context,background detection
ATD-007-01784,2026-08-21T03:56:53Z,low,Background Review,APP-API-02,ACME\svc_print,context,background detection
ATD-007-00056,2026-08-21T03:57:02Z,low,Background Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01040,2026-08-21T03:58:56Z,low,Background Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-007-00029,2026-08-21T04:01:13Z,low,Background Review,APP-API-02,ACME\svc_print,context,background detection
ATD-007-00914,2026-08-21T04:13:52Z,low,Background Review,JUMP-01,ACME\svc_print,context,background detection
ATD-007-00691,2026-08-21T04:13:54Z,low,Background Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00388,2026-08-21T04:14:55Z,low,Background Review,PRINT-01,ACME\svc_backup,context,background detection
ATD-007-01505,2026-08-21T04:15:06Z,low,Background Review,PRINT-01,ACME\jsmith,context,background detection
ATD-007-00589,2026-08-21T04:20:21Z,low,Background Review,JUMP-01,ACME\jsmith,context,background detection
ATD-007-00069,2026-08-21T04:24:21Z,low,Background Review,FIN-WS-14,ACME\svc_print,context,background detection
ATD-007-00190,2026-08-21T04:35:11Z,low,Background Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-007-01059,2026-08-21T04:36:20Z,low,Background Review,BACKUP-01,ACME\svc_backup,context,background detection
ATD-007-00334,2026-08-21T04:38:05Z,low,Background Review,FILE-02,ACME\svc_print,context,background detection
ATD-007-01229,2026-08-21T04:41:36Z,low,Background Review,BACKUP-01,ACME\jsmith,context,background detection
ATD-007-01025,2026-08-21T04:44:07Z,low,Background Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00937,2026-08-21T04:45:39Z,low,Background Review,BACKUP-01,ACME\mrivera,context,background detection
ATD-007-00650,2026-08-21T04:48:50Z,low,Background Review,PRINT-01,ACME\svc_backup,context,background detection
ATD-007-01518,2026-08-21T04:59:29Z,low,Background Review,FILE-02,ACME\svc_backup,context,background detection
ATD-007-00068,2026-08-21T05:03:59Z,low,Background Review,FILE-02,ACME\svc_backup,context,background detection
ATD-007-00384,2026-08-21T05:13:54Z,low,Background Review,APP-API-02,ACME\mrivera,context,background detection
ATD-007-00995,2026-08-21T05:19:12Z,low,Background Review,APP-API-02,ACME\mrivera,context,background detection
ATD-007-00620,2026-08-21T05:25:51Z,low,Background Review,PRINT-01,ACME\mrivera,context,background detection
ATD-007-00477,2026-08-21T05:26:39Z,low,Background Review,APP-API-02,ACME\svc_print,context,background detection
ATD-007-00089,2026-08-21T05:28:17Z,low,Background Review,FILE-02,ACME\svc_backup,context,background detection
ATD-007-00429,2026-08-21T05:30:16Z,low,Background Review,PRINT-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01553,2026-08-21T05:30:32Z,low,Background Review,DC-01,ACME\svc_backup,context,background detection
ATD-007-00105,2026-08-21T05:30:43Z,low,Background Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-007-00161,2026-08-21T05:33:36Z,low,Background Review,BACKUP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00181,2026-08-21T05:33:45Z,low,Background Review,APP-API-02,ACME\svc_print,context,background detection
ATD-007-00047,2026-08-21T05:36:55Z,low,Background Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-007-01617,2026-08-21T05:37:14Z,low,Background Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01735,2026-08-21T05:43:42Z,low,Background Review,PRINT-01,ACME\svc_print,context,background detection
ATD-007-00066,2026-08-21T05:43:46Z,low,Background Review,PRINT-01,ACME\svc_print,context,background detection
ATD-007-00120,2026-08-21T05:46:43Z,low,Background Review,JUMP-01,ACME\jsmith,context,background detection
ATD-007-01761,2026-08-21T05:48:55Z,low,Background Review,PRINT-01,ACME\svc_print,context,background detection
ATD-007-01002,2026-08-21T05:51:48Z,low,Background Review,PRINT-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00904,2026-08-21T06:00:11Z,low,Background Review,APP-API-02,ACME\jsmith,context,background detection
ATD-007-01360,2026-08-21T06:00:24Z,low,Background Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-007-00689,2026-08-21T06:03:24Z,low,Background Review,FILE-02,ACME\jsmith,context,background detection
ATD-007-00962,2026-08-21T06:05:11Z,low,Background Review,DC-01,ACME\mrivera,context,background detection
ATD-007-00434,2026-08-21T06:05:54Z,low,Background Review,PRINT-01,ACME\mrivera,context,background detection
ATD-007-00844,2026-08-21T06:06:39Z,low,Background Review,JUMP-01,ACME\svc_print,context,background detection
ATD-007-01341,2026-08-21T06:07:12Z,low,Background Review,FILE-02,ACME\svc_print,context,background detection
ATD-007-00457,2026-08-21T06:07:33Z,low,Background Review,JUMP-01,ACME\mrivera,context,background detection
ATD-007-01534,2026-08-21T06:08:42Z,low,Background Review,JUMP-01,ACME\mrivera,context,background detection
ATD-007-00308,2026-08-21T06:11:30Z,low,Background Review,PRINT-01,ACME\mrivera,context,background detection
ATD-007-01323,2026-08-21T06:14:29Z,low,Background Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-007-00910,2026-08-21T06:26:22Z,low,Background Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-007-00885,2026-08-21T06:31:43Z,low,Background Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01753,2026-08-21T06:44:00Z,low,Background Review,FIN-WS-14,ACME\svc_print,context,background detection
ATD-007-00710,2026-08-21T06:51:24Z,low,Background Review,PRINT-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01554,2026-08-21T06:53:50Z,low,Background Review,FIN-WS-14,ACME\svc_print,context,background detection
ATD-007-01797,2026-08-21T06:57:23Z,low,Background Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-007-00038,2026-08-21T07:00:40Z,low,Background Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-007-01476,2026-08-21T07:02:21Z,low,Background Review,PRINT-01,ACME\svc_backup,context,background detection
ATD-007-00266,2026-08-21T07:08:53Z,low,Background Review,FILE-02,ACME\jsmith,context,background detection
ATD-007-01545,2026-08-21T07:14:00Z,low,Background Review,FILE-02,ACME\mrivera,context,background detection
ATD-007-01436,2026-08-21T07:23:09Z,low,Background Review,BACKUP-01,ACME\svc_print,context,background detection
ATD-007-00013,2026-08-21T07:27:55Z,low,Background Review,BACKUP-01,ACME\mrivera,context,background detection
ATD-007-01318,2026-08-21T07:29:54Z,low,Background Review,DC-01,ACME\mrivera,context,background detection
ATD-007-01466,2026-08-21T07:32:42Z,low,Background Review,FILE-02,ACME\svc_print,context,background detection
ATD-007-01049,2026-08-21T07:33:31Z,low,Background Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00389,2026-08-21T07:35:19Z,low,Background Review,PRINT-01,ACME\svc_print,context,background detection
ATD-007-01485,2026-08-21T07:39:45Z,low,Background Review,PRINT-01,ACME\svc_print,context,background detection
ATD-007-01560,2026-08-21T07:40:32Z,low,Background Review,FILE-02,ACME\svc_backup,context,background detection
ATD-007-00302,2026-08-21T07:41:12Z,low,Background Review,APP-API-02,ACME\svc_print,context,background detection
ATD-007-00859,2026-08-21T07:51:16Z,low,Background Review,JUMP-01,ACME\jsmith,context,background detection
ATD-007-01207,2026-08-21T07:51:19Z,low,Background Review,DC-01,ACME\svc_backup,context,background detection
ATD-007-00129,2026-08-21T07:55:49Z,low,Background Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00758,2026-08-21T07:58:20Z,low,Background Review,FIN-WS-14,ACME\svc_print,context,background detection
ATD-007-01593,2026-08-21T07:59:56Z,low,Background Review,PRINT-01,ACME\svc_backup,context,background detection
ATD-007-01640,2026-08-21T08:03:37Z,low,Background Review,JUMP-01,ACME\svc_print,context,background detection
ATD-007-01792,2026-08-21T08:13:59Z,low,Background Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-007-01595,2026-08-21T08:20:51Z,low,Background Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-007-01609,2026-08-21T08:22:39Z,low,Background Review,JUMP-01,ACME\mrivera,context,background detection
ATD-007-01205,2026-08-21T08:28:24Z,low,Background Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00390,2026-08-21T08:31:42Z,low,Background Review,PRINT-01,ACME\svc_backup,context,background detection
ATD-007-00483,2026-08-21T08:34:18Z,low,Background Review,JUMP-01,ACME\jsmith,context,background detection
ATD-007-00107,2026-08-21T08:35:33Z,low,Background Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01765,2026-08-21T08:36:00Z,low,Background Review,FIN-WS-14,ACME\svc_print,context,background detection
ATD-007-01383,2026-08-21T08:37:13Z,low,Background Review,JUMP-01,ACME\mrivera,context,background detection
ATD-007-00860,2026-08-21T08:43:16Z,low,Background Review,BACKUP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00064,2026-08-21T08:48:28Z,low,Background Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01099,2026-08-21T09:00:34Z,low,Background Review,PRINT-01,ACME\jsmith,context,background detection
ATD-007-00270,2026-08-21T09:11:07Z,low,Background Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-007-01444,2026-08-21T09:13:02Z,low,Background Review,PRINT-01,ACME\svc_backup,context,background detection
ATD-007-01641,2026-08-21T09:13:15Z,low,Background Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-007-00371,2026-08-21T09:22:30Z,low,Background Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-007-00245,2026-08-21T09:26:09Z,low,Background Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-007-00478,2026-08-21T09:27:58Z,low,Background Review,DC-01,ACME\svc_backup,context,background detection
ATD-007-01374,2026-08-21T09:34:43Z,low,Background Review,BACKUP-01,ACME\svc_print,context,background detection
ATD-007-00016,2026-08-21T09:51:12Z,low,Background Review,DC-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00358,2026-08-21T09:52:29Z,low,Background Review,FILE-02,ACME\svc_print,context,background detection
ATD-007-00755,2026-08-21T09:59:07Z,low,Background Review,DC-01,ACME\svc_print,context,background detection
ATD-007-00412,2026-08-21T10:01:04Z,low,Background Review,JUMP-01,ACME\mrivera,context,background detection
ATD-007-01313,2026-08-21T10:02:37Z,low,Background Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00837,2026-08-21T10:05:20Z,low,Background Review,JUMP-01,ACME\svc_print,context,background detection
ATD-007-00773,2026-08-21T10:09:33Z,low,Background Review,DC-01,ACME\mrivera,context,background detection
ATD-007-01087,2026-08-21T10:10:31Z,low,Background Review,FILE-02,ACME\mrivera,context,background detection
ATD-007-00052,2026-08-21T10:11:25Z,low,Background Review,DC-01,ACME\svc_print,context,background detection
ATD-007-00734,2026-08-21T10:16:43Z,low,Background Review,BACKUP-01,ACME\svc_backup,context,background detection
ATD-007-00700,2026-08-21T10:19:57Z,low,Background Review,APP-API-02,ACME\svc_print,context,background detection
ATD-007-01749,2026-08-21T10:24:11Z,low,Background Review,PRINT-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01050,2026-08-21T10:29:16Z,low,Background Review,PRINT-01,ACME\mrivera,context,background detection
ATD-007-00411,2026-08-21T10:29:49Z,low,Background Review,DC-01,ACME\jsmith,context,background detection
ATD-007-00845,2026-08-21T10:30:45Z,low,Background Review,DC-01,ACME\svc_print,context,background detection
ATD-007-01109,2026-08-21T10:37:09Z,low,Background Review,DC-01,ACME\jsmith,context,background detection
ATD-007-00087,2026-08-21T10:37:32Z,low,Background Review,DC-01,ACME\mrivera,context,background detection
ATD-007-01478,2026-08-21T10:41:08Z,low,Background Review,BACKUP-01,ACME\jsmith,context,background detection
ATD-007-00678,2026-08-21T10:45:00Z,low,Background Review,JUMP-01,ACME\jsmith,context,background detection
ATD-007-01509,2026-08-21T10:51:55Z,low,Background Review,BACKUP-01,ACME\mrivera,context,background detection
ATD-007-00221,2026-08-21T10:51:56Z,low,Background Review,JUMP-01,ACME\jsmith,context,background detection
ATD-007-01078,2026-08-21T11:02:33Z,low,Background Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01020,2026-08-21T11:09:56Z,low,Background Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-007-00496,2026-08-21T11:14:27Z,low,Background Review,PRINT-01,ACME\svc_print,context,background detection
ATD-007-01579,2026-08-21T11:22:34Z,low,Background Review,DC-01,ACME\svc_print,context,background detection
ATD-007-01232,2026-08-21T11:29:18Z,low,Background Review,FILE-02,ACME\mrivera,context,background detection
ATD-007-00086,2026-08-21T11:29:43Z,low,Background Review,APP-API-02,ACME\jsmith,context,background detection
ATD-007-01122,2026-08-21T11:30:58Z,low,Background Review,FILE-02,ACME\svc_backup,context,background detection
ATD-007-01202,2026-08-21T11:33:51Z,low,Background Review,JUMP-01,ACME\jsmith,context,background detection
ATD-007-00509,2026-08-21T11:42:00Z,low,Background Review,APP-API-02,ACME\svc_print,context,background detection
ATD-007-01069,2026-08-21T11:44:50Z,low,Background Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-007-00357,2026-08-21T11:46:40Z,low,Background Review,BACKUP-01,ACME\svc_backup,context,background detection
ATD-007-01252,2026-08-21T11:47:27Z,low,Background Review,DC-01,ACME\mrivera,context,background detection
ATD-007-00618,2026-08-21T11:48:41Z,low,Background Review,BACKUP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00602,2026-08-21T11:55:35Z,low,Background Review,FIN-WS-14,ACME\svc_print,context,background detection
ATD-007-00828,2026-08-21T12:00:32Z,low,Background Review,PRINT-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00433,2026-08-21T12:01:49Z,low,Background Review,PRINT-01,ACME\jsmith,context,background detection
ATD-007-00826,2026-08-21T12:04:57Z,low,Background Review,DC-01,ACME\mrivera,context,background detection
ATD-007-00588,2026-08-21T12:10:38Z,low,Background Review,FILE-02,ACME\svc_print,context,background detection
ATD-007-00448,2026-08-21T12:11:18Z,low,Background Review,JUMP-01,ACME\svc_print,context,background detection
ATD-007-01460,2026-08-21T12:13:56Z,low,Background Review,DC-01,ACME\mrivera,context,background detection
ATD-007-01489,2026-08-21T12:14:50Z,low,Background Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01756,2026-08-21T12:18:52Z,low,Background Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01255,2026-08-21T12:19:10Z,low,Background Review,DC-01,ACME\mrivera,context,background detection
ATD-007-01271,2026-08-21T12:21:27Z,low,Background Review,DC-01,ACME\mrivera,context,background detection
ATD-007-00286,2026-08-21T12:22:50Z,low,Background Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00613,2026-08-21T12:25:23Z,low,Background Review,DC-01,ACME\svc_print,context,background detection
ATD-007-00078,2026-08-21T12:25:33Z,low,Background Review,APP-API-02,ACME\mrivera,context,background detection
ATD-007-00725,2026-08-21T12:30:39Z,low,Background Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-007-01176,2026-08-21T12:47:47Z,low,Background Review,BACKUP-01,ACME\svc_backup,context,background detection
ATD-007-00675,2026-08-21T12:59:22Z,low,Background Review,BACKUP-01,ACME\svc_backup,context,background detection
ATD-007-00945,2026-08-21T13:00:02Z,low,Background Review,FIN-WS-14,ACME\svc_print,context,background detection
ATD-007-01080,2026-08-21T13:03:51Z,low,Background Review,FIN-WS-14,ACME\svc_print,context,background detection
ATD-007-01097,2026-08-21T13:05:41Z,low,Background Review,APP-API-02,ACME\mrivera,context,background detection
ATD-007-00582,2026-08-21T13:20:38Z,low,Background Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01514,2026-08-21T13:26:29Z,low,Background Review,PRINT-01,ACME\svc_backup,context,background detection
ATD-007-01283,2026-08-21T13:31:32Z,low,Background Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-007-01201,2026-08-21T13:44:38Z,low,Background Review,APP-API-02,ACME\svc_print,context,background detection
ATD-007-00456,2026-08-21T13:46:09Z,low,Background Review,DC-01,ACME\mrivera,context,background detection
ATD-007-01199,2026-08-21T13:51:16Z,low,Background Review,PRINT-01,ACME\jsmith,context,background detection
ATD-007-00368,2026-08-21T13:53:41Z,low,Background Review,APP-API-02,ACME\mrivera,context,background detection
ATD-007-01096,2026-08-21T13:59:26Z,low,Background Review,BACKUP-01,ACME\svc_backup,context,background detection
ATD-007-01051,2026-08-21T14:01:09Z,low,Background Review,PRINT-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01613,2026-08-21T14:10:24Z,low,Background Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-007-01178,2026-08-21T14:11:16Z,low,Background Review,BACKUP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00931,2026-08-21T14:15:28Z,low,Background Review,DC-01,ACME\svc_print,context,background detection
ATD-007-00987,2026-08-21T14:17:18Z,low,Background Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-007-01328,2026-08-21T14:17:29Z,low,Background Review,PRINT-01,ACME\jsmith,context,background detection
ATD-007-01021,2026-08-21T14:25:17Z,low,Background Review,JUMP-01,ACME\mrivera,context,background detection
ATD-007-00659,2026-08-21T14:36:41Z,low,Background Review,BACKUP-01,ACME\jsmith,context,background detection
ATD-007-00971,2026-08-21T14:37:36Z,low,Background Review,PRINT-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00256,2026-08-21T14:38:57Z,low,Background Review,JUMP-01,ACME\svc_print,context,background detection
ATD-007-01619,2026-08-21T14:43:06Z,low,Background Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-00253,2026-08-21T14:45:41Z,low,Background Review,DC-01,ACME\mrivera,context,background detection
ATD-007-00233,2026-08-21T14:46:57Z,low,Background Review,PRINT-01,ACME\svc_print,context,background detection
ATD-007-01763,2026-08-21T14:52:10Z,low,Background Review,APP-API-02,ACME\jsmith,context,background detection
ATD-007-00263,2026-08-21T14:57:24Z,low,Background Review,FILE-02,ACME\svc_backup,context,background detection
ATD-007-00802,2026-08-21T14:57:43Z,low,Background Review,FILE-02,ACME\svc_backup,context,background detection
ATD-007-00715,2026-08-21T14:57:54Z,low,Background Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-007-00871,2026-08-21T15:07:10Z,low,Background Review,JUMP-01,ACME\svc_print,context,background detection
ATD-007-00974,2026-08-21T15:13:39Z,low,Background Review,APP-API-02,ACME\jsmith,context,background detection
ATD-007-01385,2026-08-21T15:17:44Z,low,Background Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-007-01596,2026-08-21T15:21:50Z,low,Background Review,FILE-02,ACME\svc_backup,context,background detection
