id,_time,host,user,name,command,creator,run_as,provenance,classification
TASK-N-04780,2026-09-21T13:51:39Z,HR-WS-08,ACME\\jsmith,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-01767,2026-09-21T13:51:41Z,ENG-WS-17,ACME\\lchen,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-03141,2026-09-21T13:53:00Z,DC-01,ACME\\svc_patch,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-07885,2026-09-21T13:53:01Z,APP-06,ACME\\mgarcia,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-06631,2026-09-21T13:53:09Z,HR-WS-22,ACME\\jsmith,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-02330,2026-09-21T13:53:10Z,PATCH-01,ACME\\svc_patch,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-05243,2026-09-21T13:53:26Z,PATCH-01,ACME\\jsmith,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-08083,2026-09-21T13:53:43Z,FIN-WS-09,ACME\\mgarcia,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-07628,2026-09-21T13:54:07Z,MGMT-01,ACME\\lchen,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-06965,2026-09-21T13:54:18Z,DC-01,SYSTEM,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-02932,2026-09-21T13:54:41Z,ENG-WS-17,ACME\\svc_patch,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-09707,2026-09-21T13:55:12Z,FIN-WS-09,ACME\\jsmith,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-02293,2026-09-21T13:55:14Z,ENG-WS-17,SYSTEM,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-03132,2026-09-21T13:55:18Z,PATCH-01,ACME\\mgarcia,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-04537,2026-09-21T13:55:39Z,ENG-WS-17,ACME\\svc_patch,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-01965,2026-09-21T13:56:13Z,ENG-WS-17,ACME\\jsmith,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-00827,2026-09-21T13:56:14Z,FIN-WS-09,ACME\\jsmith,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-05424,2026-09-21T13:56:20Z,MGMT-01,ACME\\svc_patch,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-07200,2026-09-21T13:58:59Z,DC-01,ACME\\lchen,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-00535,2026-09-21T14:00:25Z,APP-06,ACME\\svc_patch,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-05045,2026-09-21T14:00:29Z,HR-WS-22,ACME\\mgarcia,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-03168,2026-09-21T14:00:46Z,PATCH-01,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-07164,2026-09-21T14:02:35Z,HR-WS-08,ACME\\svc_patch,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-06600,2026-09-21T14:02:46Z,HR-WS-08,ACME\\svc_patch,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-04587,2026-09-21T14:03:50Z,ENG-WS-17,ACME\\lchen,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-00423,2026-09-21T14:04:22Z,FIN-WS-09,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-02656,2026-09-21T14:04:24Z,HR-WS-22,ACME\\lchen,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-05104,2026-09-21T14:05:18Z,APP-06,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-03158,2026-09-21T14:07:07Z,FIN-WS-09,SYSTEM,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-05951,2026-09-21T14:07:31Z,HR-WS-22,ACME\\svc_patch,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-01968,2026-09-21T14:07:40Z,FIN-WS-09,ACME\\lchen,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-09456,2026-09-21T14:08:24Z,APP-06,ACME\\svc_patch,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-09096,2026-09-21T14:09:21Z,ENG-WS-17,ACME\\lchen,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-07716,2026-09-21T14:09:46Z,PATCH-01,ACME\\mgarcia,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-07060,2026-09-21T14:10:07Z,HR-WS-08,ACME\\svc_patch,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-09038,2026-09-21T14:10:53Z,ENG-WS-17,ACME\\mgarcia,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-01757,2026-09-21T14:12:38Z,ENG-WS-17,ACME\\lchen,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-00828,2026-09-21T14:12:46Z,ENG-WS-17,ACME\\jsmith,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-01603,2026-09-21T14:13:45Z,HR-WS-22,ACME\\lchen,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-01581,2026-09-21T14:14:02Z,PATCH-01,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-08532,2026-09-21T14:14:17Z,PATCH-01,ACME\\mgarcia,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-03167,2026-09-21T14:14:24Z,DC-01,ACME\\mgarcia,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-01771,2026-09-21T14:14:25Z,PATCH-01,SYSTEM,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-02609,2026-09-21T14:14:31Z,HR-WS-08,ACME\\lchen,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-04561,2026-09-21T14:14:31Z,HR-WS-08,ACME\\svc_patch,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-02523,2026-09-21T14:15:06Z,DC-01,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-00805,2026-09-21T14:15:08Z,MGMT-01,ACME\\svc_patch,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-07708,2026-09-21T14:15:26Z,MGMT-01,ACME\\mgarcia,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-04155,2026-09-21T14:16:34Z,ENG-WS-17,ACME\\mgarcia,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-05762,2026-09-21T14:16:41Z,DC-01,ACME\\svc_patch,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-05099,2026-09-21T14:17:54Z,DC-01,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-03516,2026-09-21T14:19:04Z,HR-WS-08,ACME\\lchen,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-05606,2026-09-21T14:19:06Z,MGMT-01,SYSTEM,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-00943,2026-09-21T14:21:09Z,PATCH-01,SYSTEM,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-00024,2026-09-21T14:22:42Z,DC-01,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-01886,2026-09-21T14:23:06Z,PATCH-01,ACME\\mgarcia,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-05826,2026-09-21T14:24:13Z,APP-06,ACME\\svc_patch,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-00617,2026-09-21T14:24:28Z,DC-01,ACME\\mgarcia,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-05225,2026-09-21T14:26:05Z,PATCH-01,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-08453,2026-09-21T14:26:22Z,APP-06,ACME\\mgarcia,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-07484,2026-09-21T14:27:11Z,PATCH-01,ACME\\jsmith,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-03145,2026-09-21T14:27:50Z,MGMT-01,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-05458,2026-09-21T14:28:03Z,DC-01,ACME\\mgarcia,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-08009,2026-09-21T14:28:56Z,FIN-WS-09,ACME\\lchen,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-06023,2026-09-21T14:28:57Z,DC-01,ACME\\jsmith,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-04616,2026-09-21T14:29:32Z,DC-01,ACME\\jsmith,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-00541,2026-09-21T14:30:29Z,FIN-WS-09,ACME\\jsmith,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-06756,2026-09-21T14:30:43Z,MGMT-01,SYSTEM,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-02497,2026-09-21T14:31:59Z,ENG-WS-17,SYSTEM,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-06099,2026-09-21T14:32:10Z,APP-06,SYSTEM,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-01206,2026-09-21T14:32:23Z,MGMT-01,ACME\\lchen,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-05931,2026-09-21T14:32:44Z,APP-06,ACME\\mgarcia,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-02901,2026-09-21T14:32:52Z,FIN-WS-09,ACME\\jsmith,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-09519,2026-09-21T14:33:05Z,ENG-WS-17,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-00572,2026-09-21T14:35:14Z,APP-06,ACME\\jsmith,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-03904,2026-09-21T14:36:00Z,ENG-WS-17,ACME\\jsmith,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-06931,2026-09-21T14:36:13Z,ENG-WS-17,ACME\\lchen,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-00857,2026-09-21T14:36:59Z,HR-WS-08,ACME\\mgarcia,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-08517,2026-09-21T14:37:12Z,PATCH-01,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-02619,2026-09-21T14:37:53Z,FIN-WS-09,ACME\\jsmith,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-00987,2026-09-21T14:38:02Z,HR-WS-22,SYSTEM,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-08104,2026-09-21T14:38:17Z,HR-WS-22,ACME\\jsmith,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-05873,2026-09-21T14:39:15Z,MGMT-01,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-09812,2026-09-21T14:39:36Z,PATCH-01,SYSTEM,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-03057,2026-09-21T14:39:51Z,HR-WS-22,SYSTEM,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-06611,2026-09-21T14:40:38Z,MGMT-01,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-09182,2026-09-21T14:40:39Z,DC-01,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-04754,2026-09-21T14:41:52Z,ENG-WS-17,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-07570,2026-09-21T14:41:52Z,HR-WS-22,ACME\\mgarcia,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-06678,2026-09-21T14:42:16Z,APP-06,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-04463,2026-09-21T14:43:12Z,APP-06,ACME\\jsmith,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-00025,2026-09-21T14:44:02Z,ENG-WS-17,ACME\\jsmith,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-01151,2026-09-21T14:44:10Z,APP-06,ACME\\svc_patch,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-08227,2026-09-21T14:44:14Z,HR-WS-22,SYSTEM,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-09968,2026-09-21T14:44:19Z,FIN-WS-09,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-06173,2026-09-21T14:44:32Z,PATCH-01,ACME\\svc_patch,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-02042,2026-09-21T14:46:14Z,DC-01,ACME\\lchen,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-07192,2026-09-21T14:46:14Z,HR-WS-22,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-08712,2026-09-21T14:46:31Z,PATCH-01,ACME\\lchen,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-01440,2026-09-21T14:47:33Z,HR-WS-08,ACME\\mgarcia,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-07545,2026-09-21T14:48:11Z,DC-01,ACME\\mgarcia,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-08154,2026-09-21T14:48:24Z,MGMT-01,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-08008,2026-09-21T14:48:31Z,APP-06,ACME\\jsmith,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-01579,2026-09-21T14:49:17Z,HR-WS-22,SYSTEM,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-00909,2026-09-21T14:50:00Z,FIN-WS-09,SYSTEM,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-03101,2026-09-21T14:50:54Z,FIN-WS-09,ACME\\svc_patch,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-09960,2026-09-21T14:51:12Z,ENG-WS-17,ACME\\svc_patch,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-07214,2026-09-21T14:51:26Z,PATCH-01,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-08705,2026-09-21T14:51:29Z,APP-06,ACME\\lchen,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-07925,2026-09-21T14:51:42Z,APP-06,ACME\\jsmith,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-09153,2026-09-21T14:53:08Z,PATCH-01,ACME\\mgarcia,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-04061,2026-09-21T14:53:46Z,DC-01,ACME\\mgarcia,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-00442,2026-09-21T14:55:07Z,APP-06,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-03965,2026-09-21T14:55:19Z,HR-WS-22,ACME\\svc_patch,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-02230,2026-09-21T14:56:42Z,FIN-WS-09,ACME\\lchen,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-01192,2026-09-21T14:57:56Z,DC-01,ACME\\jsmith,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-06014,2026-09-21T14:58:01Z,ENG-WS-17,ACME\\lchen,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-07252,2026-09-21T14:58:59Z,DC-01,ACME\\lchen,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-03293,2026-09-21T15:00:15Z,MGMT-01,SYSTEM,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-06872,2026-09-21T15:00:54Z,HR-WS-22,ACME\\svc_patch,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-08684,2026-09-21T15:00:57Z,APP-06,ACME\\lchen,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-05431,2026-09-21T15:01:08Z,HR-WS-22,ACME\\mgarcia,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-03281,2026-09-21T15:01:29Z,HR-WS-08,ACME\\lchen,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-02301,2026-09-21T15:01:30Z,HR-WS-08,ACME\\lchen,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-02829,2026-09-21T15:03:53Z,DC-01,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-05938,2026-09-21T15:05:37Z,ENG-WS-17,ACME\\mgarcia,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-07808,2026-09-21T15:06:30Z,APP-06,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-06500,2026-09-21T15:06:36Z,HR-WS-08,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-02106,2026-09-21T15:07:57Z,FIN-WS-09,ACME\\lchen,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-00240,2026-09-21T15:08:20Z,ENG-WS-17,ACME\\jsmith,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-01216,2026-09-21T15:09:15Z,DC-01,ACME\\mgarcia,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-05850,2026-09-21T15:09:56Z,HR-WS-08,ACME\\mgarcia,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-01386,2026-09-21T15:10:02Z,APP-06,ACME\\jsmith,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-06877,2026-09-21T15:10:31Z,DC-01,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-00530,2026-09-21T15:11:07Z,MGMT-01,ACME\\lchen,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-02949,2026-09-21T15:11:08Z,PATCH-01,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-02058,2026-09-21T15:11:33Z,DC-01,ACME\\svc_patch,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-01994,2026-09-21T15:13:18Z,DC-01,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-09722,2026-09-21T15:14:07Z,MGMT-01,ACME\\svc_patch,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-09210,2026-09-21T15:14:28Z,ENG-WS-17,ACME\\lchen,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-04270,2026-09-21T15:14:30Z,FIN-WS-09,ACME\\mgarcia,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-04552,2026-09-21T15:15:20Z,DC-01,ACME\\svc_patch,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-08294,2026-09-21T15:15:38Z,FIN-WS-09,ACME\\svc_patch,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-01719,2026-09-21T15:17:04Z,FIN-WS-09,SYSTEM,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-09824,2026-09-21T15:17:50Z,HR-WS-22,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-05318,2026-09-21T15:18:08Z,ENG-WS-17,ACME\\jsmith,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-07513,2026-09-21T15:18:09Z,APP-06,ACME\\svc_patch,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-03716,2026-09-21T15:18:56Z,HR-WS-08,ACME\\mgarcia,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-08739,2026-09-21T15:19:28Z,DC-01,ACME\\jsmith,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-06336,2026-09-21T15:19:29Z,HR-WS-08,ACME\\lchen,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-00073,2026-09-21T15:21:45Z,ENG-WS-17,SYSTEM,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-00995,2026-09-21T15:23:07Z,ENG-WS-17,ACME\\svc_patch,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-02428,2026-09-21T15:23:17Z,MGMT-01,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-00907,2026-09-21T15:23:23Z,HR-WS-22,ACME\\svc_patch,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-03972,2026-09-21T15:23:41Z,HR-WS-08,SYSTEM,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-01849,2026-09-21T15:24:05Z,ENG-WS-17,ACME\\lchen,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-08347,2026-09-21T15:24:40Z,HR-WS-22,SYSTEM,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-04472,2026-09-21T15:24:58Z,MGMT-01,ACME\\lchen,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-09683,2026-09-21T15:25:27Z,APP-06,ACME\\lchen,\\Microsoft\\Windows\\Defrag\\ScheduledDefrag,approved binary,enterprise automation,SYSTEM,approved,benign
TASK-N-04714,2026-09-21T15:26:02Z,MGMT-01,ACME\\mgarcia,\\ACME\\Inventory,approved binary,enterprise automation,SYSTEM,approved,benign
