id,_time,host,artifact,status,publisher,classification
TRUST-N-03813,2026-09-22T01:07:48Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-01396,2026-09-22T01:07:51Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-05203,2026-09-22T01:08:15Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-05252,2026-09-22T01:08:18Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-02774,2026-09-22T01:08:33Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-08130,2026-09-22T01:08:46Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-02642,2026-09-22T01:08:59Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-05508,2026-09-22T01:09:21Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-02120,2026-09-22T01:09:40Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-05804,2026-09-22T01:10:29Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-06445,2026-09-22T01:10:50Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-09542,2026-09-22T01:11:01Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-01724,2026-09-22T01:11:53Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-06049,2026-09-22T01:12:18Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-00435,2026-09-22T01:13:38Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-08918,2026-09-22T01:14:59Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-00905,2026-09-22T01:15:12Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-01009,2026-09-22T01:15:36Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-02384,2026-09-22T01:16:07Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-06161,2026-09-22T01:16:12Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-00647,2026-09-22T01:18:41Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-03076,2026-09-22T01:20:00Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-02923,2026-09-22T01:21:50Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-06043,2026-09-22T01:22:09Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-06861,2026-09-22T01:22:18Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-03345,2026-09-22T01:25:25Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-09990,2026-09-22T01:26:03Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-00265,2026-09-22T01:26:33Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-05910,2026-09-22T01:27:14Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-02510,2026-09-22T01:27:21Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-00651,2026-09-22T01:27:40Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-08963,2026-09-22T01:28:11Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-09815,2026-09-22T01:28:51Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-04354,2026-09-22T01:30:14Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-04547,2026-09-22T01:30:20Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-09285,2026-09-22T01:30:48Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-09912,2026-09-22T01:31:46Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-04968,2026-09-22T01:32:04Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-01914,2026-09-22T01:33:20Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-01179,2026-09-22T01:33:48Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-04649,2026-09-22T01:35:59Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-00273,2026-09-22T01:36:36Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-05835,2026-09-22T01:36:51Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-08373,2026-09-22T01:36:57Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-09056,2026-09-22T01:37:16Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-02523,2026-09-22T01:37:37Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-01381,2026-09-22T01:38:12Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-07700,2026-09-22T01:39:16Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-00318,2026-09-22T01:39:55Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-07056,2026-09-22T01:40:27Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-02680,2026-09-22T01:40:50Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-07449,2026-09-22T01:40:50Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-08441,2026-09-22T01:41:41Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-05639,2026-09-22T01:42:27Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-03752,2026-09-22T01:42:29Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-02363,2026-09-22T01:42:34Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-08481,2026-09-22T01:42:36Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-08165,2026-09-22T01:44:08Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-03533,2026-09-22T01:45:04Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-08737,2026-09-22T01:46:06Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-01837,2026-09-22T01:46:38Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-05093,2026-09-22T01:47:00Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-05780,2026-09-22T01:47:00Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-09218,2026-09-22T01:47:53Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-08537,2026-09-22T01:48:42Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-05382,2026-09-22T01:49:25Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-01465,2026-09-22T01:49:35Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-00480,2026-09-22T01:50:47Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-01235,2026-09-22T01:50:48Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-04811,2026-09-22T01:51:07Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-05224,2026-09-22T01:51:53Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-08496,2026-09-22T01:51:54Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-07816,2026-09-22T01:52:13Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-04489,2026-09-22T01:53:50Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-06886,2026-09-22T01:53:56Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-07783,2026-09-22T01:54:35Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-04317,2026-09-22T01:54:56Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-04135,2026-09-22T01:55:28Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-06554,2026-09-22T01:56:05Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-04170,2026-09-22T01:56:12Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-07079,2026-09-22T01:56:32Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-02645,2026-09-22T01:58:06Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-05447,2026-09-22T01:58:33Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-08679,2026-09-22T01:58:33Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-07916,2026-09-22T01:59:11Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-08013,2026-09-22T01:59:12Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-02295,2026-09-22T01:59:19Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-05963,2026-09-22T01:59:30Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-07463,2026-09-22T01:59:34Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-08685,2026-09-22T02:00:09Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-07124,2026-09-22T02:02:53Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-04918,2026-09-22T02:02:59Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-02493,2026-09-22T02:03:15Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-06836,2026-09-22T02:04:07Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-08388,2026-09-22T02:04:27Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-02605,2026-09-22T02:04:32Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-08671,2026-09-22T02:04:37Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-02990,2026-09-22T02:05:44Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-05398,2026-09-22T02:06:40Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-02032,2026-09-22T02:06:43Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-03537,2026-09-22T02:08:20Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-01406,2026-09-22T02:08:31Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-07684,2026-09-22T02:08:50Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-06094,2026-09-22T02:09:00Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-09091,2026-09-22T02:10:48Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-09816,2026-09-22T02:11:19Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-05323,2026-09-22T02:13:36Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-01096,2026-09-22T02:13:44Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-02666,2026-09-22T02:14:28Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-01672,2026-09-22T02:16:02Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-00597,2026-09-22T02:16:53Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-05748,2026-09-22T02:17:27Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-01573,2026-09-22T02:17:45Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-08596,2026-09-22T02:17:54Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-05342,2026-09-22T02:17:57Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-03370,2026-09-22T02:18:39Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-03756,2026-09-22T02:19:30Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-08771,2026-09-22T02:20:40Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-02727,2026-09-22T02:20:48Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-02370,2026-09-22T02:20:55Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-03316,2026-09-22T02:21:15Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-02657,2026-09-22T02:21:23Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-03914,2026-09-22T02:21:28Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-02952,2026-09-22T02:21:33Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-02476,2026-09-22T02:22:59Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-05720,2026-09-22T02:24:00Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-06818,2026-09-22T02:24:04Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-06925,2026-09-22T02:24:19Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-03225,2026-09-22T02:24:28Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-08400,2026-09-22T02:24:28Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-05917,2026-09-22T02:26:36Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-05938,2026-09-22T02:27:15Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-08389,2026-09-22T02:27:44Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-02955,2026-09-22T02:28:09Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-07720,2026-09-22T02:29:17Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-07611,2026-09-22T02:30:13Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-05372,2026-09-22T02:30:32Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-01620,2026-09-22T02:30:58Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-05081,2026-09-22T02:30:58Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-05537,2026-09-22T02:31:25Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-00745,2026-09-22T02:32:00Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-07480,2026-09-22T02:32:44Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-00170,2026-09-22T02:32:57Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-07482,2026-09-22T02:33:21Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-09911,2026-09-22T02:33:42Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-03219,2026-09-22T02:34:10Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-01931,2026-09-22T02:36:30Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-02342,2026-09-22T02:37:31Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-09688,2026-09-22T02:37:53Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-00730,2026-09-22T02:39:15Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-07648,2026-09-22T02:39:47Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-01260,2026-09-22T02:40:12Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-00797,2026-09-22T02:40:14Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-06062,2026-09-22T02:41:00Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-07077,2026-09-22T02:43:01Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-06327,2026-09-22T02:43:08Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-08003,2026-09-22T02:43:40Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-02519,2026-09-22T02:43:54Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-03926,2026-09-22T02:45:08Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-06450,2026-09-22T02:45:12Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-04046,2026-09-22T02:45:26Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-01733,2026-09-22T02:45:45Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-01947,2026-09-22T02:46:04Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-07435,2026-09-22T02:46:06Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-07345,2026-09-22T02:48:16Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-03749,2026-09-22T02:48:26Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-06026,2026-09-22T02:48:37Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-06664,2026-09-22T02:48:43Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-05117,2026-09-22T02:49:00Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-06352,2026-09-22T02:49:07Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-01031,2026-09-22T02:49:16Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-01007,2026-09-22T02:49:30Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-08421,2026-09-22T02:49:41Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-08985,2026-09-22T02:50:00Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-08998,2026-09-22T02:51:52Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-08723,2026-09-22T02:52:57Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-01131,2026-09-22T02:53:08Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-05867,2026-09-22T02:53:41Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-05320,2026-09-22T02:54:41Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-06605,2026-09-22T02:55:15Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-04422,2026-09-22T02:55:26Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-00835,2026-09-22T02:55:43Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-00137,2026-09-22T02:55:51Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-09161,2026-09-22T02:55:57Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-08021,2026-09-22T02:56:16Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-06045,2026-09-22T02:56:35Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-07470,2026-09-22T02:57:01Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-04533,2026-09-22T02:57:38Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-00552,2026-09-22T02:57:59Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-06578,2026-09-22T02:58:00Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-08934,2026-09-22T02:58:14Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-01677,2026-09-22T02:58:38Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-08716,2026-09-22T02:58:53Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-01715,2026-09-22T02:59:24Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-03124,2026-09-22T03:02:22Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-04627,2026-09-22T03:03:00Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-02029,2026-09-22T03:03:04Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-01376,2026-09-22T03:03:47Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-05584,2026-09-22T03:03:52Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-01189,2026-09-22T03:04:34Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-08444,2026-09-22T03:04:37Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-00639,2026-09-22T03:05:43Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-06165,2026-09-22T03:05:54Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-01901,2026-09-22T03:07:33Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-07024,2026-09-22T03:07:43Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-08424,2026-09-22T03:07:56Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-07574,2026-09-22T03:09:03Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-00847,2026-09-22T03:09:38Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-01211,2026-09-22T03:10:00Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-07912,2026-09-22T03:10:09Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-02769,2026-09-22T03:10:16Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-00565,2026-09-22T03:11:16Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-02688,2026-09-22T03:12:18Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-00400,2026-09-22T03:12:21Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-06187,2026-09-22T03:12:37Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-03903,2026-09-22T03:13:24Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-00206,2026-09-22T03:14:55Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-05287,2026-09-22T03:15:00Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-05831,2026-09-22T03:16:25Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-00121,2026-09-22T03:16:58Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-01532,2026-09-22T03:17:13Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-02040,2026-09-22T03:17:41Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-00162,2026-09-22T03:17:55Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-03711,2026-09-22T03:18:26Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-00714,2026-09-22T03:18:58Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-07832,2026-09-22T03:19:03Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-03133,2026-09-22T03:19:09Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-06778,2026-09-22T03:19:43Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-04626,2026-09-22T03:20:18Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-01654,2026-09-22T03:21:27Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-03807,2026-09-22T03:22:39Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-09944,2026-09-22T03:24:20Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-04699,2026-09-22T03:25:04Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-06865,2026-09-22T03:26:52Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-02399,2026-09-22T03:26:53Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-05528,2026-09-22T03:27:02Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-03521,2026-09-22T03:27:53Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-05027,2026-09-22T03:28:41Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-07062,2026-09-22T03:28:57Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-08407,2026-09-22T03:29:03Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-03128,2026-09-22T03:31:30Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-05410,2026-09-22T03:32:38Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-04477,2026-09-22T03:33:48Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-01147,2026-09-22T03:34:00Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-02683,2026-09-22T03:34:01Z,HR-WS-22,known software,trusted_internal,Known Publisher,benign
TRUST-N-05618,2026-09-22T03:34:44Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-00687,2026-09-22T03:36:16Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-07599,2026-09-22T03:36:19Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-04514,2026-09-22T03:36:22Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-03392,2026-09-22T03:36:50Z,MGMT-01,known software,signed,Known Publisher,benign
TRUST-N-06808,2026-09-22T03:36:53Z,MGMT-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-06820,2026-09-22T03:37:17Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-04307,2026-09-22T03:38:28Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-03691,2026-09-22T03:38:30Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-03384,2026-09-22T03:38:58Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-09974,2026-09-22T03:39:21Z,ENG-WS-17,known software,trusted_internal,Known Publisher,benign
TRUST-N-06308,2026-09-22T03:39:59Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-04756,2026-09-22T03:40:25Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-07778,2026-09-22T03:40:53Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-00391,2026-09-22T03:40:54Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-01969,2026-09-22T03:41:37Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-01209,2026-09-22T03:42:26Z,ENG-WS-17,known software,signed,Known Publisher,benign
TRUST-N-08521,2026-09-22T03:42:35Z,PATCH-01,known software,signed,Known Publisher,benign
TRUST-N-03747,2026-09-22T03:42:37Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-04861,2026-09-22T03:42:39Z,HR-WS-08,known software,signed,Known Publisher,benign
TRUST-N-07860,2026-09-22T03:43:36Z,DC-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-04479,2026-09-22T03:43:43Z,APP-06,known software,trusted_internal,Known Publisher,benign
TRUST-N-07894,2026-09-22T03:44:17Z,FIN-WS-09,known software,trusted_internal,Known Publisher,benign
TRUST-N-05979,2026-09-22T03:44:41Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-06280,2026-09-22T03:45:05Z,HR-WS-08,known software,trusted_internal,Known Publisher,benign
TRUST-N-09956,2026-09-22T03:47:13Z,HR-WS-22,known software,signed,Known Publisher,benign
TRUST-N-08125,2026-09-22T03:47:26Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-05180,2026-09-22T03:47:39Z,APP-06,known software,signed,Known Publisher,benign
TRUST-N-06572,2026-09-22T03:47:49Z,PATCH-01,known software,trusted_internal,Known Publisher,benign
TRUST-N-06822,2026-09-22T03:49:35Z,DC-01,known software,signed,Known Publisher,benign
TRUST-N-07576,2026-09-22T03:49:50Z,FIN-WS-09,known software,signed,Known Publisher,benign
TRUST-N-07431,2026-09-22T03:50:14Z,ENG-WS-17,known software,signed,Known Publisher,benign
