id,_time,host,user,parent,process,command,classification
PROC-N-03767,2026-09-22T00:40:08Z,HR-WS-08,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-01076,2026-09-22T00:40:22Z,MGMT-01,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-09170,2026-09-22T00:40:31Z,HR-WS-08,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-00586,2026-09-22T00:41:12Z,MGMT-01,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-08934,2026-09-22T00:42:28Z,APP-06,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-00581,2026-09-22T00:43:59Z,MGMT-01,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-01586,2026-09-22T00:44:02Z,MGMT-01,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-06353,2026-09-22T00:44:03Z,MGMT-01,ACME\\svc_patch,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-09749,2026-09-22T00:44:13Z,ENG-WS-17,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-02043,2026-09-22T00:45:28Z,ENG-WS-17,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-02240,2026-09-22T00:46:12Z,HR-WS-08,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-06934,2026-09-22T00:47:34Z,APP-06,ACME\\jsmith,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-06781,2026-09-22T00:47:51Z,HR-WS-08,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-06239,2026-09-22T00:50:03Z,FIN-WS-09,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-08069,2026-09-22T00:52:34Z,APP-06,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-07506,2026-09-22T00:52:41Z,HR-WS-08,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-05724,2026-09-22T00:53:28Z,APP-06,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-01970,2026-09-22T00:54:12Z,HR-WS-22,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-05710,2026-09-22T00:54:14Z,APP-06,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-04263,2026-09-22T00:54:22Z,DC-01,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-05823,2026-09-22T00:54:31Z,PATCH-01,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-04384,2026-09-22T00:54:53Z,HR-WS-22,SYSTEM,explorer.exe,Teams.exe,routine activity,benign
PROC-N-06670,2026-09-22T00:55:30Z,FIN-WS-09,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-08002,2026-09-22T00:57:45Z,HR-WS-08,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-02868,2026-09-22T00:58:16Z,FIN-WS-09,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-01566,2026-09-22T00:59:14Z,HR-WS-22,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-02113,2026-09-22T00:59:53Z,FIN-WS-09,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-07156,2026-09-22T00:59:54Z,APP-06,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-09191,2026-09-22T01:00:38Z,DC-01,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-07727,2026-09-22T01:01:19Z,FIN-WS-09,SYSTEM,explorer.exe,Teams.exe,routine activity,benign
PROC-N-08729,2026-09-22T01:02:44Z,HR-WS-22,ACME\\jsmith,explorer.exe,cmd.exe,routine activity,benign
PROC-N-04143,2026-09-22T01:02:55Z,FIN-WS-09,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-01623,2026-09-22T01:03:46Z,APP-06,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-04093,2026-09-22T01:04:04Z,MGMT-01,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-03287,2026-09-22T01:04:45Z,ENG-WS-17,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-07969,2026-09-22T01:05:10Z,ENG-WS-17,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-02507,2026-09-22T01:06:48Z,FIN-WS-09,SYSTEM,explorer.exe,Teams.exe,routine activity,benign
PROC-N-03568,2026-09-22T01:06:53Z,DC-01,ACME\\svc_patch,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-01678,2026-09-22T01:07:05Z,APP-06,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-08017,2026-09-22T01:07:05Z,APP-06,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-01682,2026-09-22T01:07:32Z,ENG-WS-17,ACME\\jsmith,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-03023,2026-09-22T01:07:32Z,ENG-WS-17,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-04809,2026-09-22T01:07:33Z,MGMT-01,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-01857,2026-09-22T01:07:51Z,MGMT-01,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-07047,2026-09-22T01:08:02Z,PATCH-01,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-06808,2026-09-22T01:08:42Z,HR-WS-08,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-00031,2026-09-22T01:09:53Z,APP-06,ACME\\jsmith,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-06575,2026-09-22T01:10:04Z,HR-WS-22,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-05986,2026-09-22T01:10:07Z,MGMT-01,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-09778,2026-09-22T01:10:32Z,DC-01,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-03072,2026-09-22T01:10:36Z,MGMT-01,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-04723,2026-09-22T01:10:40Z,DC-01,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-08517,2026-09-22T01:10:56Z,HR-WS-22,SYSTEM,explorer.exe,Teams.exe,routine activity,benign
PROC-N-01971,2026-09-22T01:12:14Z,DC-01,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-09031,2026-09-22T01:12:22Z,PATCH-01,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-04045,2026-09-22T01:13:02Z,HR-WS-08,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-02281,2026-09-22T01:13:06Z,MGMT-01,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-00038,2026-09-22T01:14:42Z,HR-WS-08,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-03408,2026-09-22T01:15:14Z,ENG-WS-17,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-01479,2026-09-22T01:15:22Z,MGMT-01,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-04383,2026-09-22T01:15:56Z,ENG-WS-17,ACME\\jsmith,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-09962,2026-09-22T01:17:30Z,APP-06,SYSTEM,explorer.exe,Teams.exe,routine activity,benign
PROC-N-00351,2026-09-22T01:17:45Z,HR-WS-08,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-04656,2026-09-22T01:19:26Z,APP-06,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-02716,2026-09-22T01:19:32Z,PATCH-01,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-08415,2026-09-22T01:19:36Z,APP-06,SYSTEM,explorer.exe,Teams.exe,routine activity,benign
PROC-N-00381,2026-09-22T01:19:37Z,PATCH-01,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-08038,2026-09-22T01:20:29Z,MGMT-01,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-09200,2026-09-22T01:20:34Z,ENG-WS-17,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-04655,2026-09-22T01:20:35Z,FIN-WS-09,ACME\\jsmith,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-02375,2026-09-22T01:20:45Z,MGMT-01,ACME\\jsmith,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-03020,2026-09-22T01:21:32Z,PATCH-01,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-07254,2026-09-22T01:22:27Z,DC-01,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-01760,2026-09-22T01:22:55Z,DC-01,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-05900,2026-09-22T01:23:10Z,FIN-WS-09,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-09812,2026-09-22T01:23:24Z,DC-01,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-00106,2026-09-22T01:23:55Z,FIN-WS-09,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-06553,2026-09-22T01:24:05Z,HR-WS-08,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-09698,2026-09-22T01:24:07Z,HR-WS-22,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-00882,2026-09-22T01:26:15Z,ENG-WS-17,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-07378,2026-09-22T01:27:51Z,HR-WS-08,ACME\\svc_patch,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-01473,2026-09-22T01:29:15Z,PATCH-01,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-01043,2026-09-22T01:29:39Z,DC-01,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-06462,2026-09-22T01:30:11Z,MGMT-01,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-09912,2026-09-22T01:30:59Z,MGMT-01,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-05934,2026-09-22T01:31:29Z,APP-06,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-07881,2026-09-22T01:31:34Z,APP-06,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-04462,2026-09-22T01:33:15Z,PATCH-01,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-04851,2026-09-22T01:33:28Z,HR-WS-08,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-09790,2026-09-22T01:34:56Z,PATCH-01,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-00174,2026-09-22T01:35:36Z,MGMT-01,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-00636,2026-09-22T01:35:47Z,DC-01,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-04041,2026-09-22T01:36:18Z,MGMT-01,ACME\\jsmith,explorer.exe,cmd.exe,routine activity,benign
PROC-N-01521,2026-09-22T01:37:07Z,ENG-WS-17,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-07925,2026-09-22T01:37:59Z,FIN-WS-09,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-00292,2026-09-22T01:38:26Z,MGMT-01,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-09289,2026-09-22T01:38:29Z,FIN-WS-09,ACME\\svc_patch,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-07636,2026-09-22T01:40:04Z,FIN-WS-09,ACME\\svc_patch,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-00832,2026-09-22T01:40:48Z,HR-WS-22,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-05784,2026-09-22T01:40:55Z,APP-06,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-00412,2026-09-22T01:41:04Z,FIN-WS-09,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-05329,2026-09-22T01:41:21Z,HR-WS-22,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-08719,2026-09-22T01:42:46Z,HR-WS-22,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-00544,2026-09-22T01:43:07Z,FIN-WS-09,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-04539,2026-09-22T01:43:08Z,PATCH-01,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-08144,2026-09-22T01:43:11Z,HR-WS-22,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-04360,2026-09-22T01:45:38Z,DC-01,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-07373,2026-09-22T01:46:20Z,MGMT-01,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-06742,2026-09-22T01:49:56Z,FIN-WS-09,ACME\\jsmith,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-06236,2026-09-22T01:50:29Z,ENG-WS-17,ACME\\svc_patch,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-05697,2026-09-22T01:50:54Z,HR-WS-08,SYSTEM,explorer.exe,Teams.exe,routine activity,benign
PROC-N-09899,2026-09-22T01:51:01Z,DC-01,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-03151,2026-09-22T01:51:14Z,APP-06,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-03041,2026-09-22T01:51:18Z,APP-06,ACME\\jsmith,explorer.exe,cmd.exe,routine activity,benign
PROC-N-04806,2026-09-22T01:51:40Z,DC-01,ACME\\jsmith,explorer.exe,cmd.exe,routine activity,benign
PROC-N-05288,2026-09-22T01:51:41Z,APP-06,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-04890,2026-09-22T01:52:35Z,FIN-WS-09,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-00904,2026-09-22T01:52:47Z,PATCH-01,ACME\\svc_patch,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-07764,2026-09-22T01:54:14Z,HR-WS-22,SYSTEM,explorer.exe,Teams.exe,routine activity,benign
PROC-N-09903,2026-09-22T01:54:43Z,HR-WS-22,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-08120,2026-09-22T01:56:44Z,HR-WS-22,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-01768,2026-09-22T01:56:51Z,FIN-WS-09,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-07584,2026-09-22T01:57:37Z,DC-01,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-09404,2026-09-22T01:57:47Z,MGMT-01,SYSTEM,explorer.exe,Teams.exe,routine activity,benign
PROC-N-04007,2026-09-22T01:58:01Z,HR-WS-08,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-09634,2026-09-22T01:58:03Z,PATCH-01,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-00931,2026-09-22T01:58:44Z,APP-06,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-08676,2026-09-22T01:59:30Z,PATCH-01,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-06370,2026-09-22T02:00:03Z,PATCH-01,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-08015,2026-09-22T02:00:12Z,APP-06,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-01985,2026-09-22T02:01:16Z,PATCH-01,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-08400,2026-09-22T02:02:01Z,ENG-WS-17,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-07896,2026-09-22T02:02:09Z,FIN-WS-09,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-05263,2026-09-22T02:02:38Z,PATCH-01,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-08981,2026-09-22T02:04:02Z,ENG-WS-17,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-02736,2026-09-22T02:04:18Z,PATCH-01,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-08664,2026-09-22T02:05:02Z,APP-06,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-05335,2026-09-22T02:05:06Z,MGMT-01,ACME\\svc_patch,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-05315,2026-09-22T02:05:54Z,DC-01,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-09323,2026-09-22T02:09:32Z,HR-WS-08,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-04690,2026-09-22T02:10:22Z,APP-06,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-02545,2026-09-22T02:11:11Z,ENG-WS-17,ACME\\jsmith,explorer.exe,cmd.exe,routine activity,benign
PROC-N-09288,2026-09-22T02:12:12Z,PATCH-01,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-05204,2026-09-22T02:13:57Z,HR-WS-08,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-03270,2026-09-22T02:15:48Z,DC-01,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-00561,2026-09-22T02:16:12Z,FIN-WS-09,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-08955,2026-09-22T02:16:23Z,HR-WS-08,ACME\\svc_patch,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-04606,2026-09-22T02:16:34Z,HR-WS-22,ACME\\jsmith,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-06457,2026-09-22T02:16:43Z,APP-06,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-03334,2026-09-22T02:17:04Z,PATCH-01,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-02283,2026-09-22T02:17:52Z,MGMT-01,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-04645,2026-09-22T02:18:21Z,HR-WS-08,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-06550,2026-09-22T02:18:40Z,DC-01,ACME\\mgarcia,explorer.exe,cmd.exe,routine activity,benign
PROC-N-05658,2026-09-22T02:18:42Z,ENG-WS-17,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-03832,2026-09-22T02:20:26Z,MGMT-01,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-00588,2026-09-22T02:21:06Z,ENG-WS-17,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-07934,2026-09-22T02:21:28Z,ENG-WS-17,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-06549,2026-09-22T02:22:44Z,APP-06,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-07417,2026-09-22T02:23:59Z,FIN-WS-09,ACME\\jsmith,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-05295,2026-09-22T02:24:06Z,HR-WS-22,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-07876,2026-09-22T02:24:15Z,FIN-WS-09,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-09011,2026-09-22T02:25:07Z,DC-01,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-03915,2026-09-22T02:25:53Z,DC-01,ACME\\jsmith,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-00608,2026-09-22T02:26:54Z,FIN-WS-09,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-09020,2026-09-22T02:27:10Z,MGMT-01,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-01717,2026-09-22T02:27:38Z,DC-01,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-01450,2026-09-22T02:28:14Z,FIN-WS-09,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-07813,2026-09-22T02:28:29Z,HR-WS-08,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-02817,2026-09-22T02:29:19Z,DC-01,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-02945,2026-09-22T02:30:21Z,ENG-WS-17,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-09179,2026-09-22T02:32:16Z,APP-06,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-09897,2026-09-22T02:32:34Z,PATCH-01,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-08039,2026-09-22T02:32:42Z,ENG-WS-17,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-00523,2026-09-22T02:33:05Z,PATCH-01,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-03282,2026-09-22T02:33:15Z,FIN-WS-09,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-00857,2026-09-22T02:34:10Z,HR-WS-22,ACME\\jsmith,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-04429,2026-09-22T02:34:12Z,ENG-WS-17,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-09518,2026-09-22T02:34:19Z,FIN-WS-09,ACME\\jsmith,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-07954,2026-09-22T02:34:51Z,MGMT-01,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-04815,2026-09-22T02:35:53Z,PATCH-01,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-04364,2026-09-22T02:36:20Z,HR-WS-08,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-00029,2026-09-22T02:36:36Z,APP-06,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-03257,2026-09-22T02:37:02Z,PATCH-01,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-02314,2026-09-22T02:37:08Z,HR-WS-08,ACME\\lchen,explorer.exe,Teams.exe,routine activity,benign
PROC-N-01425,2026-09-22T02:37:19Z,HR-WS-08,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-03617,2026-09-22T02:37:43Z,PATCH-01,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-01334,2026-09-22T02:37:59Z,DC-01,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-06078,2026-09-22T02:38:06Z,DC-01,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-09877,2026-09-22T02:40:03Z,PATCH-01,ACME\\svc_patch,explorer.exe,Teams.exe,routine activity,benign
PROC-N-03635,2026-09-22T02:40:05Z,APP-06,SYSTEM,explorer.exe,cmd.exe,routine activity,benign
PROC-N-06271,2026-09-22T02:41:07Z,APP-06,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-00508,2026-09-22T02:41:27Z,APP-06,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-00981,2026-09-22T02:42:24Z,PATCH-01,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-07650,2026-09-22T02:43:23Z,DC-01,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-01420,2026-09-22T02:43:26Z,ENG-WS-17,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-02997,2026-09-22T02:43:33Z,PATCH-01,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-09217,2026-09-22T02:45:56Z,DC-01,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-01928,2026-09-22T02:46:14Z,FIN-WS-09,SYSTEM,explorer.exe,Teams.exe,routine activity,benign
PROC-N-04662,2026-09-22T02:46:33Z,FIN-WS-09,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-00242,2026-09-22T02:46:45Z,HR-WS-08,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-04684,2026-09-22T02:47:16Z,MGMT-01,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-09815,2026-09-22T02:47:56Z,HR-WS-22,ACME\\jsmith,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-03186,2026-09-22T02:48:02Z,ENG-WS-17,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-06360,2026-09-22T02:48:03Z,PATCH-01,ACME\\jsmith,explorer.exe,Teams.exe,routine activity,benign
PROC-N-01704,2026-09-22T02:48:30Z,DC-01,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-03526,2026-09-22T02:49:12Z,FIN-WS-09,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-07837,2026-09-22T02:49:28Z,APP-06,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-04296,2026-09-22T02:50:05Z,HR-WS-22,ACME\\svc_patch,explorer.exe,cmd.exe,routine activity,benign
PROC-N-09711,2026-09-22T02:50:15Z,ENG-WS-17,ACME\\mgarcia,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-07570,2026-09-22T02:50:21Z,MGMT-01,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-08179,2026-09-22T02:51:22Z,DC-01,SYSTEM,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-09092,2026-09-22T02:52:27Z,HR-WS-22,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-00524,2026-09-22T02:53:50Z,PATCH-01,ACME\\jsmith,explorer.exe,cmd.exe,routine activity,benign
PROC-N-06519,2026-09-22T02:54:05Z,HR-WS-22,ACME\\jsmith,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-03495,2026-09-22T02:54:08Z,HR-WS-22,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-03240,2026-09-22T02:56:35Z,HR-WS-08,ACME\\mgarcia,explorer.exe,Teams.exe,routine activity,benign
PROC-N-02070,2026-09-22T02:56:52Z,FIN-WS-09,ACME\\jsmith,explorer.exe,cmd.exe,routine activity,benign
PROC-N-01503,2026-09-22T02:57:08Z,PATCH-01,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
PROC-N-07867,2026-09-22T02:57:14Z,APP-06,ACME\\lchen,explorer.exe,OneDrive.exe,routine activity,benign
PROC-N-03324,2026-09-22T02:57:32Z,FIN-WS-09,ACME\\lchen,explorer.exe,cmd.exe,routine activity,benign
