id,_time,host,user,action,path,process,classification
FILE-N-05313,2026-09-21T18:50:13Z,HR-WS-22,SYSTEM,create,approved operational file,approved process,benign
FILE-N-01096,2026-09-21T18:51:04Z,DC-01,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-00989,2026-09-21T18:51:42Z,FIN-WS-09,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-06284,2026-09-21T18:52:20Z,HR-WS-08,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-04723,2026-09-21T18:52:35Z,MGMT-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-06821,2026-09-21T18:52:37Z,FIN-WS-09,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-08688,2026-09-21T18:53:20Z,HR-WS-08,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-08845,2026-09-21T18:54:24Z,DC-01,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-07202,2026-09-21T18:55:56Z,HR-WS-22,SYSTEM,read,approved operational file,approved process,benign
FILE-N-09649,2026-09-21T18:56:07Z,FIN-WS-09,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-03555,2026-09-21T18:56:16Z,FIN-WS-09,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-09806,2026-09-21T18:56:27Z,APP-06,SYSTEM,create,approved operational file,approved process,benign
FILE-N-04535,2026-09-21T18:56:47Z,DC-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-05915,2026-09-21T18:57:35Z,HR-WS-22,SYSTEM,create,approved operational file,approved process,benign
FILE-N-09908,2026-09-21T18:57:52Z,ENG-WS-17,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-08563,2026-09-21T18:58:01Z,PATCH-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-02726,2026-09-21T18:58:19Z,PATCH-01,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-00841,2026-09-21T18:58:46Z,APP-06,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-04066,2026-09-21T18:59:21Z,HR-WS-08,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-04725,2026-09-21T18:59:30Z,APP-06,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-05756,2026-09-21T19:00:40Z,HR-WS-08,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-03461,2026-09-21T19:01:02Z,MGMT-01,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-02392,2026-09-21T19:01:10Z,HR-WS-08,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-02386,2026-09-21T19:01:23Z,APP-06,SYSTEM,read,approved operational file,approved process,benign
FILE-N-06943,2026-09-21T19:01:34Z,FIN-WS-09,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-01130,2026-09-21T19:01:42Z,APP-06,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-06721,2026-09-21T19:02:30Z,DC-01,SYSTEM,read,approved operational file,approved process,benign
FILE-N-05671,2026-09-21T19:03:51Z,MGMT-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-03202,2026-09-21T19:04:00Z,HR-WS-08,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-01120,2026-09-21T19:04:06Z,FIN-WS-09,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-02621,2026-09-21T19:04:22Z,HR-WS-08,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-00900,2026-09-21T19:05:29Z,HR-WS-22,SYSTEM,read,approved operational file,approved process,benign
FILE-N-04338,2026-09-21T19:05:34Z,APP-06,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-06007,2026-09-21T19:05:59Z,HR-WS-22,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-09281,2026-09-21T19:06:14Z,APP-06,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-09813,2026-09-21T19:06:48Z,FIN-WS-09,SYSTEM,read,approved operational file,approved process,benign
FILE-N-00839,2026-09-21T19:08:41Z,FIN-WS-09,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-05148,2026-09-21T19:11:02Z,FIN-WS-09,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-06471,2026-09-21T19:11:46Z,FIN-WS-09,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-07189,2026-09-21T19:11:49Z,ENG-WS-17,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-00844,2026-09-21T19:11:51Z,ENG-WS-17,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-01448,2026-09-21T19:12:40Z,APP-06,SYSTEM,create,approved operational file,approved process,benign
FILE-N-00585,2026-09-21T19:13:30Z,ENG-WS-17,SYSTEM,create,approved operational file,approved process,benign
FILE-N-01649,2026-09-21T19:13:38Z,PATCH-01,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-03933,2026-09-21T19:13:50Z,FIN-WS-09,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-05599,2026-09-21T19:13:55Z,FIN-WS-09,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-09460,2026-09-21T19:14:32Z,APP-06,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-09043,2026-09-21T19:15:49Z,ENG-WS-17,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-02599,2026-09-21T19:16:04Z,HR-WS-22,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-03687,2026-09-21T19:16:05Z,DC-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-07412,2026-09-21T19:17:01Z,FIN-WS-09,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-00611,2026-09-21T19:17:10Z,DC-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-08886,2026-09-21T19:18:24Z,MGMT-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-05505,2026-09-21T19:18:39Z,HR-WS-22,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-00576,2026-09-21T19:19:14Z,FIN-WS-09,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-07236,2026-09-21T19:19:17Z,DC-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-00936,2026-09-21T19:19:27Z,HR-WS-08,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-00237,2026-09-21T19:20:23Z,FIN-WS-09,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-03672,2026-09-21T19:22:36Z,HR-WS-22,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-03067,2026-09-21T19:22:38Z,HR-WS-22,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-07583,2026-09-21T19:23:47Z,APP-06,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-06731,2026-09-21T19:24:00Z,MGMT-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-05071,2026-09-21T19:24:26Z,HR-WS-08,SYSTEM,create,approved operational file,approved process,benign
FILE-N-09020,2026-09-21T19:24:32Z,FIN-WS-09,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-08383,2026-09-21T19:26:26Z,ENG-WS-17,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-09994,2026-09-21T19:26:33Z,DC-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-07514,2026-09-21T19:26:58Z,PATCH-01,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-08556,2026-09-21T19:27:00Z,MGMT-01,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-07894,2026-09-21T19:27:22Z,PATCH-01,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-00495,2026-09-21T19:28:54Z,MGMT-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-08979,2026-09-21T19:29:07Z,ENG-WS-17,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-07536,2026-09-21T19:29:18Z,HR-WS-08,SYSTEM,read,approved operational file,approved process,benign
FILE-N-05009,2026-09-21T19:29:47Z,MGMT-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-03892,2026-09-21T19:30:04Z,MGMT-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-07699,2026-09-21T19:30:07Z,PATCH-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-06013,2026-09-21T19:30:27Z,ENG-WS-17,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-01004,2026-09-21T19:31:27Z,DC-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-03054,2026-09-21T19:34:14Z,HR-WS-08,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-00476,2026-09-21T19:35:51Z,APP-06,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-06522,2026-09-21T19:35:52Z,PATCH-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-08639,2026-09-21T19:36:07Z,APP-06,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-05067,2026-09-21T19:36:08Z,HR-WS-08,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-03412,2026-09-21T19:37:01Z,MGMT-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-07279,2026-09-21T19:40:56Z,ENG-WS-17,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-05434,2026-09-21T19:40:59Z,DC-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-00077,2026-09-21T19:41:20Z,HR-WS-22,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-01283,2026-09-21T19:41:32Z,MGMT-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-03269,2026-09-21T19:41:45Z,HR-WS-08,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-07548,2026-09-21T19:42:25Z,DC-01,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-04547,2026-09-21T19:42:46Z,ENG-WS-17,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-01122,2026-09-21T19:43:40Z,MGMT-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-03413,2026-09-21T19:44:58Z,APP-06,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-03734,2026-09-21T19:45:52Z,MGMT-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-08266,2026-09-21T19:45:55Z,DC-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-06701,2026-09-21T19:45:59Z,ENG-WS-17,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-04606,2026-09-21T19:47:52Z,FIN-WS-09,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-08032,2026-09-21T19:47:55Z,PATCH-01,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-05732,2026-09-21T19:48:00Z,HR-WS-22,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-06237,2026-09-21T19:48:42Z,ENG-WS-17,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-00401,2026-09-21T19:49:11Z,DC-01,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-03414,2026-09-21T19:49:12Z,FIN-WS-09,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-01472,2026-09-21T19:50:31Z,APP-06,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-07725,2026-09-21T19:51:27Z,FIN-WS-09,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-06531,2026-09-21T19:51:56Z,DC-01,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-00065,2026-09-21T19:51:58Z,HR-WS-08,SYSTEM,create,approved operational file,approved process,benign
FILE-N-09247,2026-09-21T19:53:59Z,ENG-WS-17,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-03910,2026-09-21T19:54:05Z,PATCH-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-06355,2026-09-21T19:54:40Z,APP-06,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-06627,2026-09-21T19:55:23Z,HR-WS-08,SYSTEM,read,approved operational file,approved process,benign
FILE-N-05000,2026-09-21T19:55:48Z,MGMT-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-00119,2026-09-21T19:56:16Z,HR-WS-22,SYSTEM,create,approved operational file,approved process,benign
FILE-N-09308,2026-09-21T19:56:56Z,FIN-WS-09,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-01308,2026-09-21T19:58:04Z,HR-WS-08,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-02512,2026-09-21T19:59:08Z,HR-WS-22,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-00882,2026-09-21T19:59:36Z,HR-WS-08,SYSTEM,read,approved operational file,approved process,benign
FILE-N-08050,2026-09-21T20:00:08Z,MGMT-01,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-01993,2026-09-21T20:02:15Z,ENG-WS-17,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-05674,2026-09-21T20:02:17Z,PATCH-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-00288,2026-09-21T20:03:20Z,ENG-WS-17,SYSTEM,read,approved operational file,approved process,benign
FILE-N-09747,2026-09-21T20:04:30Z,APP-06,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-03058,2026-09-21T20:04:31Z,DC-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-03549,2026-09-21T20:04:50Z,ENG-WS-17,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-07423,2026-09-21T20:05:08Z,ENG-WS-17,SYSTEM,create,approved operational file,approved process,benign
FILE-N-04652,2026-09-21T20:05:16Z,PATCH-01,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-03394,2026-09-21T20:05:28Z,DC-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-07876,2026-09-21T20:05:33Z,APP-06,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-06672,2026-09-21T20:05:49Z,PATCH-01,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-00061,2026-09-21T20:05:56Z,MGMT-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-00460,2026-09-21T20:06:19Z,MGMT-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-04666,2026-09-21T20:06:31Z,ENG-WS-17,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-01442,2026-09-21T20:06:53Z,HR-WS-08,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-01559,2026-09-21T20:07:00Z,DC-01,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-09684,2026-09-21T20:07:05Z,MGMT-01,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-07132,2026-09-21T20:07:28Z,FIN-WS-09,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-01456,2026-09-21T20:07:45Z,MGMT-01,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-05780,2026-09-21T20:08:06Z,ENG-WS-17,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-03897,2026-09-21T20:08:21Z,APP-06,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-07402,2026-09-21T20:08:48Z,PATCH-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-06384,2026-09-21T20:09:21Z,PATCH-01,SYSTEM,read,approved operational file,approved process,benign
FILE-N-06440,2026-09-21T20:09:31Z,HR-WS-22,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-06987,2026-09-21T20:09:40Z,DC-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-01068,2026-09-21T20:09:53Z,HR-WS-22,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-09120,2026-09-21T20:10:49Z,HR-WS-22,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-09512,2026-09-21T20:10:50Z,MGMT-01,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-05554,2026-09-21T20:10:52Z,HR-WS-08,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-00361,2026-09-21T20:11:05Z,HR-WS-08,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-04141,2026-09-21T20:11:40Z,HR-WS-22,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-07738,2026-09-21T20:13:31Z,HR-WS-08,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-05086,2026-09-21T20:14:28Z,HR-WS-08,SYSTEM,read,approved operational file,approved process,benign
FILE-N-05870,2026-09-21T20:15:09Z,HR-WS-08,SYSTEM,read,approved operational file,approved process,benign
FILE-N-06365,2026-09-21T20:15:33Z,DC-01,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-06928,2026-09-21T20:15:40Z,APP-06,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-02662,2026-09-21T20:16:05Z,PATCH-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-04916,2026-09-21T20:16:08Z,APP-06,SYSTEM,create,approved operational file,approved process,benign
FILE-N-03512,2026-09-21T20:16:58Z,PATCH-01,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-02219,2026-09-21T20:17:51Z,HR-WS-22,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-01789,2026-09-21T20:20:06Z,HR-WS-22,SYSTEM,read,approved operational file,approved process,benign
FILE-N-04433,2026-09-21T20:20:06Z,FIN-WS-09,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-04892,2026-09-21T20:20:14Z,HR-WS-22,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-04285,2026-09-21T20:20:30Z,HR-WS-22,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-01943,2026-09-21T20:21:21Z,FIN-WS-09,SYSTEM,create,approved operational file,approved process,benign
FILE-N-02030,2026-09-21T20:22:04Z,ENG-WS-17,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-03037,2026-09-21T20:22:10Z,FIN-WS-09,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-08811,2026-09-21T20:22:34Z,DC-01,SYSTEM,read,approved operational file,approved process,benign
FILE-N-00621,2026-09-21T20:22:38Z,DC-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-04531,2026-09-21T20:22:57Z,APP-06,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-04660,2026-09-21T20:23:03Z,APP-06,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-06326,2026-09-21T20:23:46Z,FIN-WS-09,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-01722,2026-09-21T20:23:51Z,MGMT-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-05555,2026-09-21T20:24:05Z,HR-WS-08,SYSTEM,create,approved operational file,approved process,benign
FILE-N-01791,2026-09-21T20:24:28Z,MGMT-01,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-08929,2026-09-21T20:24:56Z,FIN-WS-09,SYSTEM,read,approved operational file,approved process,benign
FILE-N-06147,2026-09-21T20:26:03Z,FIN-WS-09,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-06373,2026-09-21T20:26:40Z,FIN-WS-09,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-00630,2026-09-21T20:27:12Z,ENG-WS-17,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-06630,2026-09-21T20:28:02Z,APP-06,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-02258,2026-09-21T20:30:40Z,APP-06,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-02856,2026-09-21T20:31:12Z,DC-01,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-01824,2026-09-21T20:31:46Z,APP-06,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-07091,2026-09-21T20:32:44Z,ENG-WS-17,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-08152,2026-09-21T20:33:02Z,HR-WS-08,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-09335,2026-09-21T20:33:07Z,HR-WS-22,SYSTEM,create,approved operational file,approved process,benign
FILE-N-09973,2026-09-21T20:33:36Z,DC-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-06758,2026-09-21T20:33:57Z,HR-WS-22,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-07485,2026-09-21T20:34:28Z,MGMT-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-01533,2026-09-21T20:34:30Z,DC-01,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-02854,2026-09-21T20:35:34Z,HR-WS-08,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-04281,2026-09-21T20:36:40Z,HR-WS-22,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-01384,2026-09-21T20:37:18Z,MGMT-01,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-07676,2026-09-21T20:37:41Z,APP-06,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-02286,2026-09-21T20:38:24Z,ENG-WS-17,ACME\\lchen,modify,approved operational file,approved process,benign
FILE-N-05880,2026-09-21T20:39:01Z,ENG-WS-17,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-00465,2026-09-21T20:39:21Z,ENG-WS-17,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-08506,2026-09-21T20:39:51Z,FIN-WS-09,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-05523,2026-09-21T20:39:54Z,FIN-WS-09,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-06605,2026-09-21T20:40:29Z,PATCH-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-04981,2026-09-21T20:40:54Z,HR-WS-22,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-08617,2026-09-21T20:41:00Z,HR-WS-22,SYSTEM,create,approved operational file,approved process,benign
FILE-N-03348,2026-09-21T20:41:32Z,HR-WS-22,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-02334,2026-09-21T20:41:40Z,ENG-WS-17,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-08365,2026-09-21T20:42:55Z,MGMT-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-03805,2026-09-21T20:42:58Z,MGMT-01,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-01375,2026-09-21T20:43:11Z,HR-WS-22,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-01971,2026-09-21T20:44:34Z,ENG-WS-17,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-09493,2026-09-21T20:45:05Z,ENG-WS-17,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-06410,2026-09-21T20:45:47Z,FIN-WS-09,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-08232,2026-09-21T20:45:48Z,APP-06,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-05452,2026-09-21T20:45:58Z,HR-WS-08,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-09316,2026-09-21T20:47:17Z,PATCH-01,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-00861,2026-09-21T20:47:42Z,HR-WS-08,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-09600,2026-09-21T20:47:48Z,DC-01,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-04793,2026-09-21T20:47:55Z,PATCH-01,SYSTEM,create,approved operational file,approved process,benign
FILE-N-02427,2026-09-21T20:48:15Z,MGMT-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-02256,2026-09-21T20:48:17Z,HR-WS-08,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-09073,2026-09-21T20:50:06Z,MGMT-01,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-07008,2026-09-21T20:50:18Z,MGMT-01,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-06364,2026-09-21T20:51:16Z,ENG-WS-17,ACME\\svc_patch,read,approved operational file,approved process,benign
FILE-N-01775,2026-09-21T20:51:28Z,MGMT-01,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-08346,2026-09-21T20:52:14Z,ENG-WS-17,SYSTEM,read,approved operational file,approved process,benign
FILE-N-08921,2026-09-21T20:52:28Z,FIN-WS-09,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-06686,2026-09-21T20:52:32Z,HR-WS-08,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-06980,2026-09-21T20:53:05Z,ENG-WS-17,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-05309,2026-09-21T20:53:13Z,HR-WS-08,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-06472,2026-09-21T20:53:27Z,MGMT-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-09306,2026-09-21T20:53:38Z,PATCH-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-09032,2026-09-21T20:54:03Z,PATCH-01,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-08023,2026-09-21T20:55:49Z,ENG-WS-17,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-06380,2026-09-21T20:56:03Z,ENG-WS-17,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-01922,2026-09-21T20:57:18Z,APP-06,ACME\\mgarcia,read,approved operational file,approved process,benign
FILE-N-08115,2026-09-21T20:57:48Z,APP-06,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-07663,2026-09-21T20:59:23Z,FIN-WS-09,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-05013,2026-09-21T21:00:18Z,HR-WS-22,ACME\\svc_patch,modify,approved operational file,approved process,benign
FILE-N-03437,2026-09-21T21:01:16Z,APP-06,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-07839,2026-09-21T21:01:16Z,APP-06,SYSTEM,modify,approved operational file,approved process,benign
FILE-N-03332,2026-09-21T21:03:25Z,DC-01,ACME\\jsmith,create,approved operational file,approved process,benign
FILE-N-00913,2026-09-21T21:03:26Z,HR-WS-08,ACME\\jsmith,read,approved operational file,approved process,benign
FILE-N-00141,2026-09-21T21:03:48Z,APP-06,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-05300,2026-09-21T21:04:08Z,PATCH-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-06298,2026-09-21T21:04:37Z,DC-01,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-04624,2026-09-21T21:05:30Z,HR-WS-22,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-09854,2026-09-21T21:05:35Z,FIN-WS-09,SYSTEM,read,approved operational file,approved process,benign
FILE-N-05254,2026-09-21T21:06:04Z,HR-WS-08,ACME\\svc_patch,create,approved operational file,approved process,benign
FILE-N-07329,2026-09-21T21:07:54Z,DC-01,ACME\\mgarcia,modify,approved operational file,approved process,benign
FILE-N-06862,2026-09-21T21:08:33Z,PATCH-01,ACME\\jsmith,modify,approved operational file,approved process,benign
FILE-N-01693,2026-09-21T21:08:37Z,PATCH-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-06795,2026-09-21T21:09:00Z,HR-WS-08,ACME\\lchen,create,approved operational file,approved process,benign
FILE-N-03871,2026-09-21T21:09:20Z,MGMT-01,ACME\\lchen,read,approved operational file,approved process,benign
FILE-N-09773,2026-09-21T21:09:35Z,MGMT-01,ACME\\mgarcia,create,approved operational file,approved process,benign
FILE-N-04710,2026-09-21T21:10:49Z,PATCH-01,ACME\\jsmith,modify,approved operational file,approved process,benign
