event_id,_time,src_host,dest_host,user,protocol,result,classification,note
AUTH-00027,2026-08-20T21:50:41Z,DC-01,APP-API-02,ACME\jsmith,SMB,success,benign,routine authentication
AUTH-00786,2026-08-20T21:52:25Z,FIN-WS-14,DC-01,ACME\mrivera,NTLM,failure,benign,routine authentication
AUTH-00203,2026-08-20T21:59:05Z,FIN-WS-14,APP-API-02,ACME\svc_print,Kerberos,failure,benign,routine authentication
AUTH-01227,2026-08-20T22:00:08Z,PRINT-01,DC-01,ACME\jsmith,Kerberos,success,benign,routine authentication
AUTH-01309,2026-08-20T22:01:15Z,FILE-02,APP-API-02,ACME\svc_print,NTLM,success,benign,routine authentication
AUTH-01373,2026-08-20T22:01:27Z,APP-API-02,DC-01,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-01718,2026-08-20T22:06:11Z,BACKUP-01,FILE-02,ACME\svc_backup,NTLM,failure,benign,routine authentication
AUTH-01369,2026-08-20T22:07:11Z,JUMP-01,DC-01,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-01400,2026-08-20T22:17:46Z,FILE-02,DC-01,ACME\svc_print,RDP,failure,benign,routine authentication
AUTH-00008,2026-08-20T22:25:27Z,FILE-02,FILE-02,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-01076,2026-08-20T22:26:21Z,APP-API-02,FILE-02,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-01171,2026-08-20T22:29:56Z,FIN-WS-14,DC-01,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-00768,2026-08-20T22:33:59Z,BACKUP-01,FILE-02,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-01501,2026-08-20T22:40:06Z,FIN-WS-14,DC-01,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-00698,2026-08-20T22:40:11Z,BACKUP-01,APP-API-02,ACME\jsmith,Kerberos,failure,benign,routine authentication
AUTH-00283,2026-08-20T22:46:59Z,PRINT-01,DC-01,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-00569,2026-08-20T22:54:17Z,FILE-02,FILE-02,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-00833,2026-08-20T22:59:56Z,FIN-WS-14,APP-API-02,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-00345,2026-08-20T23:01:36Z,FILE-02,FILE-02,NT AUTHORITY\SYSTEM,SMB,success,benign,routine authentication
AUTH-01448,2026-08-20T23:16:10Z,BACKUP-01,FILE-02,ACME\svc_backup,RDP,failure,benign,routine authentication
AUTH-01378,2026-08-20T23:17:35Z,BACKUP-01,DC-01,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-00320,2026-08-20T23:20:33Z,FILE-02,APP-API-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-00936,2026-08-20T23:26:28Z,JUMP-01,FILE-02,ACME\svc_backup,Kerberos,success,benign,routine authentication
AUTH-01691,2026-08-20T23:28:38Z,APP-API-02,DC-01,ACME\jsmith,RDP,failure,benign,routine authentication
AUTH-00147,2026-08-20T23:29:06Z,PRINT-01,APP-API-02,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-01423,2026-08-20T23:32:10Z,DC-01,FILE-02,NT AUTHORITY\SYSTEM,RDP,success,benign,routine authentication
AUTH-01773,2026-08-20T23:36:58Z,PRINT-01,FILE-02,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-00769,2026-08-20T23:37:22Z,FIN-WS-14,FILE-02,NT AUTHORITY\SYSTEM,SMB,success,benign,routine authentication
AUTH-01772,2026-08-20T23:39:52Z,PRINT-01,APP-API-02,ACME\mrivera,SMB,success,benign,routine authentication
AUTH-01464,2026-08-20T23:39:55Z,FILE-02,APP-API-02,ACME\svc_print,NTLM,success,benign,routine authentication
AUTH-00351,2026-08-20T23:43:47Z,APP-API-02,APP-API-02,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-00477,2026-08-20T23:53:12Z,FILE-02,FILE-02,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-01122,2026-08-20T23:56:53Z,APP-API-02,DC-01,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-00905,2026-08-21T00:00:24Z,BACKUP-01,DC-01,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-00644,2026-08-21T00:10:16Z,FIN-WS-14,APP-API-02,NT AUTHORITY\SYSTEM,RDP,failure,benign,routine authentication
AUTH-01754,2026-08-21T00:10:39Z,BACKUP-01,APP-API-02,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-00129,2026-08-21T00:13:15Z,BACKUP-01,DC-01,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-01708,2026-08-21T00:18:57Z,JUMP-01,APP-API-02,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-00062,2026-08-21T00:26:14Z,APP-API-02,DC-01,NT AUTHORITY\SYSTEM,RDP,success,benign,routine authentication
AUTH-01256,2026-08-21T00:26:39Z,FILE-02,FILE-02,ACME\jsmith,SMB,success,benign,routine authentication
AUTH-01185,2026-08-21T00:28:24Z,JUMP-01,DC-01,NT AUTHORITY\SYSTEM,SMB,success,benign,routine authentication
AUTH-00452,2026-08-21T00:37:13Z,DC-01,FILE-02,ACME\svc_backup,Kerberos,success,benign,routine authentication
AUTH-00921,2026-08-21T00:44:53Z,DC-01,APP-API-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-00731,2026-08-21T00:47:30Z,DC-01,APP-API-02,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-01032,2026-08-21T00:47:34Z,JUMP-01,FILE-02,ACME\svc_backup,SMB,success,benign,routine authentication
AUTH-00618,2026-08-21T00:56:39Z,FILE-02,DC-01,ACME\mrivera,NTLM,success,benign,routine authentication
AUTH-01687,2026-08-21T00:59:17Z,APP-API-02,FILE-02,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-00272,2026-08-21T00:59:25Z,FIN-WS-14,APP-API-02,ACME\mrivera,SMB,success,benign,routine authentication
AUTH-00996,2026-08-21T01:08:30Z,DC-01,APP-API-02,ACME\mrivera,SMB,failure,benign,routine authentication
AUTH-01666,2026-08-21T01:17:04Z,JUMP-01,FILE-02,ACME\jsmith,SMB,success,benign,routine authentication
AUTH-01213,2026-08-21T01:25:28Z,PRINT-01,FILE-02,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-00514,2026-08-21T01:34:37Z,FIN-WS-14,FILE-02,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-00183,2026-08-21T01:35:33Z,JUMP-01,APP-API-02,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-00435,2026-08-21T01:37:09Z,FILE-02,APP-API-02,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-01714,2026-08-21T01:38:20Z,FILE-02,FILE-02,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-01013,2026-08-21T01:40:14Z,BACKUP-01,DC-01,ACME\svc_backup,Kerberos,success,benign,routine authentication
AUTH-01041,2026-08-21T01:40:45Z,FIN-WS-14,FILE-02,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-00562,2026-08-21T01:40:46Z,JUMP-01,FILE-02,ACME\mrivera,SMB,success,benign,routine authentication
AUTH-01486,2026-08-21T01:49:35Z,DC-01,APP-API-02,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-00252,2026-08-21T01:49:43Z,APP-API-02,APP-API-02,NT AUTHORITY\SYSTEM,Kerberos,failure,benign,routine authentication
AUTH-00554,2026-08-21T01:54:32Z,FILE-02,DC-01,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-00025,2026-08-21T01:54:42Z,APP-API-02,DC-01,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-00517,2026-08-21T02:03:49Z,JUMP-01,FILE-02,ACME\jsmith,NTLM,failure,benign,routine authentication
AUTH-01680,2026-08-21T02:06:13Z,PRINT-01,FILE-02,ACME\mrivera,Kerberos,failure,benign,routine authentication
AUTH-00334,2026-08-21T02:10:31Z,BACKUP-01,FILE-02,ACME\svc_backup,SMB,failure,benign,routine authentication
AUTH-00881,2026-08-21T02:10:41Z,JUMP-01,FILE-02,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-00204,2026-08-21T02:15:58Z,JUMP-01,DC-01,ACME\jsmith,Kerberos,success,benign,routine authentication
AUTH-01693,2026-08-21T02:17:25Z,BACKUP-01,FILE-02,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-00745,2026-08-21T02:20:44Z,APP-API-02,APP-API-02,ACME\mrivera,NTLM,success,benign,routine authentication
AUTH-00117,2026-08-21T02:25:00Z,JUMP-01,FILE-02,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-01471,2026-08-21T02:26:28Z,FIN-WS-14,APP-API-02,NT AUTHORITY\SYSTEM,SMB,success,benign,routine authentication
AUTH-00196,2026-08-21T02:27:47Z,JUMP-01,APP-API-02,ACME\jsmith,SMB,success,benign,routine authentication
AUTH-01350,2026-08-21T02:31:26Z,FIN-WS-14,DC-01,ACME\svc_print,Kerberos,failure,benign,routine authentication
AUTH-00496,2026-08-21T02:38:14Z,BACKUP-01,FILE-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-01084,2026-08-21T02:44:27Z,FIN-WS-14,DC-01,ACME\svc_print,NTLM,success,benign,routine authentication
AUTH-01415,2026-08-21T02:46:34Z,DC-01,FILE-02,NT AUTHORITY\SYSTEM,RDP,success,benign,routine authentication
AUTH-01228,2026-08-21T02:47:15Z,DC-01,FILE-02,ACME\jsmith,SMB,success,benign,routine authentication
AUTH-00532,2026-08-21T02:49:09Z,JUMP-01,APP-API-02,ACME\mrivera,NTLM,failure,benign,routine authentication
AUTH-01449,2026-08-21T02:52:21Z,JUMP-01,DC-01,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-01531,2026-08-21T03:04:09Z,FIN-WS-14,APP-API-02,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-00895,2026-08-21T03:07:58Z,FILE-02,FILE-02,ACME\mrivera,RDP,failure,benign,routine authentication
AUTH-01636,2026-08-21T03:10:43Z,APP-API-02,APP-API-02,ACME\jsmith,SMB,failure,benign,routine authentication
AUTH-00181,2026-08-21T03:10:58Z,JUMP-01,DC-01,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-00034,2026-08-21T03:13:01Z,DC-01,FILE-02,ACME\jsmith,SMB,success,benign,routine authentication
AUTH-00084,2026-08-21T03:14:53Z,FIN-WS-14,FILE-02,ACME\jsmith,Kerberos,success,benign,routine authentication
AUTH-00362,2026-08-21T03:15:23Z,APP-API-02,FILE-02,ACME\svc_print,RDP,failure,benign,routine authentication
AUTH-01030,2026-08-21T03:23:26Z,BACKUP-01,APP-API-02,ACME\svc_backup,Kerberos,failure,benign,routine authentication
AUTH-01230,2026-08-21T03:29:40Z,FIN-WS-14,FILE-02,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-01312,2026-08-21T03:31:44Z,JUMP-01,APP-API-02,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-00941,2026-08-21T03:32:43Z,APP-API-02,APP-API-02,ACME\jsmith,SMB,failure,benign,routine authentication
AUTH-01348,2026-08-21T03:46:11Z,FIN-WS-14,FILE-02,ACME\jsmith,RDP,failure,benign,routine authentication
AUTH-01345,2026-08-21T03:48:33Z,FILE-02,APP-API-02,ACME\jsmith,Kerberos,failure,benign,routine authentication
AUTH-00643,2026-08-21T03:51:30Z,JUMP-01,FILE-02,ACME\svc_backup,NTLM,failure,benign,routine authentication
AUTH-01280,2026-08-21T03:52:35Z,BACKUP-01,DC-01,ACME\svc_backup,SMB,failure,benign,routine authentication
AUTH-00530,2026-08-21T03:57:55Z,DC-01,FILE-02,NT AUTHORITY\SYSTEM,SMB,failure,benign,routine authentication
AUTH-00363,2026-08-21T03:58:33Z,FIN-WS-14,APP-API-02,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-00012,2026-08-21T04:03:12Z,APP-API-02,FILE-02,ACME\jsmith,Kerberos,success,benign,routine authentication
AUTH-01159,2026-08-21T04:04:09Z,APP-API-02,APP-API-02,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-00329,2026-08-21T04:05:21Z,FIN-WS-14,DC-01,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-00444,2026-08-21T04:12:35Z,FILE-02,FILE-02,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-00406,2026-08-21T04:14:52Z,FIN-WS-14,FILE-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-01372,2026-08-21T04:20:57Z,JUMP-01,DC-01,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-00919,2026-08-21T04:23:58Z,DC-01,DC-01,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-00205,2026-08-21T04:24:24Z,FIN-WS-14,FILE-02,NT AUTHORITY\SYSTEM,Kerberos,failure,benign,routine authentication
AUTH-00664,2026-08-21T04:27:24Z,JUMP-01,DC-01,ACME\svc_print,NTLM,failure,benign,routine authentication
AUTH-00038,2026-08-21T04:45:32Z,APP-API-02,DC-01,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-00692,2026-08-21T04:48:16Z,JUMP-01,APP-API-02,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-00787,2026-08-21T04:48:34Z,FIN-WS-14,APP-API-02,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-00613,2026-08-21T04:49:24Z,PRINT-01,DC-01,ACME\mrivera,SMB,success,benign,routine authentication
AUTH-00981,2026-08-21T04:50:35Z,BACKUP-01,FILE-02,ACME\svc_print,NTLM,failure,benign,routine authentication
AUTH-01473,2026-08-21T04:53:38Z,PRINT-01,APP-API-02,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-00542,2026-08-21T04:53:46Z,PRINT-01,DC-01,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-00476,2026-08-21T04:53:57Z,JUMP-01,FILE-02,NT AUTHORITY\SYSTEM,Kerberos,failure,benign,routine authentication
AUTH-01717,2026-08-21T05:03:39Z,APP-API-02,DC-01,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-00650,2026-08-21T05:06:43Z,BACKUP-01,DC-01,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-00242,2026-08-21T05:17:18Z,PRINT-01,DC-01,NT AUTHORITY\SYSTEM,RDP,success,benign,routine authentication
AUTH-00708,2026-08-21T05:19:20Z,JUMP-01,DC-01,ACME\mrivera,NTLM,success,benign,routine authentication
AUTH-00473,2026-08-21T05:20:33Z,PRINT-01,DC-01,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-00951,2026-08-21T05:25:37Z,JUMP-01,DC-01,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-01662,2026-08-21T05:27:27Z,APP-API-02,APP-API-02,ACME\svc_print,NTLM,success,benign,routine authentication
AUTH-01664,2026-08-21T05:30:06Z,BACKUP-01,FILE-02,NT AUTHORITY\SYSTEM,SMB,success,benign,routine authentication
AUTH-01068,2026-08-21T05:32:25Z,FIN-WS-14,FILE-02,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-00732,2026-08-21T05:32:52Z,PRINT-01,APP-API-02,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-00865,2026-08-21T05:38:04Z,BACKUP-01,FILE-02,ACME\mrivera,SMB,success,benign,routine authentication
AUTH-00210,2026-08-21T05:50:15Z,PRINT-01,FILE-02,ACME\svc_backup,SMB,success,benign,routine authentication
AUTH-00862,2026-08-21T05:51:14Z,FILE-02,FILE-02,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-00877,2026-08-21T05:52:22Z,JUMP-01,FILE-02,NT AUTHORITY\SYSTEM,NTLM,failure,benign,routine authentication
AUTH-00184,2026-08-21T05:54:56Z,APP-API-02,FILE-02,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-01116,2026-08-21T06:00:48Z,JUMP-01,DC-01,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-01409,2026-08-21T06:08:48Z,APP-API-02,DC-01,ACME\svc_backup,SMB,failure,benign,routine authentication
AUTH-00844,2026-08-21T06:18:00Z,BACKUP-01,FILE-02,ACME\jsmith,SMB,success,benign,routine authentication
AUTH-00581,2026-08-21T06:22:44Z,JUMP-01,APP-API-02,ACME\svc_backup,NTLM,failure,benign,routine authentication
AUTH-00988,2026-08-21T06:26:10Z,BACKUP-01,FILE-02,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-00949,2026-08-21T06:27:13Z,FILE-02,FILE-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-01219,2026-08-21T06:27:15Z,DC-01,FILE-02,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-01242,2026-08-21T06:33:11Z,JUMP-01,DC-01,ACME\jsmith,SMB,success,benign,routine authentication
AUTH-00136,2026-08-21T06:37:41Z,PRINT-01,FILE-02,ACME\svc_backup,NTLM,failure,benign,routine authentication
AUTH-00848,2026-08-21T06:54:07Z,FILE-02,FILE-02,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-01287,2026-08-21T06:55:39Z,DC-01,APP-API-02,ACME\jsmith,RDP,success,benign,routine authentication
AUTH-00610,2026-08-21T06:56:56Z,PRINT-01,FILE-02,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-00484,2026-08-21T06:57:09Z,FIN-WS-14,FILE-02,ACME\svc_print,NTLM,success,benign,routine authentication
AUTH-01333,2026-08-21T07:00:08Z,FIN-WS-14,APP-API-02,ACME\jsmith,RDP,success,benign,routine authentication
AUTH-01197,2026-08-21T07:04:16Z,APP-API-02,DC-01,ACME\jsmith,Kerberos,success,benign,routine authentication
AUTH-00794,2026-08-21T07:09:15Z,FILE-02,FILE-02,ACME\svc_print,SMB,failure,benign,routine authentication
AUTH-00286,2026-08-21T07:12:07Z,BACKUP-01,DC-01,ACME\svc_print,Kerberos,failure,benign,routine authentication
AUTH-00701,2026-08-21T07:28:11Z,BACKUP-01,DC-01,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-00518,2026-08-21T07:30:19Z,BACKUP-01,DC-01,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-01683,2026-08-21T07:37:23Z,FILE-02,APP-API-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-01104,2026-08-21T07:38:49Z,DC-01,APP-API-02,ACME\mrivera,RDP,failure,benign,routine authentication
AUTH-00785,2026-08-21T07:41:10Z,FILE-02,DC-01,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-01622,2026-08-21T07:44:08Z,PRINT-01,DC-01,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-00011,2026-08-21T07:47:16Z,DC-01,APP-API-02,ACME\jsmith,Kerberos,success,benign,routine authentication
AUTH-01093,2026-08-21T07:47:20Z,JUMP-01,FILE-02,ACME\svc_backup,Kerberos,success,benign,routine authentication
AUTH-00694,2026-08-21T07:49:06Z,JUMP-01,FILE-02,ACME\jsmith,RDP,success,benign,routine authentication
AUTH-00750,2026-08-21T07:52:01Z,APP-API-02,FILE-02,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-00284,2026-08-21T07:53:21Z,FIN-WS-14,APP-API-02,NT AUTHORITY\SYSTEM,RDP,failure,benign,routine authentication
AUTH-00912,2026-08-21T07:56:51Z,PRINT-01,DC-01,ACME\jsmith,RDP,success,benign,routine authentication
AUTH-00280,2026-08-21T07:58:28Z,JUMP-01,APP-API-02,ACME\svc_print,NTLM,success,benign,routine authentication
AUTH-00368,2026-08-21T08:04:40Z,PRINT-01,DC-01,ACME\mrivera,SMB,failure,benign,routine authentication
AUTH-00316,2026-08-21T08:06:59Z,BACKUP-01,FILE-02,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-01262,2026-08-21T08:07:52Z,FIN-WS-14,APP-API-02,NT AUTHORITY\SYSTEM,RDP,success,benign,routine authentication
AUTH-00967,2026-08-21T08:08:06Z,FIN-WS-14,DC-01,ACME\svc_backup,Kerberos,success,benign,routine authentication
AUTH-00868,2026-08-21T08:11:46Z,FIN-WS-14,DC-01,ACME\svc_backup,NTLM,success,benign,routine authentication
AUTH-01525,2026-08-21T08:13:56Z,APP-API-02,DC-01,ACME\jsmith,Kerberos,failure,benign,routine authentication
AUTH-00891,2026-08-21T08:17:52Z,BACKUP-01,APP-API-02,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-00059,2026-08-21T08:23:14Z,DC-01,APP-API-02,ACME\jsmith,RDP,success,benign,routine authentication
AUTH-01588,2026-08-21T08:29:00Z,APP-API-02,APP-API-02,ACME\svc_backup,RDP,failure,benign,routine authentication
AUTH-01190,2026-08-21T08:42:00Z,FIN-WS-14,FILE-02,ACME\jsmith,NTLM,success,benign,routine authentication
AUTH-00595,2026-08-21T08:45:12Z,PRINT-01,DC-01,NT AUTHORITY\SYSTEM,RDP,success,benign,routine authentication
AUTH-01098,2026-08-21T08:49:37Z,FILE-02,FILE-02,ACME\jsmith,Kerberos,success,benign,routine authentication
AUTH-01106,2026-08-21T08:53:09Z,FIN-WS-14,DC-01,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-01545,2026-08-21T09:03:40Z,BACKUP-01,APP-API-02,ACME\mrivera,RDP,failure,benign,routine authentication
AUTH-00791,2026-08-21T09:15:16Z,APP-API-02,DC-01,ACME\jsmith,Kerberos,success,benign,routine authentication
AUTH-01736,2026-08-21T09:16:47Z,FILE-02,FILE-02,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-01458,2026-08-21T09:27:22Z,FILE-02,DC-01,NT AUTHORITY\SYSTEM,SMB,success,benign,routine authentication
AUTH-01671,2026-08-21T09:27:36Z,DC-01,APP-API-02,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-01590,2026-08-21T09:39:08Z,FILE-02,DC-01,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-00977,2026-08-21T09:45:14Z,PRINT-01,APP-API-02,NT AUTHORITY\SYSTEM,RDP,success,benign,routine authentication
AUTH-00105,2026-08-21T09:45:53Z,BACKUP-01,FILE-02,ACME\svc_backup,Kerberos,failure,benign,routine authentication
AUTH-00380,2026-08-21T09:52:27Z,PRINT-01,APP-API-02,ACME\jsmith,Kerberos,failure,benign,routine authentication
AUTH-00495,2026-08-21T09:53:44Z,FILE-02,DC-01,ACME\jsmith,Kerberos,success,benign,routine authentication
AUTH-00096,2026-08-21T09:54:59Z,BACKUP-01,DC-01,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-01105,2026-08-21T10:01:00Z,PRINT-01,APP-API-02,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
AUTH-00924,2026-08-21T10:08:26Z,FIN-WS-14,APP-API-02,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-01436,2026-08-21T10:11:25Z,FIN-WS-14,FILE-02,ACME\mrivera,NTLM,success,benign,routine authentication
AUTH-00185,2026-08-21T10:15:35Z,APP-API-02,DC-01,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-00834,2026-08-21T10:28:50Z,PRINT-01,DC-01,ACME\mrivera,NTLM,failure,benign,routine authentication
AUTH-01688,2026-08-21T10:30:05Z,FIN-WS-14,FILE-02,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-00707,2026-08-21T10:32:22Z,BACKUP-01,APP-API-02,ACME\svc_backup,RDP,failure,benign,routine authentication
AUTH-00773,2026-08-21T10:34:17Z,FILE-02,APP-API-02,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-00228,2026-08-21T10:36:13Z,APP-API-02,FILE-02,ACME\svc_backup,RDP,failure,benign,routine authentication
AUTH-00483,2026-08-21T10:43:04Z,FIN-WS-14,FILE-02,ACME\svc_backup,SMB,success,benign,routine authentication
AUTH-00289,2026-08-21T10:43:14Z,FILE-02,DC-01,ACME\svc_backup,NTLM,failure,benign,routine authentication
AUTH-00182,2026-08-21T10:48:21Z,FIN-WS-14,DC-01,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-01685,2026-08-21T10:51:26Z,FILE-02,FILE-02,ACME\mrivera,SMB,success,benign,routine authentication
AUTH-01249,2026-08-21T10:51:42Z,JUMP-01,DC-01,NT AUTHORITY\SYSTEM,SMB,success,benign,routine authentication
AUTH-00162,2026-08-21T10:51:44Z,DC-01,APP-API-02,ACME\svc_print,SMB,success,benign,routine authentication
AUTH-01342,2026-08-21T10:52:38Z,FILE-02,FILE-02,NT AUTHORITY\SYSTEM,SMB,success,benign,routine authentication
AUTH-00826,2026-08-21T11:02:59Z,JUMP-01,APP-API-02,NT AUTHORITY\SYSTEM,Kerberos,success,benign,routine authentication
AUTH-00584,2026-08-21T11:05:54Z,FIN-WS-14,DC-01,ACME\svc_backup,RDP,success,benign,routine authentication
AUTH-00685,2026-08-21T11:09:08Z,APP-API-02,FILE-02,ACME\svc_print,NTLM,success,benign,routine authentication
AUTH-00802,2026-08-21T11:09:36Z,JUMP-01,DC-01,ACME\mrivera,NTLM,success,benign,routine authentication
AUTH-00149,2026-08-21T11:09:56Z,FIN-WS-14,DC-01,ACME\svc_print,RDP,success,benign,routine authentication
AUTH-00516,2026-08-21T11:12:01Z,APP-API-02,APP-API-02,ACME\svc_backup,Kerberos,success,benign,routine authentication
AUTH-01251,2026-08-21T11:12:40Z,APP-API-02,APP-API-02,ACME\svc_print,NTLM,success,benign,routine authentication
AUTH-00255,2026-08-21T11:13:55Z,JUMP-01,DC-01,ACME\svc_backup,SMB,failure,benign,routine authentication
AUTH-00837,2026-08-21T11:14:45Z,APP-API-02,DC-01,ACME\svc_backup,Kerberos,success,benign,routine authentication
AUTH-00460,2026-08-21T11:18:04Z,PRINT-01,APP-API-02,ACME\svc_backup,RDP,failure,benign,routine authentication
AUTH-00801,2026-08-21T11:27:19Z,FIN-WS-14,FILE-02,ACME\mrivera,RDP,failure,benign,routine authentication
AUTH-00271,2026-08-21T11:38:18Z,DC-01,APP-API-02,ACME\svc_print,NTLM,success,benign,routine authentication
AUTH-01129,2026-08-21T11:40:54Z,PRINT-01,DC-01,ACME\svc_print,NTLM,success,benign,routine authentication
AUTH-00168,2026-08-21T11:43:07Z,DC-01,APP-API-02,ACME\mrivera,SMB,success,benign,routine authentication
AUTH-01767,2026-08-21T11:43:19Z,PRINT-01,DC-01,ACME\mrivera,Kerberos,success,benign,routine authentication
AUTH-00539,2026-08-21T11:44:46Z,FIN-WS-14,DC-01,ACME\svc_print,Kerberos,success,benign,routine authentication
AUTH-00615,2026-08-21T12:00:29Z,APP-API-02,DC-01,ACME\jsmith,Kerberos,success,benign,routine authentication
AUTH-00142,2026-08-21T12:04:53Z,FILE-02,APP-API-02,ACME\svc_print,NTLM,success,benign,routine authentication
AUTH-00678,2026-08-21T12:07:52Z,DC-01,FILE-02,ACME\jsmith,SMB,success,benign,routine authentication
AUTH-00116,2026-08-21T12:18:29Z,APP-API-02,FILE-02,ACME\jsmith,NTLM,failure,benign,routine authentication
AUTH-01604,2026-08-21T12:20:57Z,APP-API-02,APP-API-02,ACME\mrivera,NTLM,success,benign,routine authentication
AUTH-01236,2026-08-21T12:26:14Z,FIN-WS-14,APP-API-02,ACME\mrivera,RDP,success,benign,routine authentication
AUTH-00246,2026-08-21T12:30:51Z,PRINT-01,DC-01,NT AUTHORITY\SYSTEM,SMB,failure,benign,routine authentication
AUTH-00074,2026-08-21T12:30:52Z,JUMP-01,DC-01,NT AUTHORITY\SYSTEM,NTLM,success,benign,routine authentication
